t,H,Q2_re,Q2_im,generator_norm
0,np.float64(48.6089637399097),np.float64(48.608963739909704),np.float64(-1.153518245087862e-13),np.float64(7.061400392410957e-15)
1,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878641e-13),np.float64(7.061400392410859e-15)
2,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878664e-13),np.float64(7.061400392410758e-15)
3,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878687e-13),np.float64(7.061400392410659e-15)
4,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.15351824508787e-13),np.float64(7.06140039241056e-15)
5,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.1535182450878725e-13),np.float64(7.061400392410461e-15)
6,np.float64(48.608963739909676),np.float64(48.60896373990968),np.float64(-1.1535182450878747e-13),np.float64(7.061400392410361e-15)
7,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.153518245087877e-13),np.float64(7.061400392410261e-15)
8,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878785e-13),np.float64(7.0614003924101624e-15)
9,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878803e-13),np.float64(7.061400392410063e-15)
10,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878823e-13),np.float64(7.061400392409963e-15)
11,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.1535182450878838e-13),np.float64(7.0614003924098666e-15)
12,np.float64(48.608963739909676),np.float64(48.60896373990967),np.float64(-1.153518245087886e-13),np.float64(7.0614003924097656e-15)
13,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878886e-13),np.float64(7.061400392409665e-15)
14,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878901e-13),np.float64(7.061400392409566e-15)
15,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450878916e-13),np.float64(7.0614003924094674e-15)
16,np.float64(48.60896373990967),np.float64(48.608963739909676),np.float64(-1.1535182450878932e-13),np.float64(7.061400392409367e-15)
17,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.153518245087896e-13),np.float64(7.061400392409269e-15)
18,np.float64(48.608963739909676),np.float64(48.60896373990967),np.float64(-1.1535182450878982e-13),np.float64(7.06140039240917e-15)
19,np.float64(48.60896373990968),np.float64(48.60896373990969),np.float64(-1.1535182450879005e-13),np.float64(7.061400392409071e-15)
20,np.float64(48.60896373990968),np.float64(48.608963739909676),np.float64(-1.1535182450879028e-13),np.float64(7.061400392408971e-15)
21,np.float64(48.608963739909676),np.float64(48.60896373990967),np.float64(-1.1535182450879053e-13),np.float64(7.061400392408873e-15)
22,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.1535182450879065e-13),np.float64(7.0614003924087724e-15)
23,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.153518245087909e-13),np.float64(7.061400392408673e-15)
24,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879108e-13),np.float64(7.061400392408575e-15)
25,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879129e-13),np.float64(7.061400392408474e-15)
26,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.1535182450879144e-13),np.float64(7.061400392408376e-15)
27,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.153518245087917e-13),np.float64(7.061400392408278e-15)
28,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879192e-13),np.float64(7.0614003924081784e-15)
29,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879207e-13),np.float64(7.061400392408078e-15)
30,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.153518245087923e-13),np.float64(7.061400392407979e-15)
31,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879255e-13),np.float64(7.0614003924078794e-15)
32,np.float64(48.608963739909676),np.float64(48.60896373990968),np.float64(-1.1535182450879275e-13),np.float64(7.061400392407781e-15)
33,np.float64(48.60896373990968),np.float64(48.608963739909676),np.float64(-1.15351824508793e-13),np.float64(7.0614003924076814e-15)
34,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.1535182450879323e-13),np.float64(7.061400392407582e-15)
35,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.1535182450879348e-13),np.float64(7.061400392407483e-15)
36,np.float64(48.60896373990968),np.float64(48.60896373990969),np.float64(-1.1535182450879366e-13),np.float64(7.061400392407385e-15)
37,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879378e-13),np.float64(7.061400392407284e-15)
38,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879394e-13),np.float64(7.061400392407185e-15)
39,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.1535182450879414e-13),np.float64(7.061400392407086e-15)
40,np.float64(48.60896373990968),np.float64(48.608963739909676),np.float64(-1.1535182450879437e-13),np.float64(7.061400392406987e-15)
41,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.1535182450879452e-13),np.float64(7.061400392406889e-15)
42,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879472e-13),np.float64(7.061400392406789e-15)
43,np.float64(48.60896373990968),np.float64(48.608963739909676),np.float64(-1.1535182450879487e-13),np.float64(7.06140039240669e-15)
44,np.float64(48.608963739909676),np.float64(48.60896373990967),np.float64(-1.1535182450879505e-13),np.float64(7.0614003924065904e-15)
45,np.float64(48.608963739909676),np.float64(48.60896373990968),np.float64(-1.1535182450879527e-13),np.float64(7.06140039240649e-15)
46,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879548e-13),np.float64(7.061400392406392e-15)
47,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.153518245087957e-13),np.float64(7.061400392406291e-15)
48,np.float64(48.60896373990967),np.float64(48.608963739909676),np.float64(-1.1535182450879585e-13),np.float64(7.061400392406194e-15)
49,np.float64(48.608963739909676),np.float64(48.60896373990967),np.float64(-1.1535182450879608e-13),np.float64(7.061400392406094e-15)
50,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879633e-13),np.float64(7.061400392405993e-15)
51,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879649e-13),np.float64(7.061400392405895e-15)
52,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.153518245087967e-13),np.float64(7.061400392405795e-15)
53,np.float64(48.60896373990967),np.float64(48.608963739909676),np.float64(-1.1535182450879686e-13),np.float64(7.061400392405698e-15)
54,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879707e-13),np.float64(7.061400392405598e-15)
55,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.1535182450879724e-13),np.float64(7.0614003924055e-15)
56,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879742e-13),np.float64(7.061400392405399e-15)
57,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879765e-13),np.float64(7.0614003924053e-15)
58,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.153518245087978e-13),np.float64(7.061400392405202e-15)
59,np.float64(48.608963739909676),np.float64(48.60896373990967),np.float64(-1.15351824508798e-13),np.float64(7.061400392405101e-15)
60,np.float64(48.60896373990968),np.float64(48.60896373990968),np.float64(-1.1535182450879823e-13),np.float64(7.061400392405002e-15)
61,np.float64(48.60896373990968),np.float64(48.608963739909676),np.float64(-1.1535182450879838e-13),np.float64(7.061400392404904e-15)
62,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.1535182450879856e-13),np.float64(7.061400392404803e-15)
63,np.float64(48.608963739909676),np.float64(48.608963739909676),np.float64(-1.153518245087988e-13),np.float64(7.061400392404704e-15)
64,np.float64(48.60896373990967),np.float64(48.60896373990967),np.float64(-1.15351824508799e-13),np.float64(7.061400392404605e-15)
65,np.float64(48.60896373990969),np.float64(48.60896373990968),np.float64(-1.1535182450879926e-13),np.float64(7.061400392404505e-15)
