step,edge_index,theta,relative_theta_over_pi_mod_pi,amplitude
0,0,-0.6866282587141918,0.0,0.2886751345948135
0,1,2.4549643948755784,-7.350615263826794e-15,0.28867513459481275
0,2,-2.257424585509099,0.4999999999999966,0.308606699924184
0,3,-2.2574245855090984,0.4999999999999967,0.308606699924184
0,4,-2.257424585509099,0.4999999999999966,0.46291004988627515
0,5,2.4549643948758693,8.538022344906507e-14,0.28867513459482036
0,6,2.454964394875302,-9.527528245806268e-14,0.2886751345948053
0,7,-0.6866282587144811,-9.209472777659917e-14,0.2886751345948055
0,8,-0.6866282587139129,8.877281510929283e-14,0.2886751345948207
0,9,-2.257424585509098,0.4999999999999969,0.30860669992418377
1,0,-0.5237031073730484,0.0,0.2886751345948133
1,1,2.617889546216722,-7.350615263826794e-15,0.2886751345948129
1,2,-2.0944994341679553,0.4999999999999967,0.308606699924184
1,3,-2.094499434167955,0.4999999999999969,0.30860669992418405
1,4,-2.094499434167955,0.4999999999999969,0.46291004988627527
1,5,2.6178895462170098,8.424935956232248e-14,0.28867513459481586
1,6,2.617889546216449,-9.41444185713201e-14,0.2886751345948099
1,7,-0.5237031073733345,-9.1034542882778e-14,0.2886751345948099
1,8,-0.5237031073727721,8.792466719423589e-14,0.288675134594816
1,9,-2.094499434167954,0.49999999999999717,0.3086066999241838
2,0,-0.36077795603190493,0.0,0.2886751345948131
2,1,2.7808146975578656,-7.350615263826794e-15,0.2886751345948131
2,2,-1.9315742828268117,0.4999999999999967,0.3086066999241841
2,3,-1.9315742828268112,0.4999999999999969,0.3086066999241841
2,4,-1.9315742828268108,0.49999999999999706,0.4629100498862753
2,5,2.7808146975581534,8.424935956232248e-14,0.2886751345948115
2,6,2.780814697557593,-9.386170259963445e-14,0.2886751345948145
2,7,-0.3607779560321904,-9.089318489693516e-14,0.2886751345948142
2,8,-0.36077795603162893,8.785398820131448e-14,0.28867513459481137
2,9,-1.9315742828268105,0.49999999999999717,0.3086066999241839
3,0,-0.19785280469076125,0.0,0.28867513459481287
3,1,2.943739848899009,-7.350615263826794e-15,0.2886751345948132
3,2,-1.768649131485668,0.4999999999999967,0.3086066999241841
3,3,-1.7686491314856678,0.4999999999999969,0.30860669992418416
3,4,-1.768649131485667,0.49999999999999717,0.46291004988627543
3,5,2.9437398488992987,8.481479150569378e-14,0.28867513459480715
3,6,2.9437398488987343,-9.470985051469139e-14,0.2886751345948189
3,7,-0.19785280469104863,-9.145861684030646e-14,0.28867513459481847
3,8,-0.19785280469048308,8.856077813052859e-14,0.28867513459480687
3,9,-1.7686491314856667,0.49999999999999717,0.3086066999241839
4,0,-0.03492765334961741,0.0,0.28867513459481264
4,1,3.106665000240153,-7.350615263826794e-15,0.28867513459481337
4,2,-1.6057239801445244,0.4999999999999966,0.30860669992418416
4,3,-1.6057239801445242,0.4999999999999967,0.30860669992418416
4,4,-1.605723980144523,0.49999999999999717,0.4629100498862755
4,5,3.1066650002404472,8.651108733580765e-14,0.2886751345948029
4,6,3.1066650002398735,-9.612343037311962e-14,0.28867513459482336
4,7,-0.03492765334990931,-9.29428756916561e-14,0.28867513459482275
4,8,-0.0349276533493347,8.997435798895682e-14,0.2886751345948023
4,9,-1.605723980144523,0.49999999999999717,0.3086066999241839
5,0,0.12799749799152654,0.0,0.2886751345948124
5,1,-3.0135951555982903,-7.491973249669617e-15,0.28867513459481353
5,2,-1.442798828803381,0.49999999999999645,0.30860669992418416
5,3,-1.4427988288033808,0.4999999999999966,0.3086066999241842
5,4,-1.4427988288033795,0.4999999999999969,0.4629100498862756
5,5,-3.0135951555979887,8.849009913760718e-14,0.28867513459479854
5,6,-3.0135951555985763,-9.852651613244761e-14,0.2886751345948278
5,7,0.12799749799122762,-9.513392447221986e-14,0.2886751345948269
5,8,0.12799749799181628,9.223608576244199e-14,0.2886751345947978
5,9,-1.4427988288033795,0.4999999999999969,0.3086066999241838
6,0,0.2909226493326707,0.0,0.2886751345948122
6,1,-2.8506700042571467,-7.774689221355263e-15,0.28867513459481364
6,2,-1.2798736774622375,0.49999999999999634,0.3086066999241842
6,3,-1.2798736774622372,0.49999999999999634,0.30860669992418427
6,4,-1.279873677462236,0.4999999999999969,0.4629100498862757
6,5,-2.8506700042568354,9.131725885446364e-14,0.2886751345947941
6,6,-2.8506700042574424,-1.0191910779267536e-13,0.2886751345948323
6,7,0.29092264933236217,-9.824380016076197e-14,0.28867513459483124
6,8,0.29092264933296985,9.520460346514127e-14,0.28867513459479327
6,9,-1.279873677462236,0.4999999999999969,0.3086066999241838
7,0,0.453847800673815,0.0,0.288675134594812
7,1,-2.687744852916003,-7.916047207198087e-15,0.28867513459481375
7,2,-1.116948526121094,0.49999999999999606,0.3086066999241842
7,3,-1.1169485261210939,0.49999999999999606,0.30860669992418427
7,4,-1.116948526121092,0.4999999999999966,0.4629100498862758
7,5,-2.6877448529156798,9.499256648637704e-14,0.28867513459478966
7,6,-2.687744852916311,-1.058771313962744e-13,0.2886751345948369
7,7,0.45384780067349434,-1.0206046577851819e-13,0.2886751345948357
7,8,0.45384780067412606,9.902126908289749e-14,0.28867513459478866
7,9,-1.1169485261210923,0.4999999999999966,0.3086066999241838
8,0,0.6167729520149594,0.0,0.2886751345948118
8,1,-2.52481970157486,-8.340121164726556e-15,0.2886751345948139
8,2,-0.9540233747799506,0.4999999999999958,0.3086066999241842
8,3,-0.9540233747799504,0.4999999999999958,0.3086066999241842
8,4,-0.9540233747799485,0.49999999999999634,0.4629100498862759
8,5,-2.5248197015745215,9.937466404750455e-14,0.28867513459478505
8,6,-2.5248197015751823,-1.1096601888661603e-13,0.2886751345948416
8,7,0.6167729520146239,-1.0679595830425275e-13,0.28867513459484023
8,8,0.6167729520152849,1.0361540362278923e-13,0.2886751345947839
8,9,-0.9540233747799488,0.49999999999999634,0.30860669992418377
9,0,0.779698103356104,0.0,0.28867513459481164
9,1,-2.3618945502337167,-8.764195122255024e-15,0.28867513459481414
9,2,-0.7910982234388072,0.49999999999999534,0.3086066999241842
9,3,-0.7910982234388069,0.4999999999999955,0.3086066999241842
9,4,-0.7910982234388049,0.49999999999999606,0.46291004988627593
9,5,-2.361894550233361,1.0446355153784617e-13,0.28867513459478034
9,6,-2.361894550234056,-1.1676169630617178e-13,0.2886751345948466
9,7,0.779698103355751,-1.1237959874504426e-13,0.28867513459484495
9,8,0.7796981033564465,1.0898700708481651e-13,0.288675134594779
9,9,-0.7910982234388051,0.49999999999999606,0.3086066999241837
10,0,0.9426232546972486,0.0,0.2886751345948115
10,1,-2.1989693988925736,-9.329627065626316e-15,0.28867513459481436
10,2,-0.6281730720976638,0.4999999999999949,0.30860669992418416
10,3,-0.6281730720976634,0.49999999999999506,0.30860669992418416
10,4,-0.6281730720976614,0.4999999999999958,0.46291004988627593
10,5,-2.1989693988921974,1.1054194492908756e-13,0.28867513459477545
10,6,-2.198969398892933,-1.2354687962662728e-13,0.2886751345948517
10,7,0.9426232546968751,-1.188820660938141e-13,0.2886751345948499
10,8,0.9426232546976109,1.1534811644774353e-13,0.28867513459477384
10,9,-0.6281730720976614,0.4999999999999958,0.30860669992418366
11,0,1.105548406038393,0.0,0.2886751345948113
11,1,-2.0360442475514304,-9.612343037311962e-15,0.28867513459481464
11,2,-0.46524792075652033,0.4999999999999946,0.3086066999241841
11,3,-0.4652479207565199,0.4999999999999948,0.3086066999241841
11,4,-0.4652479207565178,0.4999999999999955,0.46291004988627593
11,5,-2.036044247551031,1.1732712824954306e-13,0.2886751345947703
11,6,-2.036044247551813,-1.3146292683382536e-13,0.2886751345948571
11,7,1.1055484060379965,-1.262326813576409e-13,0.28867513459485517
11,8,1.1055484060387781,1.2255737372572752e-13,0.28867513459476846
11,9,-0.4652479207565177,0.4999999999999955,0.30860669992418355
12,0,1.268473557379538,0.0,0.2886751345948111
12,1,-1.8731190962102877,-1.0460490952368899e-14,0.2886751345948149
12,2,-0.30232276941537684,0.4999999999999942,0.308606699924184
12,3,-0.30232276941537634,0.49999999999999434,0.308606699924184
12,4,-0.3023227694153741,0.49999999999999506,0.46291004988627593
12,5,-1.8731190962098616,1.2524317545674114e-13,0.28867513459476485
12,6,-1.8731190962106958,-1.402271219560804e-13,0.2886751345948628
12,7,1.2684735573791146,-1.347848395011317e-13,0.28867513459486066
12,8,1.2684735573799486,1.3068545791168983e-13,0.2886751345947628
12,9,-0.30232276941537395,0.49999999999999506,0.3086066999241835
13,0,1.4313987087206828,0.0,0.2886751345948109
13,1,-1.7101939448691452,-1.102592289574019e-14,0.28867513459481525
13,2,-0.1393976180742332,0.4999999999999938,0.3086066999241839
13,3,-0.13939761807423268,0.49999999999999406,0.3086066999241839
13,4,-0.13939761807423048,0.4999999999999946,0.46291004988627593
13,5,-1.7101939448686891,1.3400737057899617e-13,0.28867513459475913
13,6,-1.710193944869582,-1.50122180965078e-13,0.2886751345948689
13,7,1.4313987087202298,-1.4418514555967942e-13,0.28867513459486654
13,8,1.4313987087211224,1.3994440598439475e-13,0.2886751345947568
13,9,-0.1393976180742301,0.4999999999999949,0.3086066999241834
14,0,1.5943238600618277,0.0,0.2886751345948107
14,1,-1.547268793528003,-1.187407081079713e-14,0.2886751345948156
14,2,0.023527533266910598,0.4999999999999935,0.30860669992418377
14,3,0.0235275332669111,0.4999999999999936,0.3086066999241838
14,4,0.02352753326691316,0.49999999999999434,0.4629100498862759
14,5,-1.5472687935275133,1.4390242958799378e-13,0.28867513459475297
14,6,-1.547268793528472,-1.611481038608182e-13,0.28867513459487537
14,7,1.5943238600613412,-1.5485767349081256e-13,0.28867513459487276
14,8,1.5943238600622995,1.501928599579994e-13,0.2886751345947504
14,9,0.023527533266913862,0.4999999999999945,0.30860669992418327
15,0,1.7572490114029726,0.0,0.28867513459481053
15,1,-1.384343642186861,-1.286357671169689e-14,0.2886751345948159
15,2,0.18645268460805445,0.4999999999999932,0.30860669992418366
15,3,0.1864526846080549,0.4999999999999932,0.30860669992418377
15,4,0.18645268460805686,0.49999999999999395,0.46291004988627593
15,5,-1.384343642186334,1.5492835248373397e-13,0.2886751345947463
15,6,-1.3843436421873656,-1.735876066149866e-13,0.2886751345948823
15,7,1.757249011402449,-1.666610653086883e-13,0.2886751345948794
15,8,1.7572490114034804,1.6164285681126806e-13,0.2886751345947436
15,9,0.1864526846080579,0.4999999999999942,0.3086066999241832
16,0,1.9201741627441178,0.0,0.28867513459481026
16,1,-1.221418490845719,-1.385308261259665e-14,0.2886751345948163
16,2,0.3493778359491983,0.4999999999999927,0.30860669992418366
16,3,0.3493778359491987,0.4999999999999928,0.3086066999241837
16,4,0.3493778359492005,0.4999999999999935,0.4629100498862759
16,5,-1.2214184908451506,1.6708513926621675e-13,0.28867513459473926
16,6,-1.2214184908462633,-1.871579732558976e-13,0.2886751345948896
16,7,1.9201741627435531,-1.797366789991494e-13,0.28867513459488653
16,8,1.9201741627446653,1.7429439654420073e-13,0.2886751345947363
16,9,0.34937783594920196,0.4999999999999938,0.30860669992418316
17,0,2.083099314085263,0.0,0.28867513459481
17,1,-1.0584933395045775,-1.4983946499339233e-14,0.28867513459481664
17,2,0.5123029872903423,0.49999999999999234,0.3086066999241836
17,3,0.5123029872903426,0.49999999999999234,0.3086066999241837
17,4,0.5123029872903443,0.49999999999999295,0.4629100498862759
17,5,-1.0584933395039633,1.803727899354421e-13,0.28867513459473165
