step,within_A_plus,within_A_minus,within_B_plus,within_B_minus,complement_error_A,complement_error_B,A_B_center_distance,Aplus_a2n,Aplus_b2n,Aplus_abn,Bplus_a2n,Bplus_b2n,Bplus_abn
0,0.6537015838876009,3.3306690738754696e-16,5.440092820663267e-15,4.9960036108132044e-15,0.3268507919438003,0.9805523758314013,0.3396921871753445,0.5327095968976282,0.4672904031023717,-0.1634253959719004,0.5981287906931662,0.40187120930683395,-0.490276187915645
1,0.5774198111365745,3.3306690738754696e-16,4.9404924595819466e-15,4.3298697960381105e-15,0.2887099055682866,0.8661297167048618,0.37265106017433286,0.5833032135302431,0.416696786469757,-0.1443549527841442,0.7499096405909754,0.2500903594090246,-0.4330648583522906
2,0.5005192499867377,3.885780586188048e-16,3.941291737419306e-15,3.7192471324942744e-15,0.2502596249933699,0.7507788749801068,0.4168224934105955,0.6251298124966836,0.37487018750331647,-0.11009226949392309,0.8753894374902387,0.12461056250976128,-0.3302768084815556
3,0.6151498735631021,6.38378239159465e-16,5.329070518200751e-15,4.801714581503802e-15,0.30757493678155173,0.9227248103446534,0.4535564494606527,0.6537874683907751,0.346212531609225,-0.06424322799902057,0.9613624051724355,0.03863759482756446,-0.19272968399679752
4,0.6650407400481665,8.118505867571457e-16,5.641320743876577e-15,5.23192600354605e-15,0.3325203700240834,0.9975611100722498,0.47083001985013406,0.6662601850120415,0.33373981498795846,-0.011633084609831488,0.9987805550361448,0.0012194449638550948,-0.03489925382920418
5,0.6449412223734261,9.43689570931383e-16,5.662137425588298e-15,5.134781488891349e-15,0.32247061118671283,0.9674118335601388,0.46378702675926065,0.6612353055933567,0.3387646944066432,0.04220135078400475,0.983705916779995,0.01629408322000503,0.1266040523523026
6,0.5569666390130241,8.881784197001252e-16,4.9960036108132044e-15,4.718447854656915e-15,0.2784833195065116,0.8354499585195357,0.4343547747572068,0.6392416597532565,0.3607583402467434,0.09159442104700533,0.917724979259601,0.08227502074039904,0.27478326314127277
7,0.5253915532214747,1.0269562977782698e-15,5.218048215738236e-15,4.6629367034256575e-15,0.26269577661073773,0.7880873298322126,0.3914245152938193,0.6025939082767506,0.3974060917232494,0.13134788830536817,0.8077817248300008,0.1922182751699994,0.3940436649163006
8,0.6291120327978752,1.3322676295501878e-15,6.328271240363392e-15,6.217248937900877e-15,0.3145560163989377,0.9436680491968132,0.3511078677121668,0.5551489430051536,0.44485105699484634,0.15727800819946858,0.6654468290151463,0.3345531709848538,0.471834024598516
9,0.6666233462232065,1.3877787807814457e-15,7.216449660063518e-15,6.8833827526759706e-15,0.3333116731116033,0.9999350193348099,0.33335499214765524,0.5018999788587534,0.4981000211412465,0.16665583655580163,0.5056999365759098,0.4943000634240903,0.4999675096674089
10,0.6339777184532097,1.4432899320127035e-15,7.16093850883226e-15,7.105427357601002e-15,0.3169888592266049,0.950966577679814,0.34891300541612136,0.4484510566613471,0.551548943338653,0.15849442961330257,0.34535316998368915,0.6546468300163109,0.4754832888397933
11,0.534610848823529,1.2212453270876722e-15,6.439293542825908e-15,6.439293542825908e-15,0.26730542441176486,0.8019162732352927,0.38829116948804526,0.4004272612720263,0.5995727387279737,0.13365271220588254,0.2012817838157638,0.7987182161842362,0.40095813661741286
12,0.54846910001869,1.27675647831893e-15,6.994405055138486e-15,7.16093850883226e-15,0.2742345500093444,0.8227036500280356,0.43164302326120063,0.36288272499532775,0.6371172750046723,0.09474508257989361,0.08864817498574504,0.9113518250142549,0.28423524773933606
13,0.6409251227073738,1.609823385706477e-15,8.798517470154366e-15,8.909539772616881e-15,0.32046256135368656,0.961387684061061,0.46239308422656533,0.3397687193231567,0.6602312806768432,0.04586626723896828,0.01930615796934667,0.9806938420306532,0.13759880171647318
14,0.6659287430775014,1.5265566588595902e-15,9.700573677662305e-15,9.922618282587337e-15,0.3329643715387508,0.9988931146162521,0.47114369763936276,0.3335178142306246,0.6664821857693753,-0.007839617288423993,0.0005534426918964806,0.9994465573081035,-0.023518851865753712
15,0.6208485238505626,1.3322676295501878e-15,9.880984919163893e-15,9.96425164601078e-15,0.3104242619252814,0.9312727857758433,0.45549350544530237,0.344787869037359,0.655212130962641,-0.06072044284928892,0.03436360711226627,0.9656363928877337,-0.18216132854835043
16,0.5104288087512332,9.992007221626409e-16,8.659739592076221e-15,8.881784197001252e-15,0.2552144043756166,0.765643213126849,0.41981603508171134,0.37239279781219087,0.6276072021878091,-0.10721091235306872,0.11717839343693323,0.8828216065630667,-0.32163273705963535
