step,max_abs_phase_increment_over_pi,mean_abs_phase_increment_over_pi,max_rat_err_q_le_256,median_rat_err_q_le_256,smallest_global_q_tol_1e10,best_denominators,dtheta_edge_0_over_pi,dtheta_edge_1_over_pi,dtheta_edge_2_over_pi,dtheta_edge_3_over_pi,dtheta_edge_4_over_pi,dtheta_edge_5_over_pi,dtheta_edge_6_over_pi,dtheta_edge_7_over_pi,dtheta_edge_8_over_pi,dtheta_edge_9_over_pi
27,0.051860686379912764,0.051860686379876356,8.834528060913671e-06,8.834528024442845e-06,,135,0.05186068637987785,0.05186068637987488,0.05186068637987629,0.051860686379876154,0.05186068637987629,0.05186068637991121,0.051860686379840246,0.051860686379841515,0.051860686379912764,0.05186068637987629
28,0.05186068637991587,0.05186068637987632,8.834528064022296e-06,8.834528024442845e-06,,135,0.05186068637987785,0.05186068637987474,0.051860686379876154,0.05186068637987629,0.05186068637987629,0.05186068637991446,0.05186068637983685,0.05186068637983841,0.05186068637991587,0.05186068637987629
29,0.05186068637991955,0.05186068637987634,8.83452806769991e-06,8.834528024442845e-06,,135,0.051860686379877986,0.05186068637987459,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068637991785,0.05186068637983332,0.051860686379834875,0.05186068637991955,0.05186068637987643
30,0.051860686379923505,0.05186068637987633,8.834528071655079e-06,8.834528024442845e-06,,135,0.05186068637987827,0.051860686379874454,0.05186068637987629,0.051860686379876154,0.05186068637987629,0.05186068637992167,0.05186068637982922,0.05186068637983106,0.051860686379923505,0.05186068637987629
31,0.051860686379927745,0.05186068637987633,8.834528075894743e-06,8.834528024442845e-06,,135,0.05186068637987827,0.051860686379874316,0.051860686379876154,0.05186068637987629,0.05186068637987629,0.05186068637992577,0.05186068637982498,0.0518606863798271,0.051860686379927745,0.05186068637987643
32,0.051860686379932415,0.05186068637987632,8.834528080564619e-06,8.834528024442845e-06,,135,0.051860686379878555,0.05186068637987403,0.05186068637987629,0.051860686379876154,0.05186068637987629,0.05186068637993029,0.05186068637982032,0.051860686379822434,0.051860686379932415,0.05186068637987643
33,0.0518606863799375,0.05186068637987632,8.834528085650828e-06,8.834528024512234e-06,,135,0.051860686379878694,0.05186068637987375,0.05186068637987629,0.05186068637987629,0.05186068637987643,0.0518606863799351,0.051860686379815224,0.051860686379817486,0.0518606863799375,0.05186068637987643
34,0.05186068637994301,0.05186068637987627,8.83452809116031e-06,8.834528024442845e-06,,135,0.05186068637987884,0.05186068637987346,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068637994047,0.05186068637980957,0.051860686379812254,0.05186068637994301,0.05186068637987629
35,0.05186068637994909,0.05186068637987632,8.83452809723878e-06,8.834528024442845e-06,,135,0.05186068637987912,0.05186068637987346,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.051860686379946126,0.051860686379803636,0.05186068637980646,0.05186068637994909,0.05186068637987643
36,0.0518606863799556,0.05186068637987632,8.834528103747463e-06,8.834528024512234e-06,,135,0.0518606863798794,0.05186068637987304,0.05186068637987629,0.05186068637987629,0.05186068637987643,0.05186068637995263,0.05186068637979699,0.0518606863798001,0.0518606863799556,0.05186068637987643
37,0.0518606863799628,0.051860686379876286,8.834528110950035e-06,8.834528024512234e-06,,135,0.05186068637987954,0.05186068637987276,0.05186068637987629,0.05186068637987629,0.05186068637987643,0.051860686379959414,0.05186068637978978,0.05186068637979317,0.0518606863799628,0.05186068637987643
38,0.05186068637997058,0.05186068637987632,8.834528118728535e-06,8.834528024581623e-06,,135,0.051860686379879825,0.051860686379872616,0.05186068637987629,0.05186068637987643,0.05186068637987643,0.0518606863799669,0.05186068637978201,0.051860686379785685,0.05186068637997058,0.05186068637987643
39,0.051860686379979204,0.05186068637987632,8.83452812735358e-06,8.834528024512234e-06,,135,0.05186068637988025,0.051860686379872054,0.05186068637987629,0.05186068637987629,0.05186068637987643,0.0518606863799751,0.05186068637977353,0.05186068637977762,0.051860686379979204,0.05186068637987643
40,0.05186068637998839,0.051860686379876286,8.834528136540676e-06,8.834528024512234e-06,,135,0.05186068637988053,0.05186068637987177,0.05186068637987629,0.051860686379876154,0.05186068637987643,0.05186068637998415,0.051860686379764195,0.05186068637976858,0.05186068637998839,0.05186068637987643
41,0.05186068637999857,0.05186068637987632,8.834528146720033e-06,8.834528024442845e-06,,135,0.051860686379880956,0.051860686379871485,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068637999376,0.05186068637975416,0.05186068637975896,0.05186068637999857,0.05186068637987643
42,0.051860686380009596,0.05186068637987632,8.834528157745936e-06,8.834528024442845e-06,,135,0.05186068637988138,0.05186068637987106,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.0518606863800045,0.051860686379743136,0.05186068637974836,0.051860686380009596,0.05186068637987629
43,0.05186068638002161,0.0518606863798763,8.834528169757161e-06,8.834528024442845e-06,,135,0.05186068637988195,0.051860686379870354,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068638001595,0.05186068637973098,0.05186068637973691,0.05186068638002161,0.05186068637987643
44,0.05186068638003476,0.05186068637987634,8.834528182906365e-06,8.834528024442845e-06,,135,0.05186068637988237,0.051860686379870076,0.051860686379876154,0.05186068637987629,0.05186068637987629,0.05186068638002868,0.051860686379718114,0.05186068637972433,0.05186068638003476,0.05186068637987629
45,0.05186068638004903,0.051860686379876356,8.83452819717967e-06,8.834528024442845e-06,,135,0.05186068637988308,0.05186068637986951,0.051860686379876154,0.05186068637987629,0.05186068637987629,0.051860686380042244,0.051860686379703834,0.05186068637971062,0.05186068638004903,0.05186068637987643
46,0.05186068638006458,0.05186068637987631,8.834528212729731e-06,8.834528024373456e-06,,135,0.05186068637988364,0.0518606863798688,0.051860686379876154,0.051860686379876154,0.05186068637987629,0.05186068638005737,0.051860686379688145,0.05186068637969564,0.05186068638006458,0.05186068637987629
47,0.051860686380081546,0.05186068637987633,8.834528229695326e-06,8.834528024442845e-06,,135,0.05186068637988421,0.05186068637986824,0.05186068637987629,0.051860686379876154,0.05186068637987629,0.05186068638007349,0.051860686379671325,0.05186068637967938,0.051860686380081546,0.05186068637987643
48,0.051860686380100066,0.051860686379876356,8.834528248215234e-06,8.834528024373456e-06,,135,0.05186068637988506,0.05186068637986753,0.051860686379876154,0.051860686379876154,0.05186068637987629,0.05186068638009144,0.051860686379652805,0.05186068637966157,0.051860686380100066,0.05186068637987643
49,0.05186068638012028,0.05186068637987632,8.834528268428232e-06,8.834528024442845e-06,,135,0.051860686379885765,0.05186068637986654,0.051860686379876154,0.05186068637987629,0.05186068637987629,0.05186068638011066,0.05186068637963259,0.0518606863796422,0.05186068638012028,0.05186068637987643
50,0.051860686380142185,0.05186068637987633,8.83452829033432e-06,8.834528024442845e-06,,135,0.05186068637988647,0.05186068637986583,0.05186068637987629,0.051860686379876154,0.05186068637987629,0.05186068638013187,0.051860686379610825,0.051860686379621,0.051860686380142185,0.05186068637987643
51,0.051860686380166075,0.051860686379876356,8.834528314224932e-06,8.834528024442845e-06,,135,0.051860686379887604,0.051860686379864844,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.051860686380154765,0.05186068637958665,0.0518606863795981,0.051860686380166075,0.05186068637987658
52,0.05186068638019223,0.05186068637987634,8.834528340377623e-06,8.834528024442845e-06,,135,0.05186068637988845,0.05186068637986385,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068638017993,0.0518606863795605,0.05186068637957294,0.05186068638019223,0.05186068637987658
53,0.05186068638022064,0.05186068637987632,8.834528368792394e-06,8.834528024442845e-06,,135,0.05186068637988958,0.05186068637986272,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068638020721,0.05186068637953208,0.051860686379545516,0.05186068638022064,0.05186068637987658
54,0.051860686380251736,0.05186068637987633,8.834528399885577e-06,8.834528024442845e-06,,135,0.05186068637989071,0.051860686379861305,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068638023704,0.05186068637950113,0.05186068637951583,0.051860686380251736,0.05186068637987658
55,0.05186068638028538,0.05186068637987632,8.834528433532274e-06,8.834528024442845e-06,,135,0.05186068637989213,0.051860686379860035,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068638026955,0.051860686379467204,0.051860686379483316,0.05186068638028538,0.051860686379876716
56,0.051860686380322416,0.05186068637987633,8.83452847056515e-06,8.834528024442845e-06,,135,0.051860686379893536,0.05186068637985848,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068638030489,0.05186068637943045,0.051860686379447976,0.051860686380322416,0.051860686379876716
57,0.051860686380362564,0.05186068637987634,8.83452851071359e-06,8.834528024442845e-06,,135,0.05186068637989509,0.051860686379857066,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.05186068638034348,0.05186068637939031,0.05186068637940924,0.051860686380362564,0.051860686379876716
58,0.05186068638040638,0.05186068637987633,8.834528554532706e-06,8.834528024442845e-06,,135,0.05186068637989693,0.05186068637985537,0.05186068637987629,0.051860686379876154,0.05186068637987629,0.05186068638038561,0.05186068637934648,0.051860686379367124,0.05186068638040638,0.051860686379876716
59,0.051860686380454026,0.05186068637987631,8.834528602175151e-06,8.834528024442845e-06,,135,0.05186068637989863,0.051860686379853395,0.05186068637987629,0.05186068637987629,0.05186068637987629,0.051860686380431405,0.05186068637929871,0.05186068637932132,0.051860686380454026,0.051860686379876716
60,0.051860686380506324,0.051860686379876356,8.834528654473595e-06,8.834528024442845e-06,,135,0.051860686379900746,0.05186068637985141,0.05186068637987629,0.051860686379876154,0.05186068637987629,0.05186068638048145,0.051860686379246686,0.05186068637927142,0.051860686380506324,0.051860686379876716
61,0.05186068638056287,0.05186068637987633,8.834528711018641e-06,8.834528024373456e-06,,135,0.05186068637990301,0.051860686379849155,0.051860686379876154,0.051860686379876154,0.05186068637987629,0.05186068638053601,0.05186068637919,0.051860686379216855,0.05186068638056287,0.051860686379876855
62,0.051860686380624785,0.0518606863798763,8.834528772934391e-06,8.834528024373456e-06,,135,0.05186068637990527,0.05186068637984675,0.051860686379876154,0.05186068637987601,0.05186068637987629,0.05186068638059552,0.051860686379128086,0.05186068637915735,0.051860686380624785,0.051860686379876716
63,0.05186068638069221,0.0518606863798763,8.834528840359623e-06,8.834528024373456e-06,,135,0.051860686379907955,0.05186068637984406,0.051860686379876154,0.05186068637987601,0.05186068637987629,0.05186068638066026,0.051860686379060654,0.0518606863790926,0.05186068638069221,0.051860686379876855
64,0.051860686380765714,0.05186068637987634,8.834528913863327e-06,8.834528024300597e-06,,135,0.051860686379910925,0.05186068637984124,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.05186068638073094,0.05186068637898729,0.051860686379022206,0.051860686380765714,0.051860686379876855
65,0.051860686380845865,0.05186068637987633,8.83452899401449e-06,8.834528024300597e-06,,135,0.051860686379914034,0.05186068637983813,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.05186068638080784,0.051860686378907145,0.05186068637894517,0.051860686380845865,0.051860686379876855
66,0.051860686380933226,0.05186068637987634,8.834529081375164e-06,8.834528024373456e-06,,135,0.05186068637991743,0.051860686379834736,0.051860686379876154,0.05186068637987601,0.05186068637987629,0.05186068638089181,0.05186068637881992,0.0518606863788612,0.051860686380933226,0.051860686379876716
67,0.05186068638102836,0.051860686379876356,8.8345291765074e-06,8.834528024300597e-06,,135,0.05186068637992124,0.05186068637983092,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.05186068638098327,0.05186068637872465,0.05186068637876989,0.05186068638102836,0.051860686379876855
68,0.05186068638113226,0.05186068637987631,8.834529280410397e-06,8.834528024300597e-06,,135,0.05186068637992506,0.05186068637982682,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.051860686381082925,0.051860686378620895,0.051860686378670084,0.05186068638113226,0.051860686379876716
69,0.051860686381245344,0.051860686379876356,8.834529393493551e-06,8.834528024300597e-06,,135,0.051860686379929584,0.051860686379822295,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.05186068638119177,0.051860686378507805,0.05186068637856152,0.051860686381245344,0.051860686379876855
70,0.05186068638136847,0.05186068637987631,8.834529516617284e-06,8.834528024300597e-06,,135,0.05186068637993439,0.051860686379817486,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.051860686381310084,0.0518606863783844,0.051860686378442926,0.05186068638136847,0.051860686379877
71,0.05186068638150304,0.05186068637987631,8.834529651190193e-06,8.834528024300597e-06,,135,0.05186068637993962,0.051860686379812115,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.051860686381439286,0.05186068637825011,0.051860686378313724,0.05186068638150304,0.051860686379876855
72,0.051860686381649486,0.0518606863798763,8.834529797635549e-06,8.834528024300597e-06,,135,0.05186068637994527,0.05186068637980646,0.05186068637987601,0.051860686379875724,0.05186068637987629,0.05186068638158008,0.05186068637810366,0.05186068637817307,0.051860686381649486,0.051860686379876855
73,0.05186068638180922,0.05186068637987631,8.834529957368886e-06,8.834528024369986e-06,,135,0.0518606863799515,0.0518606863798001,0.05186068637987601,0.05186068637987601,0.05186068637987643,0.05186068638173345,0.05186068637794379,0.051860686378019556,0.05186068638180922,0.051860686379877
74,0.05186068638198337,0.05186068637987632,8.834530131521245e-06,8.834528024300597e-06,,135,0.05186068637995828,0.05186068637979317,0.05186068637987601,0.05186068637987601,0.05186068637987629,0.05186068638190082,0.05186068637776978,0.05186068637785233,0.05186068638198337,0.05186068637987714
75,0.051860686382173074,0.051860686379876265,8.834530321223666e-06,8.834528024369986e-06,,135,0.05186068637996563,0.051860686379785685,0.05186068637987601,0.05186068637987587,0.05186068637987643,0.051860686382083174,0.05186068637757979,0.051860686377669975,0.051860686382173074,0.051860686379877
76,0.051860686382380165,0.051860686379876356,8.834530528314954e-06,8.834528024369986e-06,,135,0.051860686379973826,0.05186068637977762,0.05186068637987601,0.05186068637987601,0.05186068637987643,0.051860686382281924,0.05186068637737312,0.05186068637747123,0.051860686382380165,0.05186068637987714
77,0.05186068638260563,0.05186068637987633,8.834530753780434e-06,8.834528024369986e-06,,135,0.0518606863799826,0.05186068637976886,0.05186068637987601,0.05186068637987587,0.05186068637987643,0.051860686382498765,0.05186068637714752,0.051860686377254384,0.05186068638260563,0.05186068637987714
78,0.051860686382851455,0.0518606863798763,8.834530999604628e-06,8.834528024231209e-06,,135,0.05186068637999221,0.05186068637975896,0.05186068637987587,0.05186068637987587,0.05186068637987629,0.05186068638273497,0.051860686376901693,0.051860686377018315,0.051860686382851455,0.051860686379877285
79,0.05186068638311947,0.05186068637987632,8.834531267619405e-06,8.834528024373456e-06,,135,0.051860686380002664,0.051860686379748645,0.05186068637987587,0.05186068637987587,0.05186068637987658,0.05186068638299253,0.05186068637663368,0.051860686376760765,0.05186068638311947,0.05186068637987714
80,0.05186068638341165,0.05186068637987633,8.83453155980235e-06,8.834528024300597e-06,,135,0.051860686380014114,0.05186068637973706,0.05186068637987601,0.05186068637987587,0.05186068637987629,0.05186068638327326,0.051860686376341635,0.05186068637648017,0.05186068638341165,0.051860686379877285
81,0.05186068638373028,0.051860686379876265,8.834531878429419e-06,8.83452802415835e-06,,135,0.051860686380026416,0.05186068637972448,0.051860686379875724,0.051860686379875724,0.05186068637987629,0.0518606863835793,0.05186068637602315,0.05186068637617413,0.05186068638373028,0.05186068637987714
82,0.05186068638407745,0.0518606863798763,8.834532225603098e-06,8.83452802415835e-06,,135,0.05186068638003998,0.051860686379710905,0.051860686379875724,0.051860686379875724,0.05186068637987629,0.05186068638391291,0.05186068637567598,0.05186068637584066,0.05186068638407745,0.051860686379877424
83,0.051860686384455866,0.05186068637987633,8.834532604015677e-06,8.83452802415835e-06,,135,0.05186068638005483,0.05186068637969606,0.051860686379875724,0.051860686379875724,0.05186068637987629,0.05186068638427648,0.05186068637529785,0.05186068637547709,0.051860686384455866,0.051860686379877424
84,0.05186068638486835,0.05186068637987633,8.834533016498225e-06,8.83452802415835e-06,,135,0.05186068638007094,0.05186068637967994,0.051860686379875724,0.051860686379875724,0.05186068637987629,0.05186068638467299,0.051860686374885084,0.051860686375080865,0.05186068638486835,0.051860686379877424
85,0.05186068638531801,0.05186068637987633,8.834533466159367e-06,8.83452802415835e-06,,135,0.05186068638008861,0.05186068637966228,0.051860686379875724,0.051860686379875724,0.05186068637987629,0.051860686385104986,0.05186068637443556,0.05186068637464873,0.05186068638531801,0.051860686379877424
86,0.051860686385808236,0.05186068637987633,8.834533956385282e-06,8.83452802415835e-06,,135,0.0518606863801077,0.05186068637964291,0.051860686379875724,0.051860686379875585,0.05186068637987629,0.05186068638557599,0.051860686373945475,0.05186068637417787,0.051860686385808236,0.05186068637987756
87,0.05186068638634257,0.05186068637987631,8.834534490721746e-06,8.834528024088961e-06,,135,0.05186068638012862,0.05186068637962199,0.051860686379875585,0.051860686379875585,0.05186068637987629,0.0518606863860894,0.051860686373411,0.05186068637366446,0.05186068638634257,0.05186068637987756
88,0.05186068638692525,0.051860686379876356,8.834535073401484e-06,8.834528024088961e-06,,135,0.05186068638015137,0.05186068637959923,0.051860686379875585,0.051860686379875585,0.05186068637987629,0.05186068638664918,0.051860686372828604,0.05186068637310468,0.05186068638692525,0.05186068637987771
89,0.05186068638756009,0.05186068637987633,8.834535708240887e-06,8.834528024088961e-06,,135,0.051860686380176255,0.05186068637957407,0.051860686379875585,0.051860686379875585,0.05186068637987629,0.051860686387259276,0.05186068637219377,0.05186068637249472,0.05186068638756009,0.05186068637987771
90,0.051860686388252315,0.05186068637987631,8.834536400464943e-06,8.834528024088961e-06,,135,0.051860686380203115,0.05186068637954693,0.051860686379875585,0.05186068637987545,0.05186068637987629,0.05186068638792437,0.05186068637150154,0.05186068637182963,0.051860686388252315,0.05186068637987785
91,0.051860686389006885,0.05186068637987633,8.83453715503496e-06,8.834528024019572e-06,,135,0.0518606863802328,0.051860686379517386,0.05186068637987545,0.05186068637987545,0.05186068637987629,0.051860686388649255,0.05186068637074711,0.05186068637110475,0.051860686389006885,0.051860686379877986
92,0.05186068638982931,0.05186068637987633,8.834537977460422e-06,8.834528024019572e-06,,135,0.051860686380264746,0.051860686379485155,0.05186068637987545,0.05186068637987545,0.05186068637987629,0.05186068638943959,0.05186068636992455,0.05186068637031455,0.05186068638982931,0.05186068637987813
93,0.05186068639072594,0.05186068637987632,8.834538874090414e-06,8.834528024019572e-06,,135,0.05186068638029994,0.051860686379449954,0.05186068637987545,0.05186068637987545,0.05186068637987629,0.05186068639030088,0.051860686369027915,0.05186068636945312,0.05186068639072594,0.05186068637987827
94,0.05186068639170329,0.051860686379876286,8.83453985144056e-06,8.834528024019572e-06,,135,0.05186068638033811,0.051860686379411505,0.05186068637987545,0.0518606863798753,0.05186068637987629,0.051860686391240064,0.05186068636805071,0.05186068636851394,0.05186068639170329,0.05186068637987827
95,0.05186068639276871,0.05186068637987632,8.834540916859146e-06,8.834528023946714e-06,,135,0.05186068638037981,0.051860686379369664,0.0518606863798753,0.0518606863798753,0.05186068637987629,0.05186068639226377,0.05186068636698529,0.051860686367490506,0.05186068639276871,0.051860686379878555
96,0.05186068639393011,0.05186068637987631,8.834542078256513e-06,8.834528023946714e-06,,135,0.05186068638042504,0.05186068637932415,0.0518606863798753,0.0518606863798753,0.05186068637987629,0.05186068639337966,0.051860686365824034,0.05186068636637463,0.05186068639393011,0.051860686379878555
97,0.05186068639519611,0.0518606863798763,8.834543344257706e-06,8.834528023946714e-06,,135,0.05186068638047466,0.05186068637927439,0.0518606863798753,0.05186068637987516,0.05186068637987629,0.051860686394596185,0.05186068636455803,0.05186068636515824,0.05186068639519611,0.051860686379878694
98,0.051860686396576185,0.05186068637987631,8.834544724334314e-06,8.834528023877325e-06,,135,0.05186068638052866,0.051860686379220394,0.05186068637987516,0.05186068637987516,0.05186068637987629,0.05186068639592212,0.051860686363178095,0.05186068636383216,0.051860686396576185,0.05186068637987884
99,0.051860686398080655,0.05186068637987631,8.834546228804474e-06,8.834528023877325e-06,,135,0.05186068638058747,0.0518606863791613,0.05186068637987516,0.05186068637987502,0.05186068637987629,0.05186068639736765,0.05186068636167376,0.051860686362386915,0.051860686398080655,0.05186068637987884
100,0.05186068639972069,0.05186068637987633,8.834547868839804e-06,8.834528023807936e-06,,135,0.051860686380651784,0.051860686379096986,0.05186068637987502,0.05186068637987488,0.05186068637987629,0.05186068639894337,0.051860686360033874,0.05186068636081134,0.05186068639972069,0.05186068637987912
