step,H_total,abs_ZtZ,phase_pair_max_rat_err_q_le_256,phase_pair_median_rat_err_q_le_256,phase_pair_frac_err_lt_1e10,phase_pair_smallest_global_q_tol_1e10
45,1.0000000000000002,1.1890918006793487e-15,4.179955641372275e-12,2.006450561253814e-12,1.0,2.0
46,1.0000000000000004,1.2553329277056676e-15,4.556391957671713e-12,2.1874169142677147e-12,1.0,2.0
47,1.0000000000000004,1.1879267703436564e-15,4.9667541905734275e-12,2.38448150113868e-12,1.0,2.0
48,1.0000000000000004,1.2020636330736472e-15,5.41401085778012e-12,2.599587212159804e-12,1.0,2.0
49,1.0000000000000004,1.1875761984309278e-15,5.901695908937859e-12,2.8336777369020183e-12,1.0,2.0
50,1.0000000000000004,1.1737422589481248e-15,6.433060577721031e-12,3.0888624991121105e-12,1.0,2.0
51,1.0000000000000004,1.1972943743221823e-15,7.012486961690762e-12,3.367139900234406e-12,1.0,2.0
52,1.0000000000000004,1.2187636466041584e-15,7.644215800422338e-12,3.670563852864461e-12,1.0,2.0
53,1.0000000000000004,1.2479797109687435e-15,8.332770549462729e-12,4.0012992919002954e-12,1.0,2.0
54,1.0000000000000004,1.1928073566664143e-15,9.083381454288118e-12,4.36162217454239e-12,1.0,2.0
55,1.0000000000000004,1.081669552474789e-15,9.901561476346377e-12,4.754363569503539e-12,1.0,2.0
56,1.0000000000000004,1.0386086104415692e-15,1.0793530367014591e-11,5.1824655677989995e-12,1.0,2.0
57,1.0000000000000007,1.0236747559163965e-15,1.176593195162737e-11,5.649203327351415e-12,1.0,2.0
58,1.0000000000000007,1.0404430423419271e-15,1.2825834129476856e-11,6.158129561839587e-12,1.0,2.0
59,1.0000000000000007,1.016467565782772e-15,1.3981152947770249e-11,6.712796984942315e-12,1.0,2.0
60,1.0000000000000007,9.606522433505967e-16,1.5240935317601487e-11,7.317535466455638e-12,1.0,2.0
61,1.0000000000000004,1.0153814239845825e-15,1.6613804076106985e-11,7.976841409629287e-12,1.0,2.0
62,1.0000000000000007,1.0488491900638033e-15,1.811036107222495e-11,8.695544284620382e-12,1.0,2.0
63,1.0000000000000004,9.97395925545391e-16,1.9742056302808655e-11,9.479028673098355e-12,1.0,2.0
64,1.0000000000000004,9.933120540671187e-16,2.152033976471137e-11,1.0333123245942488e-11,1.0,2.0
65,1.0000000000000007,1.0148937593529918e-15,2.3459205898531528e-11,1.1264267296695607e-11,1.0,2.0
66,1.0000000000000004,1.0609900171400642e-15,2.5572225070910045e-11,1.2279344208110388e-11,1.0,2.0
67,1.0000000000000004,9.728487304096238e-16,2.7876077524176375e-11,1.3385736963300587e-11,1.0,2.0
68,1.0000000000000004,9.939085880168006e-16,3.0387443500659966e-11,1.4592105301858282e-11,1.0,2.0
69,1.0000000000000007,9.573770555365143e-16,3.312498225449208e-11,1.5906942429921855e-11,1.0,2.0
70,1.0000000000000004,1.0249465558146253e-15,3.610904933563407e-11,1.7340018310108007e-11,1.0,2.0
71,1.0000000000000004,1.054883177298055e-15,3.936197930584911e-11,1.890243517266299e-11,1.0,2.0
72,1.0000000000000007,1.0297614503175508e-15,4.290808573870217e-11,2.0605739337042905e-11,1.0,2.0
73,1.0000000000000007,9.99616862580551e-16,4.677366121956001e-11,2.2462365301123555e-11,1.0,2.0
74,1.0000000000000007,9.965242608372604e-16,5.0987260061562876e-11,2.448602431925906e-11,1.0,2.0
75,1.0000000000000007,9.706398857225748e-16,5.558026373756788e-11,2.6692370536096632e-11,1.0,2.0
76,1.0000000000000009,9.634458888278397e-16,6.058744631209236e-11,2.909711360743472e-11,1.0,2.0
77,1.0000000000000009,9.627896748950394e-16,6.604556086145544e-11,3.171846119087718e-11,1.0,2.0
78,1.0000000000000009,9.689981926493981e-16,7.199531848557986e-11,3.457617525626233e-11,1.0,2.0
79,1.0000000000000009,1.0149776894289077e-15,7.848110559202025e-11,3.7691683107965446e-11,1.0,2.0
80,1.0000000000000009,1.0480190837938784e-15,8.555126661193489e-11,4.1087688806840106e-11,1.0,2.0
81,1.0000000000000009,9.945464274146697e-16,9.325838671605728e-11,4.478983850475515e-11,1.0,2.0
82,1.0000000000000009,1.0340592503276713e-15,1.0165971588865378e-10,4.882516613236021e-11,0.9777777777777777,
83,1.0000000000000009,1.0051662129753638e-15,1.1081759300148107e-10,5.322431384513493e-11,0.9111111111111111,
84,1.0000000000000009,1.0056486310359774e-15,1.2080100075163043e-10,5.8019977711154525e-11,0.9111111111111111,
85,1.0000000000000009,9.890956604443973e-16,1.3168344529174016e-10,6.324746282260207e-11,0.9111111111111111,
86,1.0000000000000009,9.175944192479949e-16,1.4354620746366986e-10,6.894584902994438e-11,0.9111111111111111,
87,1.0000000000000009,9.379902055849838e-16,1.56477918724543e-10,7.51576578750246e-11,0.9111111111111111,
88,1.0000000000000009,9.609007842225949e-16,1.7057441978876098e-10,8.192918565796958e-11,0.9111111111111111,
89,1.0000000000000009,9.571405289327476e-16,1.859408809977909e-10,8.931066997064363e-11,0.9111111111111111,
90,1.0000000000000009,9.737746693539276e-16,2.0269151960419374e-10,9.735712236391691e-11,0.6444444444444445,
91,1.0000000000000009,9.664357182687163e-16,2.2095129606745456e-10,1.061283283476655e-10,0.37777777777777777,
92,1.0000000000000007,9.504687511047394e-16,2.408561967699541e-10,1.1568979108034227e-10,0.37777777777777777,
93,1.0000000000000007,9.634930601781692e-16,2.625540821648841e-10,1.2611250932437201e-10,0.37777777777777777,
94,1.0000000000000007,9.367170899993337e-16,2.8620666578804863e-10,1.3747430971378094e-10,0.37777777777777777,
95,1.0000000000000007,9.32184361914733e-16,3.119900796898078e-10,1.4985951368728934e-10,0.37777777777777777,
96,1.0000000000000007,1.0011385824600576e-15,3.400961466569505e-10,1.633606583339997e-10,0.37777777777777777,
97,1.0000000000000009,9.924109015175188e-16,3.7073421786650976e-10,1.7807810781533817e-10,0.37777777777777777,
98,1.0000000000000007,9.570889178198181e-16,4.041323037496502e-10,1.94121385632684e-10,0.37777777777777777,
99,1.0000000000000004,9.80989419027194e-16,4.405391943614551e-10,2.116100628057893e-10,0.37777777777777777,
100,1.0000000000000009,1.0071664121204143e-15,4.80226014318771e-10,2.3067436849544265e-10,0.37777777777777777,
101,1.0000000000000009,1.0036046285852461e-15,5.234876363800661e-10,2.514561892041911e-10,0.37777777777777777,
102,1.0000000000000009,9.894810573791882e-16,5.706469221850053e-10,2.741102345105162e-10,0.37777777777777777,
103,1.0000000000000009,1.0321639225569748e-15,6.220545808964647e-10,2.9880525831416094e-10,0.37777777777777777,
104,1.0000000000000009,1.076810830299157e-15,6.780934099401067e-10,3.257250025257008e-10,0.37777777777777777,
105,1.0000000000000007,1.0982207006584383e-15,7.391806980901393e-10,3.5507008444568555e-10,0.37777777777777777,
106,1.0000000000000007,1.0709957008797776e-15,8.057707699130613e-10,3.8705866289845403e-10,0.37777777777777777,
107,1.0000000000000009,1.0891711784203272e-15,8.78359791939181e-10,4.219291582785445e-10,0.37777777777777777,
108,1.0000000000000009,1.1371335999822383e-15,9.574883171063615e-10,4.5994102970681183e-10,0.37777777777777777,
109,1.0000000000000007,1.101955179116349e-15,1.0437452427836236e-09,5.013773285433842e-10,0.37777777777777777,
110,1.0000000000000009,1.1027692254603795e-15,1.1377726169426658e-09,5.46546585766805e-10,0.37777777777777777,
111,1.0000000000000009,1.1220675214431466e-15,1.2402707270453535e-09,5.957851989535357e-10,0.37777777777777777,
112,1.0000000000000009,1.1056472579254633e-15,1.352002340783294e-09,6.494596527240049e-10,0.37777777777777777,
113,1.0000000000000009,1.1075508996804017e-15,1.473799491261159e-09,7.079694053224728e-10,0.37777777777777777,
114,1.0000000000000009,1.0821639809756656e-15,1.6065691313161155e-09,7.717501637749535e-10,0.37777777777777777,
115,1.0000000000000009,1.0799159038637793e-15,1.7512993532692049e-09,8.412767704690793e-10,0.37777777777777777,
116,1.0000000000000009,1.1176139394044437e-15,1.9090678704044927e-09,9.170673109792915e-10,0.37777777777777777,
117,1.0000000000000009,1.0770447950651088e-15,2.081049650300305e-09,9.99685390024041e-10,0.37777777777777777,
118,1.0000000000000009,1.078592980005487e-15,2.268523982728519e-09,1.08974651524818e-09,0.37777777777777777,
119,1.0000000000000009,1.0798907570774732e-15,2.4728877673052333e-09,1.1879210393139772e-09,0.37777777777777777,
120,1.0000000000000009,1.0893393884244572e-15,2.695661591884159e-09,1.2949399330608458e-09,0.35555555555555557,
121,1.0000000000000009,1.1184467708162962e-15,2.938504575145134e-09,1.4116002811093153e-09,0.35555555555555557,
122,1.0000000000000009,1.1592395899964033e-15,3.2032244030111163e-09,1.5387701668423404e-09,0.35555555555555557,
123,1.0000000000000009,1.1966346751773697e-15,3.4917918885207255e-09,1.6773965549887748e-09,0.35555555555555557,
124,1.000000000000001,1.2418559753696132e-15,3.806355390342802e-09,1.8285116198946127e-09,0.35555555555555557,
125,1.000000000000001,1.2988059759458608e-15,4.149256927586789e-09,1.993240406061858e-09,0.35555555555555557,
126,1.0000000000000009,1.287994780213552e-15,4.5230492841190225e-09,2.172809099310058e-09,0.35555555555555557,
127,1.000000000000001,1.3134675102508778e-15,4.930515233248804e-09,2.3685547412277685e-09,0.35555555555555557,
128,1.0000000000000013,1.3146833854531498e-15,5.374688458710306e-09,2.5819347215794153e-09,0.13333333333333333,
129,1.0000000000000009,1.2792076559662593e-15,5.858875747866351e-09,2.8145374364463294e-09,0.13333333333333333,
130,1.000000000000001,1.2756605766022814e-15,6.386681587997943e-09,3.068094778235775e-09,0.13333333333333333,
131,1.0000000000000009,1.2240290189698037e-15,6.962035872469501e-09,3.344494514667673e-09,0.13333333333333333,
132,1.000000000000001,1.2719859610570317e-15,7.589221889610046e-09,3.645794333095864e-09,0.13333333333333333,
133,1.000000000000001,1.2701141422177827e-15,8.272908835049953e-09,3.974237550163906e-09,0.13333333333333333,
134,1.0000000000000013,1.2048640901399507e-15,9.018186868501437e-09,4.3322694875946866e-09,0.13333333333333333,
135,1.000000000000001,1.2742985631890318e-15,9.830604290908827e-09,4.722555568825726e-09,0.13333333333333333,
136,1.000000000000001,1.3935537845106854e-15,1.0716209669128354e-08,5.148001636090527e-09,0.13333333333333333,
137,1.000000000000001,1.2889175463316494e-15,1.1681596363693683e-08,5.611774989144891e-09,0.13333333333333333,
138,1.0000000000000013,1.2851564004173595e-15,1.2733951297321036e-08,6.117328532617705e-09,0.13333333333333333,
139,1.0000000000000013,1.2939705519135224e-15,1.388110923637575e-08,6.668426311140507e-09,0.13333333333333333,
140,1.0000000000000013,1.3716239296038207e-15,1.5131610747646476e-08,7.2691708763450436e-09,0.13333333333333333,
141,1.0000000000000013,1.3974448562512091e-15,1.6494765668080827e-08,7.924035150264075e-09,0.13333333333333333,
142,1.0000000000000013,1.3646645850093953e-15,1.798072251155641e-08,8.637894288732184e-09,0.13333333333333333,
143,1.000000000000001,1.3421328549044207e-15,1.960054395404529e-08,9.416063151412857e-09,0.13333333333333333,
144,1.0000000000000013,1.3293069067419337e-15,2.1366290093467635e-08,1.0264335104093192e-08,0.13333333333333333,
145,1.000000000000001,1.3392327204443647e-15,2.329110580892696e-08,1.1189025539426467e-08,0.13333333333333333,
146,1.0000000000000013,1.324061711102024e-15,2.5389321407596075e-08,1.2197018617321476e-08,0.13333333333333333,
147,1.0000000000000013,1.2829407082072122e-15,2.7676558360490464e-08,1.3295819056846625e-08,0.13333333333333333,
148,1.0000000000000013,1.2801255599557155e-15,3.016984465058476e-08,1.449360731431426e-08,0.13333333333333333,
149,1.0000000000000013,1.2737848549370918e-15,3.288774227771595e-08,1.579930103412508e-08,0.13333333333333333,
150,1.0000000000000013,1.2707580366339699e-15,3.5850486354841474e-08,1.7222620773971187e-08,0.13333333333333333,
151,1.0000000000000013,1.275815001453246e-15,3.9080133533924316e-08,1.8774163446089176e-08,0.13333333333333333,
152,1.000000000000001,1.1846151157641668e-15,4.260072880835635e-08,2.0465480088383003e-08,0.13333333333333333,
153,1.000000000000001,1.2347385567347374e-15,4.64384822104406e-08,2.2309162295286455e-08,0.13333333333333333,
154,1.0000000000000009,1.2783638697189612e-15,5.062196586442354e-08,2.4318936697742544e-08,0.13333333333333333,
155,1.000000000000001,1.3360471923165739e-15,5.518232517532592e-08,2.6509765493898385e-08,0.13333333333333333,
156,1.000000000000001,1.3271464604035589e-15,6.015351122147149e-08,2.8897960080431773e-08,0.13333333333333333,
157,1.0000000000000009,1.2780294034037864e-15,6.55725346334296e-08,3.1501300068459415e-08,0.13333333333333333,
158,1.0000000000000013,1.3158689223704014e-15,7.147973954579172e-08,3.43391670654114e-08,0.13333333333333333,
159,1.0000000000000009,1.3182898670037499e-15,7.791910398289141e-08,3.743268905953556e-08,0.13333333333333333,
160,1.0000000000000009,1.2369207483409441e-15,8.493856879883733e-08,4.0804897238899684e-08,0.13333333333333333,
161,1.0000000000000009,1.1929237322743132e-15,9.259039291013169e-08,4.448089768738228e-08,0.13333333333333333,
162,1.000000000000001,1.1555797323036294e-15,1.0093154372642712e-07,4.848805768009612e-08,0.13333333333333333,
163,1.0000000000000009,1.1303365491962456e-15,1.1002412023497834e-07,5.2856210686069716e-08,0.13333333333333333,
164,1.0000000000000009,1.1787030903547691e-15,1.1993581566532978e-07,5.7617877191606937e-08,0.13333333333333333,
165,1.0000000000000009,1.2218980749713038e-15,1.3074042185460914e-07,6.280850767259594e-08,0.13333333333333333,
166,1.0000000000000009,1.1993303549476646e-15,1.4251837785787028e-07,6.846674621696636e-08,0.13333333333333333,
167,1.0000000000000009,1.2578143452988144e-15,1.553573695886694e-07,7.46347179614304e-08,0.13333333333333333,
168,1.0000000000000009,1.2673911231855963e-15,1.693529819034535e-07,8.135834345113224e-08,0.13333333333333333,
169,1.0000000000000009,1.1821750283237971e-15,1.8460941118716725e-07,8.868767936709432e-08,0.13333333333333333,
170,1.0000000000000009,1.1808284089190024e-15,2.0124023957094122e-07,9.667729267137659e-08,0.13333333333333333,
171,1.0000000000000009,1.2655436083565917e-15,2.1936928237321717e-07,1.0538666539439134e-07,0.13333333333333333,
172,1.0000000000000009,1.2202412341315606e-15,2.3913150834023584e-07,1.1488063866860188e-07,0.13333333333333333,
173,1.0000000000000009,1.2116903223225013e-15,2.606740454081061e-07,1.252298946763375e-07,0.13333333333333333,
174,1.0000000000000009,1.0764499589699194e-15,2.8415727580312153e-07,1.3651148306204064e-07,0.13333333333333333,
175,1.0000000000000009,1.1636780110457678e-15,3.0975602995130867e-07,1.488093948065483e-07,0.13333333333333333,
176,1.0000000000000009,1.1365071085935047e-15,3.3766088796140263e-07,1.622151874491884e-07,0.13333333333333333,
177,1.000000000000001,1.1250092694923481e-15,3.6807959885902516e-07,1.768286663761387e-07,0.13333333333333333,
178,1.0000000000000009,1.1776819995999815e-15,4.0123862718440744e-07,1.9275862839229774e-07,0.13333333333333333,
179,1.0000000000000009,1.186789825734122e-15,4.373848384036557e-07,2.1012367162898116e-07,0.13333333333333333,
180,1.0000000000000009,1.1520023592970162e-15,4.767873376934307e-07,2.2905307800469288e-07,0.13333333333333333,
181,1.0000000000000009,1.121885232042574e-15,5.197394734076812e-07,2.4968777623257665e-07,0.13333333333333333,
182,1.0000000000000009,1.1108231776200094e-15,5.665610193622296e-07,2.721813910366855e-07,0.13333333333333333,
183,1.0000000000000009,1.0945367786716306e-15,6.176005578476966e-07,2.9670138673720814e-07,0.13333333333333333,
184,1.000000000000001,1.1644677427014263e-15,6.732380729831107e-07,3.234303139199035e-07,0.13333333333333333,
185,1.0000000000000009,1.083199294765423e-15,7.338877812682154e-07,3.5256716890419426e-07,0.13333333333333333,
186,1.0000000000000009,1.2202086744166305e-15,8.000012137529935e-07,3.843288053362315e-07,0.13333333333333333,
187,1.0000000000000009,1.1140866377431245e-15,8.720705783787175e-07,4.1895168667593907e-07,0.13333333333333333,
188,1.0000000000000009,1.1620221236130057e-15,9.506324248250914e-07,4.566936189775994e-07,0.13333333333333333,
189,1.0000000000000009,1.243033598879139e-15,1.0362716387214984e-06,4.978355860330019e-07,0.13333333333333333,
190,1.0000000000000009,1.0765130671549077e-15,1.129625795190248e-06,5.42683883053563e-07,0.13333333333333333,
191,1.0000000000000009,1.1436512701913922e-15,1.2313899076267545e-06,5.91572398400686e-07,0.13333333333333333,
192,1.0000000000000009,1.225458214396215e-15,1.3423215997055204e-06,6.44865099097558e-07,0.13333333333333333,
193,1.000000000000001,1.1248867805629268e-15,1.4632467472600693e-06,7.029587397178183e-07,0.13333333333333333,
194,1.0000000000000009,1.1708372749075102e-15,1.5950656265071817e-06,7.662858172441389e-07,0.13333333333333333,
195,1.000000000000001,1.1660869139013086e-15,1.7387596163944349e-06,8.353177891051722e-07,0.13333333333333333,
196,1.0000000000000009,1.0889630563329287e-15,1.8953985048290606e-06,9.105685847554668e-07,0.13333333333333333,
197,1.0000000000000009,1.1561915775026698e-15,2.0661484530695824e-06,9.925984301717428e-07,0.13333333333333333,
198,1.0000000000000009,1.0983215295582696e-15,2.2522806787814536e-06,1.0820180193493734e-06,0.13333333333333333,
199,1.0000000000000009,1.0781907529301189e-15,2.455180917833842e-06,1.1794930598330033e-06,0.13333333333333333,
200,1.0000000000000009,1.0334099646675955e-15,2.676359743149877e-06,1.2857492289186645e-06,0.13333333333333333,
201,1.0000000000000009,1.0603486684445304e-15,2.917463810299859e-06,1.4015775757214577e-06,0.13333333333333333,
202,1.0000000000000009,1.1507675524704534e-15,3.1802881153589976e-06,1.5278404095209197e-06,0.13333333333333333,
203,1.0000000000000009,1.0768445042327532e-15,3.466789360587694e-06,1.6654777192925962e-06,0.13333333333333333,
204,1.000000000000001,1.1301831120003696e-15,3.7791005198170393e-06,1.8155141711106992e-06,0.13333333333333333,
205,1.0000000000000009,1.0768648811831823e-15,4.119546720018527e-06,1.9790667352692637e-06,0.13333333333333333,
206,1.000000000000001,1.1083085597145313e-15,4.490662550306704e-06,2.157353001464024e-06,0.13333333333333333,
207,1.000000000000001,1.1056223670849724e-15,4.895210932382129e-06,2.351700241709498e-06,0.13333333333333333,
208,1.000000000000001,1.1067682573948657e-15,5.336203690521403e-06,2.5635552909353265e-06,0.13333333333333333,
209,1.0000000000000013,1.0475531980772607e-15,5.8169239729327335e-06,2.794495315650014e-06,0.13333333333333333,
210,1.000000000000001,1.0739811829697704e-15,6.340950696368349e-06,3.046239554771457e-06,0.13333333333333333,
211,1.000000000000001,1.115475936681728e-15,6.9121851894190365e-06,3.320662115446904e-06,0.13333333333333333,
212,1.0000000000000013,1.0556019291293075e-15,7.534880238046275e-06,3.619805922838726e-06,0.13333333333333333,
213,1.000000000000001,1.00129146040043e-15,8.213671747367984e-06,3.9458979261275395e-06,0.13333333333333333,
214,1.0000000000000009,1.0914192132719093e-15,8.953613254634839e-06,4.301365673031743e-06,0.13333333333333333,
215,1.0000000000000009,1.112847089028188e-15,9.760213553637208e-06,4.6888553774104835e-06,0.13333333333333333,
216,1.000000000000001,1.039516526920351e-15,1.0639477706190813e-05,5.111251614065004e-06,0.13333333333333333,
217,1.0000000000000009,9.71602903339649e-16,1.159795174942689e-05,5.571698786455137e-06,0.13333333333333333,
218,1.0000000000000009,1.0118894017450777e-15,1.264277143079548e-05,6.073624527203059e-06,0.13333333333333333,
219,1.0000000000000009,1.0162727691274829e-15,1.3781715332375508e-05,6.620765206633017e-06,0.13333333333333333,
220,1.0000000000000009,1.1157522530780988e-15,1.5023262782414432e-05,7.217194452568965e-06,0.13333333333333333,
221,1.0000000000000009,1.150308807701152e-15,1.6376656982270765e-05,7.867349879786545e-06,0.13333333333333333,
222,1.0000000000000009,1.1193266196612186e-15,1.785197382202603e-05,8.576073281196805e-06,0.13333333333333333,
223,1.000000000000001,1.0774030873620252e-15,1.9460196893796247e-05,9.348641168749339e-06,0.13333333333333333,
224,1.000000000000001,1.0881009845665861e-15,2.1213299263934138e-05,1.0190803229837009e-05,0.13333333333333333,
225,1.000000000000001,1.0576534678902598e-15,2.3124332611396004e-05,1.1108827949357636e-05,0.13333333333333333,
226,1.0000000000000009,1.0985432009219426e-15,2.5207524395524882e-05,1.2109548615857335e-05,0.13333333333333333,
227,1.000000000000001,1.170881508606155e-15,2.7478383779264665e-05,1.3200413934266741e-05,0.13333333333333333,
228,1.000000000000001,1.1711910716986112e-15,2.995381709262464e-05,1.4389543430581853e-05,0.13333333333333333,
229,1.000000000000001,1.1544931589414654e-15,3.265225369811283e-05,1.5685787847274923e-05,0.1111111111111111,
230,1.000000000000001,1.0980704451295403e-15,3.559378319703775e-05,1.7098794969250264e-05,0.08888888888888889,
231,1.000000000000001,1.0997833049348682e-15,3.8800304993608095e-05,1.8639081372062716e-05,0.06666666666666667,
232,1.0000000000000013,1.0228717889855005e-15,4.2295691332992834e-05,2.031811062325195e-05,0.06666666666666667,
233,1.000000000000001,1.1131490323499604e-15,4.6105965030716816e-05,2.2148378516329004e-05,0.06666666666666667,
234,1.000000000000001,1.0850913493272008e-15,5.025949320632483e-05,2.414350596863235e-05,0.044444444444444446,
235,1.0000000000000013,1.153116946773597e-15,5.4787198476170445e-05,2.6318340270614637e-05,0.022222222222222223,
236,1.0000000000000013,1.2249929719754776e-15,5.972278916846637e-05,2.868906543618266e-05,0.022222222222222223,
237,1.0000000000000013,1.0621843866887992e-15,6.510301027781296e-05,3.1273322469216325e-05,0.022222222222222223,
238,1.0000000000000013,1.032190535246631e-15,7.096791702894716e-05,3.409034043566628e-05,0.022222222222222223,
239,1.0000000000000013,1.140912726870603e-15,7.736117308258088e-05,3.716107930901158e-05,0.022222222222222223,
240,1.0000000000000013,1.0239013097268653e-15,8.43303756074555e-05,4.050838564295667e-05,0.022222222222222223,
241,1.0000000000000013,1.0789116234208751e-15,9.192740963583402e-05,4.415716221994881e-05,0.0,
242,1.0000000000000013,1.0500793940659786e-15,0.00010020883434130163,4.813455292440594e-05,0.0,
243,1.0000000000000013,1.0640066400252573e-15,0.00010923630411593401,5.2470144201288704e-05,0.0,
244,1.0000000000000013,1.0447515837937526e-15,0.00011907702757989147,5.7196184582997134e-05,0.0,
245,1.0000000000000013,1.0642119817333321e-15,0.00012980426794105128,6.23478238939712e-05,0.0,
246,1.0000000000000013,1.1477186574030662e-15,0.00014149788843059169,6.796337388986773e-05,0.0,
247,1.0000000000000016,1.0923207172115635e-15,0.00015424494687404637,7.408459223923192e-05,0.0,
248,1.0000000000000013,1.0658482993267008e-15,0.00016814034382403072,8.075699192483521e-05,0.0,
249,1.0000000000000013,1.0427697031441689e-15,0.00018328752908159076,8.803017832409443e-05,0.0,
250,1.0000000000000013,1.0201634687328397e-15,0.00019979927186313735,9.595821642544022e-05,0.0,
251,1.0000000000000013,1.1041802043888974e-15,0.00021779850034828259,0.00010460003085221992,0.0,
252,1.0000000000000016,1.0805339610266546e-15,0.00023741921685660187,0.0001140198415973126,0.0,
253,1.0000000000000013,1.0691892349556412e-15,0.00025880749546917963,0.0001242876386243763,0.0,
254,1.0000000000000013,1.0362021991083808e-15,0.000282122569517222,0.00013547969876553934,0.0,
