step,a2<b2;ab<0,a2<b2;ab>0,a2>b2;ab<0,a2>b2;ab>0
181,4,0,0,6
182,4,0,0,6
183,0,6,4,0
184,0,6,4,0
185,0,6,4,0
186,0,6,4,0
187,0,6,4,0
188,6,0,0,4
189,6,0,0,4
190,6,0,0,4
191,6,0,0,4
192,6,0,0,4
193,0,4,6,0
194,0,4,6,0
195,0,4,6,0
196,0,4,6,0
197,0,4,6,0
198,4,0,0,6
199,4,0,0,6
200,4,0,0,6
201,4,0,0,6
202,0,6,4,0
203,0,6,4,0
204,0,6,4,0
205,0,6,4,0
206,0,6,4,0
207,6,0,0,4
208,6,0,0,4
209,6,0,0,4
210,6,0,0,4
211,6,0,0,4
212,0,4,6,0
213,0,4,6,0
214,0,4,6,0
215,0,4,6,0
216,0,4,6,0
217,4,0,0,6
218,4,0,0,6
219,4,0,0,6
220,4,0,0,6
221,4,0,0,6
222,0,6,4,0
223,0,6,4,0
224,0,6,4,0
225,0,6,4,0
226,6,0,0,4
227,6,0,0,4
228,6,0,0,4
229,6,0,0,4
230,6,0,0,4
231,0,4,6,0
232,0,4,6,0
233,0,4,6,0
234,0,4,6,0
235,0,4,6,0
236,4,0,0,6
237,4,0,0,6
238,4,0,0,6
239,4,0,0,6
240,4,0,0,6
241,0,6,4,0
242,0,6,4,0
243,0,6,4,0
244,0,6,4,0
245,0,6,4,0
246,6,0,0,4
247,6,0,0,4
248,6,0,0,4
249,6,0,0,4
250,6,0,0,4
251,0,4,6,0
252,0,4,6,0
253,0,4,6,0
254,0,4,6,0
255,4,0,0,6
256,4,0,0,6
257,4,0,0,6
258,4,0,0,6
259,4,0,0,6
260,0,6,4,0
261,0,6,4,0
262,0,6,4,0
263,0,6,4,0
264,0,6,4,0
265,6,0,0,4
266,6,0,0,4
267,6,0,0,4
268,6,0,0,4
269,6,0,0,4
270,0,4,6,0
271,0,4,6,0
272,0,4,6,0
273,0,4,6,0
274,0,4,6,0
275,4,0,0,6
276,4,0,0,6
277,4,0,0,6
278,4,0,0,6
279,0,4,4,2
280,0,6,4,0
281,0,6,4,0
282,0,6,4,0
283,0,6,4,0
284,6,0,0,4
285,6,0,0,4
286,6,0,0,4
287,6,0,0,4
288,6,0,0,4
289,0,4,6,0
290,0,4,6,0
291,0,4,6,0
292,0,4,6,0
293,0,4,6,0
294,4,0,0,6
295,4,0,0,6
296,4,0,0,6
297,4,0,0,6
298,4,0,0,6
299,0,6,4,0
300,0,6,4,0
301,0,6,4,0
302,0,6,4,0
303,2,4,4,0
304,6,0,0,4
305,6,0,0,4
306,6,0,0,4
307,6,0,0,4
308,2,4,4,0
309,0,4,6,0
310,0,4,6,0
311,0,4,6,0
312,0,4,6,0
313,4,0,2,4
314,4,0,0,6
315,4,0,0,6
316,4,0,0,6
317,4,2,0,4
318,0,4,4,2
319,0,6,4,0
320,0,6,4,0
321,0,6,4,0
322,2,4,4,0
323,4,2,0,4
324,6,0,0,4
325,6,0,0,4
326,4,0,2,4
327,4,0,2,4
328,2,4,4,0
329,0,4,6,0
330,0,4,4,2
331,0,4,4,2
332,0,4,3,3
333,4,0,2,4
334,4,2,0,4
335,4,2,0,4
336,4,2,0,4
337,1,4,3,2
338,2,2,4,2
339,2,4,4,0
340,2,4,4,0
341,2,4,4,0
342,2,2,3,3
343,2,2,2,4
344,4,0,2,4
345,4,0,2,4
346,4,0,0,6
347,2,3,2,3
348,2,4,2,2
349,0,4,4,2
350,0,6,4,0
351,2,4,4,0
352,3,3,2,2
353,3,3,2,2
354,4,2,0,4
355,6,0,0,4
356,4,1,2,3
357,3,2,3,2
358,3,2,3,2
359,3,4,3,0
360,0,4,4,2
361,1,3,3,3
362,2,2,3,3
363,4,0,3,3
364,4,2,1,3
365,4,2,0,4
366,2,3,2,3
367,2,3,2,3
368,0,3,4,3
369,2,3,4,1
370,2,3,2,3
371,3,3,2,2
372,3,3,2,2
373,1,4,2,3
374,3,3,2,2
375,3,3,2,2
376,3,2,3,2
377,4,1,1,4
378,3,2,3,2
379,3,2,3,2
380,3,2,3,2
381,1,4,4,1
382,0,4,5,1
383,1,3,3,3
384,2,2,3,3
385,2,2,3,3
386,4,1,0,5
387,4,2,0,4
388,3,3,1,3
389,2,3,2,3
390,1,3,4,2
391,1,5,4,0
392,3,3,4,0
393,3,3,3,1
394,2,3,1,4
395,5,0,1,4
396,5,0,1,4
397,3,0,2,5
398,3,2,2,3
399,3,4,2,1
400,0,5,5,0
401,0,5,5,0
402,1,4,3,2
403,3,2,3,2
404,5,0,0,5
405,4,0,1,5
406,4,0,1,5
407,4,2,1,3
408,2,3,3,2
409,0,5,4,1
410,0,5,4,1
411,1,4,4,1
412,2,3,4,1
413,4,2,2,2
414,5,1,0,4
415,5,1,0,4
416,3,1,2,4
417,2,3,3,2
418,2,3,4,1
419,1,4,5,0
420,1,4,3,2
421,1,4,3,2
422,2,2,2,4
423,4,0,2,4
424,4,2,1,3
425,4,2,1,3
426,4,3,1,2
427,1,4,3,2
428,1,3,4,2
429,2,3,4,1
430,2,3,4,1
431,3,2,2,3
432,3,2,3,2
433,2,2,2,4
434,3,1,2,4
435,3,3,2,2
436,2,2,4,2
437,2,3,3,2
438,1,4,3,2
439,3,2,3,2
440,3,2,2,3
441,2,2,2,4
442,4,2,2,2
443,3,2,2,3
444,2,3,3,2
445,2,4,3,1
446,1,4,3,2
447,2,2,4,2
448,3,2,3,2
449,4,1,2,3
450,4,1,2,3
451,4,2,0,4
452,2,1,3,4
453,1,3,4,2
454,1,3,4,2
455,1,5,4,0
456,2,4,3,1
457,2,3,2,3
458,3,2,1,4
459,4,1,1,4
460,5,1,1,3
461,4,1,2,3
462,2,4,3,1
463,2,4,3,1
464,0,4,5,1
465,1,3,4,2
466,2,3,3,2
467,4,1,2,3
468,4,1,0,5
469,4,1,0,5
470,4,2,1,3
471,3,3,2,2
472,1,3,4,2
473,0,5,5,0
474,0,5,5,0
475,2,3,4,1
476,3,2,3,2
477,4,1,0,5
478,5,0,0,5
479,3,1,2,4
480,2,2,3,3
481,2,4,3,1
482,1,5,4,0
483,2,3,5,0
484,2,3,3,2
485,3,2,2,3
486,4,1,1,4
487,4,0,1,5
488,3,1,2,4
489,3,3,2,2
490,1,3,4,2
491,1,4,4,1
492,0,5,3,2
493,1,4,3,2
494,3,2,3,2
495,4,1,1,4
496,5,2,0,3
497,4,2,1,3
498,3,2,2,3
499,1,3,4,2
500,2,3,4,1
501,2,3,4,1
502,2,3,3,2
503,3,2,3,2
504,3,2,1,4
505,3,1,1,5
506,3,2,2,3
507,3,2,2,3
508,2,3,3,2
509,2,5,2,1
510,2,4,2,2
511,2,3,3,2
512,3,2,2,3
513,3,2,2,3
514,5,1,1,3
515,3,2,2,3
516,3,2,2,3
517,2,3,3,2
518,0,3,5,2
519,1,3,4,2
520,2,3,3,2
521,3,2,2,3
522,3,2,1,4
523,3,1,1,5
524,4,1,1,4
525,2,3,3,2
526,2,3,3,2
527,2,5,3,0
528,1,5,3,1
529,1,4,3,2
530,3,2,2,3
531,4,1,2,3
532,5,0,1,4
533,4,1,1,4
534,3,3,2,2
535,1,3,4,2
536,0,3,5,2
537,0,5,5,0
538,1,4,4,1
539,3,2,3,2
540,3,2,0,5
541,5,0,0,5
542,5,1,0,4
543,2,2,3,3
544,2,3,3,2
545,1,5,4,0
546,0,5,5,0
547,1,4,5,0
548,2,3,1,4
549,5,0,1,4
550,5,0,0,5
551,4,0,1,5
552,3,2,2,3
553,2,4,3,1
554,0,5,5,0
555,0,5,5,0
556,1,4,4,1
557,3,2,3,2
558,4,1,1,4
559,5,0,0,5
560,4,1,1,4
561,4,2,1,3
562,2,3,3,2
563,0,5,5,0
564,0,5,4,1
565,1,4,4,1
566,3,2,3,2
567,4,1,0,5
568,5,0,0,5
569,5,1,0,4
570,3,1,2,4
571,1,2,4,3
572,1,5,4,0
573,1,4,5,0
574,1,4,4,1
575,2,3,2,3
576,3,2,1,4
577,4,0,2,4
578,4,0,1,5
579,3,3,2,2
580,2,3,3,2
581,1,4,4,1
582,0,4,4,2
583,1,4,4,1
584,3,2,3,2
585,4,1,2,3
586,4,2,0,4
587,4,1,1,4
588,2,1,3,4
589,2,3,3,2
590,1,3,4,2
591,2,4,4,0
592,1,4,3,2
593,3,2,2,3
594,3,2,1,4
595,5,0,1,4
596,4,0,1,5
597,4,2,1,3
598,2,3,3,2
599,2,4,3,1
600,0,5,4,1
601,2,3,4,1
602,3,2,2,3
603,4,1,2,3
604,4,1,0,5
605,4,1,1,4
606,3,2,2,3
607,2,3,3,2
608,1,4,4,1
609,0,5,5,0
610,1,4,4,1
611,3,2,3,2
612,4,1,1,4
613,5,0,1,4
614,5,1,0,4
615,3,2,2,3
616,2,3,3,2
617,1,4,4,1
618,0,5,5,0
619,1,4,4,1
620,2,3,2,3
621,4,1,1,4
622,5,0,1,4
623,4,0,1,5
624,4,1,1,4
625,3,3,2,2
626,0,4,5,1
627,0,5,5,0
628,0,5,4,1
629,3,2,3,2
630,4,1,2,3
631,5,0,0,5
632,5,1,0,4
633,4,1,1,4
634,2,3,3,2
635,1,5,4,0
636,0,5,5,0
637,1,4,5,0
638,2,3,2,3
639,3,2,1,4
640,5,0,0,5
641,4,0,1,5
642,3,0,2,5
643,2,4,3,1
644,1,5,4,0
645,0,5,5,0
646,0,5,4,1
647,3,2,3,2
648,4,1,2,3
649,5,0,0,5
650,5,0,0,5
651,4,2,1,3
652,2,2,3,3
653,0,4,5,1
654,0,5,5,0
655,2,3,5,0
656,2,3,2,3
657,3,2,1,4
658,5,0,0,5
659,5,0,0,5
660,3,0,2,5
661,3,3,2,2
662,1,5,4,0
663,0,5,5,0
664,0,5,3,2
665,3,2,3,2
666,4,1,2,3
667,5,0,0,5
668,5,1,0,4
669,4,2,1,3
670,2,2,3,3
671,0,4,5,1
672,0,5,5,0
673,1,4,5,0
674,2,3,3,2
675,3,2,1,4
676,5,0,0,5
677,5,0,0,5
678,3,1,2,4
679,3,4,2,1
680,1,4,4,1
681,0,5,5,0
682,0,5,4,1
683,3,2,3,2
684,4,1,2,3
685,5,0,0,5
686,5,0,0,5
687,4,1,1,4
688,2,2,3,3
689,1,5,4,0
690,0,5,5,0
691,1,4,4,1
692,2,3,3,2
693,3,2,1,4
694,5,0,1,4
695,5,0,0,5
696,4,1,1,4
697,3,3,2,2
698,0,4,5,1
699,0,5,5,0
700,1,4,4,1
701,2,3,4,1
702,4,1,0,5
703,5,0,0,5
704,5,0,0,5
705,4,1,1,4
706,2,2,3,3
707,1,5,4,0
708,0,5,5,0
709,0,5,5,0
710,1,4,3,2
711,5,0,2,3
712,5,0,0,5
713,5,0,0,5
714,5,1,0,4
715,3,3,2,2
716,0,4,5,1
717,0,5,5,0
718,0,5,5,0
719,2,3,4,1
720,3,2,0,5
721,5,0,0,5
722,5,0,0,5
723,4,0,1,5
724,2,2,3,3
725,1,5,4,0
726,0,5,5,0
727,0,5,5,0
728,1,4,3,2
729,5,0,2,3
730,5,0,0,5
731,5,0,0,5
732,5,1,0,4
733,3,3,2,2
734,0,5,5,0
735,0,5,5,0
736,0,5,5,0
737,2,3,4,1
738,3,2,1,4
739,5,0,0,5
740,5,0,0,5
741,5,1,0,4
742,2,1,3,4
743,1,5,4,0
744,0,5,5,0
745,0,5,5,0
746,1,4,3,2
747,4,1,1,4
748,5,0,0,5
749,5,0,0,5
750,4,0,1,5
751,2,3,3,2
752,0,4,5,1
753,0,5,5,0
754,0,5,5,0
755,0,5,4,1
756,4,1,2,3
757,5,0,0,5
758,5,0,0,5
759,5,1,0,4
760,2,3,3,2
761,1,5,4,0
762,0,5,5,0
763,0,5,5,0
764,1,4,5,0
765,3,2,1,4
766,5,0,0,5
767,5,0,0,5
768,4,0,1,5
769,3,4,2,1
770,1,4,4,1
771,0,5,5,0
772,0,5,5,0
773,0,5,4,1
774,4,1,2,3
775,5,0,0,5
776,5,0,0,5
777,5,1,0,4
778,1,2,4,3
779,1,4,4,1
780,0,5,5,0
781,0,5,5,0
782,1,4,4,1
783,3,2,1,4
784,5,0,0,5
785,5,0,0,5
786,4,0,1,5
787,3,2,2,3
788,1,4,4,1
789,0,5,5,0
790,0,5,5,0
791,1,4,4,1
792,4,1,2,3
793,5,0,0,5
794,5,0,0,5
795,5,1,0,4
796,3,2,2,3
797,0,4,5,1
798,0,5,5,0
799,0,5,5,0
800,2,3,4,1
801,3,2,1,4
802,5,0,0,5
803,5,0,0,5
804,4,0,1,5
805,3,2,2,3
806,1,5,4,0
807,0,5,5,0
808,0,5,5,0
809,1,4,3,2
810,2,3,2,3
811,5,0,0,5
812,5,0,0,5
813,5,0,0,5
814,3,2,2,3
815,0,4,5,1
816,0,5,5,0
817,0,5,5,0
818,2,3,4,1
819,3,2,3,2
820,5,0,0,5
821,5,0,0,5
822,5,1,0,4
823,3,2,2,3
824,1,5,4,0
825,0,5,5,0
826,0,5,5,0
827,1,4,3,2
828,2,3,2,3
829,5,0,0,5
830,5,0,0,5
831,4,0,1,5
832,3,2,2,3
833,1,4,4,1
834,0,5,5,0
835,0,5,5,0
836,1,4,4,1
837,3,2,2,3
838,5,0,0,5
839,5,0,0,5
840,5,0,0,5
841,3,2,2,3
842,1,4,4,1
843,0,5,5,0
844,0,5,5,0
845,1,4,4,1
846,3,2,1,4
847,5,0,0,5
848,5,0,0,5
849,4,0,1,5
850,3,2,2,3
851,2,4,3,1
852,0,5,5,0
853,0,5,5,0
854,1,4,4,1
855,3,2,2,3
856,5,0,0,5
857,5,0,0,5
858,5,1,0,4
859,3,2,2,3
860,0,3,5,2
861,0,5,5,0
862,0,5,5,0
863,1,4,4,1
864,3,2,2,3
865,5,0,0,5
866,5,0,0,5
867,5,0,0,5
868,3,1,2,4
869,2,5,3,0
870,0,5,5,0
871,0,5,5,0
872,1,4,4,1
873,3,2,2,3
874,5,0,0,5
875,5,0,0,5
876,5,0,0,5
877,4,2,1,3
878,0,3,5,2
879,0,5,5,0
880,0,5,5,0
881,1,4,4,1
882,3,2,2,3
883,5,0,0,5
884,5,0,0,5
885,5,0,0,5
886,3,1,2,4
887,2,5,3,0
888,0,5,5,0
889,0,5,5,0
890,0,5,4,1
891,3,2,2,3
892,5,0,0,5
893,5,0,0,5
894,5,0,0,5
895,4,2,1,3
896,0,3,5,2
897,0,5,5,0
898,0,5,5,0
899,0,5,5,0
900,3,2,1,4
901,5,0,0,5
902,5,0,0,5
903,5,0,0,5
904,3,1,2,4
905,1,5,4,0
906,0,5,5,0
907,0,5,5,0
908,0,5,5,0
909,4,1,2,3
910,5,0,0,5
911,5,0,0,5
912,5,0,0,5
913,4,2,1,3
914,0,4,5,1
915,0,5,5,0
916,0,5,5,0
917,0,5,5,0
918,3,2,1,4
919,5,0,0,5
920,5,0,0,5
921,5,0,0,5
922,3,1,2,4
923,0,4,5,1
924,0,5,5,0
925,0,5,5,0
926,0,5,5,0
927,3,2,2,3
928,5,0,0,5
929,5,0,0,5
930,5,0,0,5
931,4,1,1,4
932,1,5,4,0
933,0,5,5,0
934,0,5,5,0
935,0,5,5,0
936,3,2,3,2
937,5,0,0,5
938,5,0,0,5
939,5,0,0,5
940,4,1,1,4
941,0,4,5,1
942,0,5,5,0
943,0,5,5,0
944,0,5,5,0
945,2,3,2,3
946,5,0,0,5
947,5,0,0,5
948,5,0,0,5
949,4,1,1,4
950,1,5,4,0
951,0,5,5,0
952,0,5,5,0
953,0,5,5,0
954,3,2,3,2
955,5,0,0,5
956,5,0,0,5
957,5,0,0,5
958,5,2,0,3
959,0,4,5,1
960,0,5,5,0
961,0,5,5,0
962,0,5,5,0
963,2,3,3,2
964,5,0,0,5
965,5,0,0,5
966,5,0,0,5
967,3,0,2,5
968,1,5,4,0
969,0,5,5,0
970,0,5,5,0
971,0,5,5,0
972,2,3,3,2
973,5,0,0,5
974,5,0,0,5
975,5,0,0,5
976,5,1,0,4
977,0,4,5,1
978,0,5,5,0
979,0,5,5,0
980,0,5,5,0
981,2,3,4,1
982,5,0,0,5
983,5,0,0,5
984,5,0,0,5
985,4,0,1,5
986,1,5,4,0
987,0,5,5,0
988,0,5,5,0
989,0,5,5,0
990,1,4,3,2
991,5,0,0,5
992,5,0,0,5
993,5,0,0,5
994,5,1,0,4
995,0,4,5,1
996,0,5,5,0
997,0,5,5,0
998,0,5,5,0
999,2,3,4,1
1000,5,0,0,5
1001,5,0,0,5
1002,5,0,0,5
1003,4,0,1,5
1004,1,5,4,0
1005,0,5,5,0
1006,0,5,5,0
1007,0,5,5,0
1008,1,4,3,2
1009,5,0,0,5
1010,5,0,0,5
1011,5,0,0,5
1012,5,1,0,4
1013,0,4,5,1
1014,0,5,5,0
1015,0,5,5,0
1016,0,5,5,0
1017,2,3,4,1
1018,5,0,0,5
1019,5,0,0,5
1020,5,0,0,5
1021,5,0,0,5
1022,1,4,4,1
1023,0,5,5,0
1024,0,5,5,0
1025,0,5,5,0
1026,1,4,3,2
1027,5,0,0,5
1028,5,0,0,5
1029,5,0,0,5
1030,5,0,0,5
1031,1,4,4,1
1032,0,5,5,0
1033,0,5,5,0
1034,0,5,5,0
1035,1,4,3,2
1036,5,0,0,5
1037,5,0,0,5
1038,5,0,0,5
1039,5,0,0,5
1040,1,4,4,1
1041,0,5,5,0
1042,0,5,5,0
1043,0,5,5,0
1044,1,4,4,1
1045,5,0,0,5
1046,5,0,0,5
1047,5,0,0,5
1048,5,0,0,5
1049,1,4,4,1
1050,0,5,5,0
1051,0,5,5,0
1052,0,5,5,0
1053,1,4,4,1
1054,5,0,0,5
1055,5,0,0,5
1056,5,0,0,5
1057,5,0,0,5
1058,1,4,4,1
1059,0,5,5,0
1060,0,5,5,0
1061,0,5,5,0
1062,1,4,4,1
1063,5,0,0,5
1064,5,0,0,5
1065,5,0,0,5
1066,5,0,0,5
1067,1,5,4,0
1068,0,5,5,0
1069,0,5,5,0
1070,0,5,5,0
1071,1,4,4,1
1072,5,0,0,5
1073,5,0,0,5
1074,5,0,0,5
1075,5,0,0,5
1076,0,4,5,1
1077,0,5,5,0
1078,0,5,5,0
1079,0,5,5,0
1080,1,4,4,1
1081,5,0,0,5
1082,5,0,0,5
1083,5,0,0,5
1084,5,0,0,5
1085,1,5,4,0
1086,0,5,5,0
1087,0,5,5,0
1088,0,5,5,0
1089,1,4,4,1
1090,5,0,0,5
1091,5,0,0,5
1092,5,0,0,5
1093,5,0,0,5
1094,0,4,5,1
1095,0,5,5,0
1096,0,5,5,0
1097,0,5,5,0
1098,1,4,4,1
1099,5,0,0,5
1100,5,0,0,5
1101,5,0,0,5
1102,5,0,0,5
1103,1,5,4,0
1104,0,5,5,0
1105,0,5,5,0
1106,0,5,5,0
1107,0,5,4,1
1108,5,0,0,5
1109,5,0,0,5
1110,5,0,0,5
1111,5,0,0,5
1112,1,4,4,1
1113,0,5,5,0
1114,0,5,5,0
1115,0,5,5,0
1116,1,4,5,0
1117,5,0,0,5
1118,5,0,0,5
1119,5,0,0,5
1120,5,0,0,5
1121,1,4,4,1
1122,0,5,5,0
1123,0,5,5,0
1124,0,5,5,0
1125,0,5,4,1
1126,5,0,0,5
1127,5,0,0,5
1128,5,0,0,5
1129,5,0,0,5
1130,1,3,4,2
1131,0,5,5,0
1132,0,5,5,0
1133,0,5,5,0
1134,0,5,5,0
1135,5,0,0,5
1136,5,0,0,5
1137,5,0,0,5
1138,5,0,0,5
1139,2,3,3,2
1140,0,5,5,0
1141,0,5,5,0
1142,0,5,5,0
1143,0,5,5,0
1144,5,0,0,5
1145,5,0,0,5
1146,5,0,0,5
1147,5,0,0,5
1148,2,3,3,2
1149,0,5,5,0
1150,0,5,5,0
1151,0,5,5,0
1152,0,5,5,0
1153,5,0,0,5
1154,5,0,0,5
1155,5,0,0,5
1156,5,0,0,5
1157,3,3,2,2
1158,0,5,5,0
1159,0,5,5,0
1160,0,5,5,0
1161,0,5,5,0
1162,5,0,0,5
1163,5,0,0,5
1164,5,0,0,5
1165,5,0,0,5
1166,2,2,3,3
1167,0,5,5,0
1168,0,5,5,0
1169,0,5,5,0
1170,0,5,5,0
1171,5,0,0,5
1172,5,0,0,5
1173,5,0,0,5
1174,5,0,0,5
1175,3,3,2,2
1176,0,5,5,0
1177,0,5,5,0
1178,0,5,5,0
1179,0,5,5,0
1180,5,0,0,5
1181,5,0,0,5
1182,5,0,0,5
1183,5,0,0,5
1184,2,2,3,3
1185,0,5,5,0
1186,0,5,5,0
1187,0,5,5,0
1188,0,5,5,0
1189,5,0,0,5
1190,5,0,0,5
1191,5,0,0,5
1192,5,0,0,5
1193,3,3,2,2
1194,0,5,5,0
1195,0,5,5,0
1196,0,5,5,0
1197,0,5,5,0
1198,5,0,0,5
1199,5,0,0,5
1200,5,0,0,5
1201,5,0,0,5
1202,2,2,3,3
1203,0,5,5,0
1204,0,5,5,0
1205,0,5,5,0
1206,0,5,5,0
1207,5,0,0,5
1208,5,0,0,5
1209,5,0,0,5
1210,5,0,0,5
1211,3,3,2,2
1212,0,5,5,0
1213,0,5,5,0
1214,0,5,5,0
1215,0,5,5,0
1216,5,0,0,5
1217,5,0,0,5
1218,5,0,0,5
1219,5,0,0,5
1220,3,2,2,3
1221,0,5,5,0
1222,0,5,5,0
1223,0,5,5,0
1224,0,5,5,0
1225,5,0,0,5
1226,5,0,0,5
1227,5,0,0,5
1228,5,0,0,5
1229,4,2,1,3
1230,0,5,5,0
1231,0,5,5,0
1232,0,5,5,0
1233,0,5,5,0
1234,5,0,0,5
1235,5,0,0,5
1236,5,0,0,5
1237,5,0,0,5
1238,4,1,1,4
1239,0,5,5,0
1240,0,5,5,0
1241,0,5,5,0
1242,0,5,5,0
1243,5,0,0,5
1244,5,0,0,5
1245,5,0,0,5
1246,5,0,0,5
1247,4,1,1,4
1248,0,5,5,0
1249,0,5,5,0
1250,0,5,5,0
1251,0,5,5,0
1252,5,0,0,5
1253,5,0,0,5
1254,5,0,0,5
1255,5,0,0,5
1256,4,1,1,4
1257,0,5,5,0
1258,0,5,5,0
1259,0,5,5,0
1260,0,5,5,0
1261,5,0,0,5
1262,5,0,0,5
1263,5,0,0,5
1264,5,0,0,5
1265,4,0,1,5
1266,0,5,5,0
1267,0,5,5,0
1268,0,5,5,0
1269,0,5,5,0
1270,4,1,0,5
1271,5,0,0,5
1272,5,0,0,5
1273,5,0,0,5
1274,5,1,0,4
1275,0,5,5,0
1276,0,5,5,0
1277,0,5,5,0
1278,0,5,5,0
1279,5,0,1,4
1280,5,0,0,5
1281,5,0,0,5
1282,5,0,0,5
1283,4,0,1,5
1284,0,5,5,0
1285,0,5,5,0
1286,0,5,5,0
1287,0,5,5,0
1288,4,1,0,5
1289,5,0,0,5
1290,5,0,0,5
1291,5,0,0,5
1292,5,0,0,5
1293,0,5,5,0
1294,0,5,5,0
1295,0,5,5,0
1296,0,5,5,0
1297,5,0,1,4
1298,5,0,0,5
1299,5,0,0,5
1300,5,0,0,5
1301,5,0,0,5
1302,0,5,5,0
1303,0,5,5,0
1304,0,5,5,0
1305,0,5,5,0
1306,4,1,0,5
1307,5,0,0,5
1308,5,0,0,5
1309,5,0,0,5
1310,5,0,0,5
1311,0,5,5,0
1312,0,5,5,0
1313,0,5,5,0
1314,0,5,5,0
1315,5,0,1,4
1316,5,0,0,5
1317,5,0,0,5
1318,5,0,0,5
1319,5,0,0,5
1320,0,5,5,0
1321,0,5,5,0
1322,0,5,5,0
1323,0,5,5,0
1324,4,1,0,5
1325,5,0,0,5
1326,5,0,0,5
1327,5,0,0,5
1328,5,0,0,5
1329,0,5,5,0
1330,0,5,5,0
1331,0,5,5,0
1332,0,5,5,0
1333,5,0,1,4
1334,5,0,0,5
1335,5,0,0,5
1336,5,0,0,5
1337,5,0,0,5
1338,0,5,5,0
1339,0,5,5,0
1340,0,5,5,0
1341,0,5,5,0
1342,4,1,2,3
1343,5,0,0,5
1344,5,0,0,5
1345,5,0,0,5
1346,5,0,0,5
1347,0,5,5,0
1348,0,5,5,0
1349,0,5,5,0
1350,0,5,5,0
1351,3,2,1,4
1352,5,0,0,5
1353,5,0,0,5
1354,5,0,0,5
