step,H_perp,A_perp,H_total,four_group_error,A_B_center_distance
0,1.0000564705860442e-24,1.0000282348944175e-12,1.0,0.9805523758314013,0.3396921871753445
1,9.975519792697455e-25,9.987752396158737e-13,1.0000000000000002,0.8661297167048618,0.37265106017433286
2,1.0402321908120098e-24,1.0199177372768893e-12,1.0000000000000002,0.7507788749801068,0.4168224934105955
3,1.1270741817045023e-24,1.0616375001404681e-12,1.0000000000000002,0.9227248103446534,0.4535564494606527
4,1.2584024929660467e-24,1.1217854041509217e-12,1.0,0.9975611100722498,0.47083001985013406
5,1.436369577317374e-24,1.1984863692664069e-12,1.0,0.9674118335601388,0.46378702675926065
6,1.6644301665445756e-24,1.2901279651819719e-12,1.0000000000000002,0.8354499585195357,0.4343547747572068
7,1.9478810119215683e-24,1.3956650787067678e-12,1.0000000000000002,0.7880873298322126,0.3914245152938193
8,2.2936590846445952e-24,1.5144831080750274e-12,1.0000000000000002,0.9436680491968132,0.3511078677121668
9,2.7105621037664323e-24,1.6463784813239125e-12,1.0000000000000002,0.9999350193348099,0.33335499214765524
10,3.209644760761075e-24,1.7915481463698025e-12,1.0000000000000002,0.950966577679814,0.34891300541612136
11,3.804483066059559e-24,1.950508412199127e-12,1.0000000000000002,0.8019162732352927,0.38829116948804526
12,4.5111701491986045e-24,2.1239515411606273e-12,1.0000000000000002,0.8227036500280356,0.43164302326120063
13,5.3494796610758326e-24,2.3128942174418252e-12,1.0000000000000004,0.961387684061061,0.46239308422656533
14,6.3427079974955755e-24,2.5184733465922515e-12,1.0000000000000002,0.9988931146162521,0.47114369763936276
15,7.519048715180108e-24,2.742088385734513e-12,1.0000000000000004,0.9312727857758433,0.45549350544530237
16,8.912265114606333e-24,2.985341708181215e-12,1.0000000000000004,0.765643213126849,0.41981603508171134
17,1.0561417362117908e-23,3.2498334360575938e-12,1.0000000000000004,0.8545095849730723,0.3756199866276705
18,1.2514707062961768e-23,3.5376131873004097e-12,1.0000000000000004,0.9758231840275478,0.341201978878185
19,1.4827782824445732e-23,3.850686019976925e-12,1.0000000000000002,0.9944389551005595,0.335176763411479
20,1.7567930240869365e-23,4.191411485510504e-12,1.0000000000000002,0.9083977325495086,0.3612960558109065
21,2.081422785830401e-23,4.5622612658969896e-12,1.0000000000000004,0.7267546882718201,0.40439634341096353
22,2.466168209807126e-23,4.966052969720647e-12,1.0000000000000002,0.8833964844498925,0.4447707710146473
23,2.9221668111213274e-23,5.405706994576497e-12,1.0000000000000004,0.9869252369093259,0.46833290904482167
24,3.462801310607961e-23,5.884557171621295e-12,1.0000000000000002,0.9865877563567975,0.46825389610909307
25,4.1038730768973954e-23,6.406147888471975e-12,1.0000000000000004,0.8824195600051573,0.44455524339586394
26,4.864099199930326e-23,6.9743094281300176e-12,1.0000000000000002,0.7281822564546792,0.40411090355945983
27,5.765909326320385e-23,7.593358496950072e-12,1.0000000000000004,0.9092656697711862,0.3610533881378568
28,6.835768539889123e-23,8.267870668974644e-12,1.0000000000000002,0.9946559176945495,0.3351052248331511
29,8.105218634752167e-23,9.002898774701494e-12,1.0000000000000004,0.9753663383621831,0.3413470872867043
30,9.611545788525576e-23,9.803849136194199e-12,1.0000000000000002,0.8534270105143087,0.3758933562903993
31,1.1399323646737137e-22,1.0676761515898504e-11,1.0000000000000004,0.766979918258519,0.4200870538111458
32,1.3521256234916231e-22,1.1628093667887368e-11,1.0000000000000004,0.9320287708697059,0.4556652803847682
33,1.6040156468345994e-22,1.2664973931416515e-11,1.0000000000000002,0.9989888180996815,0.47116624321273476
34,1.903033695455593e-22,1.379504873298965e-11,1.0000000000000002,0.9608130338840797,0.46226035065360355
35,2.2580315235227913e-22,1.5026747896743298e-11,1.0000000000000002,0.8215191236685223,0.4313922770834807
36,2.679554906374519e-22,1.6369346066274358e-11,1.0000000000000002,0.8031575490829774,0.388006006732212
37,3.1800703130433785e-22,1.7832751647021214e-11,1.0000000000000002,0.9516080281735966,0.34871863231453487
38,3.7744355868763253e-22,1.9427906698551763e-11,1.0000000000000002,0.9999091367811377,0.3333636183212102
39,4.480271703387742e-22,2.1166652317708964e-11,1.0000000000000002,0.9429775575338836,0.3513139346312281
40,5.318524684113027e-22,2.3061926814802413e-11,1.0000000000000002,0.786804897956587,0.3917110687687686
41,6.314090926925784e-22,2.5127854916259328e-11,1.0000000000000002,0.8365915648403058,0.4345988503301398
42,7.496566080997104e-22,2.7379857707806118e-11,1.0000000000000004,0.9679365582358899,0.4639086572899171
43,8.901056465512178e-22,2.983463836803151e-11,1.0000000000000004,0.99741372989721,0.47079532573261723
44,1.0569366803516304e-21,3.2510562596664344e-11,1.0000000000000002,0.9219208359401235,0.45337475640747815
45,1.2551058991856152e-21,3.5427473790627736e-11,1.0000000000000002,0.749402918421767,0.4165472807790609
46,1.490510203469733e-21,3.8607126330118546e-11,1.0000000000000002,0.8671677537304783,0.37238273126088195
47,1.77015075317676e-21,4.207315953403975e-11,1.0000000000000002,0.9809585822107612,0.3395618516687348
48,2.1023469214168503e-21,4.5851356811078666e-11,1.0000000000000004,0.9915111218475419,0.3361391403800726
49,2.4969973550761302e-21,4.996996452946639e-11,1.0000000000000002,0.8977147996209086,0.3642508504623927
50,2.9658407585369104e-21,5.4459533219969026e-11,1.0000000000000004,0.7094409515710313,0.40779808950886837
51,3.5228400837970516e-21,5.935351787212829e-11,1.0000000000000002,0.8947816663928039,0.4472923764830389
52,4.1845825960453915e-21,6.468834977061474e-11,1.0000000000000002,0.9906296163960736,0.4692010984275528
