step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13
21,0.3391038850488302,0.3173841000002244,0.29713010222518393,0.28053845638184494,0.2750084287113749,0.2514438728990945,0.2361636447662637,0.22338785206553508,0.202113302637803,0.14222334599923775,0.11468729433843973,0.04319578667287339,2.5427541104139345e-09
22,0.3391038850488301,0.31738410000022393,0.29713010222518377,0.2805384563818447,0.2750084287113746,0.25144387289909415,0.23616364476626345,0.22338785206553458,0.20211330263780317,0.14222334599923747,0.11468729433843966,0.04319578667287368,3.1659392553288225e-09
23,0.33910388504882993,0.3173841000002234,0.29713010222518377,0.28053845638184427,0.2750084287113742,0.2514438728990939,0.2361636447662633,0.22338785206553416,0.20211330263780314,0.14222334599923714,0.11468729433843972,0.04319578667287397,2.5214900305869567e-09
24,0.33910388504883043,0.3173841000002235,0.2971301022251843,0.2805384563818443,0.2750084287113744,0.2514438728990945,0.2361636447662634,0.22338785206553385,0.2021133026378036,0.14222334599923708,0.11468729433844013,0.04319578667287411,1.1500378848962313e-09
25,0.33910388504883016,0.317384100000223,0.2971301022251842,0.2805384563818442,0.2750084287113742,0.2514438728990945,0.236163644766263,0.2233878520655329,0.2021133026378036,0.142223345999237,0.11468729433844066,0.04319578667287308,2.4151357044268133e-09
26,0.3391038850488295,0.31738410000022205,0.29713010222518366,0.2805384563818437,0.27500842871137365,0.25144387289909426,0.23616364476626223,0.22338785206553158,0.20211330263780325,0.14222334599923683,0.11468729433844131,0.043195786672871564,3.508933118824468e-09
27,0.3391038850488289,0.31738410000022105,0.29713010222518327,0.2805384563818431,0.27500842871137304,0.251443872899094,0.23616364476626162,0.2233878520655303,0.20211330263780314,0.14222334599923656,0.11468729433844183,0.0431957866728704,2.5849145711181635e-09
28,0.33910388504882905,0.31738410000022066,0.29713010222518366,0.2805384563818431,0.27500842871137293,0.251443872899094,0.23616364476626145,0.22338785206552933,0.20211330263780364,0.14222334599923628,0.11468729433844242,0.0431957866728705,2.6323442246377265e-09
29,0.33910388504882943,0.3173841000002201,0.29713010222518443,0.28053845638184316,0.27500842871137265,0.25144387289909403,0.23616364476626134,0.2233878520655284,0.2021133026378044,0.14222334599923608,0.11468729433844292,0.04319578667287013,3.4143429260966712e-09
30,0.33910388504882916,0.3173841000002191,0.2971301022251846,0.2805384563818427,0.2750084287113721,0.2514438728990938,0.23616364476626095,0.22338785206552694,0.20211330263780486,0.14222334599923583,0.1146872943384435,0.04319578667286988,2.8697301331264447e-09
31,0.3391038850488293,0.31738410000021844,0.2971301022251852,0.2805384563818427,0.2750084287113721,0.25144387289909415,0.23616364476626084,0.22338785206552558,0.20211330263780578,0.1422233459992359,0.11468729433844475,0.043195786672868865,2.5929209962129464e-09
32,0.33910388504882927,0.3173841000002175,0.29713010222518543,0.2805384563818428,0.2750084287113718,0.2514438728990946,0.23616364476626023,0.22338785206552322,0.2021133026378063,0.1422233459992363,0.11468729433844643,0.04319578667286653,1.8439972418177027e-09
33,0.33910388504882955,0.31738410000021666,0.29713010222518604,0.2805384563818429,0.2750084287113718,0.25144387289909537,0.23616364476625992,0.22338785206552103,0.20211330263780747,0.14222334599923675,0.11468729433844833,0.04319578667286389,3.6615140453506835e-09
34,0.33910388504882916,0.3173841000002149,0.29713010222518677,0.2805384563818421,0.2750084287113711,0.25144387289909553,0.23616364476625937,0.22338785206551828,0.20211330263780866,0.14222334599923658,0.11468729433844967,0.043195786672862224,1.884642927471601e-09
35,0.33910388504882866,0.31738410000021267,0.2971301022251875,0.2805384563818413,0.2750084287113703,0.2514438728990954,0.23616364476625873,0.223387852065515,0.20211330263781033,0.14222334599923614,0.11468729433845117,0.043195786672860594,3.391811175012986e-09
36,0.33910388504882893,0.31738410000021094,0.29713010222518893,0.28053845638184105,0.2750084287113702,0.25144387289909625,0.2361636447662585,0.22338785206551162,0.20211330263781274,0.14222334599923625,0.1146872943384536,0.04319578667285844,1.5651358345273788e-09
37,0.33910388504882927,0.3173841000002089,0.2971301022251905,0.28053845638184105,0.2750084287113703,0.2514438728990974,0.23616364476625834,0.22338785206550738,0.20211330263781532,0.14222334599923678,0.114687294338457,0.04319578667285423,3.324401136131092e-09
38,0.3391038850488291,0.3173841000002064,0.2971301022251917,0.2805384563818406,0.2750084287113701,0.25144387289909853,0.23616364476625762,0.22338785206550196,0.20211330263781824,0.14222334599923728,0.11468729433846095,0.04319578667284875,2.4277088129903782e-09
39,0.3391038850488295,0.31738410000020384,0.297130102225194,0.28053845638184066,0.27500842871137043,0.2514438728991002,0.23616364476625754,0.22338785206549605,0.20211330263782218,0.14222334599923822,0.11468729433846557,0.04319578667284301,1.6307016703439756e-09
40,0.3391038850488293,0.31738410000020006,0.2971301022251962,0.2805384563818397,0.27500842871137016,0.25144387289910153,0.23616364476625723,0.22338785206548897,0.2021133026378269,0.14222334599923875,0.11468729433847041,0.043195786672837,4.081583428848142e-09
41,0.3391038850488302,0.3173841000001963,0.2971301022252002,0.28053845638183955,0.2750084287113709,0.2514438728991036,0.236163644766258,0.22338785206548145,0.20211330263783348,0.14222334599923958,0.11468729433847605,0.04319578667283059,2.085139610951405e-09
42,0.3391038850488305,0.3173841000001913,0.29713010222520375,0.28053845638183883,0.2750084287113714,0.25144387289910586,0.23616364476625823,0.22338785206547174,0.20211330263784086,0.1422233459992407,0.11468729433848295,0.04319578667282146,2.823356234913063e-09
43,0.33910388504882977,0.3173841000001848,0.2971301022252071,0.28053845638183744,0.27500842871137154,0.2514438728991081,0.23616364476625806,0.22338785206545958,0.20211330263784902,0.14222334599924208,0.11468729433849131,0.04319578667280887,1.2924104989088967e-09
44,0.33910388504883016,0.3173841000001784,0.29713010222521186,0.28053845638183694,0.27500842871137304,0.25144387289911196,0.23616364476625878,0.2233878520654455,0.2021133026378594,0.1422233459992447,0.11468729433850193,0.04319578667279268,3.0777010672111203e-09
45,0.3391038850488303,0.3173841000001703,0.29713010222521763,0.28053845638183583,0.27500842871137476,0.2514438728991161,0.23616364476625978,0.2233878520654288,0.20211330263787222,0.14222334599924752,0.11468729433851382,0.043195786672773635,1.6931694601781893e-09
46,0.33910388504883104,0.3173841000001608,0.29713010222522496,0.2805384563818346,0.27500842871137704,0.25144387289912123,0.2361636447662618,0.22338785206540954,0.20211330263788813,0.14222334599925057,0.11468729433852738,0.04319578667275164,1.6726002169354614e-09
47,0.33910388504883227,0.3173841000001495,0.297130102225234,0.2805384563818332,0.27500842871138026,0.25144387289912734,0.23616364476626486,0.22338785206538678,0.2021133026379078,0.14222334599925435,0.11468729433854313,0.04319578667272555,2.22311732857838e-09
48,0.33910388504883304,0.31738410000013584,0.2971301022252446,0.28053845638183167,0.2750084287113841,0.2514438728991346,0.23616364476626878,0.22338785206535924,0.20211330263793129,0.14222334599925923,0.11468729433856216,0.043195786672692256,2.03672659538442e-09
49,0.3391038850488341,0.3173841000001201,0.29713010222525665,0.28053845638182995,0.27500842871138964,0.2514438728991439,0.23616364476627374,0.2233878520653262,0.20211330263795937,0.14222334599926587,0.11468729433858528,0.043195786672649235,1.356395322551271e-09
50,0.3391038850488346,0.31738410000010076,0.29713010222527036,0.2805384563818278,0.27500842871139625,0.2514438728991547,0.23616364476627974,0.223387852065286,0.20211330263799276,0.142223345999274,0.11468729433861272,0.04319578667259572,2.884559169762438e-09
51,0.3391038850488361,0.31738410000007816,0.2971301022252872,0.2805384563818251,0.27500842871140485,0.25144387289916803,0.23616364476628826,0.22338785206523873,0.20211330263803373,0.1422233459992837,0.11468729433864466,0.043195786672531336,3.0116167709350436e-09
52,0.3391038850488372,0.3173841000000502,0.2971301022253068,0.28053845638182084,0.2750084287114148,0.2514438728991832,0.23616364476629914,0.22338785206518222,0.2021133026380832,0.14222334599929476,0.11468729433868133,0.04319578667245349,3.2916448612306265e-09
53,0.33910388504883815,0.3173841000000163,0.2971301022253295,0.28053845638181507,0.275008428711427,0.25144387289920106,0.23616364476631305,0.22338785206511463,0.20211330263814292,0.14222334599930803,0.11468729433872422,0.04319578667235805,1.2847885819645491e-09
54,0.3391038850488397,0.31738409999997635,0.2971301022253565,0.280538456381809,0.27500842871144293,0.2514438728992233,0.2361636447663311,0.22338785206503375,0.20211330263821506,0.14222334599932507,0.11468729433877536,0.043195786672238896,1.6979960262399809e-09
55,0.33910388504884176,0.31738409999992906,0.29713010222538816,0.28053845638180197,0.2750084287114631,0.2514438728992503,0.23616364476635388,0.22338785206493672,0.20211330263830163,0.14222334599934647,0.11468729433883612,0.04319578667209003,2.6993646524953966e-09
56,0.3391038850488432,0.3173840999998717,0.29713010222542463,0.2805384563817928,0.2750084287114874,0.251443872899282,0.2361636447663822,0.22338785206481981,0.20211330263840568,0.14222334599937234,0.11468729433890741,0.0431957866719067,3.242873005758314e-09
57,0.33910388504884437,0.3173840999998021,0.2971301022254671,0.2805384563817808,0.275008428711517,0.25144387289931963,0.23616364476641788,0.22338785206467954,0.202113302638531,0.14222334599940323,0.11468729433899068,0.04319578667168168,2.6266324959516123e-09
58,0.3391038850488462,0.31738409999971895,0.29713010222551733,0.2805384563817659,0.27500842871155334,0.2514438728993649,0.23616364476646315,0.2233878520645117,0.2021133026386825,0.14222334599944045,0.11468729433908807,0.04319578667140569,1.5763329813249952e-09
59,0.33910388504884914,0.31738409999961953,0.2971301022255771,0.2805384563817476,0.2750084287115985,0.25144387289941944,0.23616364476652052,0.22338785206431105,0.20211330263886582,0.14222334599948558,0.11468729433920243,0.04319578667106719,1.1851425915262877e-09
60,0.3391038850488523,0.3173840999995002,0.29713010222564645,0.2805384563817251,0.2750084287116538,0.2514438728994851,0.23616364476659188,0.22338785206406991,0.20211330263908614,0.14222334599954062,0.11468729433933691,0.043195786670648446,3.1561407394747236e-09
61,0.33910388504885536,0.3173840999993566,0.2971301022257269,0.28053845638169705,0.27500842871172115,0.25144387289956355,0.23616364476668042,0.2233878520637798,0.2021133026393511,0.14222334599960756,0.11468729433949525,0.04319578667013189,2.8405145969729966e-09
62,0.3391038850488592,0.31738409999918443,0.2971301022258209,0.28053845638166275,0.2750084287118037,0.2514438728996581,0.23616364476679075,0.22338785206343142,0.20211330263967026,0.142223345999689,0.11468729433968132,0.043195786669495626,2.200344097613854e-09
63,0.3391038850488645,0.3173840999989782,0.2971301022259312,0.2805384563816208,0.2750084287119049,0.2514438728997717,0.23616364476692847,0.22338785206301337,0.2021133026400551,0.14222334599978773,0.11468729433989971,0.04319578666871363,1.3936226634379715e-09
64,0.3391038850488714,0.3173840999987304,0.2971301022260603,0.28053845638156877,0.2750084287120283,0.25144387289990827,0.2361636447670998,0.2233878520625118,0.202113302640519,0.14222334599990683,0.11468729434015557,0.04319578666775307,1.5034665715232601e-09
65,0.33910388504887956,0.31738409999843226,0.29713010222621067,0.2805384563815038,0.2750084287121782,0.2514438729000717,0.23616364476731203,0.2233878520619091,0.2021133026410776,0.1422233460000504,0.1146872943404551,0.04319578666657385,2.72338349669063e-09
66,0.3391038850488897,0.31738409999807426,0.29713010222638586,0.2805384563814241,0.2750084287123606,0.25144387290026793,0.2361636447675748,0.22338785206118486,0.2021133026417504,0.14222334600022418,0.11468729434080648,0.04319578666512444,2.6774318669935515e-09
67,0.33910388504890343,0.3173840999976453,0.2971301022265905,0.28053845638132685,0.2750084287125833,0.2514438729005047,0.23616364476790008,0.22338785206031478,0.2021133026425607,0.1422233460004351,0.11468729434121917,0.043195786663342825,1.3658542001120959e-09
68,0.3391038850489204,0.3173840999971302,0.2971301022268285,0.28053845638120734,0.2750084287128541,0.25144387290078934,0.2361636447683016,0.22338785205926867,0.202113302643536,0.14222334600069036,0.11468729434170345,0.043195786661153625,1.8596140933374767e-09
69,0.33910388504894257,0.31738409999651207,0.29713010222710595,0.28053845638106034,0.27500842871318343,0.2514438729011318,0.23616364476879748,0.22338785205801176,0.2021133026447108,0.14222334600099906,0.11468729434227096,0.04319578665846691,3.528623195359521e-09
70,0.33910388504897104,0.3173840999957694,0.2971301022274289,0.28053845638087954,0.27500842871358305,0.2514438729015434,0.23616364476940918,0.22338785205650133,0.2021133026461258,0.1422233460013715,0.11468729434293538,0.04319578665517122,4.253465235768452e-09
71,0.33910388504900746,0.31738409999487777,0.29713010222780467,0.2805384563806572,0.27500842871406794,0.2514438729020385,0.23616364477016272,0.2233878520546858,0.2021133026478297,0.14222334600182124,0.11468729434371336,0.043195786651128734,1.5395466844421975e-09
72,0.3391038850490546,0.3173840999938076,0.29713010222824154,0.28053845638038466,0.2750084287146564,0.2514438729026346,0.23616364477109042,0.22338785205250355,0.20211330264988167,0.14222334600236514,0.11468729434462473,0.04319578664617061,3.4033697509628746e-09
73,0.3391038850491142,0.3173840999925225,0.297130102228748,0.28053845638005015,0.27500842871536946,0.25144387290335163,0.23616364477223062,0.22338785204987918,0.20211330265235172,0.14222334600302206,0.1146872943456921,0.04319578664009155,2.383720934491434e-09
74,0.339103885049191,0.31738409999098005,0.29713010222933595,0.2805384563796403,0.275008428716234,0.25144387290421527,0.23616364477363208,0.22338785204672393,0.2021133026553262,0.14222334600381606,0.11468729434694196,0.04319578663264,2.2959408705944085e-09
75,0.3391038850492881,0.3173840999891272,0.2971301022300168,0.28053845637913705,0.27500842871728015,0.251443872905254,0.23616364477535234,0.2233878520429292,0.2021133026589074,0.1422233460047743,0.11468729434840395,0.04319578662351084,2.1974370263994826e-09
76,0.33910388504941363,0.3173840999869037,0.29713010223080666,0.2805384563785213,0.2750084287185477,0.25144387290650555,0.23616364477746452,0.22338785203836703,0.20211330266322033,0.14222334600593164,0.11468729435011434,0.04319578661233009,2.5150808720176804e-09
77,0.33910388504957173,0.31738409998423256,0.2971301022317194,0.2805384563777654,0.2750084287200803,0.2514438729080114,0.23616364478005375,0.2233878520328797,0.20211330266841263,0.14222334600732803,0.11468729435211414,0.04319578659864032,2.0752262447272668e-09
78,0.33910388504977274,0.3173840999810254,0.29713010223277425,0.28053845637683966,0.275008428721934,0.25144387290982495,0.23616364478322713,0.22338785202628014,0.2021133026746645,0.14222334600901368,0.1146872943544518,0.04319578658188209,2.8117674176201557e-09
79,0.33910388505002703,0.3173840999771738,0.29713010223399156,0.28053845637570596,0.27500842872417525,0.25144387291200887,0.23616364478711374,0.2233878520183418,0.20211330268219174,0.1422233460110485,0.1146872943571839,0.043195786561372906,2.5406593942884734e-09
80,0.33910388505034905,0.3173840999725494,0.297130102235395,0.2805384563743185,0.2750084287268844,0.25144387291463954,0.23616364479187144,0.2233878520087929,0.2021133026912546,0.14222334601350478,0.11468729436037607,0.043195786536279215,2.7930058049080484e-09
81,0.3391038850507557,0.3173840999669962,0.297130102237011,0.2805384563726202,0.2750084287301577,0.2514438729178083,0.23616364479769295,0.22338785199730665,0.20211330270216696,0.14222334601646935,0.11468729436410377,0.04319578650558704,1.7138235969875016e-09
82,0.33910388505126865,0.31738409996032735,0.29713010223886904,0.2805384563705422,0.27500842873411135,0.2514438729216256,0.2361636448048124,0.22338785198348887,0.20211330271530628,0.1422233460200468,0.11468729436845464,0.04319578646805651,3.4161474233932025e-09
83,0.33910388505191424,0.3173840999523188,0.29713010224100217,0.2805384563679997,0.2750084287388852,0.2514438729262245,0.23616364481351504,0.22338785196686603,0.20211330273112701,0.14222334602436384,0.11468729437353092,0.04319578642217629,1.977634725252148e-09
84,0.33910388505272593,0.3173840999427013,0.29713010224344744,0.2805384563648901,0.27500842874464826,0.2514438729317656,0.2361636448241487,0.2233878519468679,0.20211330275017694,0.14222334602957296,0.11468729437945085,0.04319578636610378,2.0151734464038154e-09
85,0.3391038850537436,0.3173840999311505,0.2971301022462442,0.2805384563610876,0.2750084287516029,0.2514438729384423,0.23616364483713556,0.22338785192280688,0.2021133027731143,0.14222334603585873,0.11468729438635164,0.04319578629758889,2.563141386712242e-09
86,0.3391038850550189,0.3173840999172789,0.2971301022494377,0.2805384563564401,0.2750084287599947,0.251443872946489,0.23616364485299063,0.2233878518938571,0.2021133028007334,0.14222334604344422,0.1146872943943928,0.043195786213889406,2.318369421966412e-09
87,0.33910388505661504,0.3173840999006193,0.2971301022530761,0.2805384563507604,0.27500842877011816,0.25144387295618714,0.23616364487234023,0.22338785185902424,0.20211330283399073,0.1422233460525975,0.11468729440375715,0.04319578611166544,2.455021200218562e-09
88,0.3391038850586095,0.3173840998806105,0.2971301022572118,0.2805384563438201,0.2750084287823274,0.2514438729678764,0.236163644895946,0.22338785181711107,0.20211330287403773,0.1422233460636426,0.11468729441465571,0.04319578598684631,2.5331484392793054e-09
89,0.3391038850610993,0.3173840998565788,0.2971301022619009,0.2805384563353415,0.2750084287970496,0.25144387298196663,0.2361636449247349,0.22338785176667755,0.2021133029222624,0.14222334607696957,0.11468729442733247,0.04319578583447248,3.247089354118209e-09
90,0.33910388506420325,0.3173840998277149,0.29713010226720216,0.28053845632498586,0.2750084288147987,0.2514438729989524,0.23616364495983355,0.22338785170598968,0.20211330298033559,0.14222334609305068,0.11468729444206872,0.04319578564850057,2.6792190478008567e-09
91,0.3391038850680675,0.31738409979304516,0.29713010227317466,0.28053845631233976,0.27500842883619275,0.2514438730194298,0.2361636450026103,0.2233878516329588,0.20211330305026867,0.14222334611245552,0.11468729445918763,0.043195785421566775,2.6371695005767212e-09
92,0.33910388507287376,0.3173840997514022,0.29713010227987924,0.2805384562969006,0.2750084288619769,0.25144387304411947,0.23616364505473025,0.2233878515450727,0.2021133031344864,0.14222334613587226,0.11468729447906156,0.04319578514470473,1.932074343698028e-09
93,0.33910388507884553,0.31738409970138165,0.29713010228737435,0.2805384562780547,0.2750084288930472,0.25144387307388955,0.23616364511821625,0.22338785143930703,0.20211330323590918,0.14222334616413052,0.11468729450211601,0.043195784806998254,2.484209610726704e-09
94,0.33910388508625805,0.3173840996412965,0.297130102295714,0.2805384562550549,0.27500842893048194,0.2514438731097879,0.2361636451955264,0.22338785131202107,0.20211330335805539,0.1422233461982317,0.11468729452883893,0.043195784395157096,2.4857752997671807e-09
95,0.33910388509545064,0.3173840995691197,0.2971301023049432,0.2805384562269901,0.27500842897557826,0.25144387315307926,0.23616364528964712,0.22338785115883272,0.20211330350516352,0.14222334623938504,0.11468729455978668,0.043195783893002666,2.1792911633361e-09
96,0.3391038851068387,0.3173840994824143,0.29713010231508985,0.2805384561927498,0.2750084290298967,0.2514438732052883,0.2361636454042045,0.2233878509744653,0.2021133036823385,0.14222334628904992,0.11468729459559462,0.04319578328084266,3.5610819543501107e-09
97,0.3391038851209341,0.317384099378253,0.29713010232616,0.28053845615098305,0.27500842909531553,0.2514438732682566,0.23616364554360253,0.2233878507525665,0.20211330389573107,0.14222334634898973,0.11468729463698647,0.04319578253470894,1.874536114707635e-09
98,0.3391038851383666,0.3173840992531183,0.2971301023381279,0.2805384561000444,0.2750084291740946,0.251443873344207,0.2361636457131896,0.22338785048548976,0.20211330415275167,0.14222334642133352,0.11468729468478343,0.04319578162543875,2.288059044253038e-09
99,0.3391038851599101,0.31738409910278303,0.29713010235092246,0.28053845603793,0.2750084292689532,0.2514438734358217,0.23616364591945943,0.22338785016403,0.20211330446232947,0.14222334650865207,0.11468729473991447,0.04319578051755256,2.5607524997156383e-09
100,0.33910388518651163,0.3173840989221641,0.29713010236440784,0.28053845596219756,0.27500842938315984,0.25144387354633646,0.2361636461702937,0.22338784977710366,0.20211330483522183,0.14222334661404742,0.11468729480342613,0.0431957791678918,2.87612300110585e-09
101,0.33910388521933654,0.3173840987051554,0.29713010237836696,0.2805384558698768,0.27500842952064936,0.25144387367965887,0.23616364647526075,0.22338784931136857,0.20211330528439164,0.1422233467412684,0.11468729487649645,0.043195777523959915,1.86307509469698e-09
102,0.339103885259811,0.3173840984444155,0.29713010239246757,0.2805384557573505,0.2750084296861529,0.2514438738405044,0.23616364684597055,0.22338784875075884,0.2021133058254569,0.14222334689484162,0.11468729496044373,0.04319577552190872,2.975163568012871e-09
103,0.33910388530968605,0.3173840981311229,0.2971301024062312,0.2805384556202176,0.2750084298853631,0.2514438740345671,0.2361636472965136,0.2233878480759329,0.20211330647723835,0.1422233470802354,0.11468729505673843,0.043195773084097465,2.6695371838966168e-09
104,0.3391038853711032,0.31738409775467,0.29713010241898324,0.28053845545311934,0.2750084301251251,0.2514438742687177,0.2361636478439835,0.22338784726360017,0.20211330726241353,0.14222334730405337,0.11468729516700926,0.04319577011612234,1.3093644574432316e-09
105,0.33910388544668846,0.3173840973023083,0.29713010242980026,0.2805384552495361,0.2750084304136732,0.251443874551253,0.2361636485091202,0.2233878462857201,0.20211330820831205,0.1422233475742728,0.1146872952930501,0.04319576650321275,2.190251230335465e-09
106,0.3391038855396547,0.31738409675871043,0.29713010243743276,0.28053845500153374,0.27500843076090953,0.2514438748921875,0.23616364931708086,0.22338784510852777,0.20211330934786778,0.1422233479005294,0.11468729543682228,0.04319576210585045,1.702015656948373e-09
107,0.339103885653937,0.317384096105453,0.2971301024402179,0.2805384546994615,0.2750084311787464,0.25144387530361495,0.2361636502983815,0.2233878436913688,0.20211331072077215,0.14222334829446492,0.1146872956004513,0.04319575675445219,3.140614327469783e-09
108,0.3391038857943458,0.3173840953203844,0.29713010243595905,0.28053845433157715,0.2750084316815083,0.25144387580013433,0.23616365149002913,0.223387841985287,0.2021133123748581,0.14222334877014334,0.11468729578621492,0.043195750242911786,1.4081592912253948e-09
109,0.33910388596676516,0.3173840943768721,0.2971301024217827,0.28053845388359777,0.27500843228642263,0.2514438763993735,0.2361636529369018,0.22338783993133068,0.2021133143677747,0.14222334934455708,0.1146872959965219,0.04319574232076031,3.065413783451531e-09
110,0.33910388617838727,0.3173840932428951,0.2971301023939577,0.28053845333815125,0.2750084330142079,0.25144387712261707,0.23616365469341674,0.22338783745850999,0.2021133167690032,0.14222335003823763,0.11468729623387412,0.04319573268364906,2.552373932389813e-09
111,0.3391038864380047,0.3173840918799536,0.2971301023476692,0.28053845267411137,0.27500843388978174,0.2514438779955677,0.23616365682555326,0.2233878344813383,0.20211331966228951,0.14222335087599408,0.11468729650080976,0.0431957209617966,1.9798981243923754e-09
112,0.3391038867563575,0.3173840902417513,0.29713010227673314,0.28053845186578563,0.2750084349431089,0.2514438790492606,0.23616365941330014,0.22338783089686615,0.20211332314857378,0.14222335188780366,0.11468729679981989,0.04319570670596776,2.345336974025205e-09
113,0.33910388714656303,0.31738408827261855,0.29713010217324476,0.2805384508819332,0.27500843621022436,0.2514438803211746,0.2361636625536223,0.2233878265811123,0.2021133273495245,0.14222335310989323,0.11468729713323152,0.04319568937044698,2.4618285560771098e-09
