class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.9803502145590941,0.019649785440905895,0.13879362871916082,0.044767381479525095,1-2
1,1,0.0770169729521577,0.9229830270478424,-0.26661837676620176,0.5895122533933247,1-3
2,1,0.06772778139150912,0.9322722186084909,-0.2512781904966945,0.5838035372695736,1-4
3,1,0.059987029028466705,0.9400129709715332,-0.237462808407558,0.5787625196042998,1-5
4,1,0.07405102044940735,0.9259489795505927,-0.26185390357947463,0.5877258170436493,1-6
5,1,0.5169219013899623,0.4830780986100377,0.499713567209605,0.24461256269611964,1-7
6,1,0.8487590504976021,0.1512409495023979,0.35828358139330224,0.1271438374728971,1-8
7,1,0.9465539107086581,0.05344608929134186,0.22492133031529887,0.07425997130218381,1-9
8,1,0.5047612836258736,0.4952387163741265,-0.4999773296642899,0.7515155865550139,1-10
9,1,0.9788517558945182,0.021148244105481828,0.14387840656866055,0.04645474237719322,1-11
10,1,0.008619328974616024,0.991380671025384,-0.09243936468108903,0.5295946170542928,1-12
11,1,0.9363997505280972,0.06360024947190283,0.24403945938928517,0.08115109028734455,1-13
12,1,0.14445590776375486,0.8555440922362451,-0.3515514165465763,0.6241013274574398,2-3
13,1,0.0015446770055320472,0.9984553229944679,0.039272012661444124,0.48748644119252493,2-4
14,1,0.060446422257834524,0.9395535777421654,0.23831209011307442,0.42093013050909617,2-5
15,1,0.9796103931028045,0.020389606897195534,0.14132894547039318,0.04560805609025411,2-6
16,1,0.6584700533619496,0.3415299466380503,-0.47422277695979637,0.801327711300418,2-7
17,1,0.9992229835644582,0.0007770164355417753,0.02786418276211727,0.008874042171111768,2-8
18,1,0.041737989309257,0.958262010690743,-0.19998982363529738,0.5654914059364982,2-9
19,1,0.005766981178222972,0.9942330188217771,0.07572135172005974,0.4758040483602029,2-10
20,1,0.13216456933709525,0.8678354306629047,0.3386695970249402,0.38156648178976804,2-11
21,1,0.9991871564190095,0.0008128435809905171,-0.028498822191510995,0.9909236241693625,2-12
22,1,0.9970426521409698,0.002957347859030126,0.0543010308619534,0.017318713409482923,2-13
23,1,0.004578997688010468,0.9954210023119896,0.06751318736501531,0.4784440416287472,3-4
24,1,0.9446170932820773,0.05538290671792279,0.2287261252270861,0.07561896578392784,3-5
25,1,0.08195467268982037,0.9180453273101796,-0.2742956512854784,0.5924178444964064,3-6
26,1,0.7281121836968152,0.27188781630318487,0.44493238997523044,0.17460072253164438,3-7
27,1,0.08169772451414113,0.918302275485859,-0.2739036442316031,0.5922686485028418,3-8
28,1,0.9727034644798866,0.027296535520113265,0.1629461097072049,0.05283232941315467,3-9
29,1,0.002418115966106387,0.9975818840338936,-0.049114851941961996,0.5156589945897504,3-10
30,1,0.9975310697694558,0.002468930230544167,0.04962695451124189,0.015822802422347775,3-11
31,1,0.985183754761966,0.014816245238033918,0.12081690326721817,0.03884163617899088,3-12
32,1,0.9797300424357923,0.020269957564207595,0.1409222707188357,0.045473121106454156,3-13
33,1,0.9072768516270916,0.09272314837290838,-0.29004407618278294,0.9015090470959695,4-5
34,1,0.0040270071415280575,0.995972992858472,-0.06333080099769889,0.5202131148223923,4-6
35,1,0.9999990603360617,9.396639383801517e-07,-0.0009693621900052811,0.9996914422383348,4-7
36,1,0.042694225337041515,0.9573057746629586,0.2021668332341174,0.43375172779673926,4-8
37,1,0.9945558335724278,0.005444166427572049,0.07358347286912291,0.02350772896043689,4-9
38,1,0.9909660404650855,0.009033959534914477,0.09461684369094123,0.030300184602408957,4-10
39,1,0.9973625289529117,0.0026374710470882996,0.05128854446720116,0.01635441707811838,4-11
40,1,0.9883620917582058,0.011637908241794193,0.1072495563326477,0.03440595281600413,4-12
41,1,0.0009049047245835041,0.9990950952754165,-0.030068020753334108,0.5095767263110496,4-13
42,1,0.2996540044106928,0.7003459955893072,0.45810640909217726,0.3156151258792484,5-6
43,1,0.08461989086525087,0.9153801091347491,-0.2783152258414977,0.5939530273011004,5-7
44,1,0.9823046518762387,0.01769534812376133,-0.13184165797857755,0.9575313058532843,5-8
45,1,0.609100471839557,0.390899528160443,-0.4879519310796772,0.7850094102945555,5-9
46,1,0.993903188808262,0.0060968111917379456,0.07784369007845302,0.02487962281516033,5-10
47,1,0.059015493968559554,0.9409845060314405,0.23565369812546222,0.42189112231137005,5-11
48,1,0.008361219698836067,0.9916387803011639,0.09105662910510064,0.4708531239471067,5-12
49,1,0.9907136823370946,0.009286317662905403,0.09591705774870815,0.030721779076776777,5-13
50,1,0.08112525812452401,0.918874741875476,-0.2730273807125456,0.5919354773414564,6-7
51,1,0.8935687446927114,0.10643125530728864,0.30838878578995604,0.10578109903299457,6-8
52,1,0.9907879057766716,0.009212094223328294,0.0955365455904117,0.03059837553143606,6-9
53,1,0.06485985455542988,0.9351401454445701,-0.2462784071380972,0.5819688126183719,6-10
