E_A,E_B,E_R_weighted_total,E_phase_total,P_R_weighted_total,P_phase_total,R_A,R_B,R_total,case,p_A,p_B,stage
0.999999999999998,0.999999999999998,1.9999999999999958,1.999999999999996,3.3306690738754696e-16,3.3306690738754696e-16,0.9999999999999999,0.9999999999999999,1.9999999999999998,A_1.00_B_1.00,0.999999999999998,-0.9999999999999977,initial
0.999999999999998,0.999999999999998,1.9999999999999958,1.999999999999996,3.3306690738754696e-16,3.3306690738754696e-16,0.9999999999999999,0.9999999999999999,1.9999999999999998,A_1.00_B_1.00,-0.9999999999999977,0.999999999999998,collision_map
0.999999999999998,0.999999999999998,1.9999999999999958,1.999999999999996,3.3306690738754696e-16,3.3306690738754696e-16,0.9999999999999999,0.9999999999999999,1.9999999999999998,A_1.00_B_1.00,-0.9999999999999977,0.999999999999998,final
0.999999999999998,0.9999999999999993,2.209999999999997,1.9999999999999973,-0.20999999999999985,-2.220446049250313e-16,0.9999999999999999,1.21,2.21,A_1.00_B_1.10,0.999999999999998,-0.9999999999999982,initial
0.999999999999998,0.9999999999999993,2.209999999999997,1.9999999999999973,0.21000000000000152,1.6653345369377348e-15,0.9999999999999999,1.21,2.21,A_1.00_B_1.10,-0.9999999999999977,0.9999999999999993,collision_map
0.999999999999998,0.9999999999999993,2.209999999999997,1.9999999999999973,0.21000000000000152,1.6653345369377348e-15,0.9999999999999999,1.21,2.21,A_1.00_B_1.10,-0.9999999999999977,0.9999999999999993,final
0.999999999999998,0.999999999999998,2.562499999999995,1.999999999999996,-0.5624999999999966,1.7763568394002505e-15,0.9999999999999999,1.5625000000000004,2.5625000000000004,A_1.00_B_1.25,0.999999999999998,-0.9999999999999962,initial
0.999999999999998,0.999999999999998,2.562499999999995,1.999999999999996,0.5624999999999998,3.3306690738754696e-16,0.9999999999999999,1.5625000000000004,2.5625000000000004,A_1.00_B_1.25,-0.9999999999999977,0.999999999999998,collision_map
0.999999999999998,0.999999999999998,2.562499999999995,1.999999999999996,0.5624999999999998,3.3306690738754696e-16,0.9999999999999999,1.5625000000000004,2.5625000000000004,A_1.00_B_1.25,-0.9999999999999977,0.999999999999998,final
0.999999999999998,1.000000000000004,3.250000000000006,2.0000000000000018,-1.2500000000000018,-1.9984014443252818e-15,0.9999999999999999,2.2499999999999996,3.2499999999999996,A_1.00_B_1.50,0.999999999999998,-1.0,initial
0.999999999999998,1.000000000000004,3.250000000000006,2.0000000000000018,1.2500000000000109,6.328271240363392e-15,0.9999999999999999,2.2499999999999996,3.2499999999999996,A_1.00_B_1.50,-0.9999999999999977,1.000000000000004,collision_map
0.999999999999998,1.000000000000004,3.250000000000006,2.0000000000000018,1.2500000000000109,6.328271240363392e-15,0.9999999999999999,2.2499999999999996,3.2499999999999996,A_1.00_B_1.50,-0.9999999999999977,1.000000000000004,final
0.999999999999998,0.999999999999998,4.999999999999989,1.999999999999996,-2.9999999999999925,3.3306690738754696e-16,0.9999999999999999,3.9999999999999996,4.999999999999999,A_1.00_B_2.00,0.999999999999998,-0.9999999999999977,initial
0.999999999999998,0.999999999999998,4.999999999999989,1.999999999999996,2.999999999999994,3.3306690738754696e-16,0.9999999999999999,3.9999999999999996,4.999999999999999,A_1.00_B_2.00,-0.9999999999999977,0.999999999999998,collision_map
0.999999999999998,0.999999999999998,4.999999999999989,1.999999999999996,2.999999999999994,3.3306690738754696e-16,0.9999999999999999,3.9999999999999996,4.999999999999999,A_1.00_B_2.00,-0.9999999999999977,0.999999999999998,final
0.999999999999998,1.000000000000004,10.000000000000032,2.0000000000000018,-8.0,-1.9984014443252818e-15,0.9999999999999999,8.999999999999998,9.999999999999998,A_1.00_B_3.00,0.999999999999998,-1.0,initial
0.999999999999998,1.000000000000004,10.000000000000032,2.0000000000000018,8.000000000000036,6.328271240363392e-15,0.9999999999999999,8.999999999999998,9.999999999999998,A_1.00_B_3.00,-0.9999999999999977,1.000000000000004,collision_map
0.999999999999998,1.000000000000004,10.000000000000032,2.0000000000000018,8.000000000000036,6.328271240363392e-15,0.9999999999999999,8.999999999999998,9.999999999999998,A_1.00_B_3.00,-0.9999999999999977,1.000000000000004,final
1.000000000000004,0.999999999999998,3.250000000000006,2.0000000000000018,1.2500000000000109,6.328271240363392e-15,2.2499999999999996,0.9999999999999999,3.2499999999999996,A_1.50_B_1.00,1.000000000000004,-0.9999999999999977,initial
1.000000000000004,0.999999999999998,3.250000000000006,2.0000000000000018,-1.2500000000000018,-1.9984014443252818e-15,2.2499999999999996,0.9999999999999999,3.2499999999999996,A_1.50_B_1.00,-1.0,0.999999999999998,collision_map
1.000000000000004,0.999999999999998,3.250000000000006,2.0000000000000018,-1.2500000000000018,-1.9984014443252818e-15,2.2499999999999996,0.9999999999999999,3.2499999999999996,A_1.50_B_1.00,-1.0,0.999999999999998,final
0.999999999999998,0.999999999999998,4.999999999999989,1.999999999999996,2.999999999999994,3.3306690738754696e-16,3.9999999999999996,0.9999999999999999,4.999999999999999,A_2.00_B_1.00,0.999999999999998,-0.9999999999999977,initial
0.999999999999998,0.999999999999998,4.999999999999989,1.999999999999996,-2.9999999999999925,3.3306690738754696e-16,3.9999999999999996,0.9999999999999999,4.999999999999999,A_2.00_B_1.00,-0.9999999999999977,0.999999999999998,collision_map
0.999999999999998,0.999999999999998,4.999999999999989,1.999999999999996,-2.9999999999999925,3.3306690738754696e-16,3.9999999999999996,0.9999999999999999,4.999999999999999,A_2.00_B_1.00,-0.9999999999999977,0.999999999999998,final
