class_id,count,a2n,b2n,abn,edges
0,4,0.013216444332848755,0.9867835556671513,0.11420056887794151,"1-2,1-4,2-3,3-4"
1,2,0.9867835556671513,0.013216444332848767,-0.11420056887794158,"1-3,2-4"
