step,takagi_r1,takagi_r2,takagi_r3,takagi_r4
0,0.40824829046386296,0.28867513459481287,0.28867513459481275,3.0553329136775486e-09
1,0.408248290463863,0.28867513459481275,0.2886751345948127,3.9779643071325546e-09
2,0.4082482904638629,0.28867513459481275,0.28867513459481264,2.7763129084845504e-09
3,0.40824829046386274,0.2886751345948126,0.2886751345948124,3.6462046234607235e-09
4,0.40824829046386285,0.2886751345948125,0.2886751345948124,1.5714930415125167e-09
5,0.4082482904638628,0.2886751345948126,0.28867513459481253,3.697241212284233e-09
6,0.40824829046386246,0.28867513459481225,0.28867513459481214,1.9855683264037392e-09
7,0.408248290463862,0.288675134594812,0.2886751345948119,2.923790186547891e-09
8,0.408248290463862,0.28867513459481214,0.2886751345948119,2.9219227059388096e-09
9,0.40824829046386163,0.288675134594812,0.2886751345948117,3.244095360418951e-09
10,0.40824829046386174,0.288675134594812,0.28867513459481176,1.9352266314964043e-09
11,0.4082482904638617,0.2886751345948121,0.2886751345948119,3.866967849401199e-09
12,0.40824829046386135,0.28867513459481187,0.28867513459481164,2.5418629111579917e-09
13,0.4082482904638613,0.2886751345948119,0.28867513459481164,2.5331102043437196e-09
14,0.408248290463861,0.28867513459481187,0.28867513459481153,7.654281371330579e-10
15,0.408248290463861,0.28867513459481187,0.2886751345948116,4.269040456292395e-09
16,0.4082482904638609,0.28867513459481203,0.28867513459481153,3.505116796614176e-09
17,0.4082482904638611,0.28867513459481203,0.2886751345948116,3.701658772574845e-09
18,0.40824829046386135,0.2886751345948122,0.2886751345948118,1.919968737026518e-09
19,0.4082482904638612,0.2886751345948122,0.28867513459481187,3.523235034119724e-09
20,0.40824829046386135,0.2886751345948124,0.28867513459481203,1.8479015721628535e-09
21,0.4082482904638613,0.2886751345948125,0.28867513459481214,3.4255638271743347e-09
22,0.4082482904638613,0.2886751345948125,0.28867513459481225,2.611945364757446e-09
23,0.40824829046386074,0.28867513459481203,0.2886751345948117,3.2436926336373257e-09
24,0.4082482904638606,0.2886751345948119,0.28867513459481153,2.1125081346832703e-09
25,0.40824829046386046,0.2886751345948118,0.2886751345948116,3.451335172041888e-09
26,0.4082482904638606,0.2886751345948119,0.2886751345948115,2.9929629792600233e-09
27,0.4082482904638611,0.2886751345948123,0.2886751345948119,2.1979421992147358e-09
28,0.40824829046386135,0.2886751345948126,0.2886751345948122,1.8623100615665573e-09
29,0.40824829046386146,0.28867513459481287,0.2886751345948123,2.541266222043777e-09
30,0.4082482904638615,0.2886751345948129,0.2886751345948124,2.2027003572480745e-09
31,0.4082482904638618,0.2886751345948131,0.28867513459481264,2.365547365571567e-09
32,0.40824829046386163,0.2886751345948129,0.28867513459481253,8.884509340616951e-10
33,0.4082482904638612,0.28867513459481275,0.28867513459481225,1.974300450363056e-09
34,0.4082482904638612,0.28867513459481275,0.2886751345948123,3.95915613403516e-09
35,0.40824829046386113,0.28867513459481275,0.28867513459481214,1.886212796176888e-09
36,0.4082482904638609,0.2886751345948125,0.288675134594812,3.591473529482125e-09
37,0.40824829046386113,0.28867513459481275,0.2886751345948122,2.0552849274295414e-09
38,0.40824829046386124,0.28867513459481287,0.2886751345948123,3.5670420929328955e-09
