step,takagi_r1,takagi_r2,takagi_r3
0,0.22360679774997871,0.22360679774997863,2.873992743888539e-09
1,0.2236067977499786,0.22360679774997852,2.6445074976000537e-10
2,0.2236067977499785,0.2236067977499785,2.315815914482076e-09
3,0.22360679774997844,0.22360679774997838,9.754411582133475e-10
4,0.2236067977499784,0.22360679774997835,1.5572903774920673e-09
5,0.22360679774997835,0.22360679774997835,1.147338112462747e-09
6,0.22360679774997838,0.22360679774997835,1.8141130789363263e-09
7,0.22360679774997824,0.22360679774997821,2.530437093651373e-09
8,0.2236067977499783,0.22360679774997824,1.8095677951965354e-09
9,0.22360679774997835,0.22360679774997833,1.4938235191694284e-09
10,0.22360679774997833,0.22360679774997827,9.005285654567614e-10
11,0.2236067977499784,0.22360679774997838,2.416574520931464e-09
12,0.22360679774997844,0.22360679774997844,1.5545635714395007e-09
13,0.22360679774997838,0.22360679774997838,2.2994212583855355e-09
14,0.22360679774997844,0.22360679774997844,1.678725808878144e-09
15,0.2236067977499785,0.2236067977499785,1.5586354264508668e-09
16,0.22360679774997858,0.2236067977499785,1.2399163892867034e-09
17,0.22360679774997858,0.22360679774997858,7.070374652422286e-10
18,0.22360679774997852,0.22360679774997846,7.263321503145357e-10
19,0.22360679774997844,0.22360679774997838,1.952980696723273e-09
20,0.22360679774997852,0.22360679774997838,7.516847570826206e-10
21,0.22360679774997855,0.22360679774997852,1.325657889811092e-09
22,0.22360679774997863,0.22360679774997855,2.46726848419958e-09
23,0.2236067977499787,0.22360679774997866,1.148354971920722e-09
24,0.2236067977499787,0.22360679774997866,1.781214244762459e-09
25,0.22360679774997855,0.2236067977499785,5.810605253549347e-10
26,0.22360679774997858,0.2236067977499785,1.8309672459294906e-09
27,0.2236067977499785,0.22360679774997844,1.1937788797368972e-09
28,0.2236067977499785,0.22360679774997838,1.2888758649553687e-09
29,0.22360679774997852,0.2236067977499784,1.8363641100203126e-09
30,0.22360679774997855,0.2236067977499784,1.053232867288275e-09
31,0.22360679774997863,0.22360679774997844,2.085820899994925e-09
32,0.2236067977499786,0.2236067977499784,2.2143063375671884e-09
33,0.22360679774997863,0.22360679774997846,2.151112735178871e-09
34,0.22360679774997863,0.22360679774997852,2.136664834370568e-09
35,0.22360679774997866,0.2236067977499785,1.7799018081730242e-09
36,0.22360679774997874,0.22360679774997855,1.6309795624725142e-09
37,0.22360679774997877,0.22360679774997852,2.508487224005519e-09
38,0.22360679774997885,0.22360679774997866,2.000663814214147e-09
39,0.22360679774997894,0.22360679774997871,1.1543824373716928e-09
40,0.22360679774997907,0.22360679774997883,9.710951767689847e-10
41,0.22360679774997913,0.22360679774997888,1.9596408351212764e-09
42,0.22360679774997907,0.22360679774997888,1.2834819011782882e-09
43,0.2236067977499792,0.22360679774997894,2.0760183425162e-09
44,0.22360679774997924,0.22360679774997896,1.1923846926823453e-09
45,0.2236067977499792,0.22360679774997896,5.657066607390762e-10
46,0.22360679774997919,0.22360679774997888,9.936518238423423e-10
47,0.2236067977499791,0.2236067977499788,1.0491766636319988e-09
48,0.22360679774997913,0.22360679774997888,6.934182169069243e-10
49,0.2236067977499791,0.22360679774997888,1.3601642605170075e-09
50,0.22360679774997907,0.22360679774997883,1.3167709810445515e-09
51,0.22360679774997894,0.2236067977499787,1.2145944249789032e-09
52,0.22360679774997894,0.22360679774997871,1.0002057306503633e-09
53,0.2236067977499789,0.22360679774997871,3.134087112106245e-10
54,0.22360679774997894,0.22360679774997877,8.703166061649281e-10
55,0.22360679774997896,0.22360679774997874,1.7171801439239046e-09
