config_id,R_C_over_R_A,coupling_C,C_offset_rad,C_cell_count,C_cell_width,resolved_case_count,fit_case_count,resolution_valid,clock_error,clock_valid,max_relative_contamination,common_mode_ratio,disturbance_valid,closure_valid,gauge_valid,fit_valid,loglog_slope,power_candidate_alpha,power_candidate_alpha_tau_ABC,power_candidate_alpha_tau_AB,power_candidate_alpha_tau_AC,power_candidate_alpha_tau_BC,log_rmse,alpha_classification,alpha_classification_tau_ABC,alpha_classification_tau_AB,alpha_classification_tau_AC,alpha_classification_tau_BC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,inverse_term_injected,inverse_square_term_injected,constructed_reciprocal_used_for_success,deviation_deg,L_AB_true,L_AB_C_read,C_cell_crossings,resolution_valid_at_L,f_AB_native,f_AC,f_BC,f_ABC_common_mode_ratio,C_asymmetry,relative_contamination,a_AB_C_read,omega_AB,omega_AC,omega_BC,omega_ABC,tau_AB_unit,tau_AC_unit,tau_BC_unit,tau_ABC_unit,tau_AB_over_tau_ABC,tau_AC_over_tau_ABC,tau_BC_over_tau_ABC,a_AB_by_tau_ABC,a_AB_by_tau_AB,a_AB_by_tau_AC,a_AB_by_tau_BC
Rc0.03125_eps0.01_off0.01,0.03125,0.01,0.01,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,10.0,0.17453292519943295,0.0,0.08333333333333334,False,0.17453292519943295,0.000315625,0.000309375,0.0003125,6.249999999999962e-06,3.580986219567624e-05,6.249999999999962e-06,1.174532925199433,1.000315625,1.000309375,1.0003125,0.8514022711029597,0.9996844745877083,0.9996907206832886,0.999687597625742,0.8516683343126794,0.9999968759860168,1.000003124033502,6.253906860351524e-06,8.622047452359553e-06,6.2539459351195916e-06,6.253867785705529e-06
Rc0.03125_eps0.01_off0.01,0.03125,0.01,0.01,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,20.0,0.3490658503988659,0.0,0.16666666666666669,False,0.3490658503988659,0.000315625,0.000309375,0.0003125,6.249999999999962e-06,1.790493109783812e-05,6.249999999999962e-06,1.349065850398866,1.000315625,1.000309375,1.0003125,0.7412536606010294,0.9996844745877083,0.9996907206832886,0.999687597625742,0.7414853023699671,0.9999968759860168,1.000003124033502,6.253906860351524e-06,1.1374866679452526e-05,6.2539459351195916e-06,6.253867785705529e-06
Rc0.03125_eps0.01_off0.01,0.03125,0.01,0.01,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,35.0,0.6108652381980153,0.0,0.2916666666666667,False,0.6108652381980153,0.000315625,0.000309375,0.0003125,6.249999999999962e-06,1.023138919876464e-05,6.249999999999962e-06,1.6108652381980153,1.000315625,1.000309375,1.0003125,0.620784393558982,0.9996844745877083,0.9996907206832886,0.999687597625742,0.6209783886819691,0.9999968759860168,1.000003124033502,6.253906860351524e-06,1.621804259771708e-05,6.2539459351195916e-06,6.253867785705529e-06
Rc0.03125_eps0.01_off0.01,0.03125,0.01,0.01,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,60.0,1.0471975511965976,0.0,0.5,False,1.0471975511965976,0.000315625,0.000309375,0.0003125,6.249999999999962e-06,5.9683103659460396e-06,6.249999999999962e-06,2.0471975511965974,1.000315625,1.000309375,1.0003125,0.4884726436955217,0.9996844745877083,0.9996907206832886,0.999687597625742,0.4886252913966765,0.9999968759860168,1.000003124033502,6.253906860351524e-06,2.619386133515825e-05,6.2539459351195916e-06,6.253867785705529e-06
Rc0.03125_eps0.01_off0.03,0.03125,0.01,0.03,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,1.0,0.017453292519943295,0.0,0.008333333333333335,False,0.017453292519943295,0.000321875,0.000303125,0.0003125,1.8749999999999995e-05,0.0010742958658702933,1.8749999999999995e-05,1.0174532925199433,1.000321875,1.000303125,1.0003125,0.9828460995229408,0.999678228570179,0.9996969668569214,0.999687597625742,0.9831532389290416,0.9999906280166071,1.0000093721590642,1.876172058105468e-05,1.941021004611887e-05,1.8762072255065915e-05,1.876136891033935e-05
Rc0.03125_eps0.01_off0.03,0.03125,0.01,0.03,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,2.0,0.03490658503988659,0.0,0.01666666666666667,False,0.03490658503988659,0.000321875,0.000303125,0.0003125,1.8749999999999995e-05,0.0005371479329351466,1.8749999999999995e-05,1.0349065850398866,1.000321875,1.000303125,1.0003125,0.9662707866154496,0.999678228570179,0.9996969668569214,0.999687597625742,0.9665727462362669,0.9999906280166071,1.0000093721590642,1.876172058105468e-05,2.0081843245479746e-05,1.8762072255065915e-05,1.876136891033935e-05
Rc0.03125_eps0.01_off0.03,0.03125,0.01,0.03,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,5.0,0.08726646259971647,0.0,0.04166666666666667,False,0.08726646259971647,0.000321875,0.000303125,0.0003125,1.8749999999999995e-05,0.00021485917317405867,1.8749999999999995e-05,1.0872664625997164,1.000321875,1.000303125,1.0003125,0.9197377408376441,0.999678228570179,0.9996969668569214,0.999687597625742,0.9200251588816559,0.9999906280166071,1.0000093721590642,1.876172058105468e-05,2.2165281763014378e-05,1.8762072255065915e-05,1.876136891033935e-05
Rc0.03125_eps0.01_off0.03,0.03125,0.01,0.03,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,10.0,0.17453292519943295,0.0,0.08333333333333334,False,0.17453292519943295,0.000321875,0.000303125,0.0003125,1.8749999999999995e-05,0.00010742958658702933,1.8749999999999995e-05,1.174532925199433,1.000321875,1.000303125,1.0003125,0.8514022711029597,0.999678228570179,0.9996969668569214,0.999687597625742,0.8516683343126794,0.9999906280166071,1.0000093721590642,1.876172058105468e-05,2.586614235707881e-05,1.8762072255065915e-05,1.876136891033935e-05
Rc0.03125_eps0.01_off0.03,0.03125,0.01,0.03,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,20.0,0.3490658503988659,0.0,0.16666666666666669,False,0.3490658503988659,0.000321875,0.000303125,0.0003125,1.8749999999999995e-05,5.371479329351467e-05,1.8749999999999995e-05,1.349065850398866,1.000321875,1.000303125,1.0003125,0.7412536606010294,0.999678228570179,0.9996969668569214,0.999687597625742,0.7414853023699671,0.9999906280166071,1.0000093721590642,1.876172058105468e-05,3.412460003835778e-05,1.8762072255065915e-05,1.876136891033935e-05
Rc0.03125_eps0.01_off0.03,0.03125,0.01,0.03,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,35.0,0.6108652381980153,0.0,0.2916666666666667,False,0.6108652381980153,0.000321875,0.000303125,0.0003125,1.8749999999999995e-05,3.0694167596294096e-05,1.8749999999999995e-05,1.6108652381980153,1.000321875,1.000303125,1.0003125,0.620784393558982,0.999678228570179,0.9996969668569214,0.999687597625742,0.6209783886819691,0.9999906280166071,1.0000093721590642,1.876172058105468e-05,4.865412779315152e-05,1.8762072255065915e-05,1.876136891033935e-05
Rc0.03125_eps0.01_off0.03,0.03125,0.01,0.03,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,60.0,1.0471975511965976,0.0,0.5,False,1.0471975511965976,0.000321875,0.000303125,0.0003125,1.8749999999999995e-05,1.790493109783822e-05,1.8749999999999995e-05,2.0471975511965974,1.000321875,1.000303125,1.0003125,0.4884726436955217,0.999678228570179,0.9996969668569214,0.999687597625742,0.4886252913966765,0.9999906280166071,1.0000093721590642,1.876172058105468e-05,7.858158400547519e-05,1.8762072255065915e-05,1.876136891033935e-05
Rc0.03125_eps0.01_off0.08,0.03125,0.01,0.08,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,1.0,0.017453292519943295,0.0,0.008333333333333335,False,0.017453292519943295,0.0003375,0.0002875,0.0003125,5.000000000000002e-05,0.0028647889756541174,5.000000000000002e-05,1.0174532925199433,1.0003375,1.0002875,1.0003125,0.9828460995229408,0.9996626138678195,0.9997125826324932,0.999687597625742,0.9831532389290416,0.9999750084346531,1.0000249928145657,5.003125488281252e-05,5.176056012298369e-05,5.003375569531253e-05,5.002875413281253e-05
Rc0.03125_eps0.01_off0.08,0.03125,0.01,0.08,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,2.0,0.03490658503988659,0.0,0.01666666666666667,False,0.03490658503988659,0.0003375,0.0002875,0.0003125,5.000000000000002e-05,0.0014323944878270587,5.000000000000002e-05,1.0349065850398866,1.0003375,1.0002875,1.0003125,0.9662707866154496,0.9996626138678195,0.9997125826324932,0.999687597625742,0.9665727462362669,0.9999750084346531,1.0000249928145657,5.003125488281252e-05,5.355158198794603e-05,5.003375569531253e-05,5.002875413281253e-05
Rc0.03125_eps0.01_off0.08,0.03125,0.01,0.08,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,5.0,0.08726646259971647,0.0,0.04166666666666667,False,0.08726646259971647,0.0003375,0.0002875,0.0003125,5.000000000000002e-05,0.0005729577951308235,5.000000000000002e-05,1.0872664625997164,1.0003375,1.0002875,1.0003125,0.9197377408376441,0.9996626138678195,0.9997125826324932,0.999687597625742,0.9200251588816559,0.9999750084346531,1.0000249928145657,5.003125488281252e-05,5.910741803470505e-05,5.003375569531253e-05,5.002875413281253e-05
Rc0.03125_eps0.01_off0.08,0.03125,0.01,0.08,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,10.0,0.17453292519943295,0.0,0.08333333333333334,False,0.17453292519943295,0.0003375,0.0002875,0.0003125,5.000000000000002e-05,0.00028647889756541176,5.000000000000002e-05,1.174532925199433,1.0003375,1.0002875,1.0003125,0.8514022711029597,0.9996626138678195,0.9997125826324932,0.999687597625742,0.8516683343126794,0.9999750084346531,1.0000249928145657,5.003125488281252e-05,6.897637961887687e-05,5.003375569531253e-05,5.002875413281253e-05
Rc0.03125_eps0.01_off0.08,0.03125,0.01,0.08,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,20.0,0.3490658503988659,0.0,0.16666666666666669,False,0.3490658503988659,0.0003375,0.0002875,0.0003125,5.000000000000002e-05,0.00014323944878270588,5.000000000000002e-05,1.349065850398866,1.0003375,1.0002875,1.0003125,0.7412536606010294,0.9996626138678195,0.9997125826324932,0.999687597625742,0.7414853023699671,0.9999750084346531,1.0000249928145657,5.003125488281252e-05,9.099893343562082e-05,5.003375569531253e-05,5.002875413281253e-05
Rc0.03125_eps0.01_off0.08,0.03125,0.01,0.08,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,35.0,0.6108652381980153,0.0,0.2916666666666667,False,0.6108652381980153,0.0003375,0.0002875,0.0003125,5.000000000000002e-05,8.185111359011764e-05,5.000000000000002e-05,1.6108652381980153,1.0003375,1.0002875,1.0003125,0.620784393558982,0.9996626138678195,0.9997125826324932,0.999687597625742,0.6209783886819691,0.9999750084346531,1.0000249928145657,5.003125488281252e-05,0.0001297443407817375,5.003375569531253e-05,5.002875413281253e-05
Rc0.03125_eps0.01_off0.08,0.03125,0.01,0.08,3,2.0943951023931953,0,0,False,2.000015625,False,,0.0003125,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,60.0,1.0471975511965976,0.0,0.5,False,1.0471975511965976,0.0003375,0.0002875,0.0003125,5.000000000000002e-05,4.774648292756863e-05,5.000000000000002e-05,2.0471975511965974,1.0003375,1.0002875,1.0003125,0.4884726436955217,0.9996626138678195,0.9997125826324932,0.999687597625742,0.4886252913966765,0.9999750084346531,1.0000249928145657,5.003125488281252e-05,0.00020955089068126734,5.003375569531253e-05,5.002875413281253e-05
Rc0.03125_eps0.02_off0,0.03125,0.02,0.0,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,1.0,0.017453292519943295,0.0,0.008333333333333335,False,0.017453292519943295,0.000625,0.000625,0.000625,0.0,0.0,0.0,1.0174532925199433,1.000625,1.000625,1.000625,0.9828460995229408,0.9993753903810118,0.9993753903810118,0.9993753903810118,0.9834603783351428,1.0,1.0,0.0,0.0,0.0,0.0
Rc0.03125_eps0.02_off0,0.03125,0.02,0.0,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,2.0,0.03490658503988659,0.0,0.01666666666666667,False,0.03490658503988659,0.000625,0.000625,0.000625,0.0,0.0,0.0,1.0349065850398866,1.000625,1.000625,1.000625,0.9662707866154496,0.9993753903810118,0.9993753903810118,0.9993753903810118,0.9668747058570843,1.0,1.0,0.0,0.0,0.0,0.0
Rc0.03125_eps0.02_off0,0.03125,0.02,0.0,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,5.0,0.08726646259971647,0.0,0.04166666666666667,False,0.08726646259971647,0.000625,0.000625,0.000625,0.0,0.0,0.0,1.0872664625997164,1.000625,1.000625,1.000625,0.9197377408376441,0.9993753903810118,0.9993753903810118,0.9993753903810118,0.9203125769256678,1.0,1.0,0.0,0.0,0.0,0.0
Rc0.03125_eps0.02_off0,0.03125,0.02,0.0,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,10.0,0.17453292519943295,0.0,0.08333333333333334,False,0.17453292519943295,0.000625,0.000625,0.000625,0.0,0.0,0.0,1.174532925199433,1.000625,1.000625,1.000625,0.8514022711029597,0.9993753903810118,0.9993753903810118,0.9993753903810118,0.8519343975223992,1.0,1.0,0.0,0.0,0.0,0.0
Rc0.03125_eps0.02_off0,0.03125,0.02,0.0,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,20.0,0.3490658503988659,0.0,0.16666666666666669,False,0.3490658503988659,0.000625,0.000625,0.000625,0.0,0.0,0.0,1.349065850398866,1.000625,1.000625,1.000625,0.7412536606010294,0.9993753903810118,0.9993753903810118,0.9993753903810118,0.7417169441389051,1.0,1.0,0.0,0.0,0.0,0.0
Rc0.03125_eps0.02_off0,0.03125,0.02,0.0,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,35.0,0.6108652381980153,0.0,0.2916666666666667,False,0.6108652381980153,0.000625,0.000625,0.000625,0.0,0.0,0.0,1.6108652381980153,1.000625,1.000625,1.000625,0.620784393558982,0.9993753903810118,0.9993753903810118,0.9993753903810118,0.6211723838049564,1.0,1.0,0.0,0.0,0.0,0.0
Rc0.03125_eps0.02_off0,0.03125,0.02,0.0,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,60.0,1.0471975511965976,0.0,0.5,False,1.0471975511965976,0.000625,0.000625,0.000625,0.0,0.0,0.0,2.0471975511965974,1.000625,1.000625,1.000625,0.4884726436955217,0.9993753903810118,0.9993753903810118,0.9993753903810118,0.48877793909783146,1.0,1.0,0.0,0.0,0.0,0.0
Rc0.03125_eps0.02_off0.01,0.03125,0.02,0.01,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,1.0,0.017453292519943295,0.0,0.008333333333333335,False,0.017453292519943295,0.00063125,0.00061875,0.000625,1.2499999999999924e-05,0.0007161972439135247,1.2499999999999924e-05,1.0174532925199433,1.00063125,1.00061875,1.000625,0.9828460995229408,0.9993691482251827,0.9993816326148197,0.9993753903810118,0.9834603783351428,0.9999937539428236,1.0000062461352042,1.2515629882812427e-05,1.2940140030745838e-05,1.2515786230956957e-05,1.2515473535644452e-05
Rc0.03125_eps0.02_off0.01,0.03125,0.02,0.01,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,2.0,0.03490658503988659,0.0,0.01666666666666667,False,0.03490658503988659,0.00063125,0.00061875,0.000625,1.2499999999999924e-05,0.00035809862195676235,1.2499999999999924e-05,1.0349065850398866,1.00063125,1.00061875,1.000625,0.9662707866154496,0.9993691482251827,0.9993816326148197,0.9993753903810118,0.9668747058570843,0.9999937539428236,1.0000062461352042,1.2515629882812427e-05,1.338789549698642e-05,1.2515786230956957e-05,1.2515473535644452e-05
Rc0.03125_eps0.02_off0.01,0.03125,0.02,0.01,3,2.0943951023931953,0,0,False,2.00003125,False,,0.000625,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unfit,unfit,unfit,unfit,unfit,0.0,0.0,0.0,False,False,False,5.0,0.08726646259971647,0.0,0.04166666666666667,False,0.08726646259971647,0.00063125,0.00061875,0.000625,1.2499999999999924e-05,0.00014323944878270496,1.2499999999999924e-05,1.0872664625997164,1.00063125,1.00061875,1.000625,0.9197377408376441,0.9993691482251827,0.9993816326148197,0.9993753903810118,0.9203125769256678,0.9999937539428236,1.0000062461352042,1.2515629882812427e-05,1.4776854508676167e-05,1.2515786230956957e-05,1.2515473535644452e-05
