config_id,R_C_over_R_A,coupling_C,C_offset_rad,C_cell_count,C_cell_width,resolved_case_count,fit_case_count,resolution_valid,clock_error,clock_valid,max_relative_contamination,common_mode_ratio,disturbance_valid,closure_valid,gauge_valid,fit_valid,loglog_slope,power_candidate_alpha,power_candidate_alpha_tau_ABC,power_candidate_alpha_tau_AB,power_candidate_alpha_tau_AC,power_candidate_alpha_tau_BC,log_rmse,alpha_classification,alpha_classification_tau_ABC,alpha_classification_tau_AB,alpha_classification_tau_AC,alpha_classification_tau_BC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,inverse_term_injected,inverse_square_term_injected,constructed_reciprocal_used_for_success
Rc0.5_eps0.02_off0.03,0.5,0.02,0.03,48,0.1308996938995747,3,3,False,0.1255,True,0.0017188733853924693,0.01,True,True,False,True,0.9990242157605062,-0.9990242157605062,-0.9990242157605062,-1.8471929770211963,-0.9990242157605062,-0.9990242157605064,5.353320717822799e-05,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,0.0,-2.220446049250313e-16,False,False,False
Rc0.5_eps0.02_off0.08,0.5,0.02,0.08,48,0.1308996938995747,3,3,False,0.1255,True,0.004583662361046588,0.01,True,True,False,True,0.9974024633805894,-0.9974024633805894,-0.9974024633805894,-1.8455712246412797,-0.9974024633805891,-0.9974024633805891,0.00014228741683244866,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,2.220446049250313e-16,2.220446049250313e-16,False,False,False
Rc0.5_eps0.05_off0,0.5,0.05,0.0,48,0.1308996938995747,3,3,False,0.12625,True,0.0,0.025,True,True,False,True,1.0000000000000004,-1.0000000000000004,-1.0000000000000004,-1.8481687612606905,-1.0000000000000004,-1.0000000000000004,2.1633330221815095e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606901,0.0,0.0,False,False,False
Rc0.5_eps0.05_off0.01,0.5,0.05,0.01,48,0.1308996938995747,3,3,False,0.12625,True,0.0014323944878270594,0.025,True,True,False,True,0.999186703839861,-0.999186703839861,-0.999186703839861,-1.8473554651005517,-0.9991867038398607,-0.9991867038398605,4.462566600793431e-05,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606907,2.220446049250313e-16,4.440892098500626e-16,False,False,False
Rc0.5_eps0.05_off0.03,0.5,0.05,0.03,48,0.1308996938995747,3,3,False,0.12625,True,0.004297183463481178,0.025,True,True,False,True,0.997564383135979,-0.997564383135979,-0.997564383135979,-1.8457331443966696,-0.9975643831359787,-0.997564383135979,0.00013343820884853305,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606906,2.220446049250313e-16,0.0,False,False,False
Rc0.5_eps0.05_off0.08,0.5,0.05,0.08,48,0.1308996938995747,3,3,False,0.12625,True,0.011459155902616465,0.025,True,True,False,True,0.9935333137066823,-0.9935333137066823,-0.9935333137066823,-1.841702074967373,-0.9935333137066825,-0.9935333137066821,0.00035293598025949,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606906,-2.220446049250313e-16,2.220446049250313e-16,False,False,False
Rc0.5_eps0.1_off0,0.5,0.1,0.0,48,0.1308996938995747,3,3,False,0.1275,True,0.0,0.05,True,True,False,True,1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-1.8481687612606905,-1.0000000000000007,-1.0000000000000007,3.0277758396689874e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606899,0.0,0.0,False,False,False
Rc0.5_eps0.1_off0.01,0.5,0.1,0.01,48,0.1308996938995747,3,3,False,0.1275,True,0.0028647889756541188,0.05,True,True,False,True,0.9983748328842134,-0.9983748328842134,-0.9983748328842134,-1.8465435941449035,-0.9983748328842131,-0.9983748328842134,8.910488179981582e-05,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606902,2.220446049250313e-16,0.0,False,False,False
Rc0.5_eps0.1_off0.03,0.5,0.1,0.03,48,0.1308996938995747,3,3,False,0.1275,True,0.008594366926962357,0.05,True,True,False,True,0.995141521400831,-0.995141521400831,-0.995141521400831,-1.8433102826615217,-0.9951415214008315,-0.9951415214008315,0.00026556843269548376,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-4.440892098500626e-16,False,False,False
Rc0.5_eps0.1_off0.08,0.5,0.1,0.08,48,0.1308996938995747,3,3,False,0.1275,True,0.02291831180523293,0.05,True,True,False,True,0.9871560759397302,-0.9871560759397302,-0.9871560759397302,-1.8353248372004216,-0.9871560759397304,-0.9871560759397304,0.0006967463080539862,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606914,-2.220446049250313e-16,-2.220446049250313e-16,False,False,False
Rc0.5_eps0.2_off0,0.5,0.2,0.0,48,0.1308996938995747,3,3,False,0.13,True,0.0,0.1,True,True,False,True,1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-1.8481687612606905,-1.0000000000000007,-1.0000000000000007,3.3460533085070733e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606899,0.0,0.0,False,False,False
Rc0.5_eps0.2_off0.01,0.5,0.2,0.01,48,0.1308996938995747,3,3,False,0.13,True,0.0057295779513082375,0.1,True,True,False,True,0.996755350613836,-0.996755350613836,-0.996755350613836,-1.8449241118745263,-0.996755350613836,-0.996755350613836,0.00017762620598312122,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,False,False,False
Rc0.5_eps0.2_off0.03,0.5,0.2,0.03,48,0.1308996938995747,3,3,False,0.13,True,0.017188733853924713,0.1,True,True,False,True,0.990333637953228,-0.990333637953228,-0.990333637953228,-1.8385023992139191,-0.9903336379532283,-0.9903336379532285,0.0005259645049551048,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606911,-2.220446049250313e-16,-4.440892098500626e-16,False,False,False
Rc0.5_eps0.2_off0.08,0.5,0.2,0.08,48,0.1308996938995747,3,3,False,0.13,True,0.04583662361046586,0.1,True,True,False,True,0.9746621495464839,-0.9746621495464839,-0.9746621495464839,-1.8228309108071743,-0.9746621495464834,-0.9746621495464837,0.0013580747804757605,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.8481687612606904,4.440892098500626e-16,2.220446049250313e-16,False,False,False
Rc1_eps0.01_off0,1.0,0.01,0.0,96,0.06544984694978735,4,4,True,0.063,True,0.0,0.01,True,True,True,True,0.9999999999999993,-0.9999999999999993,-0.9999999999999993,-1.658826552937243,-0.9999999999999993,-0.9999999999999993,5.193056329973927e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372437,0.0,0.0,False,False,False
Rc1_eps0.01_off0.01,1.0,0.01,0.01,96,0.06544984694978735,4,4,True,0.063,True,0.0011459155902616397,0.01,True,True,True,True,0.9995124119206548,-0.9995124119206548,-0.9995124119206548,-1.6583389648578983,-0.9995124119206548,-0.9995124119206548,7.281523781927029e-05,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372436,0.0,0.0,False,False,False
Rc1_eps0.01_off0.03,1.0,0.01,0.03,96,0.06544984694978735,4,4,True,0.063,True,0.0034377467707849387,0.01,True,True,True,True,0.9985389537302183,-0.9985389537302183,-0.9985389537302183,-1.6573655066674617,-0.9985389537302185,-0.9985389537302185,0.00021797422502106204,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,-2.220446049250313e-16,-2.220446049250313e-16,False,False,False
Rc1_eps0.01_off0.08,1.0,0.01,0.08,96,0.06544984694978735,4,4,True,0.063,True,0.009167324722093176,0.01,True,True,True,True,0.9961152756155115,-0.9961152756155115,-0.9961152756155115,-1.6549418285527546,-0.9961152756155113,-0.9961152756155113,0.0005781411622466336,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372431,2.220446049250313e-16,2.220446049250313e-16,False,False,False
Rc1_eps0.02_off0,1.0,0.02,0.0,96,0.06544984694978735,4,4,True,0.0635,True,0.0,0.02,True,True,True,True,0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-1.658826552937243,-0.9999999999999996,-0.9999999999999996,3.2789485989478006e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,False,False,False
Rc1_eps0.02_off0.01,1.0,0.02,0.01,96,0.06544984694978735,4,4,True,0.0635,True,0.0022918311805232793,0.02,True,True,True,True,0.9990253968857034,-0.9990253968857034,-0.9990253968857034,-1.6578519498229467,-0.9990253968857031,-0.999025396885703,0.00014547317052074986,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,2.220446049250313e-16,3.3306690738754696e-16,False,False,False
Rc1_eps0.02_off0.03,1.0,0.02,0.03,96,0.06544984694978735,4,4,True,0.0635,True,0.006875493541569877,0.02,True,True,True,True,0.9970830439434827,-0.9970830439434827,-0.9970830439434827,-1.655909596880726,-0.9970830439434827,-0.9970830439434827,0.0004345403660844912,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,0.0,0.0,False,False,False
Rc1_eps0.02_off0.08,1.0,0.02,0.08,96,0.06544984694978735,4,4,True,0.0635,True,0.018334649444186352,0.02,True,True,True,True,0.9922667099807468,-0.9922667099807468,-0.9922667099807468,-1.6510932629179902,-0.9922667099807468,-0.9922667099807466,0.0011464035701404948,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,0.0,2.220446049250313e-16,False,False,False
Rc1_eps0.05_off0,1.0,0.05,0.0,96,0.06544984694978735,4,4,True,0.065,True,0.0,0.05,True,True,True,True,0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-1.658826552937243,-0.9999999999999996,-0.9999999999999996,4.1284960951691644e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,False,False,False
Rc1_eps0.05_off0.01,1.0,0.05,0.01,96,0.06544984694978735,4,4,True,0.065,True,0.0057295779513082375,0.05,True,True,True,True,0.9975677784153506,-0.9975677784153506,-0.9975677784153506,-1.6563943313525935,-0.9975677784153504,-0.9975677784153506,0.00036250739961297084,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372429,2.220446049250313e-16,0.0,False,False,False
Rc1_eps0.05_off0.03,1.0,0.05,0.03,96,0.06544984694978735,4,4,True,0.065,True,0.017188733853924713,0.05,True,True,True,True,0.9927458231447197,-0.9927458231447197,-0.9927458231447197,-1.651572376081963,-0.9927458231447197,-0.9927458231447199,0.001075903754628621,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,0.0,-2.220446049250313e-16,False,False,False
Rc1_eps0.05_off0.08,1.0,0.05,0.08,96,0.06544984694978735,4,4,True,0.065,True,0.04583662361046586,0.05,True,True,True,True,0.9809322515510266,-0.9809322515510266,-0.9809322515510266,-1.63975880448827,-0.9809322515510266,-0.980932251551027,0.0027939969285182757,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,-4.440892098500626e-16,False,False,False
Rc1_eps0.1_off0,1.0,0.1,0.0,96,0.06544984694978735,4,4,True,0.0675,True,0.0,0.1,True,True,True,True,0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-1.658826552937243,-0.9999999999999996,-0.9999999999999996,3.15548059928785e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,False,False,False
Rc1_eps0.1_off0.01,1.0,0.1,0.01,96,0.06544984694978735,4,4,True,0.0675,True,0.011459155902616475,0.1,True,True,True,True,0.9951497671413488,-0.9951497671413488,-0.9951497671413488,-1.6539763200785924,-0.9951497671413488,-0.9951497671413488,0.0007211245654054059,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372436,0.0,0.0,False,False,False
Rc1_eps0.1_off0.03,1.0,0.1,0.03,96,0.06544984694978735,4,4,True,0.0675,True,0.03437746770784943,0.1,True,True,True,True,0.9856169958853502,-0.9856169958853502,-0.9856169958853502,-1.6444435488225935,-0.98561699588535,-0.98561699588535,0.0021177226083298976,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,2.220446049250313e-16,False,False,False
Rc1_eps0.1_off0.08,1.0,0.1,0.08,96,0.06544984694978735,4,4,True,0.0675,True,0.09167324722093172,0.1,True,True,True,True,0.9627132600714805,-0.9627132600714805,-0.9627132600714805,-1.6215398130087237,-0.9627132600714803,-0.9627132600714805,0.005360992135959336,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372432,2.220446049250313e-16,0.0,False,False,False
Rc1_eps0.2_off0,1.0,0.2,0.0,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.0,0.2,True,True,True,True,0.9999999999999993,-0.9999999999999993,-0.9999999999999993,-1.658826552937243,-0.9999999999999993,-0.9999999999999993,5.667848928154234e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372437,0.0,0.0,False,False,False
Rc1_eps0.2_off0.01,1.0,0.2,0.01,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.02291831180523295,0.2,True,True,True,True,0.9903558055019427,-0.9903558055019427,-0.9903558055019427,-1.649182358439186,-0.9903558055019427,-0.9903558055019429,0.001426896321661499,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,0.0,-2.220446049250313e-16,False,False,False
Rc1_eps0.2_off0.03,1.0,0.2,0.03,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.06875493541569885,0.2,True,True,True,True,0.9717207666329268,-0.9717207666329268,-0.9717207666329268,-1.6305473195701703,-0.971720766632927,-0.9717207666329267,0.004104397964636939,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372435,-1.1102230246251565e-16,1.1102230246251565e-16,False,False,False
Rc1_eps0.2_off0.08,1.0,0.2,0.08,96,0.06544984694978735,4,4,True,0.07250000000000001,True,0.18334649444186343,0.2,False,True,False,True,0.9285761399620461,-0.9285761399620461,-0.9285761399620461,-1.5874026928992895,-0.9285761399620464,-0.9285761399620461,0.009900910705659644,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.6588265529372433,-2.220446049250313e-16,0.0,False,False,False
Rc2_eps0.01_off0,2.0,0.01,0.0,192,0.032724923474893676,5,5,True,0.03225,True,0.0,0.02,True,True,True,True,1.0,-1.0,-1.0,-1.5154290925051626,-1.0,-1.0,1.5810936303124594e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,False,False,False
Rc2_eps0.01_off0.01,2.0,0.01,0.01,192,0.032724923474893676,5,5,True,0.03225,True,0.004583662361046559,0.02,True,True,True,True,0.9984798638832482,-0.9984798638832482,-0.9984798638832482,-1.5139089563884105,-0.9984798638832482,-0.9984798638832482,0.00039671208712390316,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,False,False,False
Rc2_eps0.01_off0.03,2.0,0.01,0.03,192,0.032724923474893676,5,5,True,0.03225,True,0.013750987083139755,0.02,True,True,True,True,0.9954585040410163,-0.9954585040410163,-0.9954585040410163,-1.5108875965461788,-0.9954585040410163,-0.9954585040410162,0.0011814911453034017,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051624,0.0,1.1102230246251565e-16,False,False,False
Rc2_eps0.01_off0.08,2.0,0.01,0.08,192,0.032724923474893676,5,5,True,0.03225,True,0.036669298888372705,0.02,True,True,True,True,0.9880132060652318,-0.9880132060652318,-0.9880132060652318,-1.5034422985703944,-0.988013206065232,-0.9880132060652318,0.0030943236954241267,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,-2.220446049250313e-16,0.0,False,False,False
Rc2_eps0.02_off0,2.0,0.02,0.0,192,0.032724923474893676,5,5,True,0.03325,True,0.0,0.04,True,True,True,True,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.5154290925051626,-1.0000000000000002,-1.0000000000000002,2.999657430470547e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,False,False,False
Rc2_eps0.02_off0.01,2.0,0.02,0.01,192,0.032724923474893676,5,5,True,0.03325,True,0.009167324722093117,0.04,True,True,True,True,0.996966048035026,-0.996966048035026,-0.996966048035026,-1.5123951405401885,-0.996966048035026,-0.996966048035026,0.0007905328881752419,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,False,False,False
Rc2_eps0.02_off0.03,2.0,0.02,0.03,192,0.032724923474893676,5,5,True,0.03325,True,0.02750197416627951,0.04,True,True,True,True,0.9909730273815454,-0.9909730273815454,-0.9909730273815454,-1.5064021198867081,-0.9909730273815454,-0.9909730273815452,0.0023374723463737345,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051628,0.0,1.1102230246251565e-16,False,False,False
Rc2_eps0.02_off0.08,2.0,0.02,0.08,192,0.032724923474893676,5,5,True,0.03325,True,0.07333859777674541,0.04,True,True,True,True,0.976410123907139,-0.976410123907139,-0.976410123907139,-1.4918392164123018,-0.976410123907139,-0.9764101239071387,0.0060158624178788195,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051628,0.0,3.3306690738754696e-16,False,False,False
Rc2_eps0.05_off0,2.0,0.05,0.0,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.0,0.1,True,True,True,True,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.5154290925051626,-1.0000000000000002,-1.0000000000000002,2.9919429108042607e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,False,False,False
Rc2_eps0.05_off0.01,2.0,0.05,0.01,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.02291831180523295,0.1,True,True,True,True,0.9924620407471705,-0.9924620407471705,-0.9924620407471705,-1.507891133252333,-0.9924620407471704,-0.9924620407471706,0.0019549330804689066,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,1.1102230246251565e-16,-1.1102230246251565e-16,False,False,False
Rc2_eps0.05_off0.03,2.0,0.05,0.03,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.06875493541569885,0.1,True,True,True,True,0.9778402963224876,-0.9778402963224876,-0.9778402963224876,-1.4932693888276503,-0.9778402963224875,-0.9778402963224876,0.005659668101891059,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051627,1.1102230246251565e-16,0.0,False,False,False
Rc2_eps0.05_off0.08,2.0,0.05,0.08,192,0.032724923474893676,5,5,True,0.036250000000000004,True,0.18334649444186343,0.1,False,True,False,True,0.9436920201117993,-0.9436920201117993,-0.9436920201117993,-1.4591211126169616,-0.9436920201117992,-0.9436920201117994,0.01386595372890012,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,1.1102230246251565e-16,-1.1102230246251565e-16,False,False,False
Rc2_eps0.1_off0,2.0,0.1,0.0,192,0.032724923474893676,5,5,True,0.04125,True,0.0,0.2,True,True,True,True,1.0,-1.0,-1.0,-1.5154290925051626,-1.0,-1.0,3.381740973192862e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,False,False,False
Rc2_eps0.1_off0.01,2.0,0.1,0.01,192,0.032724923474893676,5,5,True,0.04125,True,0.0458366236104659,0.2,True,True,True,True,0.9850773565342086,-0.9850773565342086,-0.9850773565342086,-1.500506449039371,-0.9850773565342086,-0.9850773565342084,0.0038403829329135323,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051623,0.0,2.220446049250313e-16,False,False,False
Rc2_eps0.1_off0.03,2.0,0.1,0.03,192,0.032724923474893676,5,5,True,0.04125,True,0.1375098708313977,0.2,True,True,True,True,0.9569628567496083,-0.9569628567496083,-0.9569628567496083,-1.4723919492547717,-0.9569628567496085,-0.9569628567496083,0.010750667287773583,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051633,-1.1102230246251565e-16,0.0,False,False,False
Rc2_eps0.1_off0.08,2.0,0.1,0.08,192,0.032724923474893676,5,5,True,0.04125,True,0.36669298888372687,0.2,False,True,False,True,0.8950999861276816,-0.8950999861276816,-0.8950999861276816,-1.4105290786328437,-0.895099986127681,-0.8950999861276808,0.024478768361681624,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051621,5.551115123125783e-16,7.771561172376096e-16,False,False,False
Rc2_eps0.2_off0,2.0,0.2,0.0,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.0,0.4,False,True,False,True,1.0,-1.0,-1.0,-1.5154290925051626,-1.0,-1.0,2.196025632989205e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,False,False,False
Rc2_eps0.2_off0.01,2.0,0.2,0.01,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.0916732472209318,0.4,False,True,False,True,0.9707455184207388,-0.9707455184207388,-0.9707455184207388,-1.4861746109259013,-0.9707455184207384,-0.9707455184207384,0.007415896987303985,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051626,3.3306690738754696e-16,3.3306690738754696e-16,False,False,False
Rc2_eps0.2_off0.03,2.0,0.2,0.03,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.2750197416627954,0.4,False,True,False,True,0.9185544574026564,-0.9185544574026564,-0.9185544574026564,-1.4339835499078186,-0.9185544574026566,-0.9185544574026564,0.019511235415247824,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.5154290925051622,-2.220446049250313e-16,0.0,False,False,False
Rc2_eps0.2_off0.08,2.0,0.2,0.08,192,0.032724923474893676,5,5,True,0.051250000000000004,True,0.7333859777674537,0.4,False,True,False,True,0.8146896745122074,-0.8146896745122074,-0.8146896745122074,-1.33011876701737,-0.8146896745122072,-0.8146896745122072,0.03934042343532801,other,other,other,other,other,-0.5154290925051626,2.220446049250313e-16,2.220446049250313e-16,False,False,False
Rc4_eps0.01_off0,4.0,0.01,0.0,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.0,0.04,True,True,True,True,1.0,-1.0,-1.0,-1.3795306088772277,-1.0,-1.0,4.2472984133949324e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722767,0.0,0.0,False,False,False
Rc4_eps0.01_off0.01,4.0,0.01,0.01,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.02291831180523279,0.04,True,True,True,True,0.9936888514105343,-0.9936888514105343,-0.9936888514105343,-1.3732194602877623,-0.9936888514105343,-0.9936888514105345,0.0034226855909766842,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.379530608877228,0.0,-2.220446049250313e-16,False,False,False
Rc4_eps0.01_off0.03,4.0,0.01,0.03,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.06875493541569877,0.04,True,True,True,True,0.9814822361942115,-0.9814822361942115,-0.9814822361942115,-1.3610128450714394,-0.9814822361942113,-0.9814822361942118,0.009911938745523015,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.3795306088772279,2.220446049250313e-16,-3.3306690738754696e-16,False,False,False
Rc4_eps0.01_off0.08,4.0,0.01,0.08,384,0.016362461737446838,6,6,True,0.017625000000000002,True,0.18334649444186352,0.04,False,True,False,True,0.9531283122122594,-0.9531283122122594,-0.9531283122122594,-1.3326589210894877,-0.9531283122122596,-0.9531283122122594,0.02432002091277248,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722834,-2.220446049250313e-16,0.0,False,False,False
Rc4_eps0.02_off0,4.0,0.02,0.0,384,0.016362461737446838,6,6,True,0.019625,True,0.0,0.08,True,True,True,True,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.3795306088772277,-1.0000000000000002,-1.0000000000000002,7.302231192834233e-16,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,-0.37953060887722745,0.0,0.0,False,False,False
