R_input,R_actual,T_actual,g,L_gap_min,L_gap_min_collision,N_eff_gap_min,N_eff_gap_min_collision,max_B_to_A_transfer,B_to_A_transfer_collision,origin_A_at_initial_A,origin_B_at_initial_B,joint_R_score
0.697177579231003,0.697177579231003,0.302822420768997,0.302822420768997,2.8988964007048423e-13,31,4.168287937034165e-11,31,1.0,19,1.0,1.0000000000000004,2.0
0.697177589231003,0.6971775892310029,0.302822410768997,0.30282241076899696,2.815670331439424e-13,31,4.048583690519081e-11,31,1.0,8,1.0,1.0000000000000004,1.942572585046529
0.697177599231003,0.6971775992310031,0.30282240076899697,0.302822400768997,2.7324534778924714e-13,31,3.928901648464489e-11,31,1.0,19,1.0,1.0000000000000004,1.8851536761345589
0.697177609231003,0.697177609231003,0.302822390768997,0.302822390768997,2.649230119132484e-13,31,3.8091529930284196e-11,31,1.0,8,1.0,1.0000000000000004,1.8277165421984387
0.697177619231003,0.6971776192310029,0.3028223807689971,0.30282238076899703,2.566000255159462e-13,31,3.689537564355305e-11,31,1.0,8,1.0,1.0000000000000004,1.770309126217985
0.697177629231003,0.697177629231003,0.30282237076899704,0.302822370768997,2.482780149005992e-13,31,3.5698111133797283e-11,31,1.0,8,1.0,1.0000000000000004,1.7128784412950613
0.697177639231003,0.697177639231003,0.30282236076899705,0.30282236076899705,2.399564379661212e-13,31,3.450240093627599e-11,31,1.0,8,1.0,1.0000000000000004,1.6554865413770241
0.697177649231003,0.697177649231003,0.30282235076899694,0.302822350768997,2.316332347283845e-13,31,3.3304914381915296e-11,31,1.0,19,1.0,1.0000000000000004,1.5980464153997338
0.697177659231003,0.6971776592310032,0.302822340768997,0.30282234076899694,2.2331051938162538e-13,31,3.210809396136938e-11,31,1.0,8,1.0,1.0000000000000004,1.5406239534388737
0.697177669231003,0.697177669231003,0.302822330768997,0.302822330768997,2.1498796666519215e-13,31,3.091304989766286e-11,31,1.0,8,1.0,1.0000000000000004,1.4832446684677916
0.697177679231003,0.6971776792310029,0.30282232076899707,0.30282232076899696,2.0666595604984517e-13,31,2.9715563343302165e-11,31,1.0,19,1.0,1.0000000000000004,1.4258086565471104
0.697177689231003,0.697177689231003,0.302822310768997,0.302822310768997,1.9834389122438956e-13,31,2.851985314578087e-11,31,1.0,8,1.0,1.0000000000000004,1.368415073605915
0.697177699231003,0.697177699231003,0.302822300768997,0.30282230076899697,1.9002133850795633e-13,31,2.7323254769839878e-11,31,1.0,8,1.0,1.0000000000000004,1.3109984996505317
0.697177709231003,0.697177709231003,0.302822290768997,0.302822290768997,1.8169894842184897e-13,31,2.6125324126269334e-11,31,1.0,8,1.0,1.0000000000000004,1.2535505247163239
0.697177719231003,0.6971777192310028,0.302822280768997,0.302822280768997,1.7337655833574162e-13,31,2.4929391884143115e-11,31,1.0,3,1.0,1.0000000000000004,1.1961504927619322
0.697177729231003,0.6971777292310032,0.302822270768997,0.30282227076899704,1.650542766698515e-13,31,2.3731239195967646e-11,31,1.0,19,1.0,1.0000000000000004,1.1386975648351134
0.697177739231003,0.697177739231003,0.30282226076899693,0.302822260768997,1.5673161553320103e-13,31,2.2535751043051278e-11,31,1.0,3,1.0,1.0000000000000004,1.0813072518633704
0.697177749231003,0.6971777492310028,0.30282225076899716,0.30282225076899705,1.484094964976368e-13,31,2.133937471171521e-11,31,1.0,19,1.0,1.0000000000000004,1.0238975009263296
0.697177759231003,0.697177759231003,0.30282224076899705,0.302822240768997,1.4008688957109494e-13,31,2.0142332246564365e-11,31,1.0,8,1.0,1.0000000000000004,0.9664700859728587
0.697177769231003,0.6971777692310028,0.30282223076899695,0.30282223076899695,1.3176466211531346e-13,31,1.8944623647598746e-11,31,1.0,8,1.0,1.0000000000000004,0.9090279990441276
0.697177779231003,0.6971777792310031,0.30282222076899695,0.302822220768997,1.2344254307974922e-13,31,1.7750023673102078e-11,31,1.0,8,1.0,1.0000000000000004,0.8516608640891455
0.697177789231003,0.697177789231003,0.30282221076899696,0.30282221076899696,1.1511950247233838e-13,31,1.6551648940321684e-11,31,1.0,8,1.0,1.0000000000000004,0.7941999911285452
0.697177799231003,0.6971777992310031,0.3028222007689969,0.302822200768997,1.0679727501655689e-13,31,1.535505056438069e-11,31,1.0,8,1.0,1.0000000000000004,0.736784539188601
0.697177809231003,0.697177809231003,0.302822190768997,0.30282219076899697,9.847461387990641e-14,31,1.4159340366859396e-11,31,1.0,19,1.0,1.0000000000000004,0.6793888992191006
0.697177819231003,0.697177819231003,0.30282218076899703,0.30282218076899703,9.01527658948853e-14,31,1.2962297901708553e-11,31,1.0,19,1.0,1.0000000000000004,0.6219641023016538
0.697177829231003,0.697177829231003,0.302822170768997,0.302822170768997,8.18300505481262e-14,31,1.1765699525767559e-11,31,1.0,3,1.0,1.0000000000000004,0.564546967338551
0.697177839231003,0.697177839231003,0.302822160768997,0.30282216076899704,7.350879887429995e-14,31,1.0569101149826565e-11,31,1.0,8,1.0,1.0000000000000004,0.5071348814449235
0.697177849231003,0.697177849231003,0.302822150768997,0.302822150768997,6.518527037591149e-14,31,9.372280729280646e-12,31,1.0,3,1.0,1.0000000000000004,0.4497096144454661
0.697177859231003,0.697177859231003,0.30282214076899705,0.30282214076899705,5.686244660893514e-14,31,8.175904397944578e-12,31,1.0,8,1.0,1.0000000000000004,0.3922974324749744
0.697177869231003,0.6971778692310031,0.30282213076899694,0.302822130768997,4.8541140725000265e-14,31,6.979750111213434e-12,31,1.0,8,1.0,1.0000000000000004,0.3348958135742883
0.697177879231003,0.6971778792310032,0.30282212076899684,0.30282212076899695,4.021837116813254e-14,31,5.782929690667515e-12,31,1.0,19,1.0,1.0000000000000004,0.27747316461085514
0.697177889231003,0.6971778892310031,0.30282211076899695,0.302822110768997,3.189560161126481e-14,31,4.5854431363068215e-12,31,1.0,19,1.0,1.0000000000000004,0.22003453465414988
0.697177899231003,0.697177899231003,0.30282210076899696,0.30282210076899696,2.3573319945374704e-14,31,3.391065206415078e-12,31,1.0,19,1.0,1.0000000000000004,0.16267216568920573
0.697177909231003,0.6971779092310032,0.30282209076899713,0.302822090768997,1.525158038057084e-14,31,2.191802295214984e-12,31,1.0,3,1.0,1.0000000000000004,0.10519447279933178
0.697177919231003,0.6971779192310031,0.30282208076899686,0.30282208076899697,6.928810823703113e-15,31,9.965361869035405e-13,31,1.0,8,1.0,1.0000000000000004,0.04780911282019988
0.697177929231003,0.6971779292310027,0.302822070768997,0.30282207076899703,1.3938503129473645e-15,31,2.0117241206207837e-13,31,1.0,8,1.0,1.0000000000000004,0.00963447012911637
0.697177939231003,0.6971779392310031,0.3028220607689969,0.302822060768997,9.7159693485116e-15,31,1.396882609583372e-12,31,1.0,8,1.0,1.0000000000000004,0.06702824007288505
0.697177949231003,0.6971779492310028,0.3028220507689971,0.30282205076899704,1.8037979963858586e-14,31,2.5934809855243657e-12,31,1.0,8,1.0,1.0000000000000004,0.12444294400253678
0.697177959231003,0.697177959231003,0.302822040768997,0.302822040768997,2.6360695310617688e-14,31,3.7905234506752095e-12,31,1.0,3,1.0,1.0000000000000004,0.1818707329611542
0.697177969231003,0.697177969231003,0.30282203076899705,0.30282203076899705,3.4683085396725044e-14,31,4.986899782011278e-12,31,1.0,8,1.0,1.0000000000000004,0.23928141891106064
0.697177979231003,0.6971779792310029,0.30282202076899706,0.302822020768997,4.300536706261515e-14,31,6.182165890322722e-12,31,1.0,8,1.0,1.0000000000000004,0.29666509586703416
0.697177989231003,0.697177989231003,0.30282201076899695,0.30282201076899695,5.1327594518396635e-14,31,7.38076266770804e-12,31,1.0,19,1.0,1.0000000000000004,0.3541284907867945
0.697177999231003,0.6971779992310029,0.3028220007689969,0.302822000768997,5.965030986515574e-14,31,8.57802717746381e-12,31,1.0,19,1.0,1.0000000000000004,0.4115616067431692
0.697178009231003,0.697178009231003,0.30282199076899685,0.30282199076899696,6.797221206028548e-14,31,9.773071241170328e-12,31,1.0,8,1.0,1.0000000000000004,0.4689386476833733
0.697178019231003,0.697178019231003,0.302821980768997,0.302821980768997,7.629557792834807e-14,31,1.0970113706321172e-11,31,1.0,3,1.0,1.0000000000000004,0.5263686806728686
0.697178029231003,0.697178029231003,0.302821970768997,0.302821970768997,8.461720907293468e-14,31,1.216693412686709e-11,31,1.0,8,1.0,1.0000000000000004,0.5837874025822656
0.697178039231003,0.6971780392310031,0.3028219607689971,0.30282196076899703,9.293938231860754e-14,31,1.3364420681227784e-11,31,1.0,8,1.0,1.0000000000000004,0.6412239755106661
