case,gauge,step,winding_count,residual_phase_per_step,true_step_phase,principal_phase,shutter_phase_offset,readout_bias
above_integer_winding,g0,52,5,0.03,31.445926535897932,1.5600000000000238,0.0,0.0
above_integer_winding,g0,53,5,0.03,31.445926535897932,1.5899999999998888,0.0,0.0
above_integer_winding,g0,54,5,0.03,31.445926535897932,1.619999999999981,0.0,0.0
above_integer_winding,g0,55,5,0.03,31.445926535897932,1.6500000000000734,0.0,0.0
above_integer_winding,g0,56,5,0.03,31.445926535897932,1.6799999999999382,0.0,0.0
above_integer_winding,g0,57,5,0.03,31.445926535897932,1.7100000000000306,0.0,0.0
above_integer_winding,g0,58,5,0.03,31.445926535897932,1.7399999999998954,0.0,0.0
above_integer_winding,g0,59,5,0.03,31.445926535897932,1.7699999999999878,0.0,0.0
above_integer_winding,g0,60,5,0.03,31.445926535897932,1.80000000000008,0.0,0.0
above_integer_winding,g0,61,5,0.03,31.445926535897932,1.8299999999999448,0.0,0.0
above_integer_winding,g0,62,5,0.03,31.445926535897932,1.8600000000000372,0.0,0.0
above_integer_winding,g0,63,5,0.03,31.445926535897932,1.889999999999902,0.0,0.0
above_integer_winding,g0,64,5,0.03,31.445926535897932,1.9199999999999944,0.0,0.0
above_integer_winding,g0,65,5,0.03,31.445926535897932,1.9500000000000866,0.0,0.0
above_integer_winding,g0,66,5,0.03,31.445926535897932,1.980000000000179,0.0,0.0
above_integer_winding,g0,67,5,0.03,31.445926535897932,2.0100000000000438,0.0,0.0
above_integer_winding,g0,68,5,0.03,31.445926535897932,2.0399999999999086,0.0,0.0
above_integer_winding,g0,69,5,0.03,31.445926535897932,2.069999999999774,0.0,0.0
above_integer_winding,g0,70,5,0.03,31.445926535897932,2.1000000000000933,0.0,0.0
above_integer_winding,g0,71,5,0.03,31.445926535897932,2.129999999999958,0.0,0.0
above_integer_winding,g0,72,5,0.03,31.445926535897932,2.159999999999823,0.0,0.0
above_integer_winding,g0,73,5,0.03,31.445926535897932,2.190000000000143,0.0,0.0
above_integer_winding,g0,74,5,0.03,31.445926535897932,2.2200000000000077,0.0,0.0
above_integer_winding,g0,75,5,0.03,31.445926535897932,2.2499999999998725,0.0,0.0
above_integer_winding,g0,76,5,0.03,31.445926535897932,2.280000000000192,0.0,0.0
above_integer_winding,g0,77,5,0.03,31.445926535897932,2.3100000000000573,0.0,0.0
above_integer_winding,g0,78,5,0.03,31.445926535897932,2.339999999999922,0.0,0.0
above_integer_winding,g0,79,5,0.03,31.445926535897932,2.369999999999787,0.0,0.0
above_integer_winding,g0,80,5,0.03,31.445926535897932,2.400000000000107,0.0,0.0
above_integer_winding,g0,81,5,0.03,31.445926535897932,2.4299999999999717,0.0,0.0
above_integer_winding,g0,82,5,0.03,31.445926535897932,2.4599999999998365,0.0,0.0
above_integer_winding,g0,83,5,0.03,31.445926535897932,2.490000000000156,0.0,0.0
above_integer_winding,g0,84,5,0.03,31.445926535897932,2.520000000000021,0.0,0.0
above_integer_winding,g0,85,5,0.03,31.445926535897932,2.5499999999998857,0.0,0.0
above_integer_winding,g0,86,5,0.03,31.445926535897932,2.5800000000002057,0.0,0.0
above_integer_winding,g0,87,5,0.03,31.445926535897932,2.6100000000000705,0.0,0.0
above_integer_winding,g0,88,5,0.03,31.445926535897932,2.6399999999999353,0.0,0.0
above_integer_winding,g0,89,5,0.03,31.445926535897932,2.6699999999998005,0.0,0.0
above_integer_winding,g0,90,5,0.03,31.445926535897932,2.70000000000012,0.0,0.0
above_integer_winding,g0,91,5,0.03,31.445926535897932,2.729999999999985,0.0,0.0
above_integer_winding,g0,92,5,0.03,31.445926535897932,2.7599999999998497,0.0,0.0
above_integer_winding,g0,93,5,0.03,31.445926535897932,2.7900000000001697,0.0,0.0
above_integer_winding,g0,94,5,0.03,31.445926535897932,2.8200000000000345,0.0,0.0
above_integer_winding,g0,95,5,0.03,31.445926535897932,2.8499999999998993,0.0,0.0
above_integer_winding,g0,96,5,0.03,31.445926535897932,2.879999999999764,0.0,0.0
above_integer_winding,g0,97,5,0.03,31.445926535897932,2.9100000000000836,0.0,0.0
above_integer_winding,g0,98,5,0.03,31.445926535897932,2.939999999999949,0.0,0.0
above_integer_winding,g0,99,5,0.03,31.445926535897932,2.9699999999998137,0.0,0.0
above_integer_winding,g0,100,5,0.03,31.445926535897932,3.0000000000001332,0.0,0.0
above_integer_winding,g0,101,5,0.03,31.445926535897932,3.029999999999998,0.0,0.0
above_integer_winding,g0,102,5,0.03,31.445926535897932,3.0599999999998633,0.0,0.0
above_integer_winding,g0,103,5,0.03,31.445926535897932,3.090000000000183,0.0,0.0
above_integer_winding,g0,104,5,0.03,31.445926535897932,3.1200000000000476,0.0,0.0
above_integer_winding,g0,105,5,0.03,31.445926535897932,-3.133185307179674,0.0,0.0
above_integer_winding,g0,106,5,0.03,31.445926535897932,-3.103185307179809,0.0,0.0
above_integer_winding,g0,107,5,0.03,31.445926535897932,-3.0731853071794895,0.0,0.0
above_integer_winding,g0,108,5,0.03,31.445926535897932,-3.043185307179624,0.0,0.0
above_integer_winding,g0,109,5,0.03,31.445926535897932,-3.0131853071797594,0.0,0.0
above_integer_winding,g0,110,5,0.03,31.445926535897932,-2.98318530717944,0.0,0.0
above_integer_winding,g0,111,5,0.03,31.445926535897932,-2.953185307179575,0.0,0.0
above_integer_winding,g0,112,5,0.03,31.445926535897932,-2.92318530717971,0.0,0.0
above_integer_winding,g0,113,5,0.03,31.445926535897932,-2.8931853071793903,0.0,0.0
above_integer_winding,g0,114,5,0.03,31.445926535897932,-2.8631853071795255,0.0,0.0
above_integer_winding,g0,115,5,0.03,31.445926535897932,-2.8331853071796607,0.0,0.0
above_integer_winding,g0,116,5,0.03,31.445926535897932,-2.8031853071797954,0.0,0.0
above_integer_winding,g0,117,5,0.03,31.445926535897932,-2.773185307179476,0.0,0.0
above_integer_winding,g0,118,5,0.03,31.445926535897932,-2.743185307179611,0.0,0.0
above_integer_winding,g0,119,5,0.03,31.445926535897932,-2.7131853071797463,0.0,0.0
above_integer_winding,g0,120,5,0.03,31.445926535897932,-2.6831853071794263,0.0,0.0
above_integer_winding,g0,121,5,0.03,31.445926535897932,-2.6531853071795615,0.0,0.0
above_integer_winding,g0,122,5,0.03,31.445926535897932,-2.6231853071796967,0.0,0.0
above_integer_winding,g0,123,5,0.03,31.445926535897932,-2.593185307179377,0.0,0.0
above_integer_winding,g0,124,5,0.03,31.445926535897932,-2.5631853071795123,0.0,0.0
above_integer_winding,g0,125,5,0.03,31.445926535897932,-2.533185307179647,0.0,0.0
above_integer_winding,g0,126,5,0.03,31.445926535897932,-2.5031853071797823,0.0,0.0
above_integer_winding,g0,127,5,0.03,31.445926535897932,-2.4731853071794627,0.0,0.0
above_integer_winding,g0,128,5,0.03,31.445926535897932,-2.443185307179598,0.0,0.0
above_integer_winding,g0,129,5,0.03,31.445926535897932,-2.4131853071797327,0.0,0.0
above_integer_winding,g0,130,5,0.03,31.445926535897932,-2.383185307179413,0.0,0.0
above_integer_winding,g0,131,5,0.03,31.445926535897932,-2.3531853071795483,0.0,0.0
above_integer_winding,g0,132,5,0.03,31.445926535897932,-2.3231853071792288,0.0,0.0
above_integer_winding,g0,133,5,0.03,31.445926535897932,-2.2931853071798183,0.0,0.0
above_integer_winding,g0,134,5,0.03,31.445926535897932,-2.2631853071794987,0.0,0.0
above_integer_winding,g0,135,5,0.03,31.445926535897932,-2.233185307179179,0.0,0.0
above_integer_winding,g0,136,5,0.03,31.445926535897932,-2.203185307179769,0.0,0.0
above_integer_winding,g0,137,5,0.03,31.445926535897932,-2.173185307179449,0.0,0.0
above_integer_winding,g0,138,5,0.03,31.445926535897932,-2.143185307180039,0.0,0.0
above_integer_winding,g0,139,5,0.03,31.445926535897932,-2.1131853071797195,0.0,0.0
above_integer_winding,g0,140,5,0.03,31.445926535897932,-2.0831853071794,0.0,0.0
above_integer_winding,g0,141,5,0.03,31.445926535897932,-2.0531853071799895,0.0,0.0
above_integer_winding,g0,142,5,0.03,31.445926535897932,-2.02318530717967,0.0,0.0
above_integer_winding,g0,143,5,0.03,31.445926535897932,-1.9931853071793504,0.0,0.0
above_integer_winding,g0,144,5,0.03,31.445926535897932,-1.96318530717994,0.0,0.0
above_integer_winding,g0,145,5,0.03,31.445926535897932,-1.9331853071796206,0.0,0.0
above_integer_winding,g0,146,5,0.03,31.445926535897932,-1.9031853071793008,0.0,0.0
above_integer_winding,g0,147,5,0.03,31.445926535897932,-1.8731853071798907,0.0,0.0
above_integer_winding,g0,148,5,0.03,31.445926535897932,-1.843185307179571,0.0,0.0
above_integer_winding,g0,149,5,0.03,31.445926535897932,-1.8131853071792514,0.0,0.0
above_integer_winding,g0,150,5,0.03,31.445926535897932,-1.7831853071798411,0.0,0.0
above_integer_winding,g0,151,5,0.03,31.445926535897932,-1.7531853071795216,0.0,0.0
above_integer_winding,g0,152,5,0.03,31.445926535897932,-1.7231853071792018,0.0,0.0
above_integer_winding,g0,153,5,0.03,31.445926535897932,-1.6931853071797918,0.0,0.0
above_integer_winding,g0,154,5,0.03,31.445926535897932,-1.663185307179472,0.0,0.0
above_integer_winding,g0,155,5,0.03,31.445926535897932,-1.6331853071791524,0.0,0.0
above_integer_winding,g0,156,5,0.03,31.445926535897932,-1.6031853071797424,0.0,0.0
above_integer_winding,g0,157,5,0.03,31.445926535897932,-1.5731853071794226,0.0,0.0
above_integer_winding,g0,158,5,0.03,31.445926535897932,-1.5431853071800126,0.0,0.0
above_integer_winding,g0,159,5,0.03,31.445926535897932,-1.5131853071796928,0.0,0.0
above_integer_winding,g0,160,5,0.03,31.445926535897932,-1.4831853071793732,0.0,0.0
above_integer_winding,g0,161,5,0.03,31.445926535897932,-1.453185307179963,0.0,0.0
above_integer_winding,g0,162,5,0.03,31.445926535897932,-1.4231853071796434,0.0,0.0
above_integer_winding,g0,163,5,0.03,31.445926535897932,-1.3931853071793237,0.0,0.0
above_integer_winding,g0,164,5,0.03,31.445926535897932,-1.3631853071799136,0.0,0.0
above_integer_winding,g0,165,5,0.03,31.445926535897932,-1.3331853071795938,0.0,0.0
above_integer_winding,g0,166,5,0.03,31.445926535897932,-1.3031853071792743,0.0,0.0
above_integer_winding,g0,167,5,0.03,31.445926535897932,-1.273185307179864,0.0,0.0
above_integer_winding,g0,168,5,0.03,31.445926535897932,-1.2431853071795445,0.0,0.0
above_integer_winding,g0,169,5,0.03,31.445926535897932,-1.2131853071792247,0.0,0.0
above_integer_winding,g0,170,5,0.03,31.445926535897932,-1.1831853071798146,0.0,0.0
above_integer_winding,g0,171,5,0.03,31.445926535897932,-1.1531853071794949,0.0,0.0
above_integer_winding,g0,172,5,0.03,31.445926535897932,-1.1231853071791753,0.0,0.0
above_integer_winding,g0,173,5,0.03,31.445926535897932,-1.093185307179765,0.0,0.0
above_integer_winding,g0,174,5,0.03,31.445926535897932,-1.0631853071794455,0.0,0.0
above_integer_winding,g0,175,5,0.03,31.445926535897932,-1.0331853071800352,0.0,0.0
above_integer_winding,g0,176,5,0.03,31.445926535897932,-1.0031853071797157,0.0,0.0
above_integer_winding,g0,177,5,0.03,31.445926535897932,-0.973185307179396,0.0,0.0
above_integer_winding,g0,178,5,0.03,31.445926535897932,-0.9431853071799858,0.0,0.0
above_integer_winding,g0,179,5,0.03,31.445926535897932,-0.9131853071796662,0.0,0.0
above_integer_winding,g0,180,5,0.03,31.445926535897932,-0.8831853071793464,0.0,0.0
above_integer_winding,g0,181,5,0.03,31.445926535897932,-0.8531853071799363,0.0,0.0
above_integer_winding,g0,182,5,0.03,31.445926535897932,-0.8231853071796168,0.0,0.0
above_integer_winding,g0,183,5,0.03,31.445926535897932,-0.793185307179297,0.0,0.0
above_integer_winding,g0,184,5,0.03,31.445926535897932,-0.763185307179887,0.0,0.0
above_integer_winding,g0,185,5,0.03,31.445926535897932,-0.7331853071795672,0.0,0.0
above_integer_winding,g0,186,5,0.03,31.445926535897932,-0.7031853071792475,0.0,0.0
above_integer_winding,g0,187,5,0.03,31.445926535897932,-0.6731853071798374,0.0,0.0
above_integer_winding,g0,188,5,0.03,31.445926535897932,-0.6431853071795177,0.0,0.0
above_integer_winding,g0,189,5,0.03,31.445926535897932,-0.6131853071791981,0.0,0.0
above_integer_winding,g0,190,5,0.03,31.445926535897932,-0.5831853071797879,0.0,0.0
above_integer_winding,g0,191,5,0.03,31.445926535897932,-0.5531853071794683,0.0,0.0
above_integer_winding,g_offset_plus,0,5,0.03,31.445926535897932,0.17,0.17,0.0
above_integer_winding,g_offset_plus,1,5,0.03,31.445926535897932,0.20000000000000162,0.17,0.0
above_integer_winding,g_offset_plus,2,5,0.03,31.445926535897932,0.23000000000000154,0.17,0.0
above_integer_winding,g_offset_plus,3,5,0.03,31.445926535897932,0.25999999999999435,0.17,0.0
above_integer_winding,g_offset_plus,4,5,0.03,31.445926535897932,0.2900000000000014,0.17,0.0
above_integer_winding,g_offset_plus,5,5,0.03,31.445926535897932,0.3199999999999941,0.17,0.0
above_integer_winding,g_offset_plus,6,5,0.03,31.445926535897932,0.3499999999999728,0.17,0.0
above_integer_winding,g_offset_plus,7,5,0.03,31.445926535897932,0.37999999999997974,0.17,0.0
above_integer_winding,g_offset_plus,8,5,0.03,31.445926535897932,0.4099999999999868,0.17,0.0
above_integer_winding,g_offset_plus,9,5,0.03,31.445926535897932,0.4399999999999939,0.17,0.0
above_integer_winding,g_offset_plus,10,5,0.03,31.445926535897932,0.47000000000002934,0.17,0.0
above_integer_winding,g_offset_plus,11,5,0.03,31.445926535897932,0.5000000000000079,0.17,0.0
above_integer_winding,g_offset_plus,12,5,0.03,31.445926535897932,0.5299999999999865,0.17,0.0
above_integer_winding,g_offset_plus,13,5,0.03,31.445926535897932,0.5600000000000219,0.17,0.0
above_integer_winding,g_offset_plus,14,5,0.03,31.445926535897932,0.5900000000000005,0.17,0.0
above_integer_winding,g_offset_plus,15,5,0.03,31.445926535897932,0.6200000000000359,0.17,0.0
above_integer_winding,g_offset_plus,16,5,0.03,31.445926535897932,0.6500000000000145,0.17,0.0
above_integer_winding,g_offset_plus,17,5,0.03,31.445926535897932,0.6799999999999363,0.17,0.0
above_integer_winding,g_offset_plus,18,5,0.03,31.445926535897932,0.7099999999999148,0.17,0.0
above_integer_winding,g_offset_plus,19,5,0.03,31.445926535897932,0.7400000000000072,0.17,0.0
above_integer_winding,g_offset_plus,20,5,0.03,31.445926535897932,0.7699999999999857,0.17,0.0
above_integer_winding,g_offset_plus,21,5,0.03,31.445926535897932,0.7999999999999643,0.17,0.0
above_integer_winding,g_offset_plus,22,5,0.03,31.445926535897932,0.8299999999999429,0.17,0.0
above_integer_winding,g_offset_plus,23,5,0.03,31.445926535897932,0.8599999999999215,0.17,0.0
above_integer_winding,g_offset_plus,24,5,0.03,31.445926535897932,0.8899999999999001,0.17,0.0
above_integer_winding,g_offset_plus,25,5,0.03,31.445926535897932,0.9199999999999925,0.17,0.0
above_integer_winding,g_offset_plus,26,5,0.03,31.445926535897932,0.949999999999971,0.17,0.0
above_integer_winding,g_offset_plus,27,5,0.03,31.445926535897932,0.9799999999999496,0.17,0.0
above_integer_winding,g_offset_plus,28,5,0.03,31.445926535897932,1.009999999999928,0.17,0.0
above_integer_winding,g_offset_plus,29,5,0.03,31.445926535897932,1.0399999999999068,0.17,0.0
above_integer_winding,g_offset_plus,30,5,0.03,31.445926535897932,1.0699999999999992,0.17,0.0
above_integer_winding,g_offset_plus,31,5,0.03,31.445926535897932,1.0999999999999777,0.17,0.0
above_integer_winding,g_offset_plus,32,5,0.03,31.445926535897932,1.1299999999999564,0.17,0.0
above_integer_winding,g_offset_plus,33,5,0.03,31.445926535897932,1.1600000000001622,0.17,0.0
above_integer_winding,g_offset_plus,34,5,0.03,31.445926535897932,1.1900000000000273,0.17,0.0
above_integer_winding,g_offset_plus,35,5,0.03,31.445926535897932,1.2200000000001194,0.17,0.0
above_integer_winding,g_offset_plus,36,5,0.03,31.445926535897932,1.2499999999999842,0.17,0.0
above_integer_winding,g_offset_plus,37,5,0.03,31.445926535897932,1.2800000000000766,0.17,0.0
above_integer_winding,g_offset_plus,38,5,0.03,31.445926535897932,1.3100000000001688,0.17,0.0
above_integer_winding,g_offset_plus,39,5,0.03,31.445926535897932,1.3400000000000338,0.17,0.0
above_integer_winding,g_offset_plus,40,5,0.03,31.445926535897932,1.370000000000126,0.17,0.0
above_integer_winding,g_offset_plus,41,5,0.03,31.445926535897932,1.399999999999991,0.17,0.0
above_integer_winding,g_offset_plus,42,5,0.03,31.445926535897932,1.4300000000000832,0.17,0.0
above_integer_winding,g_offset_plus,43,5,0.03,31.445926535897932,1.4600000000001756,0.17,0.0
above_integer_winding,g_offset_plus,44,5,0.03,31.445926535897932,1.4900000000000404,0.17,0.0
above_integer_winding,g_offset_plus,45,5,0.03,31.445926535897932,1.5200000000001328,0.17,0.0
above_integer_winding,g_offset_plus,46,5,0.03,31.445926535897932,1.5499999999999976,0.17,0.0
above_integer_winding,g_offset_plus,47,5,0.03,31.445926535897932,1.58000000000009,0.17,0.0
above_integer_winding,g_offset_plus,48,5,0.03,31.445926535897932,1.6099999999999548,0.17,0.0
above_integer_winding,g_offset_plus,49,5,0.03,31.445926535897932,1.6400000000000472,0.17,0.0
above_integer_winding,g_offset_plus,50,5,0.03,31.445926535897932,1.6700000000001394,0.17,0.0
above_integer_winding,g_offset_plus,51,5,0.03,31.445926535897932,1.7000000000000044,0.17,0.0
above_integer_winding,g_offset_plus,52,5,0.03,31.445926535897932,1.7300000000000966,0.17,0.0
above_integer_winding,g_offset_plus,53,5,0.03,31.445926535897932,1.7599999999999616,0.17,0.0
above_integer_winding,g_offset_plus,54,5,0.03,31.445926535897932,1.7900000000000538,0.17,0.0
above_integer_winding,g_offset_plus,55,5,0.03,31.445926535897932,1.8200000000001462,0.17,0.0
above_integer_winding,g_offset_plus,56,5,0.03,31.445926535897932,1.850000000000011,0.17,0.0
above_integer_winding,g_offset_plus,57,5,0.03,31.445926535897932,1.8800000000001034,0.17,0.0
above_integer_winding,g_offset_plus,58,5,0.03,31.445926535897932,1.9099999999999682,0.17,0.0
above_integer_winding,g_offset_plus,59,5,0.03,31.445926535897932,1.9400000000000603,0.17,0.0
above_integer_winding,g_offset_plus,60,5,0.03,31.445926535897932,1.9700000000001527,0.17,0.0
above_integer_winding,g_offset_plus,61,5,0.03,31.445926535897932,2.0000000000000178,0.17,0.0
above_integer_winding,g_offset_plus,62,5,0.03,31.445926535897932,2.03000000000011,0.17,0.0
above_integer_winding,g_offset_plus,63,5,0.03,31.445926535897932,2.0599999999999747,0.17,0.0
above_integer_winding,g_offset_plus,64,5,0.03,31.445926535897932,2.0900000000000674,0.17,0.0
above_integer_winding,g_offset_plus,65,5,0.03,31.445926535897932,2.1200000000001595,0.17,0.0
above_integer_winding,g_offset_plus,66,5,0.03,31.445926535897932,2.1500000000002517,0.17,0.0
above_integer_winding,g_offset_plus,67,5,0.03,31.445926535897932,2.1800000000001165,0.17,0.0
above_integer_winding,g_offset_plus,68,5,0.03,31.445926535897932,2.2099999999999813,0.17,0.0
above_integer_winding,g_offset_plus,69,5,0.03,31.445926535897932,2.2399999999998466,0.17,0.0
above_integer_winding,g_offset_plus,70,5,0.03,31.445926535897932,2.270000000000166,0.17,0.0
above_integer_winding,g_offset_plus,71,5,0.03,31.445926535897932,2.300000000000031,0.17,0.0
above_integer_winding,g_offset_plus,72,5,0.03,31.445926535897932,2.3299999999998957,0.17,0.0
above_integer_winding,g_offset_plus,73,5,0.03,31.445926535897932,2.3600000000002153,0.17,0.0
above_integer_winding,g_offset_plus,74,5,0.03,31.445926535897932,2.3900000000000805,0.17,0.0
above_integer_winding,g_offset_plus,75,5,0.03,31.445926535897932,2.4199999999999453,0.17,0.0
above_integer_winding,g_offset_plus,76,5,0.03,31.445926535897932,2.450000000000265,0.17,0.0
above_integer_winding,g_offset_plus,77,5,0.03,31.445926535897932,2.48000000000013,0.17,0.0
above_integer_winding,g_offset_plus,78,5,0.03,31.445926535897932,2.509999999999995,0.17,0.0
above_integer_winding,g_offset_plus,79,5,0.03,31.445926535897932,2.5399999999998597,0.17,0.0
above_integer_winding,g_offset_plus,80,5,0.03,31.445926535897932,2.5700000000001793,0.17,0.0
above_integer_winding,g_offset_plus,81,5,0.03,31.445926535897932,2.6000000000000445,0.17,0.0
above_integer_winding,g_offset_plus,82,5,0.03,31.445926535897932,2.6299999999999093,0.17,0.0
above_integer_winding,g_offset_plus,83,5,0.03,31.445926535897932,2.660000000000229,0.17,0.0
above_integer_winding,g_offset_plus,84,5,0.03,31.445926535897932,2.6900000000000936,0.17,0.0
above_integer_winding,g_offset_plus,85,5,0.03,31.445926535897932,2.719999999999959,0.17,0.0
above_integer_winding,g_offset_plus,86,5,0.03,31.445926535897932,2.7500000000002784,0.17,0.0
above_integer_winding,g_offset_plus,87,5,0.03,31.445926535897932,2.7800000000001432,0.17,0.0
above_integer_winding,g_offset_plus,88,5,0.03,31.445926535897932,2.810000000000008,0.17,0.0
above_integer_winding,g_offset_plus,89,5,0.03,31.445926535897932,2.8399999999998733,0.17,0.0
above_integer_winding,g_offset_plus,90,5,0.03,31.445926535897932,2.870000000000193,0.17,0.0
above_integer_winding,g_offset_plus,91,5,0.03,31.445926535897932,2.9000000000000576,0.17,0.0
above_integer_winding,g_offset_plus,92,5,0.03,31.445926535897932,2.9299999999999224,0.17,0.0
above_integer_winding,g_offset_plus,93,5,0.03,31.445926535897932,2.9600000000002424,0.17,0.0
above_integer_winding,g_offset_plus,94,5,0.03,31.445926535897932,2.9900000000001072,0.17,0.0
above_integer_winding,g_offset_plus,95,5,0.03,31.445926535897932,3.019999999999972,0.17,0.0
above_integer_winding,g_offset_plus,96,5,0.03,31.445926535897932,3.049999999999837,0.17,0.0
above_integer_winding,g_offset_plus,97,5,0.03,31.445926535897932,3.080000000000157,0.17,0.0
above_integer_winding,g_offset_plus,98,5,0.03,31.445926535897932,3.1100000000000216,0.17,0.0
above_integer_winding,g_offset_plus,99,5,0.03,31.445926535897932,3.1399999999998864,0.17,0.0
above_integer_winding,g_offset_plus,100,5,0.03,31.445926535897932,-3.1131853071793802,0.17,0.0
above_integer_winding,g_offset_plus,101,5,0.03,31.445926535897932,-3.0831853071795154,0.17,0.0
above_integer_winding,g_offset_plus,102,5,0.03,31.445926535897932,-3.0531853071796506,0.17,0.0
above_integer_winding,g_offset_plus,103,5,0.03,31.445926535897932,-3.023185307179331,0.17,0.0
above_integer_winding,g_offset_plus,104,5,0.03,31.445926535897932,-2.993185307179466,0.17,0.0
above_integer_winding,g_offset_plus,105,5,0.03,31.445926535897932,-2.963185307179601,0.17,0.0
above_integer_winding,g_offset_plus,106,5,0.03,31.445926535897932,-2.9331853071797362,0.17,0.0
above_integer_winding,g_offset_plus,107,5,0.03,31.445926535897932,-2.9031853071794167,0.17,0.0
above_integer_winding,g_offset_plus,108,5,0.03,31.445926535897932,-2.8731853071795515,0.17,0.0
above_integer_winding,g_offset_plus,109,5,0.03,31.445926535897932,-2.8431853071796866,0.17,0.0
