t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(350.6171176340739),np.float64(-36.075771951866315),np.float64(65.10153570509357),np.float64(34.03767610487811),np.float64(4.440892098500626e-16)
1,np.float64(350.61711763407334),np.float64(-36.07577195186674),np.float64(65.10153570509294),np.float64(38.15017124850612),np.float64(8.881784197001252e-16)
2,np.float64(350.6171176340722),np.float64(-36.07577195186755),np.float64(65.10153570509218),np.float64(42.90667142435876),np.float64(8.881784197001252e-16)
3,np.float64(350.617117634072),np.float64(-36.07577195186675),np.float64(65.10153570509249),np.float64(62.7933043905008),np.float64(1.7763568394002505e-15)
4,np.float64(350.6171176340722),np.float64(-36.075771951867395),np.float64(65.10153570509242),np.float64(83.84654115311115),np.float64(3.552713678800501e-15)
5,np.float64(350.61711763407175),np.float64(-36.07577195186718),np.float64(65.10153570509264),np.float64(104.43191441784222),np.float64(3.552713678800501e-15)
6,np.float64(350.6171176340715),np.float64(-36.075771951866294),np.float64(65.10153570509303),np.float64(139.02372183840654),np.float64(7.105427357601002e-15)
7,np.float64(350.6171176340714),np.float64(-36.07577195186584),np.float64(65.10153570509301),np.float64(144.53570803501734),np.float64(7.105427357601002e-15)
8,np.float64(350.6171176340715),np.float64(-36.07577195186592),np.float64(65.10153570509317),np.float64(152.1207539258044),np.float64(7.105427357601002e-15)
9,np.float64(350.61711763407175),np.float64(-36.075771951865946),np.float64(65.1015357050936),np.float64(161.74721972343062),np.float64(7.105427357601002e-15)
10,np.float64(350.61711763407175),np.float64(-36.07577195186536),np.float64(65.10153570509377),np.float64(162.58706689738835),np.float64(3.552713678800501e-15)
11,np.float64(350.61711763407095),np.float64(-36.075771951865136),np.float64(65.1015357050936),np.float64(164.36805150852956),np.float64(7.105427357601002e-15)
12,np.float64(350.6171176340709),np.float64(-36.07577195186492),np.float64(65.1015357050937),np.float64(166.1280193591913),np.float64(7.105427357601002e-15)
13,np.float64(350.61711763407123),np.float64(-36.07577195186409),np.float64(65.10153570509394),np.float64(167.26893065816245),np.float64(7.105427357601002e-15)
14,np.float64(350.6171176340714),np.float64(-36.075771951864354),np.float64(65.10153570509398),np.float64(167.5520540680547),np.float64(7.105427357601002e-15)
15,np.float64(350.6171176340712),np.float64(-36.07577195186449),np.float64(65.10153570509402),np.float64(167.85047746753244),np.float64(7.105427357601002e-15)
16,np.float64(350.6171176340704),np.float64(-36.075771951864525),np.float64(65.10153570509412),np.float64(168.13356027864492),np.float64(7.105427357601002e-15)
17,np.float64(350.61711763407055),np.float64(-36.07577195186461),np.float64(65.10153570509434),np.float64(168.33538741731545),np.float64(7.105427357601002e-15)
18,np.float64(350.61711763407055),np.float64(-36.07577195186548),np.float64(65.10153570509402),np.float64(168.46467474735363),np.float64(7.105427357601002e-15)
19,np.float64(350.6171176340707),np.float64(-36.07577195186586),np.float64(65.10153570509397),np.float64(168.54977942459396),np.float64(7.105427357601002e-15)
20,np.float64(350.6171176340699),np.float64(-36.075771951865896),np.float64(65.1015357050938),np.float64(168.61222041565924),np.float64(7.105427357601002e-15)
21,np.float64(350.61711763406913),np.float64(-36.075771951866244),np.float64(65.10153570509371),np.float64(168.66325976894413),np.float64(7.105427357601002e-15)
22,np.float64(350.6171176340682),np.float64(-36.07577195186613),np.float64(65.10153570509357),np.float64(168.7064687199578),np.float64(7.105427357601002e-15)
23,np.float64(350.6171176340681),np.float64(-36.0757719518662),np.float64(65.10153570509362),np.float64(168.74181539621256),np.float64(7.105427357601002e-15)
24,np.float64(350.6171176340696),np.float64(-36.07577195186609),np.float64(65.1015357050934),np.float64(168.7693292429094),np.float64(7.105427357601002e-15)
25,np.float64(350.6171176340698),np.float64(-36.07577195186492),np.float64(65.10153570509479),np.float64(168.7907135115215),np.float64(7.105427357601002e-15)
26,np.float64(350.6171176340698),np.float64(-36.07577195186349),np.float64(65.10153570509635),np.float64(168.80855087370486),np.float64(7.105427357601002e-15)
27,np.float64(350.61711763407055),np.float64(-36.07577195186371),np.float64(65.1015357050961),np.float64(168.8247210549214),np.float64(7.105427357601002e-15)
28,np.float64(350.61711763407055),np.float64(-36.07577195186364),np.float64(65.10153570509576),np.float64(168.83995947221413),np.float64(7.105427357601002e-15)
29,np.float64(350.6171176340712),np.float64(-36.075771951862926),np.float64(65.1015357050969),np.float64(168.85450557158575),np.float64(7.105427357601002e-15)
30,np.float64(350.6171176340704),np.float64(-36.07577195186343),np.float64(65.10153570509634),np.float64(168.86860404480817),np.float64(7.105427357601002e-15)
31,np.float64(350.61711763407095),np.float64(-36.07577195186343),np.float64(65.1015357050965),np.float64(168.88246924575193),np.float64(7.105427357601002e-15)
32,np.float64(350.6171176340702),np.float64(-36.07577195186338),np.float64(65.10153570509667),np.float64(168.8960744954963),np.float64(7.105427357601002e-15)
33,np.float64(350.6171176340708),np.float64(-36.07577195186295),np.float64(65.1015357050972),np.float64(168.90913060139124),np.float64(7.105427357601002e-15)
34,np.float64(350.6171176340704),np.float64(-36.07577195186384),np.float64(65.10153570509668),np.float64(168.92131802730316),np.float64(7.105427357601002e-15)
35,np.float64(350.6171176340712),np.float64(-36.0757719518646),np.float64(65.10153570509702),np.float64(168.93252230634621),np.float64(7.105427357601002e-15)
36,np.float64(350.617117634072),np.float64(-36.07577195186549),np.float64(65.10153570509749),np.float64(168.9428634638554),np.float64(7.105427357601002e-15)
37,np.float64(350.6171176340722),np.float64(-36.07577195186542),np.float64(65.10153570509748),np.float64(168.95257586483456),np.float64(7.105427357601002e-15)
38,np.float64(350.61711763407345),np.float64(-36.07577195186609),np.float64(65.10153570509826),np.float64(168.961893423684),np.float64(7.105427357601002e-15)
39,np.float64(350.61711763407277),np.float64(-36.07577195186491),np.float64(65.10153570509927),np.float64(168.9710193863072),np.float64(7.105427357601002e-15)
40,np.float64(350.6171176340723),np.float64(-36.07577195186522),np.float64(65.10153570509966),np.float64(168.98013950431158),np.float64(7.105427357601002e-15)
41,np.float64(350.61711763407243),np.float64(-36.075771951866095),np.float64(65.10153570509873),np.float64(168.98937222480498),np.float64(7.105427357601002e-15)
42,np.float64(350.61711763407186),np.float64(-36.075771951864546),np.float64(65.10153570509864),np.float64(168.99867703782462),np.float64(7.105427357601002e-15)
43,np.float64(350.61711763407186),np.float64(-36.075771951865015),np.float64(65.10153570509821),np.float64(169.00790883531857),np.float64(7.105427357601002e-15)
44,np.float64(350.61711763407186),np.float64(-36.075771951864645),np.float64(65.10153570509851),np.float64(169.01700672837794),np.float64(7.105427357601002e-15)
45,np.float64(350.61711763407254),np.float64(-36.075771951864034),np.float64(65.10153570509956),np.float64(169.0260253064856),np.float64(7.105427357601002e-15)
46,np.float64(350.61711763407203),np.float64(-36.07577195186403),np.float64(65.10153570509948),np.float64(169.03497599472269),np.float64(7.105427357601002e-15)
47,np.float64(350.61711763407254),np.float64(-36.0757719518639),np.float64(65.10153570509995),np.float64(169.0437683727314),np.float64(7.105427357601002e-15)
48,np.float64(350.617117634073),np.float64(-36.07577195186427),np.float64(65.1015357050998),np.float64(169.05233364559516),np.float64(7.105427357601002e-15)
49,np.float64(350.61711763407266),np.float64(-36.07577195186307),np.float64(65.10153570510055),np.float64(169.06072500321204),np.float64(7.105427357601002e-15)
50,np.float64(350.6171176340729),np.float64(-36.07577195186285),np.float64(65.10153570510077),np.float64(169.06906126801323),np.float64(7.105427357601002e-15)
51,np.float64(350.61711763407266),np.float64(-36.0757719518626),np.float64(65.10153570510082),np.float64(169.07741010709648),np.float64(7.105427357601002e-15)
52,np.float64(350.6171176340733),np.float64(-36.075771951862976),np.float64(65.10153570510077),np.float64(169.08576489316152),np.float64(7.105427357601002e-15)
53,np.float64(350.61711763407226),np.float64(-36.07577195186239),np.float64(65.10153570510093),np.float64(169.09410033845194),np.float64(7.105427357601002e-15)
54,np.float64(350.6171176340723),np.float64(-36.075771951861725),np.float64(65.10153570510143),np.float64(169.10238645792379),np.float64(7.105427357601002e-15)
55,np.float64(350.6171176340734),np.float64(-36.075771951860474),np.float64(65.10153570510211),np.float64(169.1105736183861),np.float64(7.105427357601002e-15)
56,np.float64(350.61711763407396),np.float64(-36.07577195186068),np.float64(65.10153570510217),np.float64(169.11864378641775),np.float64(7.105427357601002e-15)
57,np.float64(350.61711763407266),np.float64(-36.07577195185987),np.float64(65.10153570510248),np.float64(169.1266703540303),np.float64(7.105427357601002e-15)
58,np.float64(350.61711763407266),np.float64(-36.075771951859615),np.float64(65.1015357051028),np.float64(169.13473800977263),np.float64(7.105427357601002e-15)
59,np.float64(350.61711763407334),np.float64(-36.07577195185943),np.float64(65.10153570510279),np.float64(169.14277642632626),np.float64(7.105427357601002e-15)
60,np.float64(350.61711763407334),np.float64(-36.07577195185993),np.float64(65.10153570510256),np.float64(169.15054856742452),np.float64(7.105427357601002e-15)
61,np.float64(350.61711763407254),np.float64(-36.07577195185988),np.float64(65.10153570510244),np.float64(169.15784340468832),np.float64(7.105427357601002e-15)
62,np.float64(350.6171176340731),np.float64(-36.07577195186008),np.float64(65.1015357051026),np.float64(169.16463571030562),np.float64(7.105427357601002e-15)
63,np.float64(350.61711763407254),np.float64(-36.07577195185961),np.float64(65.10153570510221),np.float64(169.17105010043457),np.float64(7.105427357601002e-15)
64,np.float64(350.61711763407243),np.float64(-36.075771951859515),np.float64(65.10153570510226),np.float64(169.1772261486188),np.float64(7.105427357601002e-15)
65,np.float64(350.6171176340726),np.float64(-36.0757719518579),np.float64(65.10153570510286),np.float64(169.18325692383453),np.float64(7.105427357601002e-15)
66,np.float64(350.61711763407277),np.float64(-36.07577195185792),np.float64(65.10153570510289),np.float64(169.18922762347628),np.float64(6.727745530815676e-16)
67,np.float64(350.617117634073),np.float64(-36.07577195185786),np.float64(65.10153570510289),np.float64(169.1952253027313),np.float64(7.105427357601002e-15)
68,np.float64(350.61711763407357),np.float64(-36.07577195185675),np.float64(65.10153570510322),np.float64(169.2012686100441),np.float64(7.105427357601002e-15)
69,np.float64(350.6171176340739),np.float64(-36.07577195185648),np.float64(65.1015357051038),np.float64(169.2072834887593),np.float64(7.105427357601002e-15)
70,np.float64(350.6171176340731),np.float64(-36.07577195185583),np.float64(65.1015357051036),np.float64(169.21318798161965),np.float64(7.105427357601002e-15)
