mode_id,bin_index,signed_k,address_m,address_n,address,state_order,quadratic_order,cover_ratio,power,power_fraction,coherence_mean,coherence_min,rank1_fraction,phase_step_per_window_deg,single_mode_closure_residual,real_imag_rank,cartan_ready,BF_address_prediction,BF_measured,BF_type,BF_status,half_cycle_overlap_real,half_cycle_overlap_imag,half_cycle_fidelity,BF_behavior_residual_to_address_prediction,pair_branch,conjugate_address,model_charge_magnitude,conjugate_pair_det_gamma,coherence_random_reference,coherence_significant_vs_random_reference,state_recurrence_fidelity,quadratic_recurrence_fidelity,spin_structure,physical_spin,lifetime_steps,lifetime_status,status
k+35,35,35,35,144,35/144,144,72,2,0.0008188171412325522,5.686230147448288e-06,0.5634261463746367,0.15459792213738005,0.2589244714339388,-49.3361790251212,0.3632822380721185,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-35/144,0.47819030631733206,0.00021304144437728212,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-34,110,-34,-17,72,-17/72,72,36,2,0.0007877817873711233,5.4707068567439205e-06,0.5621370623067014,0.14896432497105072,0.2564433806279378,-49.54576390641746,0.35073021999083676,2,False,B,,B,register_address_prediction_only,,,,,-m/n,17/72,0.45642212862617093,0.0002325444547773836,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+36,36,36,1,4,1/4,4,2,2,0.0007816616391046257,5.428205827115465e-06,0.56340138128781,0.1546681596598478,0.2588700593469899,-49.34118848954377,0.36300947244279513,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-1/4,0.4999999999999999,0.00019520820632934477,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-35,109,-35,-35,144,-35/144,144,72,2,0.0007532781895839044,5.2310985387771216e-06,0.5621673383997979,0.14930865564619647,0.2564950925465499,-49.541879652444756,0.35099354484136797,2,False,F,,F,register_address_prediction_only,,,,,-m/n,35/144,0.47819030631733206,0.00021304144437728212,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+37,37,37,37,144,37/144,144,72,2,0.0007476751898861515,5.192188818653837e-06,0.5633775807581467,0.15473495292614767,0.2588180826537092,-49.34596038577842,0.36274879866753584,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-37/144,0.5218096936826679,0.00017886968925251434,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-36,108,-36,-1,4,-1/4,4,2,2,0.000721665245564376,5.011564205308175e-06,0.5621961840352991,0.14963834062386247,0.2565445984894005,-49.538138034280244,0.3512456000927876,2,False,B,,B,register_address_prediction_only,,,,,-m/n,1/4,0.4999999999999999,0.00019520820632934477,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+38,38,38,19,72,19/72,72,36,2,0.0007165259015971667,4.975874316646999e-06,0.5633546692044968,0.1547986019109454,0.2587683350629141,-49.35051517918216,0.3624991811275751,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-19/72,0.543577871373829,0.00016387316888788472,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-37,107,-37,-37,144,-37/144,144,72,2,0.0006926474035806448,4.810051413754486e-06,0.5622237232832668,0.14995458872715708,0.25659208097897246,-49.53452834954171,0.35148732141908484,2,False,F,,F,register_address_prediction_only,,,,,-m/n,37/144,0.5218096936826679,0.00017886968925251434,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+39,39,39,13,48,13/48,48,24,2,0.0006879251168462717,4.777257755876894e-06,0.5633325778962853,0.15485937413614612,0.2587206305801467,-49.354871143349364,0.3622597053095982,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-13/48,0.5652630961100258,0.0001500849331510512,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-38,106,-38,-19,72,-19/72,72,36,2,0.0006659668390394111,4.624769715551473e-06,0.5622500668872794,0.1502584877440504,0.256637704240164,-49.531040847076234,0.3517195449047494,2,False,B,,B,register_address_prediction_only,,,,,-m/n,19/72,0.543577871373829,0.00016387316888788472,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+40,40,40,5,18,5/18,18,9,2,0.0006616208738639041,4.594589401832675e-06,0.5633112442204548,0.15491750929909087,0.25867480317624475,-49.35904471328428,0.36202955833011846,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-5/18,0.5868240888334652,0.00013738826624942746,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-39,105,-39,-13,48,-13/48,48,24,2,0.0006413978637394543,4.454151831523996e-06,0.5622753139903269,0.1505510195988553,0.2566816164609181,-49.52766658987091,0.3519430255711092,2,False,F,,F,register_address_prediction_only,,,,,-m/n,13/48,0.5652630961100258,0.0001500849331510512,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+41,41,41,41,144,41/144,144,72,2,0.000637392492146582,4.426336751017938e-06,0.5632906111685568,0.1549732227992331,0.25863070327985865,-49.3630506709575,0.36180799848172496,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-41/144,0.6082198069690513,0.0001256808162509726,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-40,104,-40,-5,18,-5/18,18,9,2,0.0006187422820257238,4.296821402956422e-06,0.562299553767621,0.1508330733194614,0.2567239517488492,-49.52439735929778,0.3521584489120989,2,False,B,,B,register_address_prediction_only,,,,,-m/n,5/18,0.5868240888334652,0.00013738826624942746,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+42,42,42,7,24,7/24,24,12,2,0.0006150460706554671,4.27115326844075e-06,0.5632706266430295,0.15502670866110266,0.25858819508599723,-49.36690233377034,0.3615943519600471,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-7/24,0.6294095225512604,0.00011487230406703741,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-41,103,-41,-41,144,-41/144,144,72,2,0.0005978255154201957,4.151566079306921e-06,0.5623228666701111,0.15110545616629775,0.25676483183594734,-49.52122559812711,0.3523664365924929,2,False,F,,F,register_address_prediction_only,,,,,-m/n,41/144,0.6082198069690513,0.0001256808162509726,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+43,43,43,43,144,43/144,144,72,2,0.0005944107287447252,4.127852282949487e-06,0.5632512428545199,0.1550781421437055,0.25854715539389705,-49.370611756400045,0.3613880103993706,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-43/144,0.6503528997521365,0.00010488296774024963,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-42,102,-42,-7,24,-7/24,24,12,2,0.0005784933528430467,4.0173149502989415e-06,0.5623453254460743,0.15136890322125635,0.2568043675381437,-49.51814434322334,0.3525675538837764,2,False,B,,B,register_address_prediction_only,,,,,-m/n,7/24,0.6294095225512604,0.00011487230406703741,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+44,44,44,11,36,11/36,36,18,2,0.000575335451697303,3.995385081231277e-06,0.56323241589075,0.15512768203364263,0.2585074722660566,-49.374189884618026,0.36118841983526884,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-11/36,0.6710100716628342,9.564222346936102e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-43,101,-43,-43,144,-43/144,144,72,2,0.0005606092139614939,3.89311954139927e-06,0.5623669960820075,0.1516240856810099,0.25684266001177675,-49.51514715857425,0.35276231717503737,2,False,F,,F,register_address_prediction_only,,,,,-m/n,43/144,0.6503528997521365,0.00010488296774024963,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+45,45,45,5,16,5/16,16,8,2,0.0005576864321826829,3.872822445713082e-06,0.5632141053179649,0.15517547259869655,0.258469043510248,-49.37764667539418,0.3609950729804383,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-5/16,0.6913417161825449,8.708740910923218e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-44,100,-44,-11,36,-11/36,36,18,2,0.0005440518357388056,3.778137748186156e-06,0.5623879386162586,0.15187161805584762,0.2568798018445227,-49.512228084069065,0.3529511992815092,2,False,B,,B,register_address_prediction_only,,,,,-m/n,11/36,0.6710100716628342,9.564222346936102e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+46,46,46,23,72,23/72,72,36,2,0.0005413448213460254,3.7593390371251824e-06,0.5631962737973139,0.15522164525337304,0.2584317755651778,-49.3809912107859,0.3608075056067173,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-23/72,0.7113091308703495,7.91627501880443e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-45,99,-45,-5,16,-5/16,16,8,2,0.0005287133091541179,3.671620202459158e-06,0.5624082078163921,0.15211206444039807,0.25691587800571275,-49.50938159080931,0.3531346339131274,2,False,F,,F,register_address_prediction_only,,,,,-m/n,5/16,0.6913417161825449,8.708740910923218e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+47,47,47,47,144,47/144,144,72,2,0.0005262048192027606,3.6542001333525098e-06,0.5631788867612716,0.15526632000482232,0.25839558262423545,-49.384231799864956,0.36062529200966664,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-47/144,0.730874306617517,7.18185175563324e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-46,98,-46,-23,72,-23/72,72,36,2,0.0005144974069694847,3.572898659510316e-06,0.56242785377032,0.1523459439945213,0.256950966677396,-49.50660253765457,0.3533130200877995,2,False,B,,B,register_address_prediction_only,,,,,-m/n,23/72,0.7113091308703495,7.91627501880443e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+48,48,48,1,3,1/3,3,3,1,0.0005121720471317966,3.5567503273041487e-06,0.5631619121370404,0.15530960671923133,0.2583603857742644,-49.387376063076644,0.3604480401297183,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-1/3,0.7499999999999999,6.501028978034284e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-47,97,-47,-47,144,-47/144,144,72,2,0.0005013181546129921,3.481376073701339e-06,0.5624469224100285,0.15257373574963262,0.2569851399827005,-49.50388613276712,0.35348672594921565,2,False,F,,F,register_address_prediction_only,,,,,-m/n,47/144,0.730874306617517,7.18185175563324e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+49,49,49,49,144,49/144,144,72,2,0.000499162156165448,3.4664038622600613e-06,0.5631453200931501,0.15535160622921115,0.2583261122259789,-49.39043100566699,0.3602753880132506,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-49/144,0.7686498041734119,5.8698310932636666e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-48,96,-48,-1,3,-1/3,3,3,1,0.0004890986049373552,3.39651808984275e-06,0.5624654559657803,0.15279588283710294,0.25701846462540134,-49.501227900467114,0.3536560919353846,2,False,B,,B,register_address_prediction_only,,,,,-m/n,1/3,0.7499999999999999,6.501028978034284e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+50,50,50,25,72,25/72,72,36,2,0.000487099633203557,3.3826363416913733e-06,0.5631290828118378,0.15539241130157055,0.2582926946774882,-49.39340308386456,0.3601070009025486,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-25/72,0.786788218175523,5.284694635876441e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-49,95,-49,-49,144,-49/144,144,72,2,0.00047776978457352996,3.3178457262050746e-06,0.5624834933612165,0.15301279622003391,0.25705100245427015,-49.49862365098947,0.35382143363725027,2,False,F,,F,register_address_prediction_only,,,,,-m/n,49/144,0.7686498041734119,5.8698310932636666e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+51,51,51,17,48,17/48,48,24,2,0.0004759167739197668,3.3049775966650527e-06,0.563113174289535,0.15543210748639982,0.2582600707502036,-49.396298262858316,0.3599425683331754,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-17/48,0.8043807145043604,4.7424215351865584e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-50,94,-50,-25,72,-25/72,72,36,2,0.0004672697852932589,3.244929064536525e-06,0.5625010705624717,0.153224857996972,0.25708281096300967,-49.49606945281292,0.3539830443907987,2,False,B,,B,register_address_prediction_only,,,,,-m/n,25/72,0.786788218175523,5.284694635876441e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+52,52,52,13,36,13/36,36,18,2,0.00046555279660633026,3.2330055319884096e-06,0.5630975701583237,0.15547077386567046,0.2582281824750128,-49.399122067297725,0.35978180155332223,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-13/36,0.8213938048432696,4.240138409983274e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-51,93,-51,-17,48,-17/48,48,24,2,0.0004575429783867586,3.1773817943524954e-06,0.5625182208867175,0.15343242433577228,0.2571139437339108,-49.49356160797731,0.354141197539525,2,False,F,,F,register_address_prediction_only,,,,,-m/n,17/48,0.8043807145043604,4.7424215351865584e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+53,53,53,53,144,53/144,144,72,2,0.00045595307566175224,3.166340803206618e-06,0.5630822475241843,0.15550848371519072,0.25819697584066076,-49.40187962620863,0.3596244313655602,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-53/144,0.8377951038078301,3.7752612891628345e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-52,92,-52,-13,36,-13/36,36,18,2,0.00044853933376669155,3.1148564844909184e-06,0.5625349752742198,0.1536358280870824,0.2571444508326355,-49.49109662985524,0.35429614843291,2,False,B,,B,register_address_prediction_only,,,,,-m/n,13/36,0.8213938048432696,4.240138409983274e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+54,54,54,3,8,3/8,8,4,2,0.00044706847700261764,3.1046422014070717e-06,0.5630671848216348,0.15554530509123893,0.25816640039660915,-49.40457571306912,0.3594702061809764,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-3/8,0.8535533905932737,3.345465077642107e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-53,91,-53,-53,144,-53/144,144,72,2,0.00044021382854725946,3.05704047602264e-06,0.5625513625296126,0.15383538111958123,0.2571743791609788,-49.4886712228439,0.3544481362309981,2,False,F,,F,register_address_prediction_only,,,,,-m/n,53/144,0.8377951038078301,3.7752612891628345e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+55,55,55,55,144,55/144,144,72,2,0.0004388547806064711,3.0476026431004986e-06,0.5630523616829627,0.15558130135169046,0.258136408895699,-49.4072147813469,0.3593188902323769,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-55/144,0.8686386684050619,2.9486569683712105e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-54,90,-54,-3,8,-3/8,8,4,2,0.0004325259323461926,3.0036523079596757e-06,0.5625674095369456,0.15403137641334488,0.2572037727730819,-49.48628226387257,0.3545973855238738,2,False,B,,B,register_address_prediction_only,,,,,-m/n,3/8,0.8535533905932737,3.345465077642107e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+56,56,56,7,18,7/18,18,9,2,0.00043127217781126724,2.9949456792449163e-06,0.5630377588194878,0.15561653162047853,0.25810695697274133,-49.4098009961721,0.3591702619912036,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-7/18,0.8830222215594888,2.5829532364185503e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-55,89,-55,-55,144,-55/144,144,72,2,0.000425439158608464,2.954438601447671e-06,0.562583141451574,0.15422408994227782,0.2572326731596261,-49.48392678558524,0.3547441077792269,2,False,F,,F,register_address_prediction_only,,,,,-m/n,55/144,0.8686386684050619,2.9486569683712105e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+57,57,57,19,48,19/48,48,24,2,0.00042428483298518997,2.946422451286046e-06,0.5630233579134312,0.15565105120267037,0.2580780028570527,-49.41233826275998,0.3590241127586285,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-19/48,0.8966766701456175,2.246658999660589e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-56,88,-56,-7,18,-7/18,18,9,2,0.0004189206729446005,2.9091713398930636e-06,0.5625985818718385,0.15441378237250303,0.2572611195041207,-49.4816019609409,0.35488850264862976,2,False,B,,B,register_address_prediction_only,,,,,-m/n,7/18,0.8830222215594888,2.5829532364185503e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+58,58,58,29,72,29/72,72,36,2,0.00041786050081961634,2.9018090334695624e-06,0.5630091415193526,0.15568491195651404,0.25804950711352304,-49.41483025194079,0.3588802453838746,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-29/72,0.909576022144496,1.938250542510289e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-57,87,-57,-19,48,-19/48,48,24,2,0.0004129409508853707,2.8676454922595234e-06,0.5626137529932935,0.15460070059999081,0.2572891489149054,-49.47930508904098,0.35503075915287674,2,False,F,,F,register_address_prediction_only,,,,,-m/n,19/48,0.8966766701456175,2.246658999660589e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+59,59,59,59,144,59/144,144,72,2,0.0004119701918622101,2.860904110154241e-06,0.5629950929739256,0.15571816262778324,0.2580214324077765,-49.4172804231358,0.3587384731000091,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-59/144,0.9216957229064427,1.6563598585039863e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-58,86,-58,-29,72,-29/72,72,36,2,0.0004074734786286461,2.829676934921158e-06,0.562628675747688,0.15478507914758108,0.2573167966358804,-49.47703358207001,0.35517105675750266,2,False,B,,B,register_address_prediction_only,,,,,-m/n,29/72,0.909576022144496,1.938250542510289e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+60,60,60,5,12,5/12,12,6,2,0.00040658788004639424,2.823526944766631e-06,0.5629811963128876,0.15575084915119422,0.2579937432929859,-49.41969204511625,0.3585986184707238,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-5/12,0.9330127018922194,1.3997611329696902e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-59,85,-59,-59,144,-59/144,144,72,2,0.0004024944913354553,2.7951006342739996e-06,0.5626433699285663,0.15496714143899465,0.25734409623862065,-49.474784953215256,0.35530956635197847,2,False,F,,F,register_address_prediction_only,,,,,-m/n,59/144,0.9216957229064427,1.6563598585039863e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+61,61,61,61,144,61/144,144,72,2,0.0004016902469257621,2.78951560365113e-06,0.5629674361943248,0.1557830149228613,0.25796640601582405,-49.42206821483273,0.3584605124301946,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-61/144,0.9435054165891108,1.1673589329075362e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-60,84,-60,-5,12,-5/12,12,6,2,0.0003979827443567421,2.7637690580329355e-06,0.5626578543051749,0.15514710096539555,0.2573710797982245,-49.472556805433925,0.3554464511464052,2,False,B,,B,register_address_prediction_only,,,,,-m/n,5/12,0.9330127018922194,1.3997611329696902e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+62,62,62,31,72,31/72,72,36,2,0.00039725645812234027,2.7587254036273675e-06,0.5629537978275181,0.15581470104743392,0.25793938833887003,-49.42441187454387,0.3583239934018216,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-31/72,0.953153893518325,9.581778969813826e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-61,83,-61,-61,144,-61/144,144,72,2,0.0003939193134683632,2.7355507879747486e-06,0.562672146726149,0.15532516235788313,0.2573977780549572,-49.47034682095875,0.35558186749575627,2,False,F,,F,register_address_prediction_only,,,,,-m/n,61/144,0.9435054165891108,1.1673589329075362e-05,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+63,63,63,7,16,7/16,16,8,2,0.0003932679681739118,2.7310275567632807e-06,0.5629402669065907,0.1558459465628965,0.257912659377371,-49.426725827443356,0.3581889064880458,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-7/16,0.9619397662556434,7.713537538256432e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-62,82,-62,-31,72,-31/72,72,36,2,0.00039028742078153436,2.7103293109828817e-06,0.5626862642142407,0.15550152237812107,0.2574242205635155,-49.46815275145231,0.3557159656603659,2,False,B,,B,register_address_prediction_only,,,,,-m/n,31/72,0.953153893518325,9.581778969813826e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+64,64,64,4,9,4/9,9,9,1,0.0003897083505392875,2.7063079898561672e-06,0.5629268295482925,0.15587678864580365,0.2578861894486343,-49.42901275198436,0.358055102722594,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-4/9,0.9698463103929541,6.061255226064155e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-63,81,-63,-7,16,-7/16,16,8,2,0.00038707228349803654,2.6880019687363692e-06,0.562700223053218,0.1556763708376245,0.25745043583149935,-49.46597240872429,0.3558488905109993,2,False,F,,F,register_address_prediction_only,,,,,-m/n,7/16,0.9619397662556434,7.713537538256432e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+65,65,65,65,144,65/144,144,72,2,0.00038656315000910657,2.684466319507689e-06,0.5629134722333584,0.1559072627993058,0.25785994993239475,-49.43127521505722,0.3579224383761688,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-65/144,0.9768584753741134,4.618287721802616e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-64,80,-64,-4,9,-4/9,9,9,1,0.0003842609831094172,2.668479049370957e-06,0.5627140388678827,0.1558498914553119,0.25747645144855974,-49.463803655913736,0.35598078218619433,2,False,B,,B,register_address_prediction_only,,,,,-m/n,4/9,0.9698463103929541,6.061255226064155e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+66,66,66,11,24,11/24,24,12,2,0.00038381975518865345,2.6654149665878754e-06,0.5629001817509001,0.15593740302600373,0.25783391314066606,-49.4335156841596,0.35779077430836315,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-11/24,0.9829629131445341,3.3788983381244364e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-65,79,-65,-65,144,-65/144,144,72,2,0.000381842353009824,2.6516830070126706e-06,0.5627277266981302,0.15602226266175237,0.2575022942074918,-49.46164439908003,0.3561117767082539,2,False,F,,F,register_address_prediction_only,,,,,-m/n,65/144,0.9768584753741134,4.618287721802616e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+67,67,67,67,144,67/144,144,72,2,0.00038146728908044624,2.6490783963919918e-06,0.5628869451453009,0.15596724198755763,0.2578080521957621,-49.4357365386951,0.3576599753599077,2,False,F,,F,register_address_prediction_only,,,,,+m/n,-67/144,0.9881480035599668,2.3382087900314374e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-66,78,-66,-11,24,-11/24,24,12,2,0.0003798068828132693,2.6375477973143744e-06,0.5627413010678001,0.1561936583580995,0.25752799021846656,-49.45949257912421,0.35624200656374894,2,False,B,,B,register_address_prediction_only,,,,,-m/n,11/24,0.9829629131445341,3.3788983381244364e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k+68,68,68,17,36,17/36,36,18,2,0.0003794965161080559,2.635392472972615e-06,0.5628737496652209,0.15599681115264277,0.25778234091533825,-49.43794008050422,0.35752990977898563,2,False,B,,B,register_address_prediction_only,,,,,+m/n,-17/36,0.9924038765061041,1.4921578943560831e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
k-67,77,-67,-67,144,-67/144,144,72,2,0.0003781466379468288,2.6260183190752042e-06,0.5627547760490031,0.15625555867439583,0.25755356501745785,-49.45734616396984,0.35637160125408723,2,False,F,,F,register_address_prediction_only,,,,,-m/n,67/144,0.9881480035599668,2.3382087900314374e-06,0.8783880656109592,False,,,unresolved_non_null_single_mode,unresolved_parent_cartan_map,,unavailable,sea_or_unresolved
