t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(1480.2466133013534),np.float64(-78.1269409146183),np.float64(197.06367246012206),np.float64(73.05914625345906),np.float64(4.440892098500626e-16)
1,np.float64(1480.2466133013495),np.float64(-78.12694091461941),np.float64(197.06367246012115),np.float64(76.98920744614084),np.float64(8.881784197001252e-16)
2,np.float64(1480.2466133013463),np.float64(-78.12694091461674),np.float64(197.06367246012172),np.float64(97.6450642221883),np.float64(1.7763568394002505e-15)
3,np.float64(1480.2466133013481),np.float64(-78.12694091461798),np.float64(197.06367246012195),np.float64(287.4467201017987),np.float64(1.4210854715202004e-14)
4,np.float64(1480.2466133013463),np.float64(-78.1269409146214),np.float64(197.06367246012243),np.float64(439.21764678114334),np.float64(2.842170943040401e-14)
5,np.float64(1480.2466133013436),np.float64(-78.12694091460456),np.float64(197.06367246012354),np.float64(535.3882541533701),np.float64(2.842170943040401e-14)
6,np.float64(1480.2466133013477),np.float64(-78.12694091461037),np.float64(197.06367246012113),np.float64(611.6765275891182),np.float64(2.842170943040401e-14)
7,np.float64(1480.2466133013534),np.float64(-78.12694091460685),np.float64(197.063672460122),np.float64(676.1252507368636),np.float64(5.684341886080802e-14)
8,np.float64(1480.2466133013527),np.float64(-78.12694091460736),np.float64(197.06367246012172),np.float64(682.9663484146301),np.float64(5.684341886080802e-14)
9,np.float64(1480.2466133013568),np.float64(-78.126940914622),np.float64(197.0636724601169),np.float64(695.7372936094537),np.float64(2.842170943040401e-14)
10,np.float64(1480.2466133013552),np.float64(-78.12694091461856),np.float64(197.06367246011735),np.float64(703.4035843882649),np.float64(5.684341886080802e-14)
11,np.float64(1480.2466133013575),np.float64(-78.12694091463163),np.float64(197.06367246011172),np.float64(704.0179838397084),np.float64(5.684341886080802e-14)
12,np.float64(1480.2466133013563),np.float64(-78.12694091466886),np.float64(197.0636724600978),np.float64(704.3057042370467),np.float64(2.842170943040401e-14)
13,np.float64(1480.2466133013559),np.float64(-78.12694091464846),np.float64(197.0636724601061),np.float64(704.447149704752),np.float64(5.684341886080802e-14)
14,np.float64(1480.2466133013545),np.float64(-78.12694091464596),np.float64(197.06367246010728),np.float64(704.5335069774125),np.float64(3.552713678800501e-15)
15,np.float64(1480.2466133013536),np.float64(-78.12694091463379),np.float64(197.0636724601112),np.float64(704.587258593704),np.float64(5.684341886080802e-14)
16,np.float64(1480.2466133013538),np.float64(-78.12694091461941),np.float64(197.0636724601164),np.float64(704.6188634002843),np.float64(5.684341886080802e-14)
17,np.float64(1480.2466133013572),np.float64(-78.12694091460298),np.float64(197.0636724601238),np.float64(704.6398608770038),np.float64(5.684341886080802e-14)
18,np.float64(1480.2466133013563),np.float64(-78.12694091460477),np.float64(197.06367246012414),np.float64(704.6560280581504),np.float64(5.684341886080802e-14)
19,np.float64(1480.246613301355),np.float64(-78.12694091459684),np.float64(197.06367246012536),np.float64(704.6680713718674),np.float64(2.842170943040401e-14)
20,np.float64(1480.2466133013525),np.float64(-78.12694091462004),np.float64(197.06367246011646),np.float64(704.6771450046573),np.float64(5.684341886080802e-14)
21,np.float64(1480.2466133013543),np.float64(-78.12694091462089),np.float64(197.0636724601169),np.float64(704.684051712442),np.float64(5.684341886080802e-14)
22,np.float64(1480.2466133013475),np.float64(-78.12694091462137),np.float64(197.06367246011632),np.float64(704.6890073282289),np.float64(5.684341886080802e-14)
23,np.float64(1480.2466133013463),np.float64(-78.12694091462113),np.float64(197.06367246011658),np.float64(704.6928313369848),np.float64(5.684341886080802e-14)
24,np.float64(1480.2466133013477),np.float64(-78.1269409146343),np.float64(197.06367246011152),np.float64(704.6959700365985),np.float64(5.684341886080802e-14)
25,np.float64(1480.2466133013436),np.float64(-78.12694091464482),np.float64(197.06367246010694),np.float64(704.6982770424119),np.float64(5.684341886080802e-14)
26,np.float64(1480.2466133013468),np.float64(-78.12694091463908),np.float64(197.06367246010785),np.float64(704.7000550439527),np.float64(5.684341886080802e-14)
27,np.float64(1480.2466133013463),np.float64(-78.12694091463197),np.float64(197.0636724601132),np.float64(704.7016521950771),np.float64(5.684341886080802e-14)
28,np.float64(1480.2466133013397),np.float64(-78.12694091464486),np.float64(197.0636724601082),np.float64(704.7029335651282),np.float64(5.684341886080802e-14)
29,np.float64(1480.246613301337),np.float64(-78.12694091465193),np.float64(197.06367246010694),np.float64(704.7039158283533),np.float64(5.684341886080802e-14)
30,np.float64(1480.2466133013343),np.float64(-78.12694091463385),np.float64(197.06367246011456),np.float64(704.704748709655),np.float64(5.684341886080802e-14)
31,np.float64(1480.2466133013277),np.float64(-78.12694091461285),np.float64(197.06367246012098),np.float64(704.7053873736936),np.float64(2.842170943040401e-14)
32,np.float64(1480.246613301332),np.float64(-78.12694091461333),np.float64(197.06367246011814),np.float64(704.7058606756133),np.float64(5.684341886080802e-14)
33,np.float64(1480.2466133013345),np.float64(-78.12694091460759),np.float64(197.063672460122),np.float64(704.7062690339759),np.float64(2.842170943040401e-14)
34,np.float64(1480.2466133013372),np.float64(-78.12694091460415),np.float64(197.06367246012383),np.float64(704.7066160970575),np.float64(3.552713678800501e-15)
35,np.float64(1480.2466133013368),np.float64(-78.12694091460963),np.float64(197.06367246012087),np.float64(704.7068715007126),np.float64(2.842170943040401e-14)
