step,residual
0,0.0023547205766190045
1,0.002354720576619455
2,0.0023547205766178444
3,0.002354720576615235
4,0.0023547205766131685
5,0.002354720576612743
6,0.0023547205766162502
7,0.002354720576613001
8,0.002354720576610013
9,0.0023547205766070605
10,0.0023547205766040577
11,0.0023547205766034723
12,0.0023547205766000566
13,0.0023547205765971713
14,0.0023547205765890042
15,0.0023547205765792134
16,0.0023547205765723487
17,0.0023547205765595677
18,0.0023547205765448893
19,0.002354720576526302
20,0.0023547205765012775
21,0.0023547205764679995
22,0.0023547205764293086
23,0.0023547205763775024
24,0.002354720576315619
25,0.0023547205762337185
26,0.0023547205761302076
27,0.002354720575999292
28,0.0023547205758361832
29,0.002354720575627319
30,0.0023547205753642803
31,0.0023547205750272826
32,0.002354720574604866
33,0.0023547205740703106
34,0.0023547205733981044
35,0.002354720572548404
36,0.002354720571470412
37,0.0023547205701086294
38,0.002354720568394557
39,0.0023547205662305996
40,0.0023547205634994366
41,0.002354720560054679
42,0.0023547205557023277
43,0.0023547205502168094
44,0.0023547205432966557
45,0.0023547205345727127
46,0.0023547205235756206
47,0.002354720509703387
48,0.002354720492218761
49,0.00235472047017937
50,0.0023547204423966933
51,0.002354720407388431
52,0.002354720363270753
53,0.0023547203076726953
54,0.0023547202376136794
55,0.0023547201493462977
56,0.0023547200381379974
57,0.002354719898036375
58,0.0023547197215383845
59,0.0023547194992024328
60,0.002354719219136254
61,0.0023547188663605987
62,0.0023547184220233924
63,0.002354717862372901
64,0.0023547171575094097
65,0.0023547162697774783
66,0.0023547151517675
67,0.002354713743792584
68,0.00235471197068944
69,0.0023547097378225196
70,0.0023547069260484196
71,0.002354703385360732
72,0.0023546989269126422
73,0.0023546933129610444
74,0.002354686244218102
75,0.002354677343940078
76,0.002354666137915777
77,0.002354652029299376
78,0.0023546342669651535
79,0.002354611905735926
80,0.002354583756433486
81,0.0023545483231634167
82,0.0023545037246526374
83,0.0023544475956481003
84,0.002354376963526629
85,0.002354288094037707
86,0.0023541762989258952
87,0.002354035696591736
88,0.0023538589152510294
89,0.002353636726452392
90,0.0023533575950046752
91,0.0023530071304457808
92,0.002352567425126852
93,0.0023520162663976606
94,0.002351326217160146
95,0.0023504635733091776
96,0.0023493872342898203
97,0.0023480475726074847
98,0.0023463854754040827
99,0.002344331879656453
100,0.0023418083728426052
101,0.002338729847443474
102,0.0023350108859751815
103,0.002330578683670922
104,0.0023253971596808912
105,0.0023195098893528596
106,0.0023131142439281253
107,0.0023066865156979896
108,0.002301188772209023
109,0.002298402965656356
110,0.002301453595524318
111,0.0023155851594154776
112,0.0023492227827880074
113,0.002415202253716967
114,0.0025317486404454336
115,0.002722397789034296
116,0.003014028187502509
117,0.003432995646608337
118,0.0040005233813015465
119,0.004728567293443142
120,0.005616432576150351
121,0.006648385468388256
122,0.007793988766225965
123,0.009014021898437403
124,0.01027314078680218
125,0.01155524002155738
126,0.012872226234458826
127,0.014258143157219757
128,0.015751123413600843
129,0.017378345653519738
130,0.019161553249106792
131,0.021145596829042972
132,0.023423998598133603
133,0.02611642473135764
134,0.02928256681620422
135,0.03283263304312171
136,0.036522890241092267
137,0.04004951783231113
138,0.04316980333825734
139,0.04577528931570681
140,0.04789006884055878
141,0.04961280044581549
142,0.05104046982554375
143,0.05220882859793065
144,0.053070288330544245
145,0.05351337946991798
146,0.05341221916395957
147,0.05268298654098997
148,0.05132221134191464
149,0.049411124537857114
150,0.04708705856697154
151,0.044497978614403515
152,0.04176186632756677
153,0.038946787552987
154,0.03607486262732269
155,0.03314228204194982
156,0.030143313415578084
157,0.027088216243139278
158,0.02400960694968348
159,0.020956966435293215
160,0.017983843324961814
161,0.015135352871333385
162,0.012442654933017664
163,0.009925898732378216
164,0.007601003969199996
165,0.005483671270649924
166,0.003588435443897603
167,0.0019324177655928789
168,0.0006681831675114047
169,0.0011186340406447338
170,0.0022028089009821744
171,0.0032098868274400196
172,0.004103407545463908
173,0.004872637059786356
174,0.005505977666475456
175,0.005992034596322355
176,0.006323672830860233
177,0.006502145679535723
178,0.006539783582622321
179,0.006459755708748427
180,0.006292292972127141
181,0.006068407881416163
182,0.005813510701441305
183,0.0055433912973526685
184,0.005263727239250133
185,0.004972606595016364
186,0.004664659334473894
187,0.004335407315719699
188,0.00398472173357854
189,0.003618484396450467
190,0.0032479281476707716
191,0.002886859784745827
192,0.0025477788323147684
193,0.0022383480711586283
194,0.001959508949102557
195,0.0017058655952321034
196,0.0014680987111673198
197,0.0012364621910386107
198,0.0010041158701075503
199,0.0007692530628073088
200,0.0005356539187372452
201,0.0003127987070108441
202,0.00012871891661359492
203,0.00014983355757418595
204,0.0002965049844647643
205,0.0004316393418064491
206,0.0005454254382612269
207,0.0006397255154262294
208,0.0007178763404267414
209,0.0007822459237183608
