step,residual
0,0.06666666666666686
1,0.06666666666666711
2,0.06666666666666775
3,0.06666666666666629
4,0.06666666666666586
5,0.0666666666666655
6,0.06666666666666667
7,0.06666666666666564
8,0.06666666666666556
9,0.06666666666666594
10,0.0666666666666665
11,0.06666666666666604
12,0.06666666666666675
13,0.06666666666666789
14,0.06666666666666993
15,0.06666666666667026
16,0.06666666666667072
17,0.06666666666667001
18,0.06666666666666915
19,0.06666666666666986
20,0.06666666666666933
21,0.06666666666666937
22,0.06666666666666847
23,0.06666666666666618
24,0.06666666666666579
25,0.06666666666666414
26,0.06666666666666302
27,0.06666666666666388
28,0.06666666666666483
29,0.0666666666666652
30,0.06666666666666599
31,0.06666666666666649
32,0.06666666666666612
33,0.06666666666666712
34,0.06666666666666726
35,0.06666666666666769
36,0.06666666666666733
37,0.06666666666666834
38,0.06666666666666717
39,0.06666666666666687
40,0.06666666666666572
41,0.06666666666666486
42,0.06666666666666451
43,0.06666666666666529
44,0.0666666666666657
45,0.06666666666666618
46,0.06666666666666625
47,0.06666666666666647
48,0.06666666666666794
49,0.06666666666666844
50,0.0666666666666678
51,0.06666666666666622
52,0.06666666666666599
53,0.06666666666666572
54,0.06666666666666596
55,0.06666666666666558
56,0.06666666666666513
57,0.06666666666666338
58,0.06666666666666368
59,0.06666666666666196
60,0.06666666666666107
61,0.0666666666666603
62,0.0666666666666594
63,0.06666666666665833
64,0.06666666666665763
65,0.06666666666665542
66,0.0666666666666543
67,0.06666666666665338
68,0.06666666666665201
69,0.06666666666664973
70,0.06666666666664801
71,0.0666666666666458
72,0.06666666666664368
73,0.06666666666664217
74,0.06666666666664035
75,0.06666666666663863
76,0.06666666666663713
77,0.06666666666663594
78,0.06666666666663483
79,0.06666666666663258
80,0.06666666666663058
81,0.06666666666662768
82,0.06666666666662441
83,0.06666666666662144
84,0.06666666666661702
85,0.06666666666661265
86,0.06666666666660613
87,0.06666666666660039
88,0.06666666666659347
89,0.06666666666658519
90,0.06666666666657842
91,0.06666666666657119
92,0.06666666666656132
93,0.06666666666655191
94,0.06666666666654211
95,0.06666666666653237
96,0.06666666666652007
97,0.06666666666650702
98,0.0666666666664923
99,0.06666666666647733
100,0.06666666666645941
101,0.0666666666664411
102,0.06666666666641981
103,0.06666666666639497
104,0.0666666666663686
105,0.06666666666633901
106,0.06666666666630738
107,0.06666666666627181
108,0.06666666666623353
109,0.06666666666619243
110,0.06666666666614661
111,0.06666666666609632
112,0.06666666666604378
113,0.06666666666598725
114,0.0666666666659256
115,0.06666666666586017
116,0.06666666666578829
117,0.06666666666570996
118,0.066666666665624
119,0.06666666666553032
120,0.06666666666542918
121,0.06666666666531719
122,0.06666666666519587
123,0.06666666666506076
124,0.0666666666649131
125,0.06666666666475032
126,0.06666666666457391
127,0.06666666666438066
128,0.06666666666417062
129,0.06666666666394122
130,0.06666666666369232
131,0.06666666666342114
132,0.06666666666312514
133,0.06666666666280248
134,0.06666666666245258
135,0.06666666666207088
136,0.06666666666165388
137,0.06666666666120076
138,0.06666666666070706
139,0.06666666666016634
140,0.06666666665957728
141,0.06666666665893332
142,0.06666666665823177
143,0.06666666665746546
144,0.06666666665662808
145,0.06666666665571357
146,0.06666666665471749
147,0.06666666665363083
148,0.06666666665244646
149,0.0666666666511548
150,0.06666666664974753
151,0.06666666664821304
152,0.06666666664654093
153,0.06666666664471813
154,0.06666666664273127
155,0.06666666664056546
156,0.0666666666382043
157,0.06666666663562858
158,0.06666666663282135
159,0.06666666662975941
160,0.06666666662641726
161,0.0666666666227736
162,0.06666666661879901
163,0.06666666661446347
164,0.06666666660973702
165,0.06666666660458245
166,0.06666666659896175
167,0.06666666659283249
168,0.06666666658614921
169,0.06666666657886405
170,0.06666666657091765
171,0.06666666656225519
172,0.06666666655281088
173,0.06666666654251442
174,0.06666666653128804
175,0.06666666651904671
176,0.06666666650569823
177,0.06666666649114407
178,0.06666666647527367
179,0.06666666645797015
180,0.06666666643910311
181,0.0666666664185299
182,0.06666666639609742
183,0.06666666637163843
184,0.06666666634496815
185,0.06666666631588965
186,0.06666666628418258
187,0.06666666624961336
188,0.06666666621192074
189,0.06666666617082441
190,0.06666666612601757
191,0.06666666607716369
192,0.06666666602389879
193,0.06666666596582392
194,0.06666666590250483
195,0.06666666583346798
196,0.06666666575819509
197,0.06666666567612418
198,0.0666666655866414
199,0.06666666548907597
200,0.06666666538269862
201,0.0666666652667135
202,0.06666666514025552
203,0.06666666500237668
204,0.06666666485204678
205,0.0666666646881415
206,0.06666666450943763
207,0.06666666431459586
208,0.0666666641021623
209,0.06666666387054858
210,0.06666666361802165
211,0.06666666334269476
212,0.06666666304250975
213,0.06666666271522231
214,0.066666662358383
215,0.06666666196932372
216,0.06666666154513726
217,0.06666666108265025
218,0.06666666057840595
219,0.06666666002863554
220,0.06666665942922712
221,0.06666665877570037
222,0.06666665806317183
223,0.06666665728631388
224,0.06666665643931968
225,0.0666666555158589
226,0.0666666545090281
227,0.06666665341130264
228,0.06666665221447554
229,0.06666665090960225
230,0.06666664948692962
231,0.06666664793582247
232,0.06666664624468624
233,0.06666664440087958
234,0.06666664239062133
235,0.06666664019888677
236,0.06666663780929162
237,0.06666663520397485
238,0.06666663236346464
239,0.06666662926652774
240,0.0666666258900185
241,0.06666662220869908
242,0.06666661819505763
243,0.06666661381909464
244,0.06666660904810438
245,0.06666660384643001
246,0.06666659817519528
247,0.06666659199201352
248,0.06666658525067379
249,0.06666657790079128
250,0.0666665698874364
251,0.06666656115071724
252,0.06666655162533834
253,0.06666654124011076
254,0.06666652991742049
