step,edge_index,i,j,a,b,a2,b2,ab,r2,theta,z2_re,z2_im,z2_phase_pi
5000,0,1,2,-0.19093589876779962,-0.027031856421488882,0.03645651743826742,0.0007307212615919898,0.005161351801199096,0.03718723869985941,-3.0009517768132654,0.035725796176675435,0.010322703602398191,0.08953476295905015
5000,1,1,3,0.05351680630523999,-0.1852651886964946,0.002864048557112575,0.034323190142747755,-0.00991480121857404,0.03718723869986033,-1.2895852891281596,-0.03145914158563518,-0.01982960243714808,-0.8209754932133506
5000,2,1,4,-0.05018574671376304,0.18619513830023032,0.0025186091732179775,0.034668629526641896,-0.009344342050069438,0.037187238699859876,1.8340729038258272,-0.032150020353423917,-0.018688684100138877,-0.832392925460853
5000,3,1,5,-0.04723083703870858,0.18696653907179048,0.0022307519673770465,0.034956486732483354,-0.008830586138591077,0.0371872386998604,1.818236079761987,-0.032725734765106304,-0.017661172277182155,-0.8424749607914004
5000,4,1,6,-0.05247621340588837,0.18556261942115349,0.0027537529734203386,0.034433485726439846,-0.009737623616900096,0.03718723869986018,1.846395109149388,-0.03167973275301951,-0.019475247233800192,-0.8245483659127012
5000,5,1,7,-0.1386466665166307,-0.13403111789314368,0.019222898136173807,0.017964340563685777,0.018582967705381908,0.037187238699859584,-2.373119623647891,0.0012585575724880305,0.037165935410763816,0.48922512539223934
5000,6,1,8,0.1776598024582944,0.07499488842807238,0.031563005409520194,0.005624233290339025,0.013323577063513168,0.03718723869985922,0.39943414575406816,0.025938772119181167,0.026647154127026337,0.2542876749457942
5000,7,1,9,-0.1876159007648549,-0.04458152621940065,0.03519972621980788,0.0019875124800511072,0.00836420319912485,0.03718723869985899,-2.9082980732910637,0.033212213739756774,0.0167284063982497,0.14851994260436766
5000,8,1,10,-0.13700612519388644,0.13570762822780708,0.018770678340642884,0.0184165603592167,-0.018592776302744335,0.037187238699859584,2.360955845779456,0.000354117981426185,-0.03718555260548867,-0.4969688268899724
5000,9,1,11,0.19078992085072413,0.02804362319019137,0.03640079389822558,0.0007864448016334392,0.005350440648824143,0.037187238699859015,0.14594187737659667,0.03561434909659214,0.010700881297648287,0.09290948475438644
5000,10,1,12,-0.017903324942916864,0.19200705626577566,0.00032052904401166915,0.03686670965584874,-0.0034375647196591033,0.03718723869986041,1.6637705583184663,-0.03654618061183707,-0.006875129439318207,-0.9408107658914142
