t,H,Q2_re,Q2_im,generator_norm
0,np.float64(504.410646654057),np.float64(-46.64805501988849),np.float64(63.781541758304954),np.float64(20.53437082069602)
1,np.float64(504.41064665405565),np.float64(-46.64805501988828),np.float64(63.78154175830491),np.float64(21.11505195421558)
2,np.float64(504.41064665405514),np.float64(-46.64805501988826),np.float64(63.781541758304904),np.float64(21.16900195030507)
3,np.float64(504.4106466540552),np.float64(-46.64805501988822),np.float64(63.78154175830489),np.float64(21.22398385898034)
4,np.float64(504.41064665405395),np.float64(-46.64805501988831),np.float64(63.781541758304755),np.float64(21.62575716188262)
5,np.float64(504.41064665405463),np.float64(-46.64805501988834),np.float64(63.781541758304584),np.float64(21.96385348077139)
6,np.float64(504.4106466540545),np.float64(-46.64805501988807),np.float64(63.7815417583049),np.float64(22.140392060270234)
7,np.float64(504.41064665405435),np.float64(-46.64805501988782),np.float64(63.78154175830485),np.float64(22.11448865905653)
8,np.float64(504.4106466540538),np.float64(-46.64805501988811),np.float64(63.78154175830459),np.float64(21.99426229497634)
9,np.float64(504.4106466540543),np.float64(-46.648055019888105),np.float64(63.78154175830496),np.float64(22.006722691498613)
10,np.float64(504.4106466540551),np.float64(-46.648055019888474),np.float64(63.781541758304996),np.float64(22.16111204084244)
11,np.float64(504.41064665405423),np.float64(-46.64805501988893),np.float64(63.781541758304634),np.float64(22.36542622158416)
12,np.float64(504.4106466540559),np.float64(-46.648055019889156),np.float64(63.78154175830484),np.float64(22.50417316282396)
13,np.float64(504.4106466540564),np.float64(-46.648055019889185),np.float64(63.7815417583053),np.float64(22.555128766325705)
14,np.float64(504.4106466540554),np.float64(-46.648055019889384),np.float64(63.78154175830522),np.float64(22.555739243013605)
15,np.float64(504.4106466540562),np.float64(-46.64805501988969),np.float64(63.781541758305195),np.float64(22.531656191333063)
16,np.float64(504.4106466540543),np.float64(-46.648055019889725),np.float64(63.78154175830484),np.float64(22.500383147904635)
17,np.float64(504.4106466540536),np.float64(-46.64805501988948),np.float64(63.78154175830463),np.float64(22.505059873015647)
18,np.float64(504.4106466540541),np.float64(-46.64805501988993),np.float64(63.781541758304556),np.float64(22.531215918543413)
19,np.float64(504.4106466540561),np.float64(-46.64805501988981),np.float64(63.78154175830482),np.float64(22.610127135476297)
20,np.float64(504.4106466540564),np.float64(-46.6480550198902),np.float64(63.781541758304094),np.float64(22.67379046155084)
21,np.float64(504.4106466540578),np.float64(-46.64805501989023),np.float64(63.781541758304044),np.float64(22.71571924808789)
22,np.float64(504.4106466540593),np.float64(-46.64805501989028),np.float64(63.781541758304186),np.float64(22.74379195998352)
23,np.float64(504.4106466540623),np.float64(-46.648055019890734),np.float64(63.78154175830459),np.float64(22.7496266548028)
24,np.float64(504.41064665406236),np.float64(-46.648055019890435),np.float64(63.78154175830481),np.float64(22.735082837552387)
25,np.float64(504.41064665406276),np.float64(-46.64805501989076),np.float64(63.78154175830467),np.float64(22.715015615328905)
26,np.float64(504.410646654064),np.float64(-46.648055019890904),np.float64(63.78154175830442),np.float64(22.706789607416276)
27,np.float64(504.4106466540633),np.float64(-46.64805501989075),np.float64(63.781541758304286),np.float64(22.727436834657272)
28,np.float64(504.41064665406384),np.float64(-46.648055019890634),np.float64(63.78154175830443),np.float64(22.75944689444171)
29,np.float64(504.41064665406424),np.float64(-46.6480550198906),np.float64(63.781541758304485),np.float64(22.781115886223773)
30,np.float64(504.4106466540633),np.float64(-46.64805501989059),np.float64(63.78154175830432),np.float64(22.787633638829742)
31,np.float64(504.4106466540618),np.float64(-46.64805501989035),np.float64(63.78154175830393),np.float64(22.791883895507507)
32,np.float64(504.41064665406327),np.float64(-46.64805501989038),np.float64(63.78154175830407),np.float64(22.795761240892283)
33,np.float64(504.4106466540627),np.float64(-46.648055019890606),np.float64(63.781541758304144),np.float64(22.79871417023608)
34,np.float64(504.41064665406213),np.float64(-46.64805501989039),np.float64(63.781541758304),np.float64(22.805877513686358)
35,np.float64(504.41064665406077),np.float64(-46.64805501989028),np.float64(63.78154175830382),np.float64(22.824494921677584)
36,np.float64(504.41064665406066),np.float64(-46.64805501989052),np.float64(63.78154175830384),np.float64(22.844088268565056)
37,np.float64(504.4106466540619),np.float64(-46.64805501989071),np.float64(63.78154175830346),np.float64(22.850709745819906)
38,np.float64(504.41064665406185),np.float64(-46.64805501989107),np.float64(63.78154175830328),np.float64(22.84035890710902)
