candidate,fit_valid,loglog_slope,power_candidate_alpha,case_count,protocol,tau_mode,readout_mode,candidate_kind,alpha_near_positive_2,loglog_intercept,log_rmse,min_value,max_value
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_independent_slow,readout_off,native,False,,,,
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,6,Protocol_B,tau_independent_slow,readout_off,native,False,0.0,1.4541025714432712e-15,0.0012184696791468347,1.0966227112321512
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_off,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-9.4656844033936e-17,9.4656844033936e-17,6,Protocol_B,tau_independent_slow,readout_off,native,False,-0.0002677600253883796,6.734815340628927e-17,0.9997322758191278,0.9997322758191283
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_off,area,False,0.980650774209925,2.541594690882391e-15,0.003248672606784792,2.9238053461063123
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_off,constructed_reciprocal_control,True,-0.980650774209925,2.6657442655174105e-15,0.34202003267136755,307.81802940423074
derived_f_AB_over_A,True,-1.000000000000002,1.000000000000002,6,Protocol_B,tau_independent_slow,readout_off,derived_ratio,False,-6.4339500106096,2.538181250286301e-15,0.0015337069852780982,0.04601120955834294
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_independent_slow,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_independent_slow,readout_off,derived_ratio,False,,,,
derived_envelope_over_A,True,-9.554323143494377e-17,9.554323143494377e-17,6,Protocol_B,tau_independent_slow,readout_off,derived_ratio,False,-0.980650774209925,3.172726562857876e-16,0.37506693552378395,0.375066935523784
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_B,tau_independent_slow,readout_strong,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.9999999999999973,-1.9999999999999973,6,Protocol_B,tau_independent_slow,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_closure_relaxation,True,1.9999999999999973,-1.9999999999999973,6,Protocol_B,tau_independent_slow,readout_strong,native,False,-8.294049640102033,3.3232593448441795e-15,3.046174197867086e-07,0.00027415567780803766
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_strong,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,8.695926923571054e-17,-8.695926923571054e-17,6,Protocol_B,tau_independent_slow,readout_strong,native,False,0.00765680866123467,1.3109888854079074e-16,1.0076861969796984,1.0076861969796989
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_strong,area,False,0.9422770686043728,2.6624398167883086e-15,0.0031263705987174773,2.813733538845729
inv_A_chi_tau_constructed_control,True,-2.0,2.0,6,Protocol_B,tau_independent_slow,readout_strong,constructed_reciprocal_control,True,-0.9422770686043722,5.83197417843037e-16,0.3553996802448563,319.85971222037057
derived_f_AB_over_A,True,-1.0000000000000007,1.0000000000000007,6,Protocol_B,tau_independent_slow,readout_strong,derived_ratio,False,-6.395576305004045,1.2161883888976235e-15,0.0015937048128431754,0.047811144385295254
derived_Q_raw_over_A,True,-1.1465187772193252e-15,1.1465187772193252e-15,6,Protocol_B,tau_independent_slow,readout_strong,derived_ratio,False,-9.236326708706404,2.2932668186396043e-15,9.743484023028842e-05,9.743484023028847e-05
derived_closure_relaxation_over_A,True,-1.1465187772193252e-15,1.1465187772193252e-15,6,Protocol_B,tau_independent_slow,readout_strong,derived_ratio,False,-9.236326708706404,2.2932668186396043e-15,9.743484023028842e-05,9.743484023028847e-05
derived_envelope_over_A,True,4.7771615717471887e-17,-4.7771615717471887e-17,6,Protocol_B,tau_independent_slow,readout_strong,derived_ratio,False,-0.942277068604373,3.654191330661934e-16,0.3897393609211537,0.38973936092115385
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_B,tau_independent_slow,readout_weak,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,1.999999999999999,-1.999999999999999,6,Protocol_B,tau_independent_slow,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_closure_relaxation,True,1.999999999999999,-1.999999999999999,6,Protocol_B,tau_independent_slow,readout_weak,native,False,-11.289781913656025,5.329070518200751e-15,1.523087098933543e-08,1.3707783890401884e-05
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_B,tau_independent_slow,readout_weak,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,5.831496059261705e-21,-5.831496059261705e-21,6,Protocol_B,tau_independent_slow,readout_weak,native,False,0.00012934550111472627,4.6947331210536226e-20,1.0001293538666047,1.0001293538666047
max_abs_A_chi_tau,True,2.000000000000001,-2.000000000000001,6,Protocol_B,tau_independent_slow,readout_weak,area,False,0.9787308399328795,1.2761264249670717e-15,0.003242441352605481,2.918197217344932
inv_A_chi_tau_constructed_control,True,-2.000000000000001,2.000000000000001,6,Protocol_B,tau_independent_slow,readout_weak,constructed_reciprocal_control,True,-0.9787308399328791,1.300021080252167e-15,0.3426773194273112,308.40958748458
derived_f_AB_over_A,True,-1.000000000000002,1.000000000000002,6,Protocol_B,tau_independent_slow,readout_weak,derived_ratio,False,-6.432030076332554,2.4725840765205216e-15,0.001536654430435178,0.046099632913055334
derived_Q_raw_over_A,True,-3.821729257397751e-16,3.821729257397751e-16,6,Protocol_B,tau_independent_slow,readout_weak,derived_ratio,False,-12.268512753588903,4.810397061208462e-15,4.6973466388517965e-06,4.6973466388518e-06
derived_closure_relaxation_over_A,True,-3.821729257397751e-16,3.821729257397751e-16,6,Protocol_B,tau_independent_slow,readout_weak,derived_ratio,False,-12.268512753588903,4.810397061208462e-15,4.6973466388517965e-06,4.6973466388518e-06
derived_envelope_over_A,True,4.7771615717471887e-17,-4.7771615717471887e-17,6,Protocol_B,tau_independent_slow,readout_weak,derived_ratio,False,-0.9787308399328792,4.486912934894983e-16,0.37578773110814373,0.375787731108144
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_normal,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_off,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_strong,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_0deg,readout_weak,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_normal,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_off,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_strong,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_B,tau_locked_90deg,readout_weak,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_normal,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_off,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_strong,derived_ratio,False,,,,
native_max_f_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,native,False,,,,
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,native,False,,,,
native_max_envelope_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,native,False,,,,
native_max_V_AB,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,native,False,,,,
native_max_epsilon_c,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,native,False,,,,
max_abs_A_chi_tau,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,area,False,,,,
inv_A_chi_tau_constructed_control,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,constructed_reciprocal_control,False,,,,
derived_f_AB_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,derived_ratio,False,,,,
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,derived_ratio,False,,,,
derived_envelope_over_A,False,0.0,0.0,0,Protocol_F,tau_disabled_control,readout_weak,derived_ratio,False,,,,
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_c1,readout_normal,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_c1,readout_normal,native,False,-9.680344001221922,4.643511395058807e-15,7.615435494667714e-08,6.853891945200942e-05
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_c1,readout_normal,native,False,-9.680344001221922,4.643511395058807e-15,7.615435494667714e-08,6.853891945200942e-05
native_max_envelope_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_normal,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_normal,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-3.7835119648237735e-14,3.7835119648237735e-14,6,Protocol_F,tau_independent_c1,readout_normal,native,False,-7.175895488671319,9.957638109189333e-14,0.0007648005411386993,0.0007648005411389214
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_normal,area,False,1.1392195565683259,2.747498246530939e-15,0.003806900216747841,3.4262101950730557
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_normal,constructed_reciprocal_control,True,-1.1392195565683259,2.7437571616217154e-15,0.29186767392088664,262.6809065287979
derived_f_AB_over_A,True,-1.000000000000001,1.000000000000001,6,Protocol_F,tau_independent_c1,readout_normal,derived_ratio,False,-6.592518792967999,1.3198741729282636e-15,0.0013088107347777834,0.03926432204333349
derived_Q_raw_over_A,True,-1.1465187772193252e-15,1.1465187772193252e-15,6,Protocol_F,tau_independent_c1,readout_normal,derived_ratio,False,-10.819563557790252,6.363557165716772e-15,2.0004294993508997e-05,2.0004294993509004e-05
derived_closure_relaxation_over_A,True,-1.1465187772193252e-15,1.1465187772193252e-15,6,Protocol_F,tau_independent_c1,readout_normal,derived_ratio,False,-10.819563557790252,6.363557165716772e-15,2.0004294993508997e-05,2.0004294993509004e-05
derived_envelope_over_A,True,-9.554323143494377e-17,9.554323143494377e-17,6,Protocol_F,tau_independent_c1,readout_normal,derived_ratio,False,-1.139219556568326,4.532466518368395e-16,0.32006871989614394,0.32006871989614405
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,6,Protocol_F,tau_independent_c1,readout_off,native,False,-5.4532992363996735,2.4592546852033086e-15,0.00014947535609722328,0.004484260682916698
native_max_Q_raw,False,0.0,0.0,0,Protocol_F,tau_independent_c1,readout_off,native,False,,,,
native_max_closure_relaxation,False,0.0,0.0,0,Protocol_F,tau_independent_c1,readout_off,native,False,,,,
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,6,Protocol_F,tau_independent_c1,readout_off,native,False,0.0,1.4541025714432712e-15,0.0012184696791468347,1.0966227112321512
native_max_V_AB,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_off,native,False,3.625973214694716e-16,2.4688684621353058e-15,0.0012184696791468343,1.0966227112321507
native_max_epsilon_c,True,-0.011291564598436962,0.011291564598436962,6,Protocol_F,tau_independent_c1,readout_off,native,False,-33.74994690512192,0.012683962617493227,2.220446049250313e-15,2.3314683517128287e-15
max_abs_A_chi_tau,True,2.0000000000000013,-2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_off,area,False,1.144015836799954,2.425001957152197e-15,0.0038252030346360663,3.4426827311724595
inv_A_chi_tau_constructed_control,True,-2.0000000000000013,2.0000000000000013,6,Protocol_F,tau_independent_c1,readout_off,constructed_reciprocal_control,True,-1.144015836799954,2.417976370819439e-15,0.2904711465117886,261.4240318606097
derived_f_AB_over_A,True,-1.0000000000000013,1.0000000000000013,6,Protocol_F,tau_independent_c1,readout_off,derived_ratio,False,-6.5973150731996295,2.814512081444016e-15,0.0013025483418245495,0.03907645025473649
derived_Q_raw_over_A,False,0.0,0.0,0,Protocol_F,tau_independent_c1,readout_off,derived_ratio,False,,,,
derived_closure_relaxation_over_A,False,0.0,0.0,0,Protocol_F,tau_independent_c1,readout_off,derived_ratio,False,,,,
