step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,1.8566463710813797e-32,1.0957598686231712e-32,0.6716640667945246,0.08571894622631963
25,6.049634322892474e-29,3.5703872391218246e-29,0.671664066794525,0.08571894622632004
50,1.853700146580197e-28,1.094021059002395e-28,0.6716640667945267,0.0857189462263206
75,3.8670155461970564e-28,2.2822442188581365e-28,0.6716640667945283,0.08571894622632126
100,7.810397547333101e-28,4.609558569505867e-28,0.6716640667945281,0.08571894622632036
125,1.3853272005643657e-27,8.175956256044231e-28,0.671664066794526,0.0857189462263203
150,1.8882612931697658e-27,1.1144184367886212e-27,0.6716640667945254,0.08571894622632169
200,5.1562721258479514e-27,3.0431406622215685e-27,0.6716640667945274,0.08571894622632281
300,2.971720469368161e-26,1.7538568904764592e-26,0.6716640667945271,0.08571894622632313
500,2.251634323932564e-25,1.328874776267672e-25,0.6716640667945137,0.08571894622633223
750,1.0248849636076646e-24,6.048689888220784e-25,0.6716640667943556,0.08571894622636912
1000,8.773410186419843e-24,5.177911606099038e-24,0.6716640667940904,0.08571894622641375
1500,1.2147566101137546e-21,7.169278782642638e-22,0.6716640667996675,0.08571894622573827
2000,1.9848940256911147e-19,1.1714493673631495e-19,0.6716640667292465,0.08571894623237478
3000,4.647370860873969e-15,2.7427961313833148e-15,0.6716640574609506,0.08571894683169932
4000,8.978063001682741e-11,5.2986940800529526e-11,0.6716628382081105,0.08571900943870933
5000,1.5489502874646485e-06,9.141630791571107e-07,0.6715107180696045,0.08572549369533422
7500,1.5642687346888458,0.9232037559275593,0.5838552655770942,0.11376066419259268
10000,1.5790357932664016,0.931919012865417,0.3074764122066594,0.13933778289723125
15000,1.5767783969961777,0.9305867374901917,0.2005777938032555,0.1770922292368528
20000,1.6174082481696312,0.9545657574465845,0.13362447256686666,0.2086633898816792
25000,1.6445760922506187,0.9705997387823043,0.12412997427518424,0.21643033703738135
30000,1.645540904830956,0.9711691541122255,0.12035909258148043,0.21920884295656134
35000,1.6353308051863638,0.9651433337838115,0.11930163757939623,0.2203512024143569
40000,1.6555398414290354,0.9770703497423183,0.12178760396611774,0.22088063432505464
