t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(76.23618079528839),np.float64(76.23618079528839),np.float64(-1.2026482016831404e-13),np.float64(1.2443125512307398e-14),np.float64(3.944304526105059e-31)
1,np.float64(76.2361807952884),np.float64(76.2361807952884),np.float64(-1.113486940217835e-13),np.float64(4.8015437474567495e-14),np.float64(3.1554436208840472e-30)
2,np.float64(76.23618079528842),np.float64(76.23618079528842),np.float64(-1.021149699922889e-13),np.float64(3.7238320375848134e-14),np.float64(1.5777218104420236e-30)
3,np.float64(76.23618079528849),np.float64(76.23618079528849),np.float64(-1.021000396391834e-13),np.float64(4.654276507672366e-14),np.float64(1.5777218104420236e-30)
4,np.float64(76.23618079528845),np.float64(76.23618079528845),np.float64(-1.015164890212195e-13),np.float64(6.381418246866253e-14),np.float64(3.1554436208840472e-30)
5,np.float64(76.23618079528829),np.float64(76.23618079528829),np.float64(-9.722328458194941e-14),np.float64(6.306856929214493e-14),np.float64(6.310887241768095e-30)
6,np.float64(76.23618079528835),np.float64(76.23618079528836),np.float64(-9.719974589125676e-14),np.float64(7.407119489418717e-14),np.float64(6.310887241768095e-30)
7,np.float64(76.23618079528812),np.float64(76.23618079528812),np.float64(-7.738581663781667e-14),np.float64(5.982378377337852e-14),np.float64(3.1554436208840472e-30)
8,np.float64(76.236180795288),np.float64(76.236180795288),np.float64(-6.218754927674443e-14),np.float64(7.003193221556446e-14),np.float64(3.1554436208840472e-30)
9,np.float64(76.23618079528812),np.float64(76.23618079528812),np.float64(-6.295574607341583e-14),np.float64(8.933910020780791e-14),np.float64(3.1554436208840472e-30)
10,np.float64(76.23618079528799),np.float64(76.23618079528799),np.float64(-6.01808511251043e-14),np.float64(7.661975247340449e-14),np.float64(3.1554436208840472e-30)
11,np.float64(76.23618079528781),np.float64(76.23618079528781),np.float64(-5.772445552416192e-14),np.float64(8.520891570902141e-14),np.float64(3.1554436208840472e-30)
12,np.float64(76.23618079528784),np.float64(76.23618079528782),np.float64(-5.227025822581736e-14),np.float64(9.674697354745791e-14),np.float64(3.1554436208840472e-30)
13,np.float64(76.23618079528795),np.float64(76.23618079528795),np.float64(-5.3601965133382356e-14),np.float64(1.1164007284526035e-13),np.float64(6.310887241768095e-30)
14,np.float64(76.23618079528795),np.float64(76.23618079528795),np.float64(-5.0013746531694926e-14),np.float64(1.283411466618857e-13),np.float64(6.310887241768095e-30)
15,np.float64(76.23618079528805),np.float64(76.23618079528805),np.float64(-4.0108299594036555e-14),np.float64(1.1946290127081212e-13),np.float64(3.1554436208840472e-30)
16,np.float64(76.23618079528809),np.float64(76.23618079528809),np.float64(-3.203911546664859e-14),np.float64(1.2828579351626468e-13),np.float64(3.1554436208840472e-30)
17,np.float64(76.23618079528809),np.float64(76.23618079528808),np.float64(-2.881799301493171e-14),np.float64(1.4036939529658578e-13),np.float64(6.310887241768095e-30)
