edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,108.0,-0.09516158936250994,0.29287725695242867,0.30794937202400313
1,0,2,36.0,0.16414710448251466,0.1192598522554863,0.20289697945014853
2,0,3,144.0,-0.16414710448251463,0.11925985225548631,0.20289697945014853
3,0,4,72.0,0.09516158936250997,0.29287725695242867,0.30794937202400313
4,0,5,0.0,0.3577708763999294,0.0,0.3577708763999294
5,1,2,144.0,-0.16414710448251463,0.11925985225548631,0.20289697945014853
6,1,3,72.0,0.09516158936250997,0.29287725695242867,0.30794937202400313
7,1,4,0.0,0.3577708763999294,0.0,0.3577708763999294
8,1,5,36.0,0.16414710448251466,0.1192598522554863,0.20289697945014853
9,2,3,0.0,0.3577708763999294,0.0,0.3577708763999294
10,2,4,108.0,-0.09516158936250994,0.29287725695242867,0.30794937202400313
11,2,5,72.0,0.09516158936250997,0.29287725695242867,0.30794937202400313
12,3,4,36.0,0.16414710448251466,0.1192598522554863,0.20289697945014853
13,3,5,108.0,-0.09516158936250994,0.29287725695242867,0.30794937202400313
14,4,5,144.0,-0.16414710448251463,0.11925985225548631,0.20289697945014853
