E_A,E_B,E_tau_R_total,K_R_phase_total,P_R_total,R_A,R_B,R_total,case,p_A,p_B,stage
0.999999999999998,0.999999999999998,1.9999999999999958,1.9999999999999911,3.3306690738754696e-16,0.9999999999999999,0.9999999999999999,1.9999999999999998,A_1.00_B_1.00,0.999999999999998,-0.9999999999999977,initial
0.999999999999998,0.999999999999998,1.9999999999999958,1.9999999999999911,3.3306690738754696e-16,0.9999999999999999,0.9999999999999999,1.9999999999999998,A_1.00_B_1.00,0.999999999999998,-0.9999999999999977,collision_cell
0.999999999999998,0.999999999999998,1.9999999999999958,1.9999999999999911,3.3306690738754696e-16,0.9999999999999999,0.9999999999999999,1.9999999999999998,A_1.00_B_1.00,-0.9999999999999977,0.999999999999998,collision_map
0.999999999999998,0.999999999999998,1.9999999999999958,1.9999999999999911,3.3306690738754696e-16,0.9999999999999999,0.9999999999999999,1.9999999999999998,A_1.00_B_1.00,-0.9999999999999977,0.999999999999998,final
0.999999999999998,0.9999999999999993,2.209999999999997,2.2099999999999915,-0.20999999999999985,0.9999999999999999,1.21,2.21,A_1.00_B_1.10,0.999999999999998,-0.9999999999999982,initial
0.999999999999998,0.9999999999999993,2.209999999999997,2.2099999999999915,-0.20999999999999985,0.9999999999999999,1.21,2.21,A_1.00_B_1.10,0.999999999999998,-0.9999999999999982,collision_cell
0.999999999999998,0.9999999999999993,2.209999999999997,2.210000000000006,-0.20999999999998764,0.9999999999999999,1.21,2.21,A_1.00_B_1.10,-1.190045248868775,0.8099547511312291,collision_map
0.999999999999998,0.9999999999999993,2.209999999999997,2.210000000000006,-0.20999999999998764,0.9999999999999999,1.21,2.21,A_1.00_B_1.10,-1.190045248868775,0.8099547511312291,final
0.999999999999998,0.999999999999998,2.562499999999995,2.5624999999999845,-0.5624999999999966,0.9999999999999999,1.5625000000000004,2.5625000000000004,A_1.00_B_1.25,0.999999999999998,-0.9999999999999962,initial
0.999999999999998,0.999999999999998,2.562499999999995,2.5624999999999845,-0.5624999999999966,0.9999999999999999,1.5625000000000004,2.5625000000000004,A_1.00_B_1.25,0.999999999999998,-0.9999999999999962,collision_cell
0.999999999999998,0.999999999999998,2.5624999999999947,2.562500000000003,-0.5625000000000033,0.9999999999999999,1.5625,2.5625,A_1.00_B_1.25,-1.4390243902439044,0.5609756097560965,collision_map
0.999999999999998,0.999999999999998,2.5624999999999947,2.562500000000003,-0.5625000000000033,0.9999999999999999,1.5625,2.5625,A_1.00_B_1.25,-1.4390243902439044,0.5609756097560965,final
0.999999999999998,1.000000000000004,3.250000000000006,3.2499999999999956,-1.2500000000000018,0.9999999999999999,2.2499999999999996,3.2499999999999996,A_1.00_B_1.50,0.999999999999998,-1.0,initial
0.999999999999998,1.000000000000004,3.250000000000006,3.2499999999999956,-1.2500000000000018,0.9999999999999999,2.2499999999999996,3.2499999999999996,A_1.00_B_1.50,0.999999999999998,-1.0,collision_cell
0.999999999999998,1.000000000000004,3.250000000000006,3.249999999999997,-1.2499999999999962,1.0,2.2499999999999996,3.2499999999999996,A_1.00_B_1.50,-1.769230769230768,0.23076923076923198,collision_map
0.999999999999998,1.000000000000004,3.250000000000006,3.249999999999997,-1.2499999999999962,1.0,2.2499999999999996,3.2499999999999996,A_1.00_B_1.50,-1.769230769230768,0.23076923076923198,final
0.999999999999998,0.999999999999998,4.999999999999989,4.999999999999977,-2.9999999999999925,0.9999999999999999,3.9999999999999996,4.999999999999999,A_1.00_B_2.00,0.999999999999998,-0.9999999999999977,initial
0.999999999999998,0.999999999999998,4.999999999999989,4.999999999999977,-2.9999999999999925,0.9999999999999999,3.9999999999999996,4.999999999999999,A_1.00_B_2.00,0.999999999999998,-0.9999999999999977,collision_cell
0.999999999999998,0.999999999999998,4.999999999999989,5.000000000000001,-2.9999999999999796,0.9999999999999999,3.9999999999999996,4.999999999999999,A_1.00_B_2.00,-2.2000000000000024,-0.1999999999999944,collision_map
0.999999999999998,0.999999999999998,4.999999999999989,5.000000000000001,-2.9999999999999796,0.9999999999999999,3.9999999999999996,4.999999999999999,A_1.00_B_2.00,-2.2000000000000024,-0.1999999999999944,final
0.999999999999998,1.000000000000004,10.000000000000032,9.999999999999995,-8.0,0.9999999999999999,8.999999999999998,9.999999999999998,A_1.00_B_3.00,0.999999999999998,-1.0,initial
0.999999999999998,1.000000000000004,10.000000000000032,9.999999999999995,-8.0,0.9999999999999999,8.999999999999998,9.999999999999998,A_1.00_B_3.00,0.999999999999998,-1.0,collision_cell
0.999999999999998,1.000000000000004,10.000000000000032,10.00000000000012,-8.00000000000005,0.9999999999999999,8.999999999999998,9.999999999999998,A_1.00_B_3.00,-2.600000000000015,-0.6000000000000041,collision_map
0.9999999999999979,1.000000000000004,10.000000000000036,9.999999999998586,-7.999999999999762,1.0000000000000047,8.999999999999998,10.000000000000004,A_1.00_B_3.00,-2.5999999999997137,-0.6000000000000041,final
1.000000000000004,0.999999999999998,3.250000000000006,3.2500000000000124,1.2500000000000109,2.2499999999999996,0.9999999999999999,3.2499999999999996,A_1.50_B_1.00,1.000000000000004,-0.9999999999999977,initial
1.000000000000004,0.999999999999998,3.250000000000006,3.2500000000000124,1.2500000000000109,2.2499999999999996,0.9999999999999999,3.2499999999999996,A_1.50_B_1.00,1.000000000000004,-0.9999999999999977,collision_cell
1.000000000000004,0.999999999999998,3.250000000000006,3.249999999999998,1.2500000000000004,2.2499999999999996,1.0,3.2499999999999996,A_1.50_B_1.00,-0.2307692307692304,1.7692307692307687,collision_map
1.000000000000004,0.999999999999998,3.250000000000006,3.249999999999998,1.2500000000000004,2.2499999999999996,1.0,3.2499999999999996,A_1.50_B_1.00,-0.2307692307692304,1.7692307692307687,final
0.999999999999998,0.999999999999998,4.999999999999989,4.999999999999979,2.999999999999994,3.9999999999999996,0.9999999999999999,4.999999999999999,A_2.00_B_1.00,0.999999999999998,-0.9999999999999977,initial
0.999999999999998,0.999999999999998,4.999999999999989,4.999999999999979,2.999999999999994,3.9999999999999996,0.9999999999999999,4.999999999999999,A_2.00_B_1.00,0.999999999999998,-0.9999999999999977,collision_cell
0.999999999999998,0.999999999999998,4.999999999999989,4.999999999999985,2.999999999999984,3.9999999999999996,0.9999999999999999,4.999999999999999,A_2.00_B_1.00,0.19999999999999662,2.199999999999998,collision_map
0.999999999999998,0.999999999999998,4.999999999999989,4.999999999999985,2.999999999999984,3.9999999999999996,0.9999999999999999,4.999999999999999,A_2.00_B_1.00,0.19999999999999662,2.199999999999998,final
