t,H,Q2_re,Q2_im,generator_norm
0,np.float64(944.3855946509982),np.float64(-61.62803654632481),np.float64(102.25575545922806),np.float64(27.759867179553396)
1,np.float64(944.3855946509975),np.float64(-61.628036546325426),np.float64(102.25575545922743),np.float64(28.248524825334545)
2,np.float64(944.3855946509971),np.float64(-61.628036546325504),np.float64(102.25575545922675),np.float64(28.578976768042917)
3,np.float64(944.3855946509991),np.float64(-61.6280365463256),np.float64(102.25575545922756),np.float64(28.435477081470523)
4,np.float64(944.3855946509977),np.float64(-61.628036546325944),np.float64(102.2557554592272),np.float64(28.378243029012832)
5,np.float64(944.385594650997),np.float64(-61.62803654632574),np.float64(102.25575545922737),np.float64(28.83414619086944)
6,np.float64(944.3855946509983),np.float64(-61.62803654632538),np.float64(102.25575545922752),np.float64(29.39811688948232)
7,np.float64(944.3855946509954),np.float64(-61.62803654632489),np.float64(102.25575545922749),np.float64(29.772391922673485)
8,np.float64(944.3855946509962),np.float64(-61.628036546324935),np.float64(102.25575545922756),np.float64(29.92439747204792)
9,np.float64(944.3855946509955),np.float64(-61.62803654632487),np.float64(102.25575545922695),np.float64(30.038935345168497)
10,np.float64(944.3855946510001),np.float64(-61.628036546324644),np.float64(102.25575545922798),np.float64(30.10811114561758)
11,np.float64(944.3855946510009),np.float64(-61.62803654632461),np.float64(102.25575545922851),np.float64(30.11906116110731)
12,np.float64(944.3855946510012),np.float64(-61.62803654632427),np.float64(102.25575545922831),np.float64(30.12224806016335)
13,np.float64(944.3855946509999),np.float64(-61.62803654632424),np.float64(102.25575545922844),np.float64(30.116256848938097)
14,np.float64(944.3855946509998),np.float64(-61.62803654632412),np.float64(102.2557554592289),np.float64(30.13331790605209)
15,np.float64(944.3855946509999),np.float64(-61.62803654632481),np.float64(102.25575545922841),np.float64(30.187752687059174)
16,np.float64(944.385594650999),np.float64(-61.62803654632552),np.float64(102.25575545922833),np.float64(30.25323795022202)
17,np.float64(944.3855946509966),np.float64(-61.6280365463253),np.float64(102.25575545922837),np.float64(30.32839986480396)
18,np.float64(944.385594650998),np.float64(-61.62803654632483),np.float64(102.25575545922872),np.float64(30.385646909173037)
19,np.float64(944.3855946510006),np.float64(-61.62803654632491),np.float64(102.25575545922908),np.float64(30.434706727482396)
20,np.float64(944.3855946510008),np.float64(-61.62803654632482),np.float64(102.25575545922925),np.float64(30.474015669569514)
21,np.float64(944.3855946510012),np.float64(-61.62803654632467),np.float64(102.25575545922939),np.float64(30.51970928504394)
22,np.float64(944.3855946509985),np.float64(-61.628036546324466),np.float64(102.25575545922922),np.float64(30.561649757795717)
23,np.float64(944.385594651002),np.float64(-61.62803654632508),np.float64(102.25575545922943),np.float64(30.586142720719717)
24,np.float64(944.3855946510039),np.float64(-61.62803654632479),np.float64(102.25575545922933),np.float64(30.582104557399123)
25,np.float64(944.3855946510057),np.float64(-61.628036546324644),np.float64(102.25575545922979),np.float64(30.55412118808916)
26,np.float64(944.3855946510024),np.float64(-61.62803654632488),np.float64(102.25575545922986),np.float64(30.52037787501466)
27,np.float64(944.3855946510025),np.float64(-61.62803654632462),np.float64(102.25575545923033),np.float64(30.503424423608127)
28,np.float64(944.3855946510066),np.float64(-61.62803654632494),np.float64(102.25575545923105),np.float64(30.51772743456208)
