seed,parent_residual,cluster_sse,family_A_modulus,family_B_modulus,relative_phase_rad,relative_phase_mod_pi_rad,groups,opposite_pairing
0,0.4868999851906627,0.04687440843659497,0.12264019977463267,0.05124076045380584,-0.3498692157201386,-0.3498692157201386,"[(0, 1, 8), (2, 6, 9), (3, 4), (5, 7)]","((0, 2), (1, 3))"
1,0.48689998519065697,0.046874407654261555,0.05124076055698013,0.12264019999241965,0.3498692409526307,0.3498692409526307,"[(0, 5, 7), (1, 6, 8), (2, 4), (3, 9)]","((0, 3), (1, 2))"
2,0.4868999851906655,0.04687440462953364,0.1226402065929201,0.051240755417854056,-0.34986936713204786,-0.34986936713204786,"[(0, 3, 5), (4, 8, 9), (1, 6), (2, 7)]","((0, 2), (1, 3))"
3,0.4868999851906634,0.04687440721992411,0.05124075900314182,0.12264020170404293,0.3498692565877115,0.3498692565877115,"[(0, 1, 8), (2, 6, 9), (3, 5), (4, 7)]","((0, 3), (1, 2))"
4,3.023724372934084e-12,2.338510538284462e-22,0.10000000000027073,0.09999999999974549,3.1415926533717187,-2.1807444738897175e-10,"[(0, 1, 7), (3, 5, 8), (2, 4), (6, 9)]","((0, 2), (1, 3))"
5,0.4868999851906613,0.046874406976859836,0.12264020392325559,0.051240757268089354,-0.3498692984512193,-0.3498692984512193,"[(0, 3, 4), (2, 7, 8), (5, 9), (1, 6)]","((0, 3), (1, 2))"
6,1.079626496132668e-11,3.9963643581629427e-23,0.09999999999964053,0.09999999999983944,7.969758186732179e-11,7.969758186732179e-11,"[(0, 7, 8), (1, 4, 5), (2, 6), (3, 9)]","((0, 1), (2, 3))"
7,7.833541301768204e-12,1.489976998747708e-22,0.09999999999994122,0.09999999999965355,-1.5447554346792458e-10,-1.5447554346792458e-10,"[(0, 5, 8), (2, 4, 6), (1, 9), (3, 7)]","((0, 1), (2, 3))"
8,0.4868999851906608,0.04687440877442856,0.051240761100685144,0.12264019885983939,0.349869193172776,0.349869193172776,"[(2, 3, 5), (6, 7, 8), (1, 9), (0, 4)]","((0, 3), (1, 2))"
9,9.995929239920151e-14,8.763592643052419e-26,0.09999999999999482,0.10000000000001248,-3.141592653585346,4.447109347438527e-12,"[(0, 7, 9), (3, 4, 8), (1, 6), (2, 5)]","((0, 3), (1, 2))"
10,0.486899985190665,0.04687440484716961,0.12264020379642775,0.05124075732751005,-0.34986929298642355,-0.34986929298642355,"[(0, 1, 5), (6, 7, 8), (2, 4), (3, 9)]","((0, 2), (1, 3))"
11,0.48689998519066313,0.04687440016666317,0.051240753752755594,0.12264020849508142,0.3498693892805598,0.3498693892805598,"[(1, 4, 5), (2, 8, 9), (0, 6), (3, 7)]","((0, 2), (1, 3))"
12,0.5938343998510102,0.02795087294810716,0.13132618269457919,0.05366615806193224,-2.082343243705693,1.0592494098841003,"[(0, 4, 7), (6, 8, 9), (2, 3), (1, 5)]","((0, 3), (1, 2))"
13,0.5938343998510079,0.021139321024093147,0.042407554237907194,0.13937657828959674,2.2583508578730562,-0.8832417957167369,"[(0, 5, 7), (2, 4, 9), (1, 6), (3, 8)]","((0, 1), (2, 3))"
14,0.5938343998510075,0.02113932028942345,0.04240755476377752,0.13937657952732632,2.258350869047783,-0.88324178454201,"[(0, 5, 7), (2, 4, 6), (1, 9), (3, 8)]","((0, 1), (2, 3))"
15,0.5938343998510067,0.021139321819133854,0.04240755465244402,0.13937657819057034,2.258350928266683,-0.88324172532311,"[(0, 4, 9), (2, 5, 6), (1, 8), (3, 7)]","((0, 1), (2, 3))"
16,0.48689998519066247,0.04687440839559575,0.12264019979568348,0.05124076039287394,-0.34986921267109494,-0.34986921267109494,"[(0, 1, 6), (2, 8, 9), (3, 4), (5, 7)]","((0, 2), (1, 3))"
17,0.4868999851906632,0.04687440872643611,0.12264019891827263,0.05124076105318191,-0.34986919413336226,-0.34986919413336226,"[(1, 2, 4), (3, 5, 6), (0, 7), (8, 9)]","((0, 2), (1, 3))"
18,0.5938343998510076,0.021139321919819987,0.04240755420342937,0.13937657740319698,2.2583508811232402,-0.8832417724665529,"[(1, 6, 7), (4, 8, 9), (0, 2), (3, 5)]","((0, 1), (2, 3))"
19,1.4200790012098824e-11,7.32967054111925e-22,0.10000000000003868,0.0999999999992512,3.1415926532403624,-3.4943070659210207e-10,"[(1, 4, 9), (2, 7, 8), (0, 6), (3, 5)]","((0, 1), (2, 3))"
