step,entropy,entropy_over_lnM,p_min,p_max
0,2.244370192857954,0.9747175901063464,0.0833333333333333,0.21428571428571466
1,2.24435791141791,0.9747122563447055,0.08333253580914088,0.21430007040246102
2,2.2443210618488862,0.974696252780218,0.08333014362838569,0.21434313578712222
3,2.2442596252987443,0.9746695712255041,0.0833261574054756,0.21441490482826278
4,2.244173567561283,0.9746321968249996,0.08332057779063969,0.21451537126750325
5,2.2440628391126465,0.9745841080707671,0.08331340547045979,0.21464452818983318
6,2.243927375159832,0.9745252768235629,0.08330464116865824,0.21480236800930505
7,2.243767095701292,0.9744556683391565,0.08329428564714128,0.21498888245012543
8,2.2435819055996493,0.97437524129991,0.08328233970729844,0.2152040625231402
9,2.2433716946665223,0.9742839478516173,0.08326880419155556,0.21544789849772994
10,2.2431363377594953,0.9741817336456177,0.08325367998518433,0.21572037986911313
11,2.2428756948912376,0.9740685378861859,0.08323696801836418,0.21602149532107545
12,2.242589611350828,0.9739442933832226,0.08321866926849819,0.21635123268412731
13,2.242277917837285,0.9738089266102459,0.08319878476278174,0.2167095788891062
14,2.2419404306053816,0.9736623577677175,0.08317731558102386,0.2170965199162273
15,2.2415769516237645,0.9735045008517133,0.08315426285871895,0.2175120407396019
16,2.2411872687454384,0.9733352637279641,0.08312962779036963,0.21795612526723354
17,2.240771155890681,0.9731545482112939,0.08310341163305993,0.2184287562765048
18,2.2403283732424453,0.9729622501504827,0.08307561571027627,0.21892991534517256
19,2.239858667454322,0.9727582595185826,0.08304624141597704,0.21945958277789007
20,2.239361771871141,0.9725424605087251,0.08301529021890923,0.2200177375282684
21,2.2388374067622845,0.9723147316354461,0.08298276366716992,0.22060435711650417
22,2.2382852795678208,0.9720749458415818,0.08294866339301225,0.22121941754258942
23,2.237705085157515,0.9718229706107548,0.08291299111789632,0.22186289319513072
24,2.2370965061028616,0.971558668085517,0.08287574865777879,0.22253475675580003
25,2.236459212962202,0.9712818951911738,0.08283693792864509,0.2232349790994441
26,2.2357928645790572,0.9709925037653488,0.08279656095227825,0.22396352918988885
27,2.2350971083937896,0.970690340693337,0.08275461986226598,0.22472037397145625
28,2.2343715807686984,0.9703752480492915,0.0827111169102411,0.22550547825624265
29,2.233615907326695,0.9700470632433087,0.08266605447235534,0.2263188046071856
30,2.2328297033036595,0.9697056191744542,0.08261943505598307,0.2271603132169621
31,2.2320125739146324,0.9693507443897987,0.08257126130665356,0.22802996178275906
32,2.2311641147339643,0.9689822632495144,0.08252153601520859,0.228927705376963
33,2.230283912089561,0.9685999960980933,0.08247026212518115,0.22985349631381952
34,2.2293715434713777,0.9682037594417547,0.08241744274039735,0.23080728401210418
35,2.228426577954292,0.9677933661320957,0.0823630811327915,0.2317890148538759
36,2.2274485766355077,0.9673686255560534,0.08230718075043576,0.2327986320393616
37,2.226437093086637,0.9669293438322429,0.08224974522578024,0.23383607543803683
38,2.2253916738206088,0.9664753240137316,0.08219077838409851,0.23490128143597272
39,2.224311858773545,0.9660063662973156,0.0821302842521335,0.23599418277952208
40,2.2231971818017677,0.9655222682393682,0.08206826706694402,0.23711470841541435
41,2.222047171194062,0.9650228249783114,0.08200473128494187,0.2382627833273501
42,2.220861350199357,0.9645078294637859,0.08193968159111724,0.2394383283691745
43,2.2196392375699636,0.9639770726925762,0.08187312290844959,0.24064126009472203
44,2.218380348120496,0.9634303439513461,0.08180506040749301,0.2418714905844331
45,2.217084193302625,0.9628674310662524,0.08173549951613572,0.24312892726884053
46,2.215750281795787,0.9622881206594854,0.08166444592952501,0.24441347274903694
47,2.2143781201139654,0.9616921984127913,0.08159190562015155,0.2457250246142348
48,2.2129672132286684,0.9610794493380275,0.08151788484808596,0.24706347525654043
49,2.211517065208204,0.9604496580547968,0.08144239017136286,0.24842871168307099
50,2.210027179873349,0.9598026090752007,0.08136542845650119,0.2498206153255441
51,2.2084970614695005,0.9591380870957508,0.08128700688915706,0.2512390618474803
52,2.206926215355392,0.9584558772964742,0.0812071329848969,0.25268392094916853
53,2.205314148708409,0.9577557656472293,0.08112581460008626,0.25415505617054823
54,2.2036603712465945,0.9570375392212672,0.08104305994288262,0.25565232469216304
55,2.201964395967328,0.9563009865160376,0.08095887758432292,0.25717557713436484
56,2.200225739902729,0.9555458977812545,0.0808732764694978,0.25872465735493977
57,2.1984439248917638,0.9547720653542199,0.08078626592880037,0.2602994022453383
58,2.1966184783690323,0.9539792840023882,0.08069785568923962,0.26189964152570766
59,2.194748934170192,0.9531673512731575,0.0806080558858076,0.26352519753892234
60,2.1928348333539516,0.9523360678508579,0.08051687707288781,0.2651758850438266
61,2.1908757250405375,0.9514852379208913,0.08042433023569355,0.2668515110078996
62,2.188871167266521,0.9506146695409796,0.08033042680172364,0.26855187439957373
63,2.18682072785585,0.9497241750194483,0.08023517865222235,0.27027676598044187
64,2.1847239853069182,0.9488135713004755,0.08013859813362907,0.27202596809759066
65,2.1825805296954623,0.9478826803562157,0.08004069806900567,0.2737992544763186
66,2.1803899635930466,0.9469313295856921,0.07994149176942555,0.2755963900134949
67,2.178151903000864,0.9459593522203422,0.07984099304530964,0.2774171305718301
68,2.175865978298547,0.9449665877360796,0.07973921621769428,0.27926122277533677
69,2.1735318352076343,0.9439528822717236,0.07963617612941502,0.2811284038062693
70,2.1711491357693222,0.9429180890536306,0.07953188815619053,0.2830184012038348
71,2.168717559336057,0.9418620688263376,0.0794263682175868,0.2849309326649838
72,2.166236803576516,0.9407846902890192,0.07907216580843714,0.2868657058475943
73,2.163706585493452,0.9396858305375326,0.07863579612805777,0.28882241817636856
74,2.161126642453859,0.9385653755118127,0.07819457940427638,0.29080075665177263
75,2.1584967332308267,0.9374232204483434,0.07774858710428806,0.2928003976623687
76,2.1558166390564657,0.9362592703374373,0.07729789310133206,0.2948210068008678
77,2.1530861646851607,0.9350734403850013,0.07684257371488602,0.29686223868427986
78,2.1503051394664294,0.9338656564784725,0.07638270774987604,0.29892373677850603
79,2.147473418426542,0.9326358556565602,0.0759183765348196,0.3010051332277586
80,2.1445908833580676,0.931383986582429,0.0754496639588145,0.3031060486891767
81,2.1416574439164053,0.9301100100199178,0.07497665650729261,0.3052260921730242
82,2.1386730387223234,0.9288138993123646,0.07449944329644781,0.3073648608888689
83,2.1356376364694745,0.9274956408635956,0.07401811610625122,0.30952194009812684
84,2.1325512370357735,0.92615523462059,0.07353276941196361,0.3116969029733931
85,2.1294138725975014,0.9247926945573288,0.07304350041405407,0.3138893104649489
86,2.1262256087448774,0.9234080491592827,0.07255040906643191,0.31609871117487126
87,2.1229865455978443,0.92200134190799,0.07205359810290067,0.31832464123916226
88,2.1196968189206995,0.9205726317651362,0.07155317306173908,0.3205666242183116
89,2.1163566012341435,0.9191219936555092,0.07104924230831412,0.32282417099672767
90,2.112966102923295,0.9176495189482053,0.07054191705563151,0.32509677969145534
91,2.109525573340086,0.9161553159353929,0.07003131138272951,0.32738393557061435
92,2.106035301898448,0.9146395103079449,0.06951754225081701,0.3296851109819889
93,2.1024956191605777,0.9131022456271997,0.06900072951706256,0.33199976529219666
94,2.0989068979125602,0.9115436837920967,0.0684809959459389,0.3343273448368659
95,2.0952695542274933,0.9099640055008865,0.06795846721802436,0.3366672828822579
96,2.0915840485142545,0.908363410706604,0.06743327193616999,0.33901899959874915
97,2.0878508865499326,0.9067421190654479,0.06690554162893499,0.34138190204660496
98,2.084070620493904,0.9051003703771885,0.06637541075119836,0.34375538417446366
99,2.080243849881469,0.9034384250166985,0.06584301668185452,0.3461388268309439
100,2.0763712225948696,0.9017565643556604,0.06530849971850063,0.3485315977897836
101,2.072453435809483,0.9000550911734935,0.0647720030690271,0.3509330517889161
102,2.0684912369128856,0.8983343300564981,0.06423367284002307,0.3533425305838724
103,2.064485424394439,0.8965946277841977,0.06369365802191093,0.35575936301589706
104,2.0604368487029743,0.894836353701827,0.06315211047072682,0.3581828650951527
105,2.056346413070103,0.8930599000778906,0.062609184886465,0.3606123400993707
106,2.0522150742966,0.8912656824456853,0.06206503878791061,0.36304707868831143
107,2.0480438434992787,0.8894541399276638,0.06151983248388144,0.36548635903435134
108,2.043833786815692,0.887625735541482,0.06097372904081064,0.3679294469695379
109,2.039586026063947,0.885780956486554,0.06042689424660082,0.37037559614940574
110,2.035301739354893,0.8839203144099204,0.05987949657068316,0.37282404823384546
111,2.030982161653851,0.8820443456502056,0.05933170712022667,0.37527403308529833
112,2.0266285852890498,0.880153611458428,0.05878369959243404,0.3777247689845187
113,2.0222423604038564,0.8782486981944018,0.05823565022287995,0.38017546286414194
114,2.017824895349877,0.8763302174974581,0.057687737729841676,0.382625310560256
115,2.013377657017953,0.874398806430195,0.057140143254582644,0.38507349708216093
116,2.008902171104034,0.8724551275939442,0.05659305029755244,0.38751919690048475
117,2.00440002230692,0.8704998692146501,0.05604664465047468,0.38996157425376704
118,1.9998728544548117,0.8685337451978297,0.055501114324298766,0.3923997834736311
119,1.9953223705575744,0.86655749515127,0.054956649472997054,0.39483296932861744
120,1.990750332781667,0.8645718843741401,0.054413442313199084,0.3972602673867187
121,1.9861585623446079,0.8625777038111588,0.053871687039657536,0.39968080439664166
122,1.9815489393259176,0.8605757699704875,0.053331579736547764,0.40209369868776973
123,1.9769234023914182,0.8585669248039947,0.05279331828461439,0.40449806058878773
124,1.9722839484278378,0.8565520355485676,0.0522571022641803,0.4068929928648768
125,1.967632632084642,0.8545319945271312,0.051723132854044056,0.4092775911733733
126,1.9629715652200794,0.8525077189080696,0.051191612726300996,0.41165094453772944
127,1.958302916248431,0.8504801504217394,0.05066274593712654,0.41401213583959295
128,1.9536289093855261,0.8484502550328019,0.050136737813574354,0.4163602423287769
129,1.9489518237896157,0.8464190225671089,0.04961379483644557,0.4186943361508605
130,1.9442739925947803,0.8443874662919169,0.04909412451929721,0.4210134848921118
131,1.9395978018341147,0.8423566224482328,0.04857793528366356,0.4233167521413981
132,1.9349256892500024,0.8403275497341222,0.048065436330575806,0.4256031980687069
133,1.9302601429889417,0.8383013287378791,0.04755683750847244,0.42787188001984605
134,1.925603700178431,0.8362790613199763,0.047052349177600476,0.43012185312688
135,1.9209589453836118,0.8342618699427926,0.046552182071021596,0.43235217093379125
136,1.9163285089414654,0.8322508969471647,0.046056547152337826,0.43456188603683504
137,1.9117150651705466,0.8302473037748838,0.04556565547026934,0.43675005073900536
138,1.9071213304544004,0.8282522701363341,0.04507971801021864,0.4389157177179966
139,1.9025500611970099,0.8262669931225554,0.04459894554296715,0.44105794070700477
140,1.898004051648835,0.8242926862611035,0.044123548470660495,0.44317577518766965
141,1.8934861316022429,0.8223305785151885,0.04365373667024211,0.4452682790944275
142,1.8889991639553982,0.8203819132256854,0.043189719334509956,0.44733451352949627
143,1.884546042143941,0.8184479469957265,0.0427317048109732,0.4493735434876908
144,1.8801296874401068,0.8165299485177239,0.04227990043869656,0.4513844385902248
145,1.8757530461192817,0.8146291973428198,0.04183451238332953,0.4533662738266145
146,1.8714190864943183,0.8127469825929067,0.04139574547051958,0.4553181303037775
147,1.8671307958183787,0.810884601615549,0.040963803017922934,0.45723909600137436
148,1.8628911770574124,0.8090433585822878,0.04053888666602715,0.4591282665324311
149,1.8587032455339187,0.8072245630310458,0.040121196208008976,0.4609847459082172
150,1.8545700254440338,0.8054295283535171,0.03971092941885807,0.46280764730636764
151,1.8504945462505604,0.8036595702286802,0.039308281884000325,0.4645960938411758
152,1.8464798389550523,0.8019160050037842,0.038913446827662804,0.46634921933497925
153,1.8425289322526708,0.8002001480244254,0.03852661494122393,0.46806616908953824
154,1.838644848574114,0.7985133119155777,0.038147974211800356,0.46974610065627437
155,1.8348306000195516,0.7968568048157237,0.03777770975132373,0.47138818460423515
156,1.8310891841901826,0.7952319285665234,0.037416003626363756,0.4729916052846202
157,1.8274235799236578,0.7936399768607306,0.037063034688958774,0.47455556159071305
158,1.8238367429404199,0.7920822333514238,0.036718978408715366,0.4760792677120141
159,1.8203316014086235,0.7905599697258748,0.036384006706441874,0.4775619538814169
160,1.816911051436144,0.7890744437477526,0.03605828778958077,0.479002867114208
161,1.8135779524988833,0.7876268972716627,0.03574198598970396,0.48040127193771004
162,1.8103351228153564,0.7862185542343548,0.03543526160234023,0.48175645111037757
163,1.807185334678345,0.7848506186272866,0.035138270729397465,0.48306770632912904
164,1.8041313097550855,0.7835242724555199,0.034851165124442716,0.48433435892376625
165,1.8011757143682974,0.7822406736882991,0.03457409204110402,0.4855557505372705
166,1.798321154771013,0.7810009542069345,0.03430719408485228,0.4867312437908321
167,1.795570172428887,0.779806217755936,0.03405060906841686,0.48786022293245784
168,1.7929252393243298,0.7786575379036236,0.03380446987109026,0.48894209446802434
169,1.7903887532974199,0.7775559560187119,0.033568904302167024,0.48997628777366
170,1.7879630334390448,0.7765024792695764,0.033344034968758644,0.4909622556883828
171,1.7856503155522794,0.7754980786531552,0.03312997914822125,0.49189947508592136
172,1.7834527476983477,0.7745436870605847,0.032926848665426875,0.49278744742469094
173,1.7813723858438644,0.7736401973868207,0.032734749775098444,0.4936256992749233
174,1.779411189626216,0.7727884606915664,0.03255378304942511,0.4944137828219949
175,1.7775710182541276,0.771989284418912,0.032384043271164106,0.49515127634500866
176,1.7758536265603433,0.771243430683035,0.03222561933242565,0.49583778466976547
177,1.7742606612233192,0.7705516146273024,0.032078594139331215,0.4964729395952608
178,1.7727936571744896,0.7699145028639659,0.031943044522720454,0.49705640029291803
179,1.7714540342073244,0.7693327120014952,0.03181904115507763,0.49758785367780045
180,1.7702430938038016,0.7688068072663315,0.03170664847383262,0.49806701475110954
181,1.769162016193338,0.7683373012255981,0.031605924611181106,0.4984936269133002
182,1.7682118576583261,0.7679246526169091,0.031516921330559736,0.4988674622472328
183,1.7673935480995475,0.7675692652910429,0.031439683969896125,0.49918832177080796
184,1.766707888873659,0.7672714872727734,0.03137425139174306,0.4994560356585975
185,1.766155550913727,0.7670316099446293,0.031320655940392045,0.49967046343204774
186,1.765737073142536,0.7668498673578018,0.03127892340605125,0.49983149411788147
187,1.7654528611869582,0.7667264356738035,0.031249072996154,0.499939046374392
188,1.7653031864002193,0.7666614327398428,0.031231117313856638,0.49999306858537756
189,1.7652881851973192,0.7666549178002013,0.031225062343766347,0.49999353892152876
190,1.765407858707216,0.7667068913451794,0.031230907444926573,0.4999404653691593
191,1.7656620727438326,0.7668172950985045,0.031248645351076784,0.49983388572619275
192,1.7660505580961094,0.7669860121432985,0.031278262178182754,0.4996738675654383
193,1.766572911135814,0.7672128671860475,0.03131973743922792,0.4994605081651893
194,1.767228594739977,0.76749762695721,0.03137304406623461,0.4991939344073094
195,1.7680169395233563,0.7678400007464689,0.031438148439474664,0.4988743026429561
196,1.7689371453745906,0.768239641069875,0.03151501042381466,0.49850179852623233
197,1.7699882832883043,0.7686961444655201,0.03160358341212498,0.4980766368160527
198,1.7711692974838829,0.7692090524137093,0.031703814375671595,0.49759906114661867
199,1.7724790078003845,0.7697778523770578,0.03181564392139427,0.4970693437669198
200,1.773916112355728,0.7704019789553616,0.03193900635596203,0.49648778524976517
201,1.7754791904572456,0.7710808151496343,0.032073829756485234,0.49585471417088844
202,1.7771667057496303,0.7718136937292445,0.03222003604775081,0.4951704867587339
203,1.7789770095855066,0.7725998986957338,0.03237754108583506,0.4944354865155715
204,1.7809083446030507,0.7734386668365597,0.03254625474793612,0.4936501238106642
205,1.7829588484945595,0.7743291893617631,0.03272608102826087,0.49281483544623056
206,1.785126557949368,0.775270613616356,0.03291691813978455,0.49193008419701834
207,1.7874094127542142,0.776262044861087,0.03311865862169789,0.4909963583243341
208,1.7898052600339558,0.7773025481141617,0.03333118945234146,0.4900141710654238
209,1.7923118586154838,0.7783911500464659,0.0335543921674207,0.4889840600991384
210,1.7949268834977343,0.779526840922867,0.03378814298328849,0.4879065869888549
211,1.797647930410875,0.7807085765822438,0.03403231292506871,0.4867823366036561
212,1.800472520448012,0.7819352804490113,0.034286767959393644,0.4856119165188125
213,1.8033981047531338,0.7832058455690685,0.034551369131516435,0.4843959563966298
214,1.8064220692494644,0.7845191366632961,0.034825972706556775,0.48313510734875803
215,1.8095417393929258,0.7858739921919597,0.03511043031463146,0.4818300412810771
216,1.8127543849359775,0.7872692264236182,0.03540458909961684,0.480481450222311
217,1.816057224687812,0.7887036315024506,0.0357082918712872,0.47909004563750296
218,1.8194474312574864,0.7901759795081724,0.036021377260568,0.4776565577275468
219,1.822922135767363,0.7916850245030561,0.03634367987764208,0.476181734715947
220,1.8264784325249517,0.7932295045608874,0.03667503047264344,0.47466634212400016
221,1.8301133836420258,0.7948081437730207,0.03701525609867314,0.4731111620355991
222,1.8338240235906336,0.7964196542270308,0.03736418027686912,0.471516992352865
223,1.8376073636864596,0.7980627379538113,0.03772162316326499,0.4698846460437978
224,1.8414603964906944,0.7997360888392827,0.03808740171716901,0.4682149503831607
225,1.8453801001223973,0.8014383944972274,0.0384613298707994,0.4665087461877807
226,1.8493634424740366,0.8031683381000759,0.038843218699911655,0.46476688704746355
227,1.853407385323676,0.8049246001648065,0.03923287659515802,0.46299023855268456
228,1.8575088883379227,0.8067058602914033,0.039630109433917024,0.4611796775202328
229,1.8616649129604799,0.8085107988516339,0.04003472075234306,0.4593360912179523
230,1.86587242618179,0.8103380986261839,0.04044651191738048,0.4574603765897031
231,1.8701284041858737,0.812186446388459,0.04086528229849808,0.4555534394816617
232,1.8744298358710545,0.8140545344336169,0.041290829438901326,0.4536161938710472
233,1.8787737262418598,0.8159410620516503,0.0417229492259862,0.45164956109833027
234,1.8831570996698876,0.8178447369435642,0.04216143606080443,0.44965446910396195
235,1.8875770030219101,0.8197642765798931,0.042606083026313794,0.44763185167065045
236,1.8920305086540319,0.8216984095010488,0.04305668205419955,0.445582647672132
237,1.8965147172710528,0.8236458765591239,0.04351302409005206,0.4435078003294175
238,1.901026760650683,0.8256054321010055,0.043974899256699056,0.4414082564754052
239,1.905563804232574,0.8275758450927753,0.04444209701549708,0.439284965828759
240,1.9101230495725294,0.829555900185561,0.04491440632539246,0.437138880277881
241,1.9147017366625045,0.8315443987230988,0.0453916157995718,0.43497095317581047
242,1.9192971461174189,0.8335401596914541,0.04587351385953138,0.4327821386467954
243,1.9239066012299513,0.8355420206114077,0.046359888886400726,0.43057339090529273
244,1.9285274698948092,0.8375488383741552,0.046850529369365165,0.4283456635880841
245,1.9331571664041851,0.8395594900210639,0.047345224051043154,0.42609990910016166
246,1.9377931531162869,0.8415728734683064,0.047843762069679,0.42383707797500464
247,1.9424329419990356,0.8435879081772802,0.048345933098023604,0.42155811824982337
248,1.9470740960511945,0.8456035357717958,0.048851527478782644,0.4192639748563037
249,1.9517142306033242,0.8476187206030743,0.04936033635652389,0.4169555890273498
250,1.956351014501105,0.8496324502636584,0.04987215180594011,0.4146338977202796
251,1.9609821711736792,0.8516437360513869,0.05038676695637459,0.41229983305689183
252,1.9656054795897722,0.8536516133846328,0.050903976112527775,0.40995432178077607
253,1.9702187751044393,0.8556551421700418,0.05142357487126751,0.4075982847322006
254,1.9748199501993642,0.8576534071240384,0.051945360234479376,0.40523263634088064
255,1.9794069551196976,0.8596455180494023,0.052469130717896,0.4028582841368742
256,1.9839777984104792,0.8616306100682332,0.05299468645585972,0.4004761282798388
257,1.9885305473557346,0.8636078438126484,0.05352182930197568,0.39808706110681963
258,1.9930633283233878,0.8655764055745764,0.05405036292562337,0.395691966698713
259,1.9975743270191095,0.867535507416001,0.054580092904301276,0.39329172046552957
260,2.0020617886523007,0.8694843872410485,0.05511082681178907,0.39088718875051465
261,2.0065240180173842,0.8714223088312909,0.055642374302116486,0.3884792284531731
262,2.0109593794935856,0.8733485618456515,0.05617454718933784,0.3860686866712078
263,2.0153662969663872,0.8752624617862922,0.056707159523117244,0.38365640036134485
264,2.019743253673837,0.8771633499318672,0.057240027660136104,0.38124319601898427
265,2.0240887919808555,0.8790505932395044,0.057772970331342426,0.37882988937660395
266,2.0284015130847,0.8809235842168919,0.05830580870506513,0.37641728512078265
267,2.0326800766546778,0.8827817407658054,0.05883836644602695,0.3740061766277212
268,2.036923200409201,0.8846245059984275,0.05937046977029178,0.37159734571707975
269,2.041129659633241,0.8864513480277791,0.05990194749618714,0.3691915624239411
270,2.045298286639172,0.8882617597335677,0.06043263109125356,0.36678958478868806
