step,edge_index,theta,relative_theta_over_pi_mod_pi,amplitude,a,b,a2,b2,ab,r2,a2_norm,b2_norm,ab_norm,z2_re,z2_im,z2_phase_over_pi,relation_class,constraint1,constraint2,i,j
5000,0,-0.7883332425633887,0.0,0.3162242510730128,0.2229470537529961,-0.2242596445853477,0.0497053887771413,0.0502923881895464,-0.0499980270359973,0.0999977769666878,0.4970649376905614,0.5029350623094386,-0.4999913853350272,-0.0005869994124051,-0.0999960540719946,-0.5018685294305018,a2<b2;ab<0,0.0,-5.551115123125783e-17,1,2
5000,1,2.356249798254201,0.0009518698181255,0.3162326981697373,-0.2236226524182152,0.2235979175152448,0.0500070906745579,0.0499960287171542,-0.0500015593899483,0.1000031193917121,0.5000553080617433,0.4999446919382568,-0.4999999969410183,1.1061957403669942e-05,-0.1000031187798967,-0.4999647897942511,a2>b2;ab<0,0.0,0.0,1,3
5000,2,-2.3592824134614414,0.4999513482109204,0.3162203683585483,-0.2242909641496983,-0.2229100373819328,0.0503064365992012,0.0496888847656147,0.049996707203039,0.0999953213648159,0.5030879036396789,0.4969120963603211,0.4999904647601912,0.0006175518335865,0.099993414406078,0.4980341669913392,a2>b2;ab>0,0.0,0.0,1,4
5000,3,-2.355986254694775,-0.4989994518672183,0.3162352054871613,-0.2235654894338818,-0.2236586173696332,0.0499815280658111,0.050023177123696,0.0500023482583473,0.1000047051895071,0.49979176450845,0.50020823549155,0.4999999566379782,-4.1649057884896035e-05,0.1000046965166947,0.5001325668350617,a2<b2;ab>0,0.0,0.0,1,5
5000,4,-2.3582468355842328,-0.4997190171128507,0.3162241054993703,-0.224062651195907,-0.2231448257028116,0.0502040716609387,0.0497936132379381,0.0499984212476205,0.0999976848988768,0.5020523396287405,0.4979476603712596,0.4999957878843064,0.0004104584230005,0.0999968424952411,0.4986934363437967,a2>b2;ab>0,0.0,0.0,2,3
5000,5,2.3328792227979136,-0.0064872153954151,0.3162276179210513,-0.2183329417830532,0.2287588968070538,0.0476692734676421,0.0523306328683803,-0.0499456028989299,0.0999999063360224,0.4766931811662154,0.5233068188337846,-0.4994564968001208,-0.0046613594007382,-0.0998912057978599,-0.5148429602213321,a2<b2;ab<0,0.0,-5.551115123125783e-17,2,4
5000,6,0.7612004277970366,0.4932318862503784,0.3162339652131554,0.2289560750818439,0.2181353626479489,0.0524208843168829,0.0475830364375522,0.049943416468429,0.1000039207544351,0.5241882910331603,0.4758117089668397,0.4994145838648438,0.0048378478793307,0.0998868329368581,0.484595243070255,a2>b2;ab>0,0.0,-2.7755575615628914e-17,2,5
5000,7,-2.377249419921243,0.4942322724296376,0.3162177887200397,-0.228257711595207,-0.2188426535214535,0.0521015829026806,0.0478921070003109,0.0499525232922297,0.0999936899029916,0.521048707705724,0.4789512922942761,0.4995567554381774,0.0042094759023697,0.0999050465844595,0.4865960154287734,a2>b2;ab>0,0.0,0.0,3,4
5000,8,-0.808560778578413,-0.0064386246867209,0.3162305599393437,0.2183698913726805,-0.2287276930794225,0.0476854094581163,0.0523163575814345,-0.0499472414916773,0.1000017670395508,0.4768456685296037,0.5231543314703964,-0.4994635891976101,-0.0046309481233182,-0.0998944829833546,-0.5147457788039437,a2<b2;ab<0,0.0,-2.7755575615628914e-17,3,5
5000,9,2.3553673072465706,0.0006709642059283,0.3162310992856433,-0.2234241125685155,0.2237940438849472,0.0499183340770286,0.0500837740783777,-0.0500009856531137,0.1000021081554063,0.4991728174315489,0.5008271825684512,-0.4999993157685303,-0.000165440001349,-0.1000019713062275,-0.5005266010186451,a2<b2;ab<0,0.0,-2.7755575615628914e-17,4,5
