step,edge_index,i,j,a,b,a2,b2,ab,r2,theta,z2_re,z2_im,z2_phase_pi
5000,0,1,2,-0.07937732827248872,-0.09407845081546205,0.0063007602436784375,0.008850754907837313,0.007467696073746116,0.01515151515151575,-2.2716422616769743,-0.0025499946641588753,0.014935392147492232,0.5538276204706273
5000,1,1,3,0.09191357480478438,-0.08187435445926314,0.008448105233394693,0.006703409918121061,-0.007525364603184914,0.015151515151515756,-0.727695216953581,0.001744695315273632,-0.015050729206369828,-0.4632651633699665
5000,2,1,4,-0.053596089707463254,-0.11081053343245535,0.0028725408319304484,0.012278974319585306,0.005939011290377733,0.015151515151515754,-2.021297424125116,-0.009406433487654858,0.011878022580755467,0.7132020939662902
5000,3,1,5,-0.09312075422939377,0.08049869740104237,0.008671474868251157,0.0064800402832645865,-0.007496099416468806,0.015151515151515743,2.4287663717199837,0.0021914345849865704,-0.014992198832937611,-0.45379930530158763
5000,4,1,6,-0.07108684182499397,-0.10048968141487985,0.005053339080651712,0.01009817607086405,0.007143494087783601,0.015151515151515763,-2.1864744137882934,-0.005044836990212337,0.014286988175567202,0.6080471564065558
5000,5,1,7,0.06381910977846919,0.10525510143740993,0.0040728787729163015,0.011078636378599455,0.006717286873377974,0.015151515151515756,1.0257369096752205,-0.007005757605683153,0.013434573746755949,0.6530043979464653
5000,6,1,8,0.12297364045350596,-0.005385063149824575,0.015122516246388159,2.8998905127598576e-05,-0.0006622208196059516,0.015151515151515757,-0.0437624271052622,0.01509351734126056,-0.0013244416392119032,-0.027860026382004896
5000,7,1,9,-0.1197648699533403,0.02842342478617316,0.014343624074940515,0.0008078910765752428,-0.003404127773144578,0.015151515151515757,2.9085767209155415,0.013535732998365272,-0.006808255546289156,-0.14834255001710173
5000,8,1,10,0.10831963175730676,-0.058466849816602946,0.011733142624038538,0.003418372527477204,-0.0063331076421441895,0.015151515151515742,-0.49494918302325797,0.008314770096561334,-0.012666215284288379,-0.3150944362297869
5000,9,1,11,-0.06847182501055277,0.10228941456103843,0.004688390820275759,0.01046312433123998,-0.007003942894255312,0.01515151515151574,2.1606840644057423,-0.005774733510964221,-0.014007885788510624,-0.6244658027597558
5000,10,1,12,0.0450173359592823,0.11456419429579588,0.0020265605368708912,0.01312495461464487,0.005157374823518336,0.01515151515151576,1.1963872934229096,-0.011098394077773978,0.010314749647036672,0.7616438064023595
5000,11,2,3,-0.034533266616181106,-0.11814807932561369,0.0011925465031842484,0.013958968648331505,0.004080039123541133,0.015151515151515754,-1.8551629674077224,-0.012766422145147257,0.008160078247082266,0.818966573984129
