N,delta,seed,iterations,norm2,r2,Nr2,sigma2,chi,corrected_residual,converged
3,17,40263738,2000,0.19999999999999996,0.06666666666666665,0.19999999999999996,0.4999999999999999,0.28284271247461884,2.0812571644380344e-15,True
3,18,40263739,2000,0.19999999999999968,0.06666666666666655,0.19999999999999965,0.4999999999999993,0.28284271247461873,2.094407108855426e-15,True
3,19,40263740,2000,0.19999999999999968,0.06666666666666655,0.19999999999999965,0.4999999999999996,0.2828427124746185,2.0072596488545435e-15,True
4,0,40264721,2000,0.6666666666666672,0.1111111111111112,0.4444444444444448,2.0000000000000027,0.4714045207910319,2.1380802875471117e-15,True
4,1,40264722,2000,0.6666666666666682,0.11111111111111137,0.4444444444444455,2.000000000000005,0.47140452079103234,2.8130518934954362e-15,True
4,2,40264723,2000,0.6666666666666667,0.11111111111111112,0.4444444444444445,1.9999999999999978,0.4714045207910317,2.539293888821943e-15,True
4,3,40264724,2000,0.666666666666667,0.11111111111111116,0.44444444444444464,2.0000000000000004,0.4714045207910319,1.4065259467477193e-15,True
4,4,40264725,2000,0.6666666666666683,0.11111111111111138,0.44444444444444553,2.0000000000000036,0.47140452079103246,4.152219269517747e-15,True
4,5,40264726,2000,0.6666666666666665,0.11111111111111109,0.44444444444444436,2.0000000000000013,0.47140452079103157,1.3933188378624375e-15,True
4,6,40264727,2000,0.6666666666666667,0.11111111111111112,0.4444444444444445,2.0000000000000036,0.4714045207910316,2.0076319851042435e-15,True
4,7,40264728,2000,0.6666666666666671,0.11111111111111117,0.4444444444444447,2.000000000000002,0.47140452079103196,1.779390015868532e-15,True
4,8,40264729,2000,0.6666666666666663,0.11111111111111105,0.4444444444444442,1.9999999999999971,0.4714045207910316,1.5666541166215008e-15,True
4,9,40264730,2000,0.6666666666666665,0.11111111111111109,0.44444444444444436,1.9999999999999996,0.47140452079103157,1.7545388063843327e-15,True
4,10,40264731,2000,0.6666666666666665,0.11111111111111109,0.44444444444444436,1.9999999999999978,0.47140452079103173,2.3433334072293015e-15,True
4,11,40264732,2000,0.6666666666666645,0.11111111111111076,0.44444444444444303,1.9999999999999947,0.47140452079103107,4.4374212952361384e-15,True
4,12,40264733,2000,0.6666666666666681,0.11111111111111134,0.44444444444444536,2.0000000000000027,0.47140452079103234,2.7700008841945753e-15,True
4,13,40264734,2000,0.6666666666666671,0.11111111111111117,0.4444444444444447,1.9999999999999984,0.4714045207910319,3.824230854132489e-15,True
4,14,40264735,2000,0.6666666666666687,0.11111111111111145,0.4444444444444458,2.000000000000005,0.47140452079103257,1.7571712741908818e-15,True
4,15,40264736,2000,0.6666666666666685,0.11111111111111142,0.4444444444444457,2.0000000000000053,0.47140452079103234,3.94558955372589e-15,True
4,16,40264737,2000,0.6666666666666663,0.11111111111111105,0.4444444444444442,1.9999999999999984,0.47140452079103157,1.454985290259132e-15,True
4,17,40264738,2000,0.666666666666667,0.11111111111111116,0.44444444444444464,2.000000000000001,0.4714045207910318,9.566618574882214e-16,True
4,18,40264739,2000,0.6666666666666683,0.11111111111111138,0.44444444444444553,2.000000000000007,0.47140452079103223,2.816336251757658e-15,True
4,19,40264740,2000,0.6666666666666663,0.11111111111111105,0.4444444444444442,1.9999999999999991,0.47140452079103173,8.172308623607092e-15,True
5,0,40265721,2000,0.859649122807018,0.0859649122807018,0.429824561403509,3.500000000000001,0.4595017843406597,2.3071872805464546e-15,True
5,1,40265722,2000,0.8596491228070169,0.08596491228070169,0.42982456140350844,3.5,0.45950178434065936,4.1133022326044965e-15,True
5,2,40265723,2000,0.86432438230639,0.086432438230639,0.432162191153195,3.5682477162302573,0.4575612799887113,0.36231793764315334,False
5,3,40265724,2000,0.8596491228070177,0.08596491228070177,0.42982456140350883,3.5000000000000058,0.4595017843406595,2.9483259397415126e-15,True
5,4,40265725,2000,1.0,0.1,0.5,4.000000000000002,0.5,1.5423711185402538e-15,True
5,5,40265726,2000,0.8643243823063931,0.08643243823063931,0.4321621911531965,3.5682477162302604,0.4575612799887124,0.3623179376431516,False
5,6,40265727,2000,0.8643243823063915,0.08643243823063915,0.43216219115319576,3.5682477162302564,0.4575612799887122,0.36231793764315273,False
5,7,40265728,2000,0.9999999999999998,0.09999999999999998,0.4999999999999999,4.000000000000007,0.4999999999999999,3.839510146661637e-15,True
5,8,40265729,2000,0.8596491228070162,0.08596491228070162,0.4298245614035081,3.4999999999999942,0.4595017843406591,4.792706934898466e-15,True
5,9,40265730,2000,0.8643243823063922,0.08643243823063922,0.43216219115319615,3.5682477162302537,0.4575612799887123,0.3623179376431526,False
5,10,40265731,2000,0.8596491228070182,0.08596491228070183,0.4298245614035091,3.500000000000009,0.4595017843406598,5.583151176331639e-15,True
5,11,40265732,2000,0.8643243823063915,0.08643243823063915,0.43216219115319576,3.568247716230246,0.45756127998871216,0.36231793764315334,False
5,12,40265733,2000,0.8643243823063893,0.08643243823063892,0.43216219115319465,3.5682477162302404,0.4575612799887113,0.3623179376431528,False
5,13,40265734,2000,0.8643243823063911,0.0864324382306391,0.43216219115319554,3.568247716230247,0.4575612799887118,0.3623179376431529,False
5,14,40265735,2000,0.8643243823063937,0.08643243823063937,0.4321621911531969,3.568247716230262,0.4575612799887127,0.36231793764315234,False
5,15,40265736,2000,0.864324382306391,0.08643243823063909,0.43216219115319554,3.5682477162302497,0.4575612799887116,0.3623179376431524,False
5,16,40265737,2000,0.8643243823063895,0.08643243823063895,0.4321621911531947,3.5682477162302395,0.45756127998871143,0.3623179376431531,False
5,17,40265738,2000,0.8643243823063913,0.08643243823063913,0.4321621911531956,3.5682477162302497,0.4575612799887118,0.3623179376431533,False
5,18,40265739,2000,0.8643243823063895,0.08643243823063895,0.4321621911531947,3.568247716230235,0.45756127998871116,0.36231793764315184,False
5,19,40265740,2000,0.864324382306389,0.0864324382306389,0.43216219115319443,3.5682477162302386,0.45756127998871116,0.36231793764315234,False
6,0,40266721,2000,1.1999999999999962,0.07999999999999975,0.4799999999999985,5.999999999999977,0.4898979485566347,3.1775790661719468e-15,True
6,1,40266722,2000,1.0750832090488904,0.07167221393659269,0.4300332836195562,5.565729480546741,0.4557021022247421,0.4745909622008123,False
6,2,40266723,2000,1.0750832090488869,0.07167221393659245,0.43003328361955473,5.565729480546716,0.45570210222474145,0.4745909622008124,False
6,3,40266724,2000,1.175381607118081,0.07835877380787207,0.47015264284723235,5.925115587085438,0.482870281021037,6.369717175460221e-15,True
6,4,40266725,2000,1.1808947625525776,0.07872631750350517,0.47235790502103103,5.941390680334898,0.4844702809615806,6.87552383457546e-15,True
6,5,40266726,2000,1.1808947625525703,0.07872631750350469,0.47235790502102815,5.941390680334856,0.48447028096157885,1.1107424498625854e-14,True
6,6,40266727,2000,1.1753816071180805,0.07835877380787203,0.4701526428472322,5.925115587085454,0.48287028102103746,9.924827010894835e-15,True
6,7,40266728,2000,1.1671539892293183,0.07781026594862123,0.46686159569172736,5.902968552019621,0.4803888558337276,1.1222601783687488e-14,True
6,8,40266729,2000,1.075083209048886,0.0716722139365924,0.4300332836195544,5.565729480546714,0.45570210222474106,0.47459096220081287,False
6,9,40266730,2000,1.1808947625525763,0.07872631750350509,0.47235790502103053,5.9413906803348935,0.48447028096158046,4.795256913669275e-15,True
6,10,40266731,2000,1.1671539892293084,0.07781026594862056,0.46686159569172336,5.90296855201956,0.48038885583372537,6.680529664435519e-15,True
6,11,40266732,2000,1.1808947625525719,0.0787263175035048,0.47235790502102876,5.941390680334885,0.4844702809615794,3.4252146052514008e-15,True
6,12,40266733,2000,1.0750832090488873,0.07167221393659248,0.43003328361955495,5.565729480546714,0.4557021022247416,0.4745909622008111,False
6,13,40266734,2000,1.1753816071180827,0.07835877380787218,0.47015264284723307,5.925115587085469,0.4828702810210378,1.0681082584682482e-14,True
6,14,40266735,2000,1.1808947625525659,0.0787263175035044,0.47235790502102637,5.941390680334832,0.48447028096157774,1.1432050634713767e-14,True
6,15,40266736,2000,1.0750832090488895,0.07167221393659264,0.43003328361955584,5.565729480546737,0.4557021022247422,0.4745909622008105,False
6,16,40266737,2000,1.1753816071180818,0.07835877380787212,0.47015264284723274,5.925115587085432,0.48287028102103746,9.43237621601405e-15,True
6,17,40266738,2000,1.2000000000000066,0.08000000000000045,0.4800000000000027,6.000000000000053,0.4898979485566375,1.408241067171558e-14,True
6,18,40266739,2000,1.1808947625525748,0.07872631750350498,0.4723579050210299,5.941390680334891,0.4844702809615801,3.2708947089307504e-15,True
6,19,40266740,2000,1.1753816071180845,0.0783587738078723,0.4701526428472338,5.925115587085441,0.4828702810210379,5.2656441947358296e-15,True
7,0,40267721,2000,1.3845997856231487,0.06593332312491185,0.4615332618743829,8.412894828998606,0.47736605127359666,2.1076335773991768e-14,True
7,1,40267722,2000,1.4652085633372938,0.06977183634939495,0.4884028544457646,8.817620697041532,0.49342794478788454,2.3147257319319386e-14,True
7,2,40267723,2000,1.368584993928114,0.06517071399657685,0.4561949979760381,8.239498506851197,0.4767836830103892,8.137239378353689e-15,True
7,3,40267724,2000,1.3940228688359162,0.06638204137313887,0.46467428961197205,8.448569817876235,0.4795990340205448,0.07974561435551492,False
7,4,40267725,2000,1.3156228962283836,0.06264870934420874,0.4385409654094612,8.118385023116268,0.4617390455345732,0.4786946296418946,False
7,5,40267726,2000,1.465358409220351,0.06977897186763576,0.4884528030734504,8.817988173851404,0.49346812472418167,3.1611603038166024e-15,True
7,6,40267727,2000,1.3921852324440782,0.06629453487828944,0.4640617441480261,8.4382294232425,0.4792601928396402,1.4753559917207612e-14,True
7,7,40267728,2000,1.4653322524242662,0.06977772630591744,0.48844408414142204,8.817934842361062,0.49346080850423,9.101567523846112e-15,True
7,8,40267729,2000,1.3863902269120483,0.06601858223390707,0.4621300756373494,8.423799980039375,0.47767384830330867,0.07502884214757867,False
7,9,40267730,2000,1.4652085633372889,0.06977183634939471,0.488402854445763,8.817620697041466,0.493427944787883,3.4293680027270727e-15,True
7,10,40267731,2000,1.368584993928116,0.06517071399657695,0.45619499797603863,8.239498506851179,0.47678368301038954,1.0056902067123554e-14,True
7,11,40267732,2000,1.3917915693961458,0.06627578901886408,0.4639305231320486,8.444088395547572,0.4789584238643473,0.0869210536261731,False
7,12,40267733,2000,1.4059157763729588,0.06694837030347423,0.4686385921243196,8.489772215891024,0.48251551824886607,8.138564542171933e-15,True
7,13,40267734,2000,1.3917141083288462,0.06627210039661173,0.46390470277628204,8.438191431034527,0.4790990867655331,0.04068449854448623,False
7,14,40267735,2000,1.3893300882108888,0.06615857562908994,0.4631100294036296,8.434777802665632,0.4783751571951509,0.09603475642472546,False
7,15,40267736,2000,1.3685849939281152,0.06517071399657691,0.4561949979760384,8.239498506851207,0.47678368301038926,1.0101133974048417e-14,True
7,16,40267737,2000,1.3333333333333326,0.06349206349206346,0.4444444444444442,7.9999999999999964,0.47140452079103146,5.404004157357076e-15,True
7,17,40267738,2000,1.3112513413385112,0.06244054006373863,0.43708378044617036,8.057701878301149,0.46193444547658036,0.38904496346033535,False
7,18,40267739,2000,1.392185232444083,0.06629453487828967,0.4640617441480277,8.438229423242493,0.47926019283964133,7.399997456360214e-15,True
7,19,40267740,2000,1.3893300882108948,0.06615857562909022,0.4631100294036316,8.43477780266567,0.47837515719515145,0.09603475642474017,False
8,0,40268721,2000,1.6424601079684678,0.05865928957030242,0.46927431656241936,11.597098255481807,0.4823032205149278,1.2494098391171979e-14,True
8,1,40268722,2000,1.694391886283705,0.060513995938703755,0.48411196750963004,11.915945730478656,0.4908509148955438,8.284651619792126e-15,True
8,2,40268723,2000,1.6468028841456026,0.058814388719485806,0.47051510975588645,11.613794314188622,0.4832307403842254,8.940353963922124e-15,True
8,3,40268724,2000,1.6366608198796808,0.05845217213856003,0.4676173771084802,11.572510193327597,0.48111057164427684,9.665999653944871e-15,True
8,4,40268725,2000,1.5405045331068634,0.05501801903953084,0.4401441523162467,11.089675458398803,0.4625977992142749,0.5891053759052605,False
8,5,40268726,2000,1.6982721753943706,0.06065257769265609,0.48522062154124873,11.932836263401065,0.49162669121386576,2.530376738735233e-14,True
8,6,40268727,2000,1.6496791893743867,0.0589171139062281,0.4713369112498248,11.626101143708462,0.4838184740713375,3.3402999618057516e-14,True
8,7,40268728,2000,1.700499555431799,0.060732126979707104,0.48585701583765684,11.94126041961478,0.49209781633767624,2.2244905152622316e-14,True
8,8,40268729,2000,1.694112720740034,0.0605040257407155,0.484032205925724,11.915157204401236,0.49078628193268997,4.430574572675792e-15,True
8,9,40268730,2000,1.6505986640726482,0.05894995228830886,0.4715996183064709,11.630549451473168,0.4839955550681522,9.776367186842085e-15,True
8,10,40268731,2000,1.699715740081263,0.06070413357433082,0.48563306859464656,11.938901340364128,0.4919195859795368,5.7479626761639e-15,True
8,11,40268732,2000,1.69647252167278,0.06058830434545643,0.48470643476365144,11.923967803299735,0.4912883121234757,8.538348232836535e-15,True
8,12,40268733,2000,1.6452505017293428,0.058758946490333676,0.4700715719226694,11.607346127374981,0.4829092945411908,4.777827226666869e-15,True
8,13,40268734,2000,1.6943906219974885,0.06051395078562459,0.4841116062849967,11.91594330129982,0.49085059867486613,4.03039695287618e-15,True
8,14,40268735,2000,1.6363046800549506,0.05843945285910538,0.46751562287284304,11.57149751351332,0.4810269284281961,3.76590931890189e-14,True
8,15,40268736,2000,1.696472521672777,0.06058830434545632,0.48470643476365055,11.92396780329971,0.49128831212347523,7.325570742398555e-15,True
8,16,40268737,2000,1.6943918562800648,0.06051399486714517,0.48411195893716136,11.915945680931172,0.4908509072242436,1.162244661975232e-14,True
8,17,40268738,2000,1.6446078447081653,0.05873599445386305,0.4698879556309044,11.603810529371946,0.4827941988262995,2.034762606355304e-14,True
8,18,40268739,2000,1.6960532961402965,0.06057333200501059,0.4845866560400847,11.924428900898025,0.4911574105219279,1.2771461902363767e-14,True
8,19,40268740,2000,1.6982989457418523,0.060653533776494725,0.4852282702119578,11.932898672766028,0.4916331552332499,1.3802293825317332e-14,True
9,0,40269721,2000,1.8305763006539566,0.05084934168483213,0.45764407516348915,14.825703274650293,0.47542299500344537,1.7046368498049722e-14,True
9,1,40269722,2000,1.9153722619117386,0.05320478505310385,0.47884306547793465,15.413997139490494,0.4878603878633867,8.99110413028402e-15,True
9,2,40269723,2000,1.9113941108134287,0.05309428085592857,0.4778485277033572,15.396640312523541,0.4871214586315946,1.9545808043898765e-14,True
9,3,40269724,2000,1.9126928053020147,0.05313035570283374,0.47817320132550367,15.40234175914708,0.48736220485652826,1.473481096279751e-14,True
9,4,40269725,2000,1.8843307661068365,0.05234252128074546,0.47108269152670906,15.178153730121934,0.4836683458042739,2.0854041367129863e-14,True
9,5,40269726,2000,1.9187531166444156,0.0532986976845671,0.47968827916110396,15.429391038889378,0.48847765866379755,1.038175500015699e-14,True
9,6,40269727,2000,1.9157094550173461,0.05321415152825962,0.47892736375433653,15.417544282346753,0.4878901390222667,7.497245308820244e-15,True
9,7,40269728,2000,1.911392663712376,0.05309424065867711,0.477848165928094,15.39663655013829,0.48712114935332035,8.501573885946164e-15,True
9,8,40269729,2000,1.961198389197084,0.05447773303325233,0.490299597299271,15.724601217991166,0.4945744852801629,2.338347717499368e-14,True
9,9,40269730,2000,1.8773058177495412,0.05214738382637615,0.4693264544373853,15.140538528076215,0.48246339069462096,2.4887377976769132e-14,True
9,10,40269731,2000,1.956710980997777,0.05435308280549381,0.48917774524944424,15.70326814360562,0.4937779120810735,1.5102510869984034e-14,True
9,11,40269732,2000,1.8634328369140087,0.05176202324761135,0.4658582092285022,15.077869696598848,0.4798922665414318,1.1874807733154883e-14,True
9,12,40269733,2000,1.9135342417136076,0.0531537289364891,0.47838356042840186,15.407619059037776,0.48749309875082836,1.82197851304722e-14,True
9,13,40269734,2000,1.8769402758982103,0.0521372298860614,0.4692350689745526,15.13924416981922,0.48239006735998124,6.8230333047530985e-15,True
9,14,40269735,2000,1.866406398352233,0.051844622176450916,0.46660159958805825,15.090552603407067,0.4804560238477123,1.9619727629264516e-14,True
9,15,40269736,2000,1.8238950517859063,0.0506637514384974,0.45597376294647657,14.797570085516796,0.47413786775266314,2.205117533042598e-14,True
9,16,40269737,2000,1.9192277394250907,0.05331188165069697,0.4798069348562726,15.43327823614785,0.48853695269773567,4.6547015140858974e-14,True
9,17,40269738,2000,1.8662442656304479,0.05184011848973466,0.466561066407612,15.090023316758742,0.48042271240492707,8.333164844409121e-15,True
9,18,40269739,2000,1.9128032707372853,0.05313342418714681,0.4782008176843213,15.402674210147714,0.4873850919759693,6.257771415165635e-15,True
9,19,40269740,2000,1.9141461529134922,0.05317072646981923,0.47853653822837305,15.408529555897161,0.48763458169416785,1.400514571888116e-14,True
10,0,40270721,2000,2.2074399670480958,0.04905422148995768,0.49054221489957683,19.919822955971064,0.49459094882544297,1.9327640453718733e-14,True
10,1,40270722,2000,2.2086314689798474,0.04908069931066328,0.4908069931066328,19.92615377099303,0.49477929455188485,1.0617549310613944e-14,True
10,2,40270723,2000,2.1453343309418402,0.047674096243152005,0.47674096243152003,19.422085280127654,0.4867960597647233,2.1846386640615703e-14,True
10,3,40270724,2000,2.172174786679913,0.04827055081510918,0.4827055081510917,19.649429879945036,0.49002675341936675,7.095346552211418e-15,True
10,4,40270725,2000,2.1368055658063017,0.047484568129028924,0.47484568129028926,19.381782698999427,0.4853646539039631,0.0832817166129075,False
10,5,40270726,2000,2.1359258617805708,0.04746501915067935,0.4746501915067935,19.373374057707956,0.4852701103735635,3.7955609457643213e-14,True
10,6,40270727,2000,2.1355286324704026,0.04745619183267561,0.4745619183267561,19.3709629229754,0.48521005676874074,1.962964483234265e-14,True
10,7,40270728,2000,2.17970856889761,0.04843796819772467,0.4843796819772467,19.689808644301674,0.4912218583607945,2.8130389262872462e-14,True
10,8,40270729,2000,2.144275490907874,0.04765056646461942,0.47650566464619415,19.418958157313263,0.4865949738033038,0.030654095862392698,False
10,9,40270730,2000,2.0622217831413225,0.04582715073647384,0.4582715073647383,18.822409320825955,0.4753327777704554,0.09813980785320273,False
10,10,40270731,2000,2.2080500927348767,0.049067779838552816,0.4906777983855281,19.923032050776705,0.49468780572311033,1.0989890165392404e-13,True
10,11,40270732,2000,2.177031973278977,0.048378488295088375,0.48378488295088373,19.676001236410507,0.4907907702281904,7.474676416366993e-15,True
10,12,40270733,2000,2.1031810065045002,0.04673735570010001,0.46737355700100003,19.11339185059202,0.4810694401616433,1.255473871008764e-14,True
10,13,40270734,2000,2.180739597479869,0.048460879943997094,0.4846087994399709,19.69469596376751,0.4913932302846471,7.026913989586244e-15,True
10,14,40270735,2000,2.173444529450894,0.04829876732113098,0.4829876732113098,19.655207102468594,0.4902411343371883,3.0810178740397364e-14,True
10,15,40270736,2000,2.206428204328961,0.04903173787397692,0.49031737873976916,19.915045538726336,0.4944235498878047,1.9891934304627294e-14,True
10,16,40270737,2000,2.173015586812686,0.04828923526250413,0.48289235262504127,19.65357605008135,0.49016472038128356,1.8148928205834034e-14,True
10,17,40270738,2000,2.0620122790373836,0.04582249508971963,0.45822495089719634,18.826113718237703,0.47523772507324413,0.16336389233341855,False
10,18,40270739,2000,2.1429957013355407,0.04762212669634535,0.47622126696345346,19.410408642483883,0.48641164155596145,1.2635991082957945e-14,True
10,19,40270740,2000,2.019668287191356,0.04488151749314124,0.44881517493141243,18.58370860030996,0.46850459289994717,0.4750733283206611,False
