N,iteration,sigma,sigma2,chi,norm2,r2,Nr2,phase_mix_rms,identity_error
5,381,1.8708286933869713,3.500000000000002,0.45950178434065975,0.8596491228070181,0.08596491228070181,0.4298245614035091,1.1022334400201983,2.220446049250313e-16
5,382,1.8708286933869693,3.499999999999995,0.45950178434065947,0.8596491228070173,0.08596491228070173,0.42982456140350866,0.665634834987538,4.440892098500626e-16
5,383,1.8708286933869702,3.4999999999999982,0.4595017843406597,0.8596491228070181,0.08596491228070181,0.4298245614035091,0.6597328843656038,3.3306690738754696e-16
5,384,1.8708286933869696,3.4999999999999956,0.45950178434065947,0.8596491228070173,0.08596491228070173,0.42982456140350866,0.6297665956336772,3.3306690738754696e-16
5,385,1.8708286933869713,3.500000000000002,0.45950178434065964,0.859649122807018,0.0859649122807018,0.429824561403509,0.7893602871571754,1.1102230246251565e-16
5,386,1.8708286933869698,3.4999999999999964,0.459501784340659,0.8596491228070163,0.08596491228070163,0.4298245614035082,0.9696953944373548,0.0
5,387,1.8708286933869722,3.5000000000000058,0.4595017843406597,0.8596491228070184,0.08596491228070184,0.4298245614035093,0.9499413876035475,2.220446049250313e-16
5,388,1.8708286933869716,3.500000000000003,0.45950178434065947,0.8596491228070174,0.08596491228070174,0.4298245614035087,0.7189908378159117,5.551115123125783e-16
5,389,1.8708286933869707,3.5,0.4595017843406597,0.8596491228070182,0.08596491228070183,0.4298245614035091,1.1844996595720585,2.220446049250313e-16
5,390,1.8708286933869702,3.4999999999999982,0.4595017843406596,0.8596491228070176,0.08596491228070176,0.4298245614035087,0.9543780255768329,0.0
5,391,1.8708286933869718,3.500000000000004,0.4595017843406596,0.8596491228070181,0.08596491228070181,0.4298245614035091,0.755454709756325,1.1102230246251565e-16
5,392,1.8708286933869696,3.4999999999999956,0.45950178434065925,0.8596491228070167,0.08596491228070166,0.4298245614035084,0.9886880431814689,1.1102230246251565e-16
5,393,1.8708286933869707,3.5,0.4595017843406597,0.8596491228070182,0.08596491228070183,0.4298245614035091,0.6877866002209676,2.220446049250313e-16
5,394,1.8708286933869702,3.4999999999999982,0.45950178434065986,0.8596491228070184,0.08596491228070184,0.4298245614035093,1.2471236324277621,3.3306690738754696e-16
5,395,1.8708286933869689,3.4999999999999933,0.45950178434065914,0.8596491228070167,0.08596491228070166,0.4298245614035084,0.8274286221781225,5.551115123125783e-16
5,396,1.8708286933869724,3.5000000000000067,0.45950178434065947,0.8596491228070176,0.08596491228070176,0.4298245614035087,0.705134614608233,7.771561172376096e-16
5,397,1.87082869338697,3.4999999999999973,0.45950178434065925,0.8596491228070169,0.08596491228070169,0.42982456140350844,0.6822037620971705,1.1102230246251565e-16
5,398,1.8708286933869707,3.5,0.4595017843406599,0.8596491228070186,0.08596491228070186,0.4298245614035093,0.6286403047605589,2.220446049250313e-16
5,399,1.87082869338697,3.4999999999999973,0.459501784340659,0.8596491228070164,0.08596491228070165,0.4298245614035082,0.9432231132829973,0.0
5,400,1.8708286933869709,3.500000000000001,0.4595017843406596,0.859649122807018,0.0859649122807018,0.429824561403509,1.1212936020841433,1.1102230246251565e-16
6,381,2.4494897427831868,6.000000000000043,0.4898979485566373,1.2000000000000075,0.0800000000000005,0.48000000000000304,1.0390498921005922,8.881784197001252e-16
6,382,2.4494897427831734,5.999999999999977,0.48989794855663427,1.1999999999999944,0.07999999999999963,0.47999999999999776,0.9485179003721517,0.0
6,383,2.44948974278319,6.000000000000058,0.48989794855663793,1.200000000000007,0.08000000000000047,0.4800000000000028,0.6029533465116357,4.440892098500626e-15
6,384,2.4494897427831672,5.999999999999947,0.4898979485566334,1.1999999999999904,0.07999999999999936,0.47999999999999615,0.5973175009038902,1.3322676295501878e-15
6,385,2.4494897427831845,6.000000000000032,0.48989794855663743,1.2000000000000075,0.0800000000000005,0.48000000000000304,1.0390498921005924,0.0
6,386,2.4494897427831726,5.9999999999999725,0.48989794855663427,1.1999999999999944,0.07999999999999963,0.47999999999999776,0.9485179003721516,4.440892098500626e-16
6,387,2.449489742783186,6.000000000000038,0.4898979485566372,1.200000000000006,0.08000000000000039,0.48000000000000237,0.6029533465116359,1.7763568394002505e-15
6,388,2.449489742783171,5.999999999999966,0.4898979485566344,1.199999999999994,0.0799999999999996,0.4799999999999976,0.5973175009038901,4.440892098500626e-16
6,389,2.4494897427831814,6.000000000000016,0.4898979485566371,1.2000000000000055,0.08000000000000036,0.4800000000000022,1.0390498921005922,2.220446049250313e-16
6,390,2.4494897427831717,5.999999999999969,0.4898979485566342,1.1999999999999942,0.07999999999999961,0.4799999999999977,0.9485179003721512,8.881784197001252e-16
6,391,2.449489742783184,6.000000000000029,0.48989794855663726,1.200000000000006,0.08000000000000039,0.48000000000000237,0.602953346511636,1.1102230246251565e-15
6,392,2.449489742783174,5.99999999999998,0.4898979485566345,1.1999999999999946,0.07999999999999964,0.4799999999999978,0.59731750090389,4.440892098500626e-16
6,393,2.449489742783179,6.000000000000005,0.4898979485566365,1.2000000000000028,0.0800000000000002,0.48000000000000115,1.0390498921005926,2.220446049250313e-16
6,394,2.449489742783174,5.99999999999998,0.4898979485566347,1.1999999999999962,0.07999999999999975,0.4799999999999985,0.9485179003721512,4.440892098500626e-16
6,395,2.4494897427831854,6.0000000000000355,0.48989794855663704,1.200000000000005,0.08000000000000033,0.48000000000000204,0.6029533465116358,1.9984014443252818e-15
6,396,2.4494897427831717,5.999999999999969,0.4898979485566344,1.199999999999994,0.0799999999999996,0.4799999999999976,0.59731750090389,2.220446049250313e-16
6,397,2.4494897427831805,6.000000000000012,0.4898979485566364,1.2000000000000033,0.08000000000000022,0.4800000000000013,1.0390498921005922,2.220446049250313e-16
6,398,2.449489742783175,5.999999999999986,0.48989794855663504,1.1999999999999973,0.07999999999999982,0.47999999999999887,0.9485179003721519,2.220446049250313e-16
6,399,2.4494897427831805,6.000000000000012,0.48989794855663615,1.2000000000000024,0.08000000000000015,0.480000000000001,0.6029533465116362,0.0
6,400,2.4494897427831703,5.999999999999962,0.4898979485566348,1.1999999999999975,0.07999999999999984,0.479999999999999,0.5973175009038904,3.3306690738754696e-15
7,381,2.9004990655055694,8.412894828998681,0.47736605127359827,1.3845997856231547,0.06593332312491212,0.46153326187438487,1.0952235659136194,8.881784197001252e-16
7,382,2.900499065505567,8.412894828998668,0.4773660512735983,1.3845997856231547,0.06593332312491212,0.46153326187438487,1.0952235659136198,0.0
7,383,2.9004990655055702,8.412894828998686,0.47736605127359877,1.3845997856231564,0.06593332312491221,0.46153326187438554,1.095223565913619,8.881784197001252e-16
7,384,2.900499065505565,8.412894828998656,0.47736605127359777,1.3845997856231531,0.06593332312491205,0.4615332618743843,1.0952235659136198,1.1102230246251565e-15
7,385,2.9004990655055742,8.41289482899871,0.4773660512735992,1.3845997856231598,0.06593332312491237,0.46153326187438665,1.0952235659136198,8.881784197001252e-16
7,386,2.9004990655055654,8.412894828998658,0.47736605127359805,1.3845997856231538,0.06593332312491208,0.4615332618743846,1.0952235659136198,8.881784197001252e-16
7,387,2.9004990655055694,8.412894828998681,0.4773660512735989,1.3845997856231569,0.06593332312491224,0.4615332618743856,1.0952235659136196,4.440892098500626e-16
7,388,2.9004990655055685,8.412894828998676,0.477366051273599,1.384599785623157,0.06593332312491225,0.4615332618743857,1.0952235659136194,0.0
7,389,2.9004990655055756,8.412894828998716,0.47736605127359905,1.3845997856231573,0.06593332312491225,0.46153326187438576,1.0952235659136191,3.3306690738754696e-15
7,390,2.9004990655055645,8.412894828998652,0.47736605127359805,1.3845997856231531,0.06593332312491205,0.4615332618743843,1.09522356591362,6.661338147750939e-16
7,391,2.9004990655055694,8.412894828998681,0.477366051273599,1.3845997856231578,0.06593332312491228,0.4615332618743859,1.0952235659136196,2.220446049250313e-16
7,392,2.900499065505564,8.41289482899865,0.47736605127359766,1.3845997856231524,0.06593332312491203,0.46153326187438415,1.0952235659136194,1.3322676295501878e-15
7,393,2.9004990655055747,8.412894828998713,0.47736605127359916,1.3845997856231593,0.06593332312491235,0.4615332618743865,1.0952235659136194,1.3322676295501878e-15
7,394,2.900499065505574,8.412894828998708,0.47736605127359955,1.3845997856231578,0.06593332312491228,0.4615332618743859,1.0952235659136191,3.552713678800501e-15
7,395,2.900499065505565,8.412894828998656,0.477366051273598,1.3845997856231516,0.06593332312491199,0.4615332618743838,1.0952235659136196,1.1102230246251565e-15
7,396,2.900499065505565,8.412894828998656,0.4773660512735983,1.3845997856231556,0.06593332312491217,0.4615332618743852,1.09522356591362,1.9984014443252818e-15
7,397,2.900499065505572,8.412894828998697,0.4773660512735992,1.3845997856231587,0.06593332312491232,0.4615332618743862,1.0952235659136194,8.881784197001252e-16
7,398,2.900499065505569,8.41289482899868,0.47736605127359827,1.384599785623155,0.06593332312491215,0.46153326187438504,1.0952235659136196,2.220446049250313e-16
7,399,2.900499065505572,8.412894828998697,0.4773660512735986,1.384599785623156,0.0659333231249122,0.46153326187438537,1.0952235659136198,1.7763568394002505e-15
7,400,2.900499065505571,8.412894828998692,0.4773660512735989,1.3845997856231567,0.06593332312491222,0.46153326187438554,1.0952235659136194,1.3322676295501878e-15
8,381,3.405451255778285,11.597098255481898,0.4823032204786165,1.6424601078448169,0.05865928956588632,0.46927431652709056,1.1081910146312963,1.1102230246251565e-15
8,382,3.4054512557782846,11.597098255481896,0.4823032204800655,1.6424601078497498,0.05865928956606249,0.46927431652849994,0.8567181654676179,2.220446049250313e-16
8,383,3.4054512557782814,11.597098255481875,0.48230322048145635,1.6424601078544858,0.058659289566231634,0.4692743165298531,0.7282158439897994,8.881784197001252e-16
8,384,3.4054512557782854,11.597098255481901,0.48230322048279284,1.642460107859038,0.05865928956639421,0.4692743165311537,1.0448258769379202,2.220446049250313e-16
8,385,3.4054512557782797,11.597098255481862,0.4823032204840748,1.6424601078634016,0.05865928956655005,0.4692743165324004,1.0119247762050596,4.440892098500626e-16
8,386,3.4054512557782894,11.597098255481928,0.4823032204853074,1.6424601078676013,0.058659289566700044,0.46927431653360036,0.5867578490601393,1.9984014443252818e-15
8,387,3.4054512557782703,11.597098255481798,0.48230322048648683,1.6424601078716146,0.058659289566843374,0.469274316534747,0.636163475098179,3.9968028886505635e-15
8,388,3.4054512557782917,11.597098255481944,0.48230322048762597,1.6424601078755012,0.05865928956698219,0.4692743165358575,0.5310953847893163,1.1102230246251565e-15
8,389,3.4054512557782703,11.597098255481798,0.4823032204887123,1.6424601078791903,0.058659289567113936,0.4692743165369115,0.5265076034661683,8.881784197001252e-16
8,390,3.4054512557782886,11.597098255481923,0.48230322048975904,1.6424601078827608,0.05865928956724146,0.46927431653793167,0.5223084510121464,1.9984014443252818e-15
8,391,3.405451255778289,11.597098255481926,0.4823032204907648,1.6424601078861862,0.05865928956736379,0.46927431653891033,1.054022295994653,1.7763568394002505e-15
8,392,3.4054512557782832,11.597098255481885,0.482303220491728,1.6424601078894636,0.05865928956748084,0.46927431653984675,0.9258551024021078,1.7763568394002505e-15
8,393,3.405451255778292,11.597098255481948,0.48230322049265484,1.6424601078926218,0.058659289567593635,0.4692743165407491,1.0906093470082954,4.218847493575595e-15
8,394,3.405451255778274,11.597098255481823,0.4823032204935422,1.642460107895641,0.05865928956770146,0.46927431654161167,1.1312929246949845,1.9984014443252818e-15
8,395,3.405451255778296,11.597098255481974,0.4823032204943982,1.6424601078985608,0.05865928956780574,0.46927431654244595,1.117578129844673,3.9968028886505635e-15
8,396,3.4054512557782717,11.597098255481807,0.48230322049521446,1.642460107901334,0.05865928956790478,0.46927431654323826,0.6010055939870335,1.1102230246251565e-15
8,397,3.405451255778288,11.597098255481919,0.48230322049600316,1.642460107904027,0.05865928956800097,0.46927431654400775,1.1114013320493186,4.440892098500626e-16
8,398,3.405451255778285,11.597098255481898,0.4823032204967576,1.6424601079065932,0.05865928956809262,0.46927431654474094,1.0358651005363635,1.1102230246251565e-15
8,399,3.4054512557782823,11.59709825548188,0.48230322049748253,1.642460107909062,0.058659289568180784,0.46927431654544627,0.5921707252020738,2.220446049250313e-16
8,400,3.4054512557782877,11.597098255481917,0.4823032204981793,1.6424601079114367,0.0586592895682656,0.4692743165461248,1.1488801856452473,4.440892098500626e-16
9,381,3.850415987221427,14.825703274650358,0.47542299500278096,1.8305763006514,0.05084934168476111,0.45764407516285005,1.0497855745434148,4.440892098500626e-16
9,382,3.8504159872214205,14.825703274650307,0.4754229950028147,1.8305763006515283,0.050849341684764675,0.4576440751628821,1.0851776799412702,1.1102230246251565e-15
9,383,3.850415987221429,14.82570327465037,0.4754229950028487,1.830576300651661,0.050849341684768366,0.4576440751629153,1.0708652830623095,8.881784197001252e-16
9,384,3.8504159872214103,14.825703274650229,0.4754229950028775,1.8305763006517672,0.050849341684771315,0.4576440751629418,0.6228156522303644,3.1086244689504383e-15
9,385,3.8504159872214334,14.825703274650406,0.4754229950029091,1.8305763006518943,0.05084934168477484,0.45764407516297356,0.6920223259561946,2.4424906541753444e-15
9,386,3.850415987221414,14.825703274650255,0.4754229950029352,1.8305763006519897,0.05084934168477749,0.4576440751629975,0.5250644108398194,1.5543122344752192e-15
9,387,3.850415987221426,14.825703274650348,0.4754229950029624,1.8305763006520983,0.05084934168478051,0.45764407516302463,1.0681717773441748,2.220446049250313e-16
9,388,3.8504159872214263,14.825703274650351,0.4754229950029877,1.8305763006521953,0.0508493416847832,0.4576440751630489,0.9979044090627824,6.661338147750939e-16
9,389,3.8504159872214188,14.825703274650293,0.4754229950030101,1.8305763006522797,0.05084934168478555,0.45764407516306993,1.0497855745441347,8.881784197001252e-16
9,390,3.850415987221428,14.825703274650365,0.4754229950030344,1.830576300652377,0.050849341684788246,0.4576440751630943,1.0851776799419408,2.220446049250313e-16
9,391,3.850415987221426,14.825703274650348,0.47542299500305507,1.830576300652453,0.050849341684790356,0.45764407516311323,1.0708652830629557,2.4424906541753444e-15
9,392,3.8504159872214174,14.825703274650282,0.47542299500307483,1.8305763006525289,0.050849341684792465,0.45764407516313216,0.6228156522298932,1.5543122344752192e-15
9,393,3.8504159872214205,14.825703274650307,0.47542299500309426,1.830576300652605,0.05084934168479458,0.4576440751631512,0.69202232595571,1.3322676295501878e-15
9,394,3.8504159872214205,14.825703274650307,0.47542299500311314,1.830576300652678,0.050849341684796615,0.45764407516316946,0.5250644108392856,1.7763568394002505e-15
9,395,3.850415987221421,14.82570327465031,0.4754229950031287,1.8305763006527351,0.0508493416847982,0.4576440751631838,1.0681717773446573,1.3322676295501878e-15
9,396,3.850415987221431,14.825703274650389,0.4754229950031471,1.8305763006528122,0.05084934168480034,0.45764407516320305,0.9979044090624396,0.0
9,397,3.850415987221418,14.825703274650285,0.47542299500316104,1.8305763006528601,0.05084934168480167,0.4576440751632151,1.0497855745446047,6.661338147750939e-16
9,398,3.8504159872214236,14.82570327465033,0.47542299500317653,1.8305763006529232,0.05084934168480342,0.45764407516323075,1.0851776799423787,1.3322676295501878e-15
9,399,3.850415987221424,14.825703274650333,0.4754229950031905,1.8305763006529752,0.050849341684804865,0.4576440751632438,1.0708652830633774,8.881784197001252e-16
9,400,3.8504159872214228,14.825703274650323,0.4754229950032036,1.830576300653026,0.05084934168480628,0.4576440751632565,0.6228156522295856,2.220446049250313e-16
10,381,4.463162887008623,19.919822955971142,0.49459094882544397,2.2074399670481073,0.04905422148995794,0.4905422148995794,1.1185657568077054,4.884981308350689e-15
10,382,4.4631628870086315,19.919822955971224,0.4945909488254451,2.2074399670481095,0.049054221489957986,0.4905422148995799,0.8402401757832796,2.220446049250313e-15
10,383,4.463162887008597,19.919822955970915,0.49459094882544197,2.2074399670480913,0.04905422148995758,0.4905422148995759,1.1734765080418554,1.0658141036401503e-14
10,384,4.463162887008637,19.91982295597127,0.4945909488254468,2.207439967048125,0.04905422148995833,0.49054221489958333,0.8455806800824958,3.1086244689504383e-15
10,385,4.463162887008607,19.919822955971,0.4945909488254427,2.207439967048091,0.049054221489957577,0.4905422148995757,0.7148901634028941,2.220446049250313e-15
10,386,4.4631628870086315,19.919822955971224,0.49459094882544485,2.20743996704811,0.049054221489958,0.49054221489958,0.5432351168421816,8.881784197001252e-16
10,387,4.46316288700862,19.91982295597112,0.4945909488254441,2.2074399670481015,0.04905422148995781,0.4905422148995781,0.5234781157868583,0.0
10,388,4.463162887008619,19.91982295597111,0.4945909488254448,2.207439967048107,0.04905422148995793,0.4905422148995793,1.0504804545075213,2.6645352591003757e-15
10,389,4.46316288700862,19.91982295597112,0.49459094882544363,2.2074399670480993,0.049054221489957764,0.4905422148995776,0.9701052371802585,4.440892098500626e-16
10,390,4.4631628870086235,19.919822955971153,0.4945909488254442,2.2074399670481055,0.0490542214899579,0.49054221489957905,0.7582833970755977,1.7763568394002505e-15
10,391,4.463162887008617,19.919822955971096,0.4945909488254444,2.2074399670481046,0.04905422148995788,0.49054221489957883,0.5478377063613116,2.6645352591003757e-15
10,392,4.4631628870086235,19.919822955971153,0.49459094882544385,2.2074399670481024,0.04905422148995783,0.49054221489957833,1.0472610410289742,0.0
10,393,4.46316288700863,19.919822955971206,0.4945909488254452,2.20743996704811,0.049054221489958,0.49054221489958,0.9887797843238688,1.3322676295501878e-15
10,394,4.463162887008611,19.91982295597104,0.4945909488254432,2.2074399670480958,0.04905422148995768,0.49054221489957683,1.065579999181816,2.6645352591003757e-15
10,395,4.463162887008634,19.919822955971245,0.49459094882544513,2.207439967048111,0.04905422148995802,0.49054221489958016,0.6639915986745373,2.6645352591003757e-15
10,396,4.4631628870086075,19.919822955971007,0.4945909488254421,2.2074399670480904,0.04905422148995756,0.49054221489957567,1.1447125104874047,3.9968028886505635e-15
10,397,4.463162887008637,19.91982295597127,0.494590948825446,2.207439967048119,0.049054221489958194,0.49054221489958194,1.0252353187250676,4.440892098500626e-16
10,398,4.463162887008614,19.919822955971064,0.49459094882544274,2.2074399670480944,0.04905422148995765,0.4905422148995765,0.5977879925402592,1.7763568394002505e-15
10,399,4.463162887008627,19.91982295597118,0.4945909488254446,2.20743996704811,0.049054221489958,0.49054221489958,1.1185657568077056,2.6645352591003757e-15
10,400,4.463162887008625,19.919822955971167,0.4945909488254444,2.2074399670481046,0.04905422148995788,0.49054221489957883,0.8402401757832795,8.881784197001252e-16
11,381,4.9436851451388275,24.44002281426631,0.49299365406431794,2.437205404245477,0.04431282553173595,0.48744108084909543,0.6110489589040385,1.3322676295501878e-15
11,382,4.943685145138814,24.44002281426618,0.4929936540643166,2.4372054042454696,0.04431282553173581,0.48744108084909393,1.1284049637654046,3.9968028886505635e-15
11,383,4.943685145138841,24.44002281426644,0.4929936540643193,2.43720540424549,0.04431282553173618,0.48744108084909804,0.8844321611930325,1.7763568394002505e-15
11,384,4.943685145138821,24.44002281426625,0.49299365406431694,2.4372054042454683,0.04431282553173579,0.48744108084909366,0.6886040833353981,2.220446049250313e-15
11,385,4.943685145138846,24.440022814266495,0.49299365406431855,2.4372054042454825,0.044312825531736044,0.4874410808490965,0.5556759072379399,8.43769498715119e-15
11,386,4.9436851451388275,24.44002281426631,0.49299365406431717,2.4372054042454723,0.04431282553173586,0.4874410808490945,1.0514357778281687,2.6645352591003757e-15
11,387,4.943685145138836,24.4400228142664,0.4929936540643189,2.4372054042454847,0.044312825531736086,0.48744108084909693,0.987802526912064,3.1086244689504383e-15
11,388,4.943685145138822,24.440022814266257,0.492993654064317,2.4372054042454705,0.04431282553173583,0.4874410808490941,1.0799874387441062,8.881784197001252e-16
11,389,4.943685145138829,24.440022814266328,0.49299365406431794,2.437205404245481,0.04431282553173602,0.4874410808490962,0.6110489589040393,1.7763568394002505e-15
11,390,4.943685145138817,24.440022814266204,0.49299365406431656,2.4372054042454714,0.04431282553173584,0.48744108084909427,1.1284049637654041,4.884981308350689e-15
11,391,4.943685145138846,24.440022814266495,0.4929936540643198,2.4372054042454945,0.044312825531736266,0.4874410808490989,0.8844321611930328,2.220446049250313e-15
11,392,4.943685145138829,24.440022814266328,0.4929936540643177,2.4372054042454714,0.04431282553173584,0.48744108084909427,0.6886040833353975,7.105427357601002e-15
11,393,4.943685145138831,24.440022814266346,0.4929936540643175,2.437205404245474,0.04431282553173589,0.4874410808490948,0.5556759072379398,3.9968028886505635e-15
11,394,4.943685145138833,24.440022814266364,0.49299365406431783,2.4372054042454794,0.04431282553173599,0.4874410808490959,1.0514357778281684,1.3322676295501878e-15
11,395,4.943685145138831,24.440022814266346,0.4929936540643181,2.4372054042454794,0.04431282553173599,0.4874410808490959,0.9878025269120643,1.7763568394002505e-15
11,396,4.943685145138825,24.440022814266285,0.4929936540643177,2.4372054042454767,0.04431282553173594,0.4874410808490954,1.079987438744106,4.440892098500626e-16
11,397,4.943685145138832,24.440022814266353,0.49299365406431866,2.437205404245483,0.04431282553173605,0.4874410808490966,0.6110489589040388,1.3322676295501878e-15
11,398,4.943685145138811,24.440022814266143,0.49299365406431583,2.4372054042454647,0.044312825531735725,0.48744108084909293,1.1284049637654043,4.884981308350689e-15
11,399,4.943685145138845,24.440022814266484,0.4929936540643194,2.437205404245495,0.04431282553173627,0.487441080849099,0.8844321611930324,4.440892098500626e-16
11,400,4.943685145138826,24.440022814266293,0.4929936540643177,2.4372054042454745,0.0443128255317359,0.48744108084909493,0.6886040833353977,2.220446049250313e-15
12,381,5.410077344363099,29.268936871990885,0.4893395539388001,2.6473648344650424,0.04011158840098549,0.4813390608118259,0.6473220853169652,4.440892098500626e-15
12,382,5.4100773443631,29.268936871990892,0.4893395539388009,2.6473648344650513,0.04011158840098562,0.48133906081182753,1.0501669446490876,4.440892098500626e-16
