N,iteration,sigma,sigma2,chi,norm2,r2,Nr2,phase_mix_rms,identity_error
12,383,5.410077344363108,29.26893687199098,0.4893395539388016,2.647364834465055,0.04011158840098568,0.48133906081182815,1.0144166794894909,4.440892098500626e-15
12,384,5.410077344363105,29.268936871990952,0.4893395539388011,2.647364834465048,0.040111588400985575,0.48133906081182687,0.5769947529301881,7.549516567451064e-15
12,385,5.410077344363094,29.268936871990824,0.4893395539387994,2.6473648344650385,0.04011158840098543,0.48133906081182515,0.6473220853169654,2.220446049250313e-15
12,386,5.410077344363107,29.26893687199097,0.4893395539388014,2.6473648344650584,0.040111588400985734,0.4813390608118288,1.0501669446490873,4.440892098500626e-16
12,387,5.410077344363101,29.268936871990903,0.48933955393880124,2.6473648344650527,0.040111588400985644,0.48133906081182776,1.0144166794894904,1.3322676295501878e-15
12,388,5.410077344363098,29.268936871990874,0.48933955393880046,2.647364834465046,0.04011158840098555,0.48133906081182654,0.5769947529301888,2.6645352591003757e-15
12,389,5.4100773443631045,29.26893687199094,0.4893395539388006,2.6473648344650487,0.04011158840098559,0.48133906081182704,0.6473220853169654,3.552713678800501e-15
12,390,5.410077344363099,29.268936871990885,0.4893395539388009,2.6473648344650518,0.04011158840098563,0.48133906081182765,1.0501669446490878,4.440892098500626e-16
12,391,5.410077344363104,29.26893687199093,0.4893395539388009,2.6473648344650504,0.04011158840098561,0.48133906081182737,1.014416679489491,3.1086244689504383e-15
12,392,5.410077344363104,29.26893687199093,0.4893395539388008,2.64736483446505,0.04011158840098561,0.4813390608118273,0.5769947529301889,3.1086244689504383e-15
12,393,5.410077344363103,29.26893687199092,0.48933955393880046,2.647364834465048,0.040111588400985575,0.48133906081182687,0.6473220853169652,3.1086244689504383e-15
12,394,5.410077344363103,29.26893687199092,0.4893395539388008,2.647364834465052,0.04011158840098564,0.4813390608118277,1.0501669446490876,4.440892098500626e-16
12,395,5.410077344363103,29.26893687199092,0.48933955393880146,2.6473648344650558,0.04011158840098569,0.4813390608118283,1.014416679489491,4.440892098500626e-16
12,396,5.410077344363115,29.268936871991055,0.48933955393880185,2.647364834465054,0.040111588400985665,0.481339060811828,0.5769947529301879,1.0658141036401503e-14
12,397,5.410077344363096,29.268936871990846,0.4893395539387997,2.6473648344650376,0.040111588400985415,0.48133906081182504,0.6473220853169648,5.773159728050814e-15
12,398,5.4100773443631,29.268936871990892,0.48933955393880046,2.6473648344650504,0.04011158840098561,0.48133906081182737,1.0501669446490873,8.881784197001252e-16
12,399,5.410077344363105,29.268936871990952,0.48933955393880085,2.6473648344650513,0.04011158840098562,0.48133906081182753,1.014416679489491,3.1086244689504383e-15
12,400,5.410077344363099,29.268936871990885,0.48933955393880046,2.6473648344650487,0.04011158840098559,0.48133906081182704,0.5769947529301891,4.440892098500626e-16
13,381,5.9342217329536435,35.21498757585935,0.4929455053687434,2.9252479311210156,0.03750317860411558,0.4875413218535026,0.8676706528109515,1.7763568394002505e-15
13,382,5.9342217329536675,35.21498757585963,0.4929455053687449,2.925247931121031,0.03750317860411578,0.48754132185350524,1.1903526107181663,3.552713678800501e-15
13,383,5.934221732953648,35.214987575859396,0.4929455053687436,2.925247931121013,0.03750317860411555,0.48754132185350213,0.8189284578876772,4.440892098500626e-15
13,384,5.934221732953626,35.21498757585913,0.49294550536874177,2.9252479311210084,0.03750317860411549,0.4875413218535014,1.1463944920038527,1.2878587085651816e-14
13,385,5.934221732953624,35.21498757585911,0.49294550536874115,2.92524793112099,0.037503178604115256,0.4875413218534983,0.8676706528109415,1.3322676295501878e-15
13,386,5.93422173295368,35.21498757585977,0.49294550536874593,2.9252479311210426,0.03750317860411593,0.4875413218535071,1.1903526107181663,4.440892098500626e-15
13,387,5.9342217329536595,35.21498757585953,0.4929455053687437,2.925247931121018,0.03750317860411562,0.487541321853503,0.818928457887674,5.329070518200751e-15
13,388,5.934221732953649,35.21498757585941,0.492945505368743,2.9252479311210178,0.03750317860411561,0.4875413218535029,1.146394492003859,3.552713678800501e-15
13,389,5.934221732953696,35.214987575859965,0.49294550536874737,2.9252479311210617,0.03750317860411618,0.4875413218535103,0.8676706528109627,1.7763568394002505e-15
13,390,5.934221732953641,35.21498757585931,0.4929455053687426,2.925247931121006,0.03750317860411546,0.4875413218535009,1.1903526107181621,2.220446049250313e-15
13,391,5.934221732953662,35.21498757585957,0.49294550536874415,2.9252479311210244,0.0375031786041157,0.487541321853504,0.8189284578876764,3.1086244689504383e-15
13,392,5.934221732953635,35.21498757585924,0.49294550536874193,2.9252479311210084,0.03750317860411549,0.4875413218535014,1.1463944920038664,7.549516567451064e-15
13,393,5.934221732953772,35.214987575860874,0.49294550536875337,2.9252479311211377,0.03750317860411715,0.487541321853523,0.8676706528109381,8.881784197001252e-16
13,394,5.934221732953591,35.21498757585872,0.4929455053687393,2.9252479311209676,0.03750317860411497,0.4875413218534946,1.1903526107181694,3.552713678800501e-15
13,395,5.934221732953705,35.21498757586007,0.49294550536874765,2.9252479311210635,0.0375031786041162,0.48754132185351057,0.8189284578876774,5.773159728050814e-15
13,396,5.934221732953619,35.21498757585905,0.4929455053687407,2.9252479311209916,0.03750317860411528,0.4875413218534986,1.146394492003851,5.773159728050814e-15
13,397,5.934221732953631,35.2149875758592,0.49294550536874226,2.925247931121002,0.03750317860411541,0.4875413218535003,0.8676706528109537,4.440892098500626e-16
13,398,5.93422173295367,35.21498757585966,0.49294550536874543,2.9252479311210395,0.037503178604115894,0.48754132185350657,1.190352610718162,4.440892098500626e-16
13,399,5.934221732953646,35.214987575859375,0.49294550536874315,2.9252479311210124,0.03750317860411555,0.48754132185350213,0.8189284578876748,1.3322676295501878e-15
13,400,5.934221732953661,35.21498757585955,0.4929455053687438,2.9252479311210227,0.03750317860411567,0.48754132185350374,1.1463944920038542,2.6645352591003757e-15
14,381,6.40073924596355,40.96946289481803,0.4898789056527041,3.1355871371809414,0.03445700150748287,0.4823980211047602,0.843194249089372,3.1086244689504383e-15
14,382,6.400739245963511,40.96946289481753,0.4898789056527009,3.135587137180909,0.034457001507482515,0.4823980211047552,1.1741961845582005,1.021405182655144e-14
14,383,6.400739245963564,40.969462894818214,0.489878905652704,3.1355871371809387,0.03445700150748284,0.4823980211047598,0.8411710643056428,5.773159728050814e-15
14,384,6.400739245963542,40.96946289481793,0.4898789056527031,3.135587137180923,0.034457001507482675,0.4823980211047574,1.1600945639789748,4.440892098500626e-15
14,385,6.400739245963549,40.96946289481802,0.48987890565270326,3.13558713718093,0.034457001507482744,0.48239802110475843,0.843194249089372,2.6645352591003757e-15
14,386,6.400739245963543,40.96946289481794,0.48987890565270303,3.135587137180925,0.03445700150748269,0.4823980211047577,1.1741961845582034,2.6645352591003757e-15
14,387,6.400739245963539,40.969462894817894,0.4898789056527028,3.135587137180923,0.034457001507482675,0.4823980211047574,0.8411710643056436,1.3322676295501878e-15
14,388,6.4007392459635435,40.96946289481795,0.48987890565270253,3.1355871371809236,0.034457001507482675,0.4823980211047575,1.1600945639789735,1.3322676295501878e-15
14,389,6.400739245963537,40.96946289481787,0.4898789056527028,3.1355871371809236,0.034457001507482675,0.4823980211047575,0.843194249089372,0.0
14,390,6.400739245963549,40.96946289481802,0.48987890565270353,3.13558713718093,0.034457001507482744,0.48239802110475843,1.1741961845582025,4.440892098500626e-15
14,391,6.4007392459635275,40.969462894817745,0.48987890565270165,3.1355871371809076,0.0344570015074825,0.48239802110475505,0.8411710643056427,3.9968028886505635e-15
14,392,6.40073924596354,40.96946289481791,0.4898789056527032,3.1355871371809303,0.03445700150748275,0.4823980211047585,1.1600945639789741,2.6645352591003757e-15
14,393,6.400739245963535,40.96946289481784,0.48987890565270265,3.1355871371809236,0.034457001507482675,0.4823980211047575,0.843194249089372,2.220446049250313e-15
14,394,6.400739245963541,40.969462894817916,0.4898789056527033,3.1355871371809303,0.03445700150748275,0.4823980211047585,1.1741961845582034,1.3322676295501878e-15
14,395,6.400739245963543,40.96946289481794,0.48987890565270287,3.1355871371809214,0.034457001507482654,0.48239802110475716,0.8411710643056446,5.329070518200751e-15
14,396,6.40073924596354,40.96946289481791,0.48987890565270276,3.1355871371809227,0.03445700150748267,0.4823980211047573,1.160094563978974,2.220446049250313e-15
14,397,6.400739245963534,40.96946289481782,0.4898789056527023,3.13558713718092,0.03445700150748264,0.48239802110475694,0.843194249089372,1.3322676295501878e-15
14,398,6.400739245963536,40.96946289481786,0.4898789056527033,3.1355871371809307,0.03445700150748276,0.4823980211047586,1.1741961845582023,3.9968028886505635e-15
14,399,6.400739245963531,40.969462894817795,0.48987890565270226,3.135587137180914,0.03445700150748257,0.482398021104756,0.8411710643056431,3.552713678800501e-15
14,400,6.400739245963543,40.96946289481794,0.489878905652703,3.1355871371809263,0.03445700150748271,0.4823980211047579,1.1600945639789746,1.3322676295501878e-15
15,381,6.878075639889416,47.3079245080402,0.4884000915234409,3.359252772027154,0.031992883543115753,0.47989325314673625,0.5778107840993905,1.3766765505351941e-14
15,382,6.878075639889494,47.307924508041275,0.4884000915234452,3.3592527720272,0.03199288354311619,0.4798932531467429,0.6634657568404884,7.993605777301127e-15
15,383,6.878075639889429,47.30792450804039,0.4884000915234415,3.359252772027149,0.031992883543115705,0.4798932531467356,1.0512562223442057,1.7763568394002505e-15
15,384,6.87807563988946,47.3079245080408,0.48840009152344305,3.359252772027174,0.03199288354311594,0.4798932531467391,0.965413516604667,2.220446049250313e-15
15,385,6.87807563988943,47.307924508040394,0.48840009152344144,3.359252772027158,0.03199288354311579,0.47989325314673686,0.5778107840993905,7.105427357601002e-15
15,386,6.8780756398894995,47.307924508041346,0.48840009152344566,3.3592527720272,0.03199288354311619,0.4798932531467429,0.6634657568404871,1.3766765505351941e-14
15,387,6.878075639889425,47.30792450804032,0.48840009152344077,3.3592527720271406,0.03199288354311562,0.47989325314673437,1.0512562223442057,3.1086244689504383e-15
15,388,6.878075639889461,47.30792450804082,0.48840009152344377,3.3592527720271823,0.031992883543116024,0.4798932531467403,0.965413516604667,4.440892098500626e-16
15,389,6.878075639889429,47.30792450804039,0.48840009152344127,3.3592527720271548,0.03199288354311576,0.4798932531467364,0.5778107840993899,5.773159728050814e-15
15,390,6.878075639889493,47.30792450804126,0.4884000915234456,3.3592527720271987,0.03199288354311618,0.4798932531467427,0.6634657568404874,1.1546319456101628e-14
15,391,6.878075639889415,47.30792450804019,0.48840009152344066,3.3592527720271392,0.031992883543115615,0.47989325314673414,1.0512562223442057,1.3322676295501878e-15
15,392,6.878075639889465,47.30792450804087,0.48840009152344366,3.3592527720271823,0.031992883543116024,0.4798932531467403,0.9654135166046671,4.440892098500626e-16
15,393,6.878075639889417,47.30792450804021,0.48840009152344094,3.3592527720271534,0.03199288354311575,0.4798932531467362,0.5778107840993899,1.2434497875801753e-14
15,394,6.878075639889496,47.3079245080413,0.48840009152344555,3.3592527720272027,0.03199288354311622,0.47989325314674325,0.6634657568404893,8.43769498715119e-15
15,395,6.878075639889425,47.30792450804032,0.4884000915234416,3.3592527720271486,0.0319928835431157,0.47989325314673553,1.0512562223442057,8.881784197001252e-16
15,396,6.878075639889455,47.307924508040735,0.4884000915234431,3.359252772027175,0.031992883543115955,0.4798932531467393,0.9654135166046666,8.881784197001252e-16
15,397,6.878075639889439,47.307924508040514,0.4884000915234421,3.3592527720271623,0.03199288354311583,0.4798932531467375,0.5778107840993894,2.6645352591003757e-15
15,398,6.878075639889485,47.307924508041154,0.4884000915234449,3.3592527720271885,0.03199288354311608,0.4798932531467412,0.6634657568404886,1.2878587085651816e-14
15,399,6.87807563988943,47.307924508040394,0.48840009152344155,3.35925277202715,0.03199288354311571,0.4798932531467357,1.0512562223442057,1.7763568394002505e-15
15,400,6.878075639889462,47.307924508040834,0.4884000915234433,3.359252772027177,0.03199288354311597,0.4798932531467396,0.9654135166046666,2.220446049250313e-15
16,381,7.410923123265691,54.92178153895411,0.49212141708044427,3.6470739892957402,0.03039228324413117,0.4862765319060987,1.0551152203075411,3.552713678800501e-15
16,382,7.410923123265661,54.92178153895366,0.49212141708044366,3.647073989295725,0.030392283244131044,0.4862765319060967,0.9504012196503516,4.440892098500626e-16
16,383,7.410923123265656,54.92178153895358,0.4921214170804432,3.6470739892957216,0.030392283244131013,0.4862765319060962,0.568159183823859,3.1086244689504383e-15
16,384,7.410923123265669,54.92178153895378,0.49212141708044377,3.6470739892957287,0.030392283244131072,0.48627653190609715,0.6921988934279295,8.881784197001252e-16
16,385,7.41092312326567,54.921781538953795,0.4921214170804435,3.6470739892957273,0.03039228324413106,0.486276531906097,1.055115220307541,4.440892098500626e-16
16,386,7.410923123265667,54.92178153895375,0.4921214170804443,3.647073989295733,0.03039228324413111,0.48627653190609776,0.9504012196503526,4.440892098500626e-16
16,387,7.41092312326566,54.921781538953645,0.492121417080444,3.6470739892957265,0.030392283244131055,0.4862765319060969,0.5681591838238582,0.0
16,388,7.4109231232656505,54.9217815389535,0.4921214170804427,3.6470739892957154,0.03039228324413096,0.4862765319060954,0.692198893427929,3.1086244689504383e-15
16,389,7.410923123265683,54.921781538953994,0.4921214170804442,3.647073989295737,0.03039228324413114,0.48627653190609826,1.0551152203075411,2.6645352591003757e-15
16,390,7.4109231232656665,54.92178153895374,0.49212141708044416,3.64707398929573,0.030392283244131083,0.4862765319060973,0.9504012196503522,8.881784197001252e-16
16,391,7.410923123265668,54.921781538953766,0.4921214170804442,3.6470739892957265,0.030392283244131055,0.4862765319060969,0.5681591838238581,5.773159728050814e-15
16,392,7.410923123265659,54.92178153895364,0.4921214170804429,3.6470739892957167,0.03039228324413097,0.48627653190609554,0.6921988934279297,1.3322676295501878e-15
16,393,7.410923123265681,54.92178153895395,0.4921214170804442,3.6470739892957362,0.030392283244131135,0.48627653190609815,1.0551152203075411,2.220446049250313e-15
16,394,7.410923123265663,54.92178153895369,0.49212141708044393,3.6470739892957265,0.030392283244131055,0.4862765319060969,0.9504012196503517,8.881784197001252e-16
16,395,7.410923123265671,54.92178153895381,0.4921214170804441,3.647073989295727,0.030392283244131058,0.48627653190609693,0.5681591838238582,5.773159728050814e-15
16,396,7.410923123265658,54.92178153895361,0.4921214170804431,3.647073989295717,0.030392283244130975,0.4862765319060956,0.6921988934279292,1.7763568394002505e-15
16,397,7.4109231232656745,54.92178153895386,0.4921214170804443,3.647073989295735,0.030392283244131124,0.486276531906098,1.0551152203075411,1.3322676295501878e-15
16,398,7.410923123265661,54.92178153895366,0.49212141708044366,3.6470739892957247,0.030392283244131037,0.4862765319060966,0.9504012196503525,0.0
16,399,7.4109231232656505,54.9217815389535,0.4921214170804432,3.6470739892957225,0.03039228324413102,0.4862765319060963,0.5681591838238593,6.217248937900877e-15
16,400,7.410923123265671,54.92178153895381,0.4921214170804441,3.6470739892957327,0.030392283244131107,0.4862765319060977,0.6921988934279287,0.0
