step,H_parallel,H_perp,H_total,PR,PR_over_M,abs_ZT_Z,sigma1_of_step_generator,amp_min,amp_max,amp_std,K_spectral_norm,K_antisym_error,measured_phase_advance,angle_times_sigma1_next
0.0,1.8305763006534654,6.244827844675612e-32,1.8305763006534654,36.00000000000001,1.0000000000000002,1.1857187100668868e-16,nan,0.22549798598838633,0.22549798598838636,4.3885418357208765e-17,nan,nan,5.153158653910922e-07,3.6072110578655518e-06
1.0,1.830576300653465,1.8027080110564894e-30,1.830576300653465,35.99999999999999,0.9999999999999998,1.3092278833360675e-16,0.7118907835874588,0.22549798598838605,0.22549798598838663,1.633549183237694e-16,0.7118907835874588,5.957568398382811e-17,5.153158654176259e-07,3.6072110578655518e-06
2.0,1.8305763006534663,4.3702221192192e-30,1.8305763006534663,35.99999999999999,0.9999999999999998,7.860575515876907e-16,0.7118907835874588,0.22549798598838586,0.22549798598838702,2.7836411663355566e-16,0.7118907835874587,6.095696156395801e-17,5.153158653967777e-07,3.607211057865554e-06
3.0,1.8305763006534663,4.7615869456853384e-30,1.8305763006534663,36.0,1.0,3.5821094699185227e-16,0.7118907835874593,0.2254979859883859,0.22549798598838697,2.8877805767053584e-16,0.711890783587459,6.156266809643693e-17,5.153158653740344e-07,3.6072110578655543e-06
4.0,1.8305763006534659,6.458018239257867e-30,1.8305763006534659,36.0,1.0,5.572324966150414e-16,0.7118907835874594,0.22549798598838564,0.2254979859883871,3.255287166818107e-16,0.711890783587459,6.719857324003007e-17,5.153158654138352e-07,3.607211057865554e-06
5.0,1.8305763006534663,7.914362103491787e-30,1.8305763006534663,35.99999999999999,0.9999999999999998,6.670367046887758e-16,0.7118907835874593,0.22549798598838572,0.2254979859883872,3.6079282839182493e-16,0.7118907835874587,6.970995350904091e-17,5.15315865419521e-07,3.607211057865554e-06
6.0,1.830576300653466,1.1804269042934105e-29,1.830576300653466,36.0,1.0,6.667118051786499e-16,0.7118907835874593,0.22549798598838536,0.22549798598838744,4.1561342229279694e-16,0.7118907835874592,6.266538638252295e-17,5.153158654100446e-07,3.6072110578655543e-06
7.0,1.8305763006534663,1.329822825206783e-29,1.8305763006534663,36.00000000000001,1.0000000000000002,9.036560719766055e-16,0.7118907835874594,0.2254979859883852,0.22549798598838727,4.585273735146827e-16,0.7118907835874589,7.577772039357384e-17,5.153158653854059e-07,3.607211057865555e-06
8.0,1.8305763006534659,1.423529438344667e-29,1.8305763006534659,36.000000000000014,1.0000000000000004,9.995861419348e-16,0.7118907835874595,0.22549798598838514,0.22549798598838736,4.658198225361696e-16,0.711890783587459,7.510785479635756e-17,5.153158653512911e-07,3.6072110578655526e-06
9.0,1.8305763006534668,1.621931589578473e-29,1.8305763006534668,35.99999999999999,0.9999999999999998,1.2438245552835282e-15,0.711890783587459,0.22549798598838502,0.22549798598838797,5.109296471637633e-16,0.7118907835874589,7.060696855006124e-17,5.153158653512908e-07,3.607211057865551e-06
