t,H,Q2_re,Q2_im,generator_norm
0,np.float64(221.1859903612903),np.float64(93.84795140516172),np.float64(8.97156121806491),np.float64(13.893129940169333)
1,np.float64(221.18599036128984),np.float64(93.84795140516164),np.float64(8.971561218064998),np.float64(13.359272172663044)
2,np.float64(221.18599036129012),np.float64(93.84795140516191),np.float64(8.971561218064785),np.float64(13.920638730915167)
3,np.float64(221.1859903612899),np.float64(93.84795140516178),np.float64(8.971561218065101),np.float64(14.464471607861869)
4,np.float64(221.18599036128919),np.float64(93.84795140516148),np.float64(8.971561218065172),np.float64(13.757470083953244)
5,np.float64(221.18599036128933),np.float64(93.84795140516151),np.float64(8.971561218065172),np.float64(13.897582699380745)
6,np.float64(221.18599036128933),np.float64(93.84795140516154),np.float64(8.971561218065075),np.float64(14.538929199522352)
7,np.float64(221.18599036128893),np.float64(93.84795140516131),np.float64(8.97156121806511),np.float64(14.235876548813518)
8,np.float64(221.18599036128893),np.float64(93.84795140516107),np.float64(8.97156121806534),np.float64(13.456564844818672)
9,np.float64(221.1859903612885),np.float64(93.84795140516104),np.float64(8.971561218065398),np.float64(14.229104782459903)
10,np.float64(221.18599036128796),np.float64(93.84795140516091),np.float64(8.971561218065345),np.float64(13.891334279729884)
11,np.float64(221.18599036128782),np.float64(93.84795140516098),np.float64(8.971561218065334),np.float64(14.270951752926766)
12,np.float64(221.18599036128762),np.float64(93.84795140516083),np.float64(8.971561218065705),np.float64(13.731978109490258)
13,np.float64(221.18599036128785),np.float64(93.84795140516101),np.float64(8.97156121806557),np.float64(14.090145166792515)
14,np.float64(221.18599036128774),np.float64(93.84795140516079),np.float64(8.971561218065414),np.float64(14.274114531100823)
15,np.float64(221.1859903612878),np.float64(93.84795140516081),np.float64(8.971561218065027),np.float64(13.962915988824506)
16,np.float64(221.18599036128805),np.float64(93.84795140516097),np.float64(8.971561218064826),np.float64(13.745791320189936)
17,np.float64(221.18599036128873),np.float64(93.84795140516118),np.float64(8.971561218064494),np.float64(13.804478176560286)
18,np.float64(221.18599036128833),np.float64(93.84795140516104),np.float64(8.97156121806414),np.float64(14.180631467078438)
