t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(76.23618079528836),np.float64(-16.88190960235588),np.float64(-8.249196962329059),np.float64(14.722984824634798),np.float64(2.220446049250313e-16)
1,np.float64(76.23618079528825),np.float64(-16.881909602355968),np.float64(-8.249196962328819),np.float64(18.849632276316267),np.float64(8.881784197001252e-16)
2,np.float64(76.23618079528823),np.float64(-16.881909602355993),np.float64(-8.249196962328643),np.float64(29.910003252407616),np.float64(1.7763568394002505e-15)
3,np.float64(76.23618079528813),np.float64(-16.881909602355968),np.float64(-8.24919696232862),np.float64(31.366646952069182),np.float64(4.440892098500626e-16)
4,np.float64(76.23618079528813),np.float64(-16.881909602355933),np.float64(-8.24919696232865),np.float64(31.933833889490884),np.float64(1.7763568394002505e-15)
5,np.float64(76.23618079528825),np.float64(-16.881909602355872),np.float64(-8.24919696232882),np.float64(32.569607581947984),np.float64(1.7763568394002505e-15)
6,np.float64(76.23618079528838),np.float64(-16.881909602355826),np.float64(-8.249196962328966),np.float64(33.48064473648302),np.float64(1.7763568394002505e-15)
7,np.float64(76.23618079528843),np.float64(-16.881909602355794),np.float64(-8.249196962328911),np.float64(34.86624059232228),np.float64(1.7763568394002505e-15)
8,np.float64(76.23618079528838),np.float64(-16.881909602355798),np.float64(-8.249196962328632),np.float64(35.50805857937513),np.float64(1.7763568394002505e-15)
9,np.float64(76.23618079528828),np.float64(-16.881909602355798),np.float64(-8.249196962328615),np.float64(35.63825416331193),np.float64(1.7763568394002505e-15)
10,np.float64(76.23618079528832),np.float64(-16.881909602355876),np.float64(-8.2491969623286),np.float64(35.64852237665131),np.float64(1.7763568394002505e-15)
11,np.float64(76.23618079528829),np.float64(-16.881909602355858),np.float64(-8.249196962328622),np.float64(35.64906944521365),np.float64(1.7763568394002505e-15)
12,np.float64(76.23618079528833),np.float64(-16.88190960235584),np.float64(-8.249196962328687),np.float64(35.649094947225805),np.float64(1.7763568394002505e-15)
13,np.float64(76.23618079528853),np.float64(-16.88190960235586),np.float64(-8.24919696232879),np.float64(35.64909882711541),np.float64(1.7763568394002505e-15)
14,np.float64(76.23618079528848),np.float64(-16.88190960235583),np.float64(-8.24919696232877),np.float64(35.649101211823094),np.float64(1.7763568394002505e-15)
15,np.float64(76.23618079528869),np.float64(-16.881909602355893),np.float64(-8.249196962328808),np.float64(35.64910308180643),np.float64(1.7763568394002505e-15)
16,np.float64(76.23618079528886),np.float64(-16.88190960235598),np.float64(-8.24919696232853),np.float64(35.649104953145894),np.float64(4.440892098500626e-16)
17,np.float64(76.23618079528902),np.float64(-16.88190960235605),np.float64(-8.249196962328535),np.float64(35.6491071779754),np.float64(1.7763568394002505e-15)
18,np.float64(76.23618079528892),np.float64(-16.881909602356043),np.float64(-8.24919696232836),np.float64(35.6491097258411),np.float64(5.551115123125783e-17)
19,np.float64(76.23618079528883),np.float64(-16.88190960235609),np.float64(-8.249196962328224),np.float64(35.64911227841906),np.float64(2.220446049250313e-16)
20,np.float64(76.23618079528875),np.float64(-16.88190960235611),np.float64(-8.249196962328234),np.float64(35.649114556198434),np.float64(1.7763568394002505e-15)
21,np.float64(76.23618079528862),np.float64(-16.881909602356217),np.float64(-8.249196962328195),np.float64(35.64911658257415),np.float64(1.7763568394002505e-15)
22,np.float64(76.23618079528858),np.float64(-16.881909602356192),np.float64(-8.249196962328158),np.float64(35.64911872147355),np.float64(2.220446049250313e-16)
23,np.float64(76.2361807952886),np.float64(-16.881909602356227),np.float64(-8.249196962328199),np.float64(35.64912145445549),np.float64(1.7763568394002505e-15)
24,np.float64(76.23618079528856),np.float64(-16.881909602356266),np.float64(-8.249196962328131),np.float64(35.64912494727406),np.float64(1.7763568394002505e-15)
25,np.float64(76.23618079528873),np.float64(-16.881909602356416),np.float64(-8.249196962327968),np.float64(35.64912872173068),np.float64(1.7763568394002505e-15)
26,np.float64(76.23618079528875),np.float64(-16.881909602356494),np.float64(-8.249196962327938),np.float64(35.64913191788934),np.float64(1.7763568394002505e-15)
27,np.float64(76.2361807952889),np.float64(-16.881909602356494),np.float64(-8.249196962328014),np.float64(35.64913402267874),np.float64(4.440892098500626e-16)
28,np.float64(76.23618079528896),np.float64(-16.881909602356437),np.float64(-8.24919696232815),np.float64(35.649135194992596),np.float64(1.7763568394002505e-15)
29,np.float64(76.236180795289),np.float64(-16.881909602356444),np.float64(-8.249196962328122),np.float64(35.64913586375766),np.float64(1.7763568394002505e-15)
30,np.float64(76.23618079528927),np.float64(-16.88190960235657),np.float64(-8.249196962328009),np.float64(35.649136335897374),np.float64(4.440892098500626e-16)
31,np.float64(76.23618079528913),np.float64(-16.88190960235653),np.float64(-8.24919696232805),np.float64(35.649136846826764),np.float64(1.7763568394002505e-15)
32,np.float64(76.23618079528896),np.float64(-16.881909602356565),np.float64(-8.249196962327948),np.float64(35.64913760805878),np.float64(1.7763568394002505e-15)
33,np.float64(76.23618079528879),np.float64(-16.88190960235657),np.float64(-8.249196962327886),np.float64(35.64913867344542),np.float64(1.7763568394002505e-15)
34,np.float64(76.23618079528877),np.float64(-16.881909602356508),np.float64(-8.249196962327947),np.float64(35.64913999043147),np.float64(1.7763568394002505e-15)
35,np.float64(76.23618079528883),np.float64(-16.8819096023565),np.float64(-8.249196962327927),np.float64(35.64914158442263),np.float64(1.7763568394002505e-15)
36,np.float64(76.23618079528887),np.float64(-16.8819096023565),np.float64(-8.249196962327927),np.float64(35.649143460859754),np.float64(1.7763568394002505e-15)
37,np.float64(76.23618079528875),np.float64(-16.881909602356423),np.float64(-8.249196962327982),np.float64(35.64914536309199),np.float64(1.7763568394002505e-15)
38,np.float64(76.23618079528899),np.float64(-16.881909602356448),np.float64(-8.249196962328064),np.float64(35.649146882770495),np.float64(1.7763568394002505e-15)
39,np.float64(76.23618079528907),np.float64(-16.88190960235646),np.float64(-8.24919696232821),np.float64(35.64914783760586),np.float64(1.7763568394002505e-15)
40,np.float64(76.23618079528903),np.float64(-16.88190960235642),np.float64(-8.249196962328186),np.float64(35.649148381035175),np.float64(1.7763568394002505e-15)
41,np.float64(76.23618079528896),np.float64(-16.881909602356373),np.float64(-8.249196962328181),np.float64(35.64914877199645),np.float64(1.7763568394002505e-15)
42,np.float64(76.23618079528896),np.float64(-16.881909602356387),np.float64(-8.249196962328192),np.float64(35.64914919300055),np.float64(1.7763568394002505e-15)
43,np.float64(76.23618079528885),np.float64(-16.88190960235636),np.float64(-8.249196962328103),np.float64(35.649149739631895),np.float64(4.440892098500626e-16)
44,np.float64(76.23618079528894),np.float64(-16.8819096023564),np.float64(-8.249196962328227),np.float64(35.64915040725549),np.float64(1.7763568394002505e-15)
45,np.float64(76.23618079528879),np.float64(-16.881909602356448),np.float64(-8.249196962328156),np.float64(35.64915108571375),np.float64(4.440892098500626e-16)
46,np.float64(76.23618079528879),np.float64(-16.881909602356405),np.float64(-8.249196962328128),np.float64(35.64915166458581),np.float64(4.440892098500626e-16)
47,np.float64(76.23618079528879),np.float64(-16.881909602356483),np.float64(-8.249196962328105),np.float64(35.64915211970852),np.float64(2.220446049250313e-16)
48,np.float64(76.23618079528876),np.float64(-16.88190960235653),np.float64(-8.249196962328107),np.float64(35.64915247523185),np.float64(1.7763568394002505e-15)
49,np.float64(76.23618079528886),np.float64(-16.881909602356515),np.float64(-8.24919696232816),np.float64(35.649152770244015),np.float64(1.7763568394002505e-15)
50,np.float64(76.23618079528887),np.float64(-16.881909602356558),np.float64(-8.249196962328117),np.float64(35.649153074250485),np.float64(1.7763568394002505e-15)
51,np.float64(76.23618079528882),np.float64(-16.881909602356565),np.float64(-8.24919696232805),np.float64(35.64915345105727),np.float64(1.7763568394002505e-15)
52,np.float64(76.23618079528876),np.float64(-16.881909602356473),np.float64(-8.249196962328218),np.float64(35.649153913720006),np.float64(1.7763568394002505e-15)
53,np.float64(76.23618079528879),np.float64(-16.881909602356426),np.float64(-8.249196962328181),np.float64(35.649154438554696),np.float64(1.7763568394002505e-15)
54,np.float64(76.23618079528885),np.float64(-16.88190960235638),np.float64(-8.249196962328252),np.float64(35.649154959682306),np.float64(1.7763568394002505e-15)
55,np.float64(76.23618079528885),np.float64(-16.88190960235633),np.float64(-8.249196962328368),np.float64(35.64915536298936),np.float64(4.440892098500626e-16)
56,np.float64(76.23618079528896),np.float64(-16.88190960235631),np.float64(-8.249196962328488),np.float64(35.64915558418292),np.float64(1.7763568394002505e-15)
57,np.float64(76.23618079528879),np.float64(-16.881909602356174),np.float64(-8.24919696232847),np.float64(35.64915569505642),np.float64(1.7763568394002505e-15)
58,np.float64(76.23618079528889),np.float64(-16.88190960235623),np.float64(-8.249196962328448),np.float64(35.64915582806844),np.float64(1.7763568394002505e-15)
59,np.float64(76.23618079528877),np.float64(-16.881909602356266),np.float64(-8.249196962328233),np.float64(35.649156058829774),np.float64(1.7763568394002505e-15)
60,np.float64(76.2361807952887),np.float64(-16.88190960235628),np.float64(-8.249196962328222),np.float64(35.64915638495155),np.float64(1.7763568394002505e-15)
61,np.float64(76.23618079528853),np.float64(-16.881909602356227),np.float64(-8.249196962328153),np.float64(35.64915674873866),np.float64(2.7755575615628914e-17)
62,np.float64(76.2361807952883),np.float64(-16.881909602356256),np.float64(-8.249196962327996),np.float64(35.6491570652961),np.float64(1.7763568394002505e-15)
63,np.float64(76.2361807952883),np.float64(-16.881909602356224),np.float64(-8.249196962327993),np.float64(35.6491572838268),np.float64(1.7763568394002505e-15)
