t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(48.6089637399097),np.float64(48.608963739909704),np.float64(-1.153518245087862e-13),np.float64(1.1024622405997452e-14),np.float64(7.888609052210118e-31)
1,np.float64(48.60896373990972),np.float64(48.60896373990972),np.float64(-1.1123730729543655e-13),np.float64(2.1556616528839996e-14),np.float64(7.888609052210118e-31)
2,np.float64(48.60896373990966),np.float64(48.60896373990967),np.float64(-1.138805129510842e-13),np.float64(2.3690880273993408e-14),np.float64(1.5777218104420236e-30)
3,np.float64(48.60896373990954),np.float64(48.60896373990954),np.float64(-1.1366774831637052e-13),np.float64(2.367808778419314e-14),np.float64(1.5777218104420236e-30)
4,np.float64(48.608963739909484),np.float64(48.60896373990948),np.float64(-1.1644479740168012e-13),np.float64(1.3386458172929764e-14),np.float64(7.888609052210118e-31)
5,np.float64(48.6089637399095),np.float64(48.6089637399095),np.float64(-1.1991577365058538e-13),np.float64(1.9853411431901932e-14),np.float64(1.5777218104420236e-30)
6,np.float64(48.60896373990943),np.float64(48.60896373990943),np.float64(-1.2846546644358237e-13),np.float64(3.709625435871731e-14),np.float64(3.1554436208840472e-30)
7,np.float64(48.60896373990943),np.float64(48.60896373990943),np.float64(-1.2908089677460232e-13),np.float64(3.044872652492802e-14),np.float64(3.1554436208840472e-30)
8,np.float64(48.60896373990944),np.float64(48.60896373990944),np.float64(-1.331160516167684e-13),np.float64(3.0878776282005836e-14),np.float64(2.3665827156630354e-30)
9,np.float64(48.6089637399095),np.float64(48.6089637399095),np.float64(-1.3258683455910967e-13),np.float64(3.565242397067304e-14),np.float64(3.1554436208840472e-30)
10,np.float64(48.608963739909484),np.float64(48.608963739909484),np.float64(-1.3395162570220372e-13),np.float64(3.4836839515610804e-14),np.float64(1.5777218104420236e-30)
11,np.float64(48.60896373990951),np.float64(48.60896373990951),np.float64(-1.3409516179158073e-13),np.float64(4.4703419364770486e-14),np.float64(1.5777218104420236e-30)
12,np.float64(48.60896373990951),np.float64(48.60896373990951),np.float64(-1.3835634661111266e-13),np.float64(4.018421552826032e-14),np.float64(3.1554436208840472e-30)
13,np.float64(48.608963739909456),np.float64(48.608963739909456),np.float64(-1.4235596469387242e-13),np.float64(5.3207178559604646e-14),np.float64(3.1554436208840472e-30)
14,np.float64(48.608963739909505),np.float64(48.608963739909505),np.float64(-1.432115955119856e-13),np.float64(5.169460175256523e-14),np.float64(3.1554436208840472e-30)
15,np.float64(48.60896373990939),np.float64(48.6089637399094),np.float64(-1.4018694103393952e-13),np.float64(3.805362697282208e-14),np.float64(1.5777218104420236e-30)
