edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,222.7210988686474,-0.1314062235379439,-0.12134779749128463,0.1788655459849378
1,0,2,299.3559135657198,0.08768583790574729,-0.15589765031227534,0.1788655459894987
2,0,3,41.47033826083479,0.13402371312639985,0.11845052917664048,0.17886554599031554
3,0,4,122.59413480363276,-0.09635210487847332,0.15069557202821857,0.1788655459931407
4,0,5,318.8491771849435,0.13468217655697698,-0.11770129506868064,0.17886554599186882
5,0,6,133.97024917970057,-0.12418362263624536,0.12872960581002718,0.17886554599214008
6,0,7,31.132526425489413,0.15310420573950073,0.09247694700670575,0.17886554599140783
7,0,8,36.7673538170643,0.1432842798647712,0.10706305939257885,0.178865545991577
8,0,9,53.22636782852138,0.10707875953960526,0.1432725472416897,0.17886554597703497
9,0,10,131.6932717517416,-0.11897110723886277,0.1335618178393108,0.17886554598966853
10,0,11,311.28787849166963,0.11802312759305846,-0.13440024143349807,0.17886554599539267
11,0,12,133.53070238334098,-0.12319242391456871,0.12967848793489845,0.17886554599203391
12,0,13,37.60283349560789,0.1417079223765541,0.10914095600726394,0.17886554599044224
13,0,14,38.84187329506743,0.13931476389795633,0.11217967776091269,0.17886554599051635
14,1,2,285.14371927853693,0.04672703773620605,-0.17265418468016452,0.17886554599243865
15,1,3,140.0012255223673,-0.13702141673723134,0.11496962598543987,0.1788655459944982
16,1,4,5.644151075966261,0.17799838953455083,0.017591386145909313,0.17886554599315146
17,1,5,249.8930288549485,-0.0614893154622865,-0.16796412601082897,0.17886554599084256
18,1,6,120.89504818197668,-0.09184157165584271,0.1534861858863309,0.17886554598957455
19,1,7,131.29367298599254,-0.1180367192764517,0.13438830469765403,0.17886554597534252
20,1,8,49.92343937778505,0.11515554358430485,0.13686520494678006,0.1788655459928514
21,1,9,160.03471665564328,-0.16811567034544397,0.06107376625290876,0.1788655459836045
22,1,10,140.91136531766816,-0.1388303380635232,0.1127786361637209,0.17886554598854715
23,1,11,56.020903307635166,0.09996623783484922,0.1483227387703271,0.17886554599246982
24,1,12,41.95247778206309,0.13302222777029668,0.1195741212006999,0.17886554598885823
25,1,13,156.13482828837317,-0.16357255237197557,0.07236645393029817,0.17886554599455048
26,1,14,231.03639638426623,-0.11247541179121277,-0.13907611328096744,0.17886554599179624
27,2,3,126.3805584853547,-0.10609333612808415,0.14400377624754265,0.17886554599569748
28,2,4,226.8676039230689,-0.12228796116607389,-0.13053175130214048,0.17886554599519452
29,2,5,229.05665794220275,-0.11721281030455347,-0.13510751512616195,0.17886554599211474
30,2,6,181.72340204397193,-0.17878463791212304,-0.0053792926761158395,0.17886554599213417
31,2,7,41.4419986641967,0.13408228465820585,0.1183842239914185,0.1788655460093265
32,2,8,137.96374443157163,-0.13284724456739214,0.1197684981718877,0.17886554599334656
33,2,9,337.082113985265,0.16474659519928703,-0.06965230010992443,0.17886554598457668
34,2,10,36.85280710782178,0.143124442297207,0.10727664032793496,0.17886554599177465
35,2,11,47.622914044766524,0.12055663122674382,0.13213244193336388,0.1788655459947915
36,2,12,314.8139779185174,0.12606574188434608,-0.12688700590057692,0.17886554599269142
37,2,13,44.27604873222097,0.1280649815254226,0.12486890746071864,0.178865545993465
38,2,14,307.9240624895366,0.10993372252140059,-0.14109379928481994,0.17886554599485435
39,3,4,224.14933879400337,-0.12834081642611717,-0.1245853859166958,0.17886554599736174
40,3,5,45.83022472769401,0.12463115508260031,0.12829637066742858,0.1788655459937922
41,3,6,136.42735695373202,-0.12958827602049536,0.12328731590098588,0.17886554599484378
42,3,7,124.04247646783867,-0.10013024914010964,0.14821206681476354,0.17886554599017765
43,3,8,219.07166905769387,-0.13886372641583877,-0.11273752272854094,0.1788655459977164
44,3,9,287.5397654319913,0.0539042879305165,-0.1705497325848696,0.1788655459893452
45,3,10,195.0389760623704,-0.17273931848188784,-0.04641132830127767,0.1788655459955216
46,3,11,229.73580483084376,-0.1156031370232696,-0.13648735565993347,0.17886554599660054
47,3,12,136.67979756426132,-0.13013021050153858,0.12271516556181232,0.17886554599485546
48,3,13,39.47788835009399,0.13806094933238539,0.11371920600364152,0.1788655459965897
49,3,14,134.55366147259838,-0.12548794696165616,0.12745845876977047,0.17886554599647386
50,4,5,229.70756470086855,-0.11567039530866968,-0.13643036023225572,0.1788655459946576
51,4,6,150.36225719984125,-0.15546445276940168,0.08845161089268162,0.17886554599586774
52,4,7,43.48297904848025,0.12978105353849825,0.12308436819407743,0.1788655460151501
53,4,8,295.09321742192594,0.07585548649475646,-0.16198403845388426,0.17886554599806423
54,4,9,327.0842362042668,0.15015232948765866,-0.09719650966724432,0.17886554598934118
55,4,10,36.87428247228301,0.1430842232650933,0.10733027809774122,0.1788655459945082
56,4,11,313.44896929527374,0.12300731078465814,-0.12985409134598308,0.1788655459996821
57,4,12,45.103467893458095,0.12624843514101622,0.12670523338860631,0.1788655459936781
58,4,13,292.877291945393,0.06953555965273726,-0.1647959025241139,0.1788655459974241
59,4,14,308.6649510170716,0.11174895688029454,-0.13966049613691506,0.17886554599766608
60,5,6,237.39716974153572,-0.09637497397825301,-0.15068094747982466,0.1788655459911903
61,5,7,310.1342238933592,0.11529322828205324,-0.1367492414966889,0.17886554597690799
62,5,8,137.3338824799376,-0.13152260904305813,0.12122164350052898,0.17886554599045187
63,5,9,56.22637188205067,0.09943369554394886,0.14868027351077023,0.17886554598570448
64,5,10,44.84925520671999,0.1268093625675286,0.12614384292578046,0.17886554599158244
65,5,11,333.31104207438625,0.15980884668413292,-0.08033689105430025,0.17886554599134852
66,5,12,147.56963257983622,-0.15097035737550168,0.09592098172900865,0.1788655459890012
67,5,13,321.4319791040067,0.13984934745787528,-0.1115125264655368,0.17886554599229157
68,5,14,333.5446958679351,0.16013513303323354,-0.07968451989474967,0.178865545990356
69,6,7,308.23313578494964,0.11069322820722717,-0.14049872870596206,0.17886554598057391
70,6,8,0.4322343023240059,0.1788604563447118,0.0013493330892964982,0.17886554599370003
71,6,9,154.84453002238718,-0.16190152494579066,0.0760314392928353,0.1788655459855603
72,6,10,235.0621763721831,-0.10243400323835092,-0.1466293235455911,0.17886554599159707
73,6,11,245.28898937307693,-0.07477324898383894,-0.16248644491163414,0.1788655459936896
74,6,12,237.0068502870352,-0.09739922255116648,-0.15002091517027502,0.17886554598943452
75,6,13,51.34844878335102,0.11171629133181962,0.13968662711248864,0.17886554599195298
76,6,14,237.23139691732504,-0.09681053240166138,-0.15040147725142342,0.1788655459928031
77,7,8,38.020342150067414,0.14090886786902754,0.11017066081335807,0.17886554600644322
78,7,9,319.1527378022799,0.13530388036880883,-0.11698608245654035,0.17886554595948712
79,7,10,127.17212255391354,-0.10807261788871333,0.14252435862614038,0.17886554598108748
80,7,11,45.763038533415234,0.124781512307718,0.12815013748942708,0.1788655460181201
81,7,12,309.44228537808806,0.11363339447603815,-0.1381315865331598,0.1788655459788573
82,7,13,218.67540691701683,-0.1396401007646429,-0.1117744416521409,0.17886554600651147
83,7,14,220.75268937841543,-0.13549679405767556,-0.11676258968383077,0.17886554601035598
84,8,9,233.54888788577352,-0.10627058090247948,-0.14387302449160597,0.17886554598835597
85,8,10,119.10522167362065,-0.08700288633913533,0.15627981735221125,0.17886554599190146
86,8,11,139.74834961042063,-0.136512663429462,0.11557325065844233,0.17886554599576943
87,8,12,146.62331605386944,-0.1493655748473408,0.09840126317075641,0.17886554599216986
88,8,13,280.0928712740307,0.031345155436865384,-0.17609760013877157,0.17886554599473856
89,8,14,222.2356421389505,-0.13242965237608442,-0.12023007409270489,0.1788655459969523
90,9,10,48.198211813886566,0.11922385565511394,0.13333625082200945,0.17886554598508136
91,9,11,61.85617434941788,0.08436846047492934,0.15771761607079604,0.17886554598906054
92,9,12,289.1096177957203,0.0585563792015136,-0.1690089760817058,0.17886554598742055
93,9,13,168.94630852125974,-0.1755472228409008,0.03429367425911253,0.17886554598732254
94,9,14,55.33329491520943,0.1017390220842294,0.14711238876006685,0.17886554598733753
95,10,11,161.64669666418692,-0.16976718399404772,0.05632039401152057,0.17886554599162405
96,10,12,65.38302180464406,0.07450647962521528,0.16260894205612392,0.17886554599126822
97,10,13,114.58882615449201,-0.07442657341355591,0.16264553087274258,0.17886554599184185
98,10,14,141.83585865053098,-0.1406319213956327,0.1105239622310362,0.17886554599104582
99,11,12,210.52968780793705,-0.15406871129931277,-0.09086096929917147,0.17886554599311733
100,11,13,136.11847772963114,-0.1289217592496861,0.12398412614967766,0.17886554599791768
101,11,14,133.87017319144212,-0.12395858705037487,0.12894631534603013,0.17886554599710702
102,12,13,219.36026669078984,-0.13829411072568845,-0.11343554329147029,0.17886554599262544
103,12,14,32.077273701401076,0.15155861409567425,0.09498878900662965,0.17886554599348506
104,13,14,308.12431329520376,0.11042617797524341,-0.14070871601289847,0.1788655459953611
