protocol,step,particle,C_memory,delta_C_memory_forward,actual_Ra,predicted_Ra_from_delta_C,balance_error
ramp_duration_8,34,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,35,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,35,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,36,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,36,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,37,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,37,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,38,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,38,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,39,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,39,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,40,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,40,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,41,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,41,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,42,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,42,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,43,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,43,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,44,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,44,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,45,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,45,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_8,46,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_8,46,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,1,A,0.0,0.0,0.0,0.0,0.0
ramp_duration_16,1,B,0.0,0.0,0.0,-0.0,0.0
ramp_duration_16,2,A,0.0,0.0,0.0,0.0,0.0
ramp_duration_16,2,B,0.0,0.0,0.0,-0.0,0.0
ramp_duration_16,3,A,0.0,0.0,0.0,0.0,0.0
ramp_duration_16,3,B,0.0,0.0,0.0,-0.0,0.0
ramp_duration_16,4,A,0.0,2.375e-07,1.4481707317073171e-10,1.4481707317073171e-10,0.0
ramp_duration_16,4,B,0.0,2.375e-07,-1.4481707317073171e-10,-1.4481707317073171e-10,0.0
ramp_duration_16,5,A,2.375e-07,2.375e-07,1.4481707317073171e-10,1.4481707317073171e-10,0.0
ramp_duration_16,5,B,2.375e-07,2.375e-07,-1.4481707317073171e-10,-1.4481707317073171e-10,0.0
ramp_duration_16,6,A,4.75e-07,2.3749999999999995e-07,1.448170731707316e-10,1.448170731707317e-10,-7.754818242684634e-26
ramp_duration_16,6,B,4.75e-07,2.3749999999999995e-07,-1.4481707317073171e-10,-1.448170731707317e-10,-2.5849394142282115e-26
ramp_duration_16,7,A,7.125e-07,2.3750000000000006e-07,1.4481707317073182e-10,1.4481707317073174e-10,7.754818242684634e-26
ramp_duration_16,7,B,7.125e-07,2.3750000000000006e-07,-1.4481707317073171e-10,-1.4481707317073174e-10,2.5849394142282115e-26
ramp_duration_16,8,A,9.5e-07,2.3750000000000006e-07,1.4481707317073187e-10,1.4481707317073174e-10,1.2924697071141057e-25
ramp_duration_16,8,B,9.5e-07,2.3750000000000006e-07,-1.4481707317073187e-10,-1.4481707317073174e-10,-1.2924697071141057e-25
ramp_duration_16,9,A,1.1875e-06,2.3749999999999984e-07,1.4481707317073166e-10,1.448170731707316e-10,5.169878828456423e-26
ramp_duration_16,9,B,1.1875e-06,2.3749999999999984e-07,-1.4481707317073156e-10,-1.448170731707316e-10,5.169878828456423e-26
ramp_duration_16,10,A,1.425e-06,2.3750000000000006e-07,1.4481707317073166e-10,1.4481707317073174e-10,-7.754818242684634e-26
ramp_duration_16,10,B,1.425e-06,2.3750000000000006e-07,-1.4481707317073156e-10,-1.4481707317073174e-10,1.809457589959748e-25
ramp_duration_16,11,A,1.6625e-06,2.3750000000000006e-07,1.4481707317073125e-10,1.4481707317073174e-10,-4.911384887033602e-25
ramp_duration_16,11,B,1.6625e-06,2.3750000000000006e-07,-1.4481707317073187e-10,-1.4481707317073174e-10,-1.2924697071141057e-25
ramp_duration_16,12,A,1.9e-06,2.3749999999999984e-07,1.4481707317073208e-10,1.448170731707316e-10,4.652890945610781e-25
ramp_duration_16,12,B,1.9e-06,2.3749999999999984e-07,-1.4481707317073122e-10,-1.448170731707316e-10,3.877409121342317e-25
ramp_duration_16,13,A,2.1375e-06,2.3750000000000027e-07,1.4481707317073125e-10,1.4481707317073187e-10,-6.203854594147708e-25
ramp_duration_16,13,B,2.1375e-06,2.3750000000000027e-07,-1.4481707317073252e-10,-1.4481707317073187e-10,-6.462348535570529e-25
ramp_duration_16,14,A,2.375e-06,2.3749999999999984e-07,1.4481707317073208e-10,1.448170731707316e-10,4.652890945610781e-25
ramp_duration_16,14,B,2.375e-06,2.3749999999999984e-07,-1.4481707317073187e-10,-1.448170731707316e-10,-2.5849394142282115e-25
ramp_duration_16,15,A,2.6125e-06,2.3749999999999984e-07,1.4481707317073125e-10,1.448170731707316e-10,-3.618915179919496e-25
ramp_duration_16,15,B,2.6125e-06,2.3749999999999984e-07,-1.4481707317073058e-10,-1.448170731707316e-10,1.0339757656912846e-24
ramp_duration_16,16,A,2.85e-06,2.3750000000000027e-07,1.448170731707329e-10,1.4481707317073187e-10,1.0339757656912846e-24
ramp_duration_16,16,B,2.85e-06,2.3750000000000027e-07,-1.4481707317073187e-10,-1.4481707317073187e-10,0.0
ramp_duration_16,17,A,3.0875e-06,2.3749999999999984e-07,1.4481707317073125e-10,1.448170731707316e-10,-3.618915179919496e-25
ramp_duration_16,17,B,3.0875e-06,2.3749999999999984e-07,-1.4481707317073187e-10,-1.448170731707316e-10,-2.5849394142282115e-25
ramp_duration_16,18,A,3.325e-06,2.3750000000000027e-07,1.448170731707329e-10,1.4481707317073187e-10,1.0339757656912846e-24
ramp_duration_16,18,B,3.325e-06,2.3750000000000027e-07,-1.4481707317073187e-10,-1.4481707317073187e-10,0.0
ramp_duration_16,19,A,3.5625e-06,2.3749999999999984e-07,1.448170731707296e-10,1.448170731707316e-10,-2.016252743098005e-24
ramp_duration_16,19,B,3.5625e-06,2.3749999999999984e-07,-1.4481707317073187e-10,-1.448170731707316e-10,-2.5849394142282115e-25
ramp_duration_16,20,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,20,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,21,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,21,B,3.8e-06,0.0,2.5849394142282115e-24,-0.0,2.5849394142282115e-24
ramp_duration_16,22,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,22,B,3.8e-06,0.0,-5.169878828456423e-24,-0.0,-5.169878828456423e-24
ramp_duration_16,23,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,23,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,24,A,3.8e-06,0.0,3.308722450212111e-24,0.0,3.308722450212111e-24
ramp_duration_16,24,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,25,A,3.8e-06,0.0,-3.308722450212111e-24,0.0,-3.308722450212111e-24
ramp_duration_16,25,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,26,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,26,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,27,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,27,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,28,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,28,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,29,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,29,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,30,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,30,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,31,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,31,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,32,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,32,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,33,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,33,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,34,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,34,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,35,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,35,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,36,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,36,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,37,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,37,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,38,A,3.8e-06,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24
ramp_duration_16,38,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,39,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,39,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,40,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,40,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,41,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,41,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,42,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,42,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,43,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,43,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,44,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,44,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,45,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,45,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_16,46,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_16,46,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,1,A,0.0,0.0,0.0,0.0,0.0
ramp_duration_32,1,B,0.0,0.0,0.0,-0.0,0.0
ramp_duration_32,2,A,0.0,0.0,0.0,0.0,0.0
ramp_duration_32,2,B,0.0,0.0,0.0,-0.0,0.0
ramp_duration_32,3,A,0.0,0.0,0.0,0.0,0.0
ramp_duration_32,3,B,0.0,0.0,0.0,-0.0,0.0
ramp_duration_32,4,A,0.0,1.1875e-07,7.240853658536586e-11,7.240853658536586e-11,0.0
ramp_duration_32,4,B,0.0,1.1875e-07,-7.240853658536586e-11,-7.240853658536586e-11,0.0
ramp_duration_32,5,A,1.1875e-07,1.1875e-07,7.240853658536586e-11,7.240853658536586e-11,0.0
ramp_duration_32,5,B,1.1875e-07,1.1875e-07,-7.240853658536586e-11,-7.240853658536586e-11,0.0
ramp_duration_32,6,A,2.375e-07,1.1874999999999997e-07,7.24085365853658e-11,7.240853658536584e-11,-3.877409121342317e-26
ramp_duration_32,6,B,2.375e-07,1.1874999999999997e-07,-7.240853658536586e-11,-7.240853658536584e-11,-1.2924697071141057e-26
ramp_duration_32,7,A,3.5625e-07,1.1875000000000003e-07,7.240853658536591e-11,7.240853658536587e-11,3.877409121342317e-26
ramp_duration_32,7,B,3.5625e-07,1.1875000000000003e-07,-7.240853658536586e-11,-7.240853658536587e-11,1.2924697071141057e-26
ramp_duration_32,8,A,4.75e-07,1.1875000000000003e-07,7.240853658536593e-11,7.240853658536587e-11,6.462348535570529e-26
ramp_duration_32,8,B,4.75e-07,1.1875000000000003e-07,-7.240853658536593e-11,-7.240853658536587e-11,-6.462348535570529e-26
ramp_duration_32,9,A,5.9375e-07,1.1874999999999992e-07,7.240853658536583e-11,7.24085365853658e-11,2.5849394142282115e-26
ramp_duration_32,9,B,5.9375e-07,1.1874999999999992e-07,-7.240853658536578e-11,-7.24085365853658e-11,2.5849394142282115e-26
ramp_duration_32,10,A,7.125e-07,1.1875000000000003e-07,7.240853658536583e-11,7.240853658536587e-11,-3.877409121342317e-26
ramp_duration_32,10,B,7.125e-07,1.1875000000000003e-07,-7.240853658536578e-11,-7.240853658536587e-11,9.04728794979874e-26
ramp_duration_32,11,A,8.3125e-07,1.1875000000000003e-07,7.240853658536562e-11,7.240853658536587e-11,-2.455692443516801e-25
ramp_duration_32,11,B,8.3125e-07,1.1875000000000003e-07,-7.240853658536593e-11,-7.240853658536587e-11,-6.462348535570529e-26
ramp_duration_32,12,A,9.5e-07,1.1874999999999992e-07,7.240853658536604e-11,7.24085365853658e-11,2.3264454728053903e-25
ramp_duration_32,12,B,9.5e-07,1.1874999999999992e-07,-7.240853658536561e-11,-7.24085365853658e-11,1.9387045606711586e-25
ramp_duration_32,13,A,1.06875e-06,1.1875000000000013e-07,7.240853658536562e-11,7.240853658536593e-11,-3.101927297073854e-25
ramp_duration_32,13,B,1.06875e-06,1.1875000000000013e-07,-7.240853658536626e-11,-7.240853658536593e-11,-3.2311742677852644e-25
ramp_duration_32,14,A,1.1875e-06,1.1874999999999992e-07,7.240853658536604e-11,7.24085365853658e-11,2.3264454728053903e-25
ramp_duration_32,14,B,1.1875e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,15,A,1.30625e-06,1.1874999999999992e-07,7.240853658536562e-11,7.24085365853658e-11,-1.809457589959748e-25
ramp_duration_32,15,B,1.30625e-06,1.1874999999999992e-07,-7.240853658536529e-11,-7.24085365853658e-11,5.169878828456423e-25
ramp_duration_32,16,A,1.425e-06,1.1875000000000013e-07,7.240853658536645e-11,7.240853658536593e-11,5.169878828456423e-25
ramp_duration_32,16,B,1.425e-06,1.1875000000000013e-07,-7.240853658536593e-11,-7.240853658536593e-11,0.0
ramp_duration_32,17,A,1.54375e-06,1.1874999999999992e-07,7.240853658536562e-11,7.24085365853658e-11,-1.809457589959748e-25
ramp_duration_32,17,B,1.54375e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,18,A,1.6625e-06,1.1875000000000013e-07,7.240853658536645e-11,7.240853658536593e-11,5.169878828456423e-25
ramp_duration_32,18,B,1.6625e-06,1.1875000000000013e-07,-7.240853658536593e-11,-7.240853658536593e-11,0.0
ramp_duration_32,19,A,1.78125e-06,1.1874999999999992e-07,7.24085365853648e-11,7.24085365853658e-11,-1.0081263715490025e-24
ramp_duration_32,19,B,1.78125e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,20,A,1.9e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,20,B,1.9e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,21,A,2.01875e-06,1.1874999999999992e-07,7.24085365853648e-11,7.24085365853658e-11,-1.0081263715490025e-24
ramp_duration_32,21,B,2.01875e-06,1.1874999999999992e-07,-7.240853658536464e-11,-7.24085365853658e-11,1.1632227364026952e-24
ramp_duration_32,22,A,2.1375e-06,1.1875000000000035e-07,7.240853658536645e-11,7.240853658536606e-11,3.877409121342317e-25
ramp_duration_32,22,B,2.1375e-06,1.1875000000000035e-07,-7.240853658536852e-11,-7.240853658536606e-11,-2.455692443516801e-24
ramp_duration_32,23,A,2.25625e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,23,B,2.25625e-06,1.1874999999999992e-07,-7.240853658536335e-11,-7.24085365853658e-11,2.455692443516801e-24
ramp_duration_32,24,A,2.375e-06,1.1874999999999992e-07,7.24085365853648e-11,7.24085365853658e-11,-1.0081263715490025e-24
ramp_duration_32,24,B,2.375e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,25,A,2.49375e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,25,B,2.49375e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,26,A,2.6125e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,26,B,2.6125e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,27,A,2.73125e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,27,B,2.73125e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,28,A,2.85e-06,1.1875000000000035e-07,7.240853658536645e-11,7.240853658536606e-11,3.877409121342317e-25
ramp_duration_32,28,B,2.85e-06,1.1875000000000035e-07,-7.240853658536852e-11,-7.240853658536606e-11,-2.455692443516801e-24
ramp_duration_32,29,A,2.96875e-06,1.1874999999999992e-07,7.240853658536314e-11,7.24085365853658e-11,-2.662487596655058e-24
ramp_duration_32,29,B,2.96875e-06,1.1874999999999992e-07,-7.240853658536593e-11,-7.24085365853658e-11,-1.2924697071141057e-25
ramp_duration_32,30,A,3.0875e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,30,B,3.0875e-06,1.1874999999999992e-07,-7.240853658536335e-11,-7.24085365853658e-11,2.455692443516801e-24
ramp_duration_32,31,A,3.20625e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,31,B,3.20625e-06,1.1874999999999992e-07,-7.240853658536852e-11,-7.24085365853658e-11,-2.714186384939622e-24
ramp_duration_32,32,A,3.325e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,32,B,3.325e-06,1.1874999999999992e-07,-7.240853658536335e-11,-7.24085365853658e-11,2.455692443516801e-24
ramp_duration_32,33,A,3.44375e-06,1.1875000000000035e-07,7.240853658536314e-11,7.240853658536606e-11,-2.920981538077879e-24
ramp_duration_32,33,B,3.44375e-06,1.1875000000000035e-07,-7.240853658536852e-11,-7.240853658536606e-11,-2.455692443516801e-24
ramp_duration_32,34,A,3.5625e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,34,B,3.5625e-06,1.1874999999999992e-07,-7.240853658536335e-11,-7.24085365853658e-11,2.455692443516801e-24
ramp_duration_32,35,A,3.68125e-06,1.1874999999999992e-07,7.240853658536645e-11,7.24085365853658e-11,6.462348535570529e-25
ramp_duration_32,35,B,3.68125e-06,1.1874999999999992e-07,-7.240853658536335e-11,-7.24085365853658e-11,2.455692443516801e-24
ramp_duration_32,36,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,36,B,3.8e-06,0.0,-5.169878828456423e-24,-0.0,-5.169878828456423e-24
ramp_duration_32,37,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,37,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,38,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,38,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,39,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,39,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,40,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,40,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,41,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,41,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,42,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,42,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,43,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,43,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,44,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,44,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,45,A,3.8e-06,0.0,0.0,0.0,0.0
ramp_duration_32,45,B,3.8e-06,0.0,0.0,-0.0,0.0
ramp_duration_32,46,A,3.8e-06,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24
ramp_duration_32,46,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,1,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,1,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,2,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,2,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,3,A,3.8e-06,0.0,-8.271806125530277e-25,0.0,-8.271806125530277e-25
restart_stable_final_C,3,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,4,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,4,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,5,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,5,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,6,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,6,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,7,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,7,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,8,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,8,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,9,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,9,B,3.8e-06,0.0,2.5849394142282115e-24,-0.0,2.5849394142282115e-24
restart_stable_final_C,10,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,10,B,3.8e-06,0.0,-5.169878828456423e-24,-0.0,-5.169878828456423e-24
restart_stable_final_C,11,A,3.8e-06,0.0,3.308722450212111e-24,0.0,3.308722450212111e-24
restart_stable_final_C,11,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,12,A,3.8e-06,0.0,-3.308722450212111e-24,0.0,-3.308722450212111e-24
restart_stable_final_C,12,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,13,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,13,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,14,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,14,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,15,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,15,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,16,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,16,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,17,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,17,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,18,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,18,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,19,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,19,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,20,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,20,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,21,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,21,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,22,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,22,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,23,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,23,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,24,A,3.8e-06,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24
restart_stable_final_C,24,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,25,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,25,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,26,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,26,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,27,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,27,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,28,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,28,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,29,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,29,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,30,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,30,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,31,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,31,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,32,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,32,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,33,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,33,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,34,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,34,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,35,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,35,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,36,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,36,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,37,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,37,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,38,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,38,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,39,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,39,B,3.8e-06,0.0,1.0339757656912846e-23,-0.0,1.0339757656912846e-23
restart_stable_final_C,40,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,40,B,3.8e-06,0.0,-1.0339757656912846e-23,-0.0,-1.0339757656912846e-23
restart_stable_final_C,41,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,41,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,42,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,42,B,3.8e-06,0.0,0.0,-0.0,0.0
restart_stable_final_C,43,A,3.8e-06,0.0,0.0,0.0,0.0
restart_stable_final_C,43,B,3.8e-06,0.0,0.0,-0.0,0.0
