t,H,Q2_re,Q2_im,generator_norm
0,np.float64(944.3855946509982),np.float64(-62.5467103296853),np.float64(66.46976595200331),np.float64(27.80997551878592)
1,np.float64(944.3855946509998),np.float64(-62.54671032968502),np.float64(66.46976595200408),np.float64(27.89660739258636)
2,np.float64(944.3855946510031),np.float64(-62.546710329684814),np.float64(66.46976595200427),np.float64(28.285063276717356)
3,np.float64(944.3855946510032),np.float64(-62.54671032968484),np.float64(66.46976595200421),np.float64(28.803491431893544)
4,np.float64(944.3855946510057),np.float64(-62.546710329685055),np.float64(66.4697659520042),np.float64(29.01976568102028)
5,np.float64(944.3855946510039),np.float64(-62.54671032968498),np.float64(66.46976595200422),np.float64(28.996907990063068)
6,np.float64(944.3855946510057),np.float64(-62.54671032968473),np.float64(66.46976595200488),np.float64(28.952641204312233)
7,np.float64(944.3855946510048),np.float64(-62.54671032968454),np.float64(66.46976595200479),np.float64(29.12204277743016)
8,np.float64(944.3855946510004),np.float64(-62.546710329684075),np.float64(66.46976595200466),np.float64(29.450486689272935)
9,np.float64(944.3855946510025),np.float64(-62.54671032968428),np.float64(66.46976595200506),np.float64(29.764196860996698)
10,np.float64(944.3855946510016),np.float64(-62.54671032968431),np.float64(66.4697659520046),np.float64(29.97336825417531)
11,np.float64(944.3855946509998),np.float64(-62.546710329684146),np.float64(66.46976595200405),np.float64(30.086594134006486)
12,np.float64(944.385594651001),np.float64(-62.54671032968416),np.float64(66.46976595200414),np.float64(30.143613124638467)
13,np.float64(944.3855946510005),np.float64(-62.54671032968381),np.float64(66.46976595200388),np.float64(30.165354054325576)
14,np.float64(944.3855946509999),np.float64(-62.546710329683336),np.float64(66.46976595200368),np.float64(30.16739623173709)
15,np.float64(944.3855946510005),np.float64(-62.546710329683734),np.float64(66.46976595200358),np.float64(30.17575711854448)
16,np.float64(944.3855946510021),np.float64(-62.546710329683236),np.float64(66.46976595200303),np.float64(30.196759235491182)
17,np.float64(944.3855946510042),np.float64(-62.546710329683236),np.float64(66.46976595200312),np.float64(30.235125429062442)
18,np.float64(944.3855946510039),np.float64(-62.54671032968364),np.float64(66.46976595200256),np.float64(30.287484972144114)
19,np.float64(944.3855946510037),np.float64(-62.546710329683314),np.float64(66.46976595200235),np.float64(30.353732774219544)
20,np.float64(944.3855946510034),np.float64(-62.546710329683954),np.float64(66.46976595200242),np.float64(30.425084491357524)
21,np.float64(944.3855946510038),np.float64(-62.54671032968376),np.float64(66.46976595200232),np.float64(30.486539680460623)
22,np.float64(944.385594651),np.float64(-62.546710329684174),np.float64(66.46976595200219),np.float64(30.532286298835913)
23,np.float64(944.3855946509991),np.float64(-62.54671032968444),np.float64(66.4697659520018),np.float64(30.56597946313577)
24,np.float64(944.3855946509989),np.float64(-62.546710329684714),np.float64(66.46976595200157),np.float64(30.59459698923635)
25,np.float64(944.3855946509964),np.float64(-62.54671032968419),np.float64(66.46976595200093),np.float64(30.622577866258865)
26,np.float64(944.3855946509955),np.float64(-62.54671032968413),np.float64(66.46976595200101),np.float64(30.647610378110173)
27,np.float64(944.3855946509959),np.float64(-62.54671032968392),np.float64(66.46976595200105),np.float64(30.66402044043782)
28,np.float64(944.3855946509959),np.float64(-62.54671032968365),np.float64(66.46976595200123),np.float64(30.667604194375386)
29,np.float64(944.3855946509943),np.float64(-62.546710329683535),np.float64(66.46976595200113),np.float64(30.65786739467252)
30,np.float64(944.385594650995),np.float64(-62.54671032968338),np.float64(66.46976595200147),np.float64(30.63945528285655)
31,np.float64(944.3855946509948),np.float64(-62.54671032968315),np.float64(66.46976595200152),np.float64(30.622894612240543)
32,np.float64(944.3855946509914),np.float64(-62.54671032968281),np.float64(66.46976595200144),np.float64(30.619958219396516)
33,np.float64(944.3855946509901),np.float64(-62.546710329682725),np.float64(66.46976595200069),np.float64(30.636337469397912)
34,np.float64(944.3855946509905),np.float64(-62.546710329682746),np.float64(66.46976595200061),np.float64(30.66459068853836)
35,np.float64(944.3855946509898),np.float64(-62.546710329682824),np.float64(66.46976595200044),np.float64(30.692190305155684)
36,np.float64(944.3855946509918),np.float64(-62.54671032968296),np.float64(66.46976595200061),np.float64(30.71292502581695)
37,np.float64(944.3855946509896),np.float64(-62.546710329683464),np.float64(66.46976595200036),np.float64(30.728533245639962)
38,np.float64(944.3855946509884),np.float64(-62.54671032968322),np.float64(66.46976595200061),np.float64(30.74238771780821)
39,np.float64(944.3855946509848),np.float64(-62.54671032968349),np.float64(66.46976595200005),np.float64(30.75689878450016)
40,np.float64(944.3855946509852),np.float64(-62.546710329683265),np.float64(66.46976595200013),np.float64(30.770271604619776)
41,np.float64(944.3855946509846),np.float64(-62.54671032968325),np.float64(66.46976595200019),np.float64(30.780805790389742)
42,np.float64(944.3855946509858),np.float64(-62.54671032968336),np.float64(66.46976595200029),np.float64(30.78554058423923)
43,np.float64(944.3855946509841),np.float64(-62.54671032968362),np.float64(66.46976595200005),np.float64(30.785349491209654)
44,np.float64(944.3855946509821),np.float64(-62.54671032968358),np.float64(66.46976595200007),np.float64(30.781767887509098)
45,np.float64(944.3855946509827),np.float64(-62.54671032968366),np.float64(66.46976595200046),np.float64(30.780248662860853)
46,np.float64(944.3855946509814),np.float64(-62.54671032968315),np.float64(66.46976595200056),np.float64(30.784381967467056)
47,np.float64(944.385594650985),np.float64(-62.54671032968304),np.float64(66.46976595200105),np.float64(30.794912310115617)
48,np.float64(944.3855946509823),np.float64(-62.54671032968304),np.float64(66.46976595200053),np.float64(30.808078648615826)
49,np.float64(944.3855946509815),np.float64(-62.54671032968308),np.float64(66.46976595200056),np.float64(30.81897337459948)
50,np.float64(944.385594650983),np.float64(-62.54671032968331),np.float64(66.46976595200077),np.float64(30.825631482146317)
51,np.float64(944.3855946509835),np.float64(-62.546710329682725),np.float64(66.46976595200125),np.float64(30.82721114214984)
52,np.float64(944.3855946509816),np.float64(-62.54671032968272),np.float64(66.46976595200094),np.float64(30.825687660356216)
53,np.float64(944.3855946509793),np.float64(-62.54671032968253),np.float64(66.46976595200066),np.float64(30.822867193612716)
54,np.float64(944.3855946509789),np.float64(-62.546710329682284),np.float64(66.46976595200105),np.float64(30.821924971599433)
55,np.float64(944.3855946509784),np.float64(-62.54671032968264),np.float64(66.46976595200087),np.float64(30.826059456148013)
56,np.float64(944.385594650975),np.float64(-62.546710329682384),np.float64(66.46976595200064),np.float64(30.83570789864111)
57,np.float64(944.3855946509757),np.float64(-62.54671032968252),np.float64(66.46976595200081),np.float64(30.848529039095077)
58,np.float64(944.385594650979),np.float64(-62.54671032968269),np.float64(66.4697659520012),np.float64(30.859772945996887)
59,np.float64(944.3855946509763),np.float64(-62.54671032968258),np.float64(66.46976595200096),np.float64(30.867329484062413)
60,np.float64(944.3855946509782),np.float64(-62.546710329682625),np.float64(66.46976595200117),np.float64(30.8711187564059)
61,np.float64(944.385594650979),np.float64(-62.54671032968266),np.float64(66.46976595200118),np.float64(30.87324672449979)
62,np.float64(944.3855946509791),np.float64(-62.54671032968271),np.float64(66.46976595200113),np.float64(30.87492781636915)
63,np.float64(944.3855946509755),np.float64(-62.546710329682774),np.float64(66.46976595200056),np.float64(30.876615221160606)
64,np.float64(944.3855946509777),np.float64(-62.54671032968325),np.float64(66.4697659520003),np.float64(30.876837647135755)
65,np.float64(944.3855946509764),np.float64(-62.54671032968314),np.float64(66.46976595200039),np.float64(30.874784312004717)
66,np.float64(944.3855946509783),np.float64(-62.546710329682995),np.float64(66.46976595200064),np.float64(30.87108215147888)
67,np.float64(944.3855946509764),np.float64(-62.546710329683144),np.float64(66.46976595200037),np.float64(30.867601915340924)
68,np.float64(944.3855946509723),np.float64(-62.546710329682874),np.float64(66.46976595199999),np.float64(30.86692677211332)
69,np.float64(944.3855946509705),np.float64(-62.54671032968275),np.float64(66.46976595199988),np.float64(30.8705449129262)
70,np.float64(944.3855946509705),np.float64(-62.54671032968251),np.float64(66.46976595199999),np.float64(30.878382592044133)
71,np.float64(944.3855946509699),np.float64(-62.546710329682384),np.float64(66.46976595200007),np.float64(30.888106564928965)
72,np.float64(944.3855946509682),np.float64(-62.54671032968229),np.float64(66.46976595199997),np.float64(30.89670125535165)
