step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,1.0392473476282848e-31,4.7079302864042995e-32,0.9999999999999996,2.7861154492623936e-12
1,1.4696772169439333e-30,6.657835496697877e-31,1.0000000000000002,2.7861128499610496e-12
2,3.233320693170597e-30,1.4647377692880299e-30,1.0000000000000002,2.786106567845537e-12
3,5.878035882394504e-30,2.662829327248321e-30,1.0000000000000002,2.7860613032622015e-12
5,8.971719123287289e-30,4.064309452223357e-30,1.0000000000000002,2.786078093003257e-12
10,2.884785134989217e-29,1.306846472861281e-29,0.9999999999999999,2.7860658495912977e-12
15,7.242121937194987e-29,3.2807786600335283e-29,0.9999999999999999,2.7860642717389503e-12
20,1.310911580904485e-28,5.938605807965783e-29,0.9999999999999997,2.7861125981701452e-12
25,2.0957758696602356e-28,9.494146617555642e-29,1.0000000000000004,2.7861057707095916e-12
30,3.0238162080901877e-28,1.369829419250047e-28,0.9999999999999993,2.786105907303023e-12
40,5.536133908247299e-28,2.5079431336253734e-28,0.9999999999999997,2.78611235989106e-12
50,7.791188679205518e-28,3.529513280320819e-28,1.0000000000000002,2.786143144604003e-12
