step,cluster_id,branch_id,sigma_min,sigma_max,sigma_representative,overlap_with_initial_floor_space,overlap_with_initial_nonfloor_space,initial_origin_status,floor_threshold_label
31967,4,78,9.93947362247777133e-01,9.93947362247777133e-01,9.93947362247777133e-01,3.74976934235453085e-01,6.25023065764547026e-01,mixed,rho<1e+03
32167,0,0,3.99999999934147521e+00,3.99999999934147521e+00,3.99999999934147521e+00,4.72051848994573031e-01,5.27948151005427024e-01,mixed,rho<1e+03
32167,1,75,1.00600839400247977e+00,1.00600839400247977e+00,1.00600839400247977e+00,4.73930238502782930e-01,5.26069761497217181e-01,mixed,rho<1e+03
32167,2,80,1.00045920617476480e+00,1.00045920617476480e+00,1.00045920617476480e+00,4.54048028523518332e-01,5.45951971476482223e-01,mixed,rho<1e+03
32167,3,79,9.99540553654991393e-01,9.99540553654991393e-01,9.99540553654991393e-01,2.25113741714120019e-01,7.74886258285880536e-01,mixed,rho<1e+03
32167,4,78,9.93955315838581432e-01,9.93955315838581432e-01,9.93955315838581432e-01,3.74856142265005965e-01,6.25143857734993813e-01,mixed,rho<1e+03
32367,0,0,3.99999999950932938e+00,3.99999999950932938e+00,3.99999999950932938e+00,4.72049656819357288e-01,5.27950343180642934e-01,mixed,rho<1e+03
32367,1,75,1.00600257465201293e+00,1.00600257465201293e+00,1.00600257465201293e+00,4.74896118422790336e-01,5.25103881577209775e-01,mixed,rho<1e+03
32367,2,80,1.00045867418745482e+00,1.00045867418745482e+00,1.00045867418745482e+00,4.54332578451995650e-01,5.45667421548004850e-01,mixed,rho<1e+03
32367,3,79,9.99541132221973494e-01,9.99541132221973494e-01,9.99541132221973494e-01,2.24029690812647453e-01,7.75970309187353213e-01,mixed,rho<1e+03
32367,4,78,9.93961159332230948e-01,9.93961159332230948e-01,9.93961159332230948e-01,3.74691955493209827e-01,6.25308044506789895e-01,mixed,rho<1e+03
32567,0,0,3.99999999956914554e+00,3.99999999956914554e+00,3.99999999956914554e+00,4.72048660320454283e-01,5.27951339679545661e-01,mixed,rho<1e+03
32567,1,75,1.00600361095504875e+00,1.00600361095504875e+00,1.00600361095504875e+00,4.75547271670873517e-01,5.24452728329126927e-01,mixed,rho<1e+03
32567,2,80,1.00044475946337785e+00,1.00044475946337785e+00,1.00044475946337785e+00,4.54500188598079946e-01,5.45499811401920387e-01,mixed,rho<1e+03
32567,3,79,9.99555058447732292e-01,9.99555058447732292e-01,9.99555058447732292e-01,2.23348816908819775e-01,7.76651183091181085e-01,mixed,rho<1e+03
32567,4,78,9.93960111541912217e-01,9.93960111541912217e-01,9.93960111541912217e-01,3.74555062501773228e-01,6.25444937498226716e-01,mixed,rho<1e+03
32767,0,0,3.99999999951006524e+00,3.99999999951006524e+00,3.99999999951006524e+00,4.72053572157971724e-01,5.27946427842028276e-01,mixed,rho<1e+03
32767,1,75,1.00599898250304798e+00,1.00599898250304798e+00,1.00599898250304798e+00,4.75539963088367990e-01,5.24460036911632232e-01,mixed,rho<1e+03
32767,2,80,1.00043552753636700e+00,1.00043552753636700e+00,1.00043552753636700e+00,4.54459255440924137e-01,5.45540744559076307e-01,mixed,rho<1e+03
32767,3,79,9.99564258655796234e-01,9.99564258655796234e-01,9.99564258655796234e-01,2.23508664364087895e-01,7.76491335635912328e-01,mixed,rho<1e+03
32767,4,78,9.93964836143138020e-01,9.93964836143138020e-01,9.93964836143138020e-01,3.74438544948648588e-01,6.25561455051351079e-01,mixed,rho<1e+03
32967,0,0,3.99999999969543252e+00,3.99999999969543252e+00,3.99999999969543252e+00,4.72053927104801596e-01,5.27946072895198570e-01,mixed,rho<1e+03
32967,1,75,1.00599167749004725e+00,1.00599167749004725e+00,1.00599167749004725e+00,4.76178819622147587e-01,5.23821180377852413e-01,mixed,rho<1e+03
32967,2,80,1.00043582958518962e+00,1.00043582958518962e+00,1.00043582958518962e+00,4.54639501801984314e-01,5.45360498198016019e-01,mixed,rho<1e+03
32967,3,79,9.99563980166575772e-01,9.99563980166575772e-01,9.99563980166575772e-01,2.22839708789847574e-01,7.77160291210152732e-01,mixed,rho<1e+03
32967,4,78,9.93972205543111942e-01,9.93972205543111942e-01,9.93972205543111942e-01,3.74288042681219235e-01,6.25711957318780820e-01,mixed,rho<1e+03
33167,0,0,3.99999999960326091e+00,3.99999999960326091e+00,3.99999999960326091e+00,4.72051556173370357e-01,5.27948443826629754e-01,mixed,rho<1e+03
33167,1,75,1.00599116890563800e+00,1.00599116890563800e+00,1.00599116890563800e+00,4.77019931569576561e-01,5.22980068430423883e-01,mixed,rho<1e+03
33167,2,80,1.00042672255939724e+00,1.00042672255939724e+00,1.00042672255939724e+00,4.54874359265226902e-01,5.45125640734773764e-01,mixed,rho<1e+03
33167,3,79,9.99573116210215606e-01,9.99573116210215606e-01,9.99573116210215606e-01,2.21912660402970419e-01,7.78087339597029803e-01,mixed,rho<1e+03
33167,4,78,9.93972699024200379e-01,9.93972699024200379e-01,9.93972699024200379e-01,3.74141492588856650e-01,6.25858507411143017e-01,mixed,rho<1e+03
33367,0,0,3.99999999970716802e+00,3.99999999970716802e+00,3.99999999970716802e+00,4.72054805709643810e-01,5.27945194290356135e-01,mixed,rho<1e+03
33367,1,75,1.00598923636680571e+00,1.00598923636680571e+00,1.00598923636680571e+00,4.77155254663263861e-01,5.22844745336736527e-01,mixed,rho<1e+03
33367,2,80,1.00041474318995527e+00,1.00041474318995527e+00,1.00041474318995527e+00,4.54875577128326214e-01,5.45124422871674064e-01,mixed,rho<1e+03
33367,3,79,9.99585072808896524e-01,9.99585072808896524e-01,9.99585072808896524e-01,2.21893050823956883e-01,7.78106949176043838e-01,mixed,rho<1e+03
33367,4,78,9.93974687941729607e-01,9.93974687941729607e-01,9.93974687941729607e-01,3.74021311674809953e-01,6.25978688325189991e-01,mixed,rho<1e+03
33567,0,0,3.99999999973479081e+00,3.99999999973479081e+00,3.99999999973479081e+00,4.72057202848652324e-01,5.27942797151347842e-01,mixed,rho<1e+03
33567,1,75,1.00598220027203489e+00,1.00598220027203489e+00,1.00598220027203489e+00,4.77503503882440339e-01,5.22496496117559994e-01,mixed,rho<1e+03
33567,2,80,1.00041308533954498e+00,1.00041308533954498e+00,1.00041308533954498e+00,4.54959212509989497e-01,5.45040787490011058e-01,mixed,rho<1e+03
33567,3,79,9.99586732448724535e-01,9.99586732448724535e-01,9.99586732448724535e-01,2.21596379862362580e-01,7.78403620137637642e-01,mixed,rho<1e+03
33567,4,78,9.93981808609418649e-01,9.93981808609418649e-01,9.93981808609418649e-01,3.73883700896556148e-01,6.26116299103443796e-01,mixed,rho<1e+03
33767,0,0,3.99999999970612752e+00,3.99999999970612752e+00,3.99999999970612752e+00,4.72055001204404912e-01,5.27944998795595200e-01,mixed,rho<1e+03
33767,1,75,1.00597957153380468e+00,1.00597957153380468e+00,1.00597957153380468e+00,4.78347174090919147e-01,5.21652825909081019e-01,mixed,rho<1e+03
33767,2,80,1.00040832117446699e+00,1.00040832117446699e+00,1.00040832117446699e+00,4.55200919263140991e-01,5.44799080736859564e-01,mixed,rho<1e+03
33767,3,79,9.99591528763852155e-01,9.99591528763852155e-01,9.99591528763852155e-01,2.20660671028251321e-01,7.79339328971749068e-01,mixed,rho<1e+03
33767,4,78,9.93984440692163185e-01,9.93984440692163185e-01,9.93984440692163185e-01,3.73736234413284574e-01,6.26263765586715482e-01,mixed,rho<1e+03
33967,0,0,3.99999999981110843e+00,3.99999999981110843e+00,3.99999999981110843e+00,4.72056187277684725e-01,5.27943812722315386e-01,mixed,rho<1e+03
33967,1,75,1.00597909391760987e+00,1.00597909391760987e+00,1.00597909391760987e+00,4.78703932159060708e-01,5.21296067840939847e-01,mixed,rho<1e+03
33967,2,80,1.00039636290238865e+00,1.00039636290238865e+00,1.00039636290238865e+00,4.55273875169029063e-01,5.44726124830971270e-01,mixed,rho<1e+03
33967,3,79,9.99603480400576783e-01,9.99603480400576783e-01,9.99603480400576783e-01,2.20355899534568911e-01,7.79644100465431755e-01,mixed,rho<1e+03
33967,4,78,9.93984940400356565e-01,9.93984940400356565e-01,9.93984940400356565e-01,3.73610105859657482e-01,6.26389894140342740e-01,mixed,rho<1e+03
34167,0,0,3.99999999975667464e+00,3.99999999975667464e+00,3.99999999975667464e+00,4.72059506262341610e-01,5.27940493737658723e-01,mixed,rho<1e+03
34167,1,75,1.00597355755994800e+00,1.00597355755994800e+00,1.00597355755994800e+00,4.78887283016234400e-01,5.21112716983765822e-01,mixed,rho<1e+03
34167,2,80,1.00039156573626076e+00,1.00039156573626076e+00,1.00039156573626076e+00,4.55299452801551874e-01,5.44700547198448737e-01,mixed,rho<1e+03
34167,3,79,9.99608265947956043e-01,9.99608265947956043e-01,9.99608265947956043e-01,2.20272820151601878e-01,7.79727179848398566e-01,mixed,rho<1e+03
34167,4,78,9.93990559034215959e-01,9.93990559034215959e-01,9.93990559034215959e-01,3.73480937768271570e-01,6.26519062231728485e-01,mixed,rho<1e+03
34367,0,0,3.99999999982091525e+00,3.99999999982091525e+00,3.99999999982091525e+00,4.72058513434407467e-01,5.27941486565592699e-01,mixed,rho<1e+03
34367,1,75,1.00596919326191014e+00,1.00596919326191014e+00,1.00596919326191014e+00,4.79593953386010852e-01,5.20406046613989037e-01,mixed,rho<1e+03
34367,2,80,1.00038933925887807e+00,1.00038933925887807e+00,1.00038933925887807e+00,4.55500539937792825e-01,5.44499460062207730e-01,mixed,rho<1e+03
34367,3,79,9.99610517056614967e-01,9.99610517056614967e-01,9.99610517056614967e-01,2.19508940397352664e-01,7.80491059602647752e-01,mixed,rho<1e+03
34367,4,78,9.93994952890447481e-01,9.93994952890447481e-01,9.93994952890447481e-01,3.73338052844437163e-01,6.26661947155562782e-01,mixed,rho<1e+03
34567,0,0,3.99999999983233279e+00,3.99999999983233279e+00,3.99999999983233279e+00,4.72058068554688903e-01,5.27941931445310875e-01,mixed,rho<1e+03
34567,1,75,1.00596882648154651e+00,1.00596882648154651e+00,1.00596882648154651e+00,4.80143163134876705e-01,5.19856836865123517e-01,mixed,rho<1e+03
34567,2,80,1.00037948059107507e+00,1.00037948059107507e+00,1.00037948059107507e+00,4.55639343575483413e-01,5.44360656424516920e-01,mixed,rho<1e+03
34567,3,79,9.99620383833816017e-01,9.99620383833816017e-01,9.99620383833816017e-01,2.18951704839997541e-01,7.81048295160002737e-01,mixed,rho<1e+03
34567,4,78,9.93995323557590793e-01,9.93995323557590793e-01,9.93995323557590793e-01,3.73207719894954215e-01,6.26792280105045840e-01,mixed,rho<1e+03
34767,0,0,3.99999999981923615e+00,3.99999999981923615e+00,3.99999999981923615e+00,4.72061149633266175e-01,5.27938850366734047e-01,mixed,rho<1e+03
34767,1,75,1.00596521548050144e+00,1.00596521548050144e+00,1.00596521548050144e+00,4.80305645958035932e-01,5.19694354041964179e-01,mixed,rho<1e+03
34767,2,80,1.00037194982005206e+00,1.00037194982005206e+00,1.00037194982005206e+00,4.55653966812974265e-01,5.44346033187026457e-01,mixed,rho<1e+03
34767,3,79,9.99627899916038620e-01,9.99627899916038620e-01,9.99627899916038620e-01,2.18896711993283005e-01,7.81103288006717023e-01,mixed,rho<1e+03
34767,4,78,9.93998998511876231e-01,9.93998998511876231e-01,9.93998998511876231e-01,3.73082525602441928e-01,6.26917474397558183e-01,mixed,rho<1e+03
34967,0,0,3.99999999987907806e+00,3.99999999987907806e+00,3.99999999987907806e+00,4.72061670074148676e-01,5.27938329925851546e-01,mixed,rho<1e+03
34967,1,75,1.00596005692699264e+00,1.00596005692699264e+00,1.00596005692699264e+00,4.80820759852369772e-01,5.19179240147630172e-01,mixed,rho<1e+03
34967,2,80,1.00037015180345912e+00,1.00037015180345912e+00,1.00037015180345912e+00,4.55793420904197610e-01,5.44206579095803056e-01,mixed,rho<1e+03
34967,3,79,9.99629710453837750e-01,9.99629710453837750e-01,9.99629710453837750e-01,2.18378063846982828e-01,7.81621936153017671e-01,mixed,rho<1e+03
34967,4,78,9.94004207875659906e-01,9.94004207875659906e-01,9.94004207875659906e-01,3.72946085322302168e-01,6.27053914677697777e-01,mixed,rho<1e+03
35167,0,0,3.99999999984685894e+00,3.99999999984685894e+00,3.99999999984685894e+00,4.72060479627153695e-01,5.27939520372846416e-01,mixed,rho<1e+03
35167,1,75,1.00595884913066325e+00,1.00595884913066325e+00,1.00595884913066325e+00,4.81467733866344505e-01,5.18532266133655884e-01,mixed,rho<1e+03
35167,2,80,1.00036321959201735e+00,1.00036321959201735e+00,1.00036321959201735e+00,4.55968996988055486e-01,5.44031003011945069e-01,mixed,rho<1e+03
35167,3,79,9.99636659115745729e-01,9.99636659115745729e-01,9.99636659115745729e-01,2.17688105889765393e-01,7.82311894110235162e-01,mixed,rho<1e+03
35167,4,78,9.94005418778108218e-01,9.94005418778108218e-01,9.94005418778108218e-01,3.72814683628682086e-01,6.27185316371317914e-01,mixed,rho<1e+03
35367,0,0,3.99999999988612842e+00,3.99999999988612842e+00,3.99999999988612842e+00,4.72062554492897357e-01,5.27937445507102865e-01,mixed,rho<1e+03
35367,1,75,1.00595685774606114e+00,1.00595685774606114e+00,1.00595685774606114e+00,4.81714530501981875e-01,5.18285469498018569e-01,mixed,rho<1e+03
35367,2,80,1.00035434517861255e+00,1.00035434517861255e+00,1.00035434517861255e+00,4.56009147484322530e-01,5.43990852515677692e-01,mixed,rho<1e+03
35367,3,79,9.99645523678058923e-01,9.99645523678058923e-01,9.99645523678058923e-01,2.17522831414156570e-01,7.82477168585843597e-01,mixed,rho<1e+03
35367,4,78,9.94007450410237858e-01,9.94007450410237858e-01,9.94007450410237858e-01,3.72690936106642612e-01,6.27309063893357499e-01,mixed,rho<1e+03
35567,0,0,3.99999999989065547e+00,3.99999999989065547e+00,3.99999999989065547e+00,4.72064253141155965e-01,5.27935746858844368e-01,mixed,rho<1e+03
35567,1,75,1.00595191697006370e+00,1.00595191697006370e+00,1.00595191697006370e+00,4.82064140686984055e-01,5.17935859313015889e-01,mixed,rho<1e+03
35567,2,80,1.00035141317666221e+00,1.00035141317666221e+00,1.00035141317666221e+00,4.56092657835720061e-01,5.43907342164280383e-01,mixed,rho<1e+03
35567,3,79,9.99648457119232114e-01,9.99648457119232114e-01,9.99648457119232114e-01,2.17218589143927943e-01,7.82781410856072446e-01,mixed,rho<1e+03
35567,4,78,9.94012451190696145e-01,9.94012451190696145e-01,9.94012451190696145e-01,3.72560359192212920e-01,6.27439640807786914e-01,mixed,rho<1e+03
35767,0,0,3.99999999988519406e+00,3.99999999988519406e+00,3.99999999988519406e+00,4.72063215262301494e-01,5.27936784737698783e-01,mixed,rho<1e+03
35767,1,75,1.00594953072669213e+00,1.00594953072669213e+00,1.00594953072669213e+00,4.82701984757469671e-01,5.17298015242530496e-01,mixed,rho<1e+03
35767,2,80,1.00034703596178032e+00,1.00034703596178032e+00,1.00034703596178032e+00,4.56269788446289293e-01,5.43730211553711151e-01,mixed,rho<1e+03
35767,3,79,9.99652851834620160e-01,9.99652851834620160e-01,9.99652851834620160e-01,2.16534573498668309e-01,7.83465426501332107e-01,mixed,rho<1e+03
35767,4,78,9.94014851568769786e-01,9.94014851568769786e-01,9.94014851568769786e-01,3.72430438035272093e-01,6.27569561964727574e-01,mixed,rho<1e+03
35967,0,0,3.99999999991890576e+00,3.99999999991890576e+00,3.99999999991890576e+00,4.72064077936403426e-01,5.27935922063596630e-01,mixed,rho<1e+03
35967,1,75,1.00594842789146055e+00,1.00594842789146055e+00,1.00594842789146055e+00,4.83072957861708341e-01,5.16927042138291548e-01,mixed,rho<1e+03
35967,2,80,1.00033840209980629e+00,1.00033840209980629e+00,1.00033840209980629e+00,4.56351362408316419e-01,5.43648637591683914e-01,mixed,rho<1e+03
35967,3,79,9.99661484013858126e-01,9.99661484013858126e-01,9.99661484013858126e-01,2.16203958984098749e-01,7.83796041015902056e-01,mixed,rho<1e+03
35967,4,78,9.94015975282143915e-01,9.94015975282143915e-01,9.94015975282143915e-01,3.72307642809473927e-01,6.27692357190525851e-01,mixed,rho<1e+03
36167,0,0,3.99999999990026245e+00,3.99999999990026245e+00,3.99999999990026245e+00,4.72066278619680535e-01,5.27933721380319576e-01,mixed,rho<1e+03
36167,1,75,1.00594441269763157e+00,1.00594441269763157e+00,1.00594441269763157e+00,4.83331216992641699e-01,5.16668783007358634e-01,mixed,rho<1e+03
36167,2,80,1.00033373022990046e+00,1.00033373022990046e+00,1.00033373022990046e+00,4.56401895789710133e-01,5.43598104210290534e-01,mixed,rho<1e+03
36167,3,79,9.99666150743364512e-01,9.99666150743364512e-01,9.99666150743364512e-01,2.16019049925276652e-01,7.83980950074723903e-01,mixed,rho<1e+03
36167,4,78,9.94020046993003170e-01,9.94020046993003170e-01,9.94020046993003170e-01,3.72181558672692314e-01,6.27818441327308241e-01,mixed,rho<1e+03
36367,0,0,3.99999999992438582e+00,3.99999999992438582e+00,3.99999999992438582e+00,4.72065979726261520e-01,5.27934020273738480e-01,mixed,rho<1e+03
36367,1,75,1.00594107005580469e+00,1.00594107005580469e+00,1.00594107005580469e+00,4.83883234046498911e-01,5.16116765953501311e-01,mixed,rho<1e+03
36367,2,80,1.00033081112156630e+00,1.00033081112156630e+00,1.00033081112156630e+00,4.56553610754791617e-01,5.43446389245209160e-01,mixed,rho<1e+03
36367,3,79,9.99669083116166313e-01,9.99669083116166313e-01,9.99669083116166313e-01,2.15442829901970279e-01,7.84557170098030277e-01,mixed,rho<1e+03
36367,4,78,9.94023418328717323e-01,9.94023418328717323e-01,9.94023418328717323e-01,3.72054345570478673e-01,6.27945654429521438e-01,mixed,rho<1e+03
36567,0,0,3.99999999992559729e+00,3.99999999992559729e+00,3.99999999992559729e+00,4.72065907573804067e-01,5.27934092426196155e-01,mixed,rho<1e+03
36567,1,75,1.00594006915939982e+00,1.00594006915939982e+00,1.00594006915939982e+00,4.84357779446055070e-01,5.15642220553945152e-01,mixed,rho<1e+03
36567,2,80,1.00032356015913404e+00,1.00032356015913404e+00,1.00032356015913404e+00,4.56672144710062344e-01,5.43327855289938322e-01,mixed,rho<1e+03
36567,3,79,9.99676339644590128e-01,9.99676339644590128e-01,9.99676339644590128e-01,2.14971115022217912e-01,7.85028884977782893e-01,mixed,rho<1e+03
36567,4,78,9.94024430400337611e-01,9.94024430400337611e-01,9.94024430400337611e-01,3.71933053247861634e-01,6.28066946752138477e-01,mixed,rho<1e+03
36767,0,0,3.99999999992376676e+00,3.99999999992376676e+00,3.99999999992376676e+00,4.72067931478316716e-01,5.27932068521683506e-01,mixed,rho<1e+03
36767,1,75,1.00593721838437711e+00,1.00593721838437711e+00,1.00593721838437711e+00,4.84606295555118916e-01,5.15393704444881307e-01,mixed,rho<1e+03
36767,2,80,1.00031744385202281e+00,1.00031744385202281e+00,1.00031744385202281e+00,4.56716937927648448e-01,5.43283062072352108e-01,mixed,rho<1e+03
36767,3,79,9.99682449507804383e-01,9.99682449507804383e-01,9.99682449507804383e-01,2.14798338097587832e-01,7.85201661902412473e-01,mixed,rho<1e+03
36767,4,78,9.94027325765738490e-01,9.94027325765738490e-01,9.94027325765738490e-01,3.71810496941329283e-01,6.28189503058670717e-01,mixed,rho<1e+03
36967,0,0,3.99999999994301980e+00,3.99999999994301980e+00,3.99999999994301980e+00,4.72068522647730804e-01,5.27931477352269196e-01,mixed,rho<1e+03
36967,1,75,1.00593346469788969e+00,1.00593346469788969e+00,1.00593346469788969e+00,4.85045191699427503e-01,5.14954808300572386e-01,mixed,rho<1e+03
36967,2,80,1.00031476183191548e+00,1.00031476183191548e+00,1.00031476183191548e+00,4.56831893490959984e-01,5.43168106509040793e-01,mixed,rho<1e+03
36967,3,79,9.99685138428070164e-01,9.99685138428070164e-01,9.99685138428070164e-01,2.14368223037864430e-01,7.85631776962136041e-01,mixed,rho<1e+03
36967,4,78,9.94031119174752287e-01,9.94031119174752287e-01,9.94031119174752287e-01,3.71686169124018140e-01,6.28313830875981472e-01,mixed,rho<1e+03
37167,0,0,3.99999999993221245e+00,3.99999999993221245e+00,3.99999999993221245e+00,4.72068044777999629e-01,5.27931955222000426e-01,mixed,rho<1e+03
37167,1,75,1.00593201140883415e+00,1.00593201140883415e+00,1.00593201140883415e+00,4.85567482878888179e-01,5.14432517121112043e-01,mixed,rho<1e+03
37167,2,80,1.00030930042591826e+00,1.00030930042591826e+00,1.00030930042591826e+00,4.56969990537246851e-01,5.43030009462753704e-01,mixed,rho<1e+03
37167,3,79,9.99690609312473555e-01,9.99690609312473555e-01,9.99690609312473555e-01,2.13827555584379658e-01,7.86172444415620841e-01,mixed,rho<1e+03
37167,4,78,9.94032583762924138e-01,9.94032583762924138e-01,9.94032583762924138e-01,3.71566926221486626e-01,6.28433073778513318e-01,mixed,rho<1e+03
37367,0,0,3.99999999994686384e+00,3.99999999994686384e+00,3.99999999994686384e+00,4.72069456367269491e-01,5.27930543632730176e-01,mixed,rho<1e+03
37367,1,75,1.00593013888256122e+00,1.00593013888256122e+00,1.00593013888256122e+00,4.85863771063789418e-01,5.14136228936210804e-01,mixed,rho<1e+03
37367,2,80,1.00030256825717823e+00,1.00030256825717823e+00,1.00030256825717823e+00,4.57029657716123139e-01,5.42970342283877638e-01,mixed,rho<1e+03
37367,3,79,9.99697337617196147e-01,9.99697337617196147e-01,9.99697337617196147e-01,2.13589445066505484e-01,7.86410554933495320e-01,mixed,rho<1e+03
37367,4,78,9.94034486728108013e-01,9.94034486728108013e-01,9.94034486728108013e-01,3.71447669786313439e-01,6.28552330213686505e-01,mixed,rho<1e+03
37567,0,0,3.99999999994703836e+00,3.99999999994703836e+00,3.99999999994703836e+00,4.72070719966870889e-01,5.27929280033129111e-01,mixed,rho<1e+03
37567,1,75,1.00592655913754969e+00,1.00592655913754969e+00,1.00592655913754969e+00,4.86207362087976547e-01,5.13792637912023231e-01,mixed,rho<1e+03
37567,2,80,1.00029925340129133e+00,1.00029925340129133e+00,1.00029925340129133e+00,4.57111850668057706e-01,5.42888149331943071e-01,mixed,rho<1e+03
37567,3,79,9.99700653734598821e-01,9.99700653734598821e-01,9.99700653734598821e-01,2.13284013738300415e-01,7.86715986261699363e-01,mixed,rho<1e+03
37567,4,78,9.94038110037751665e-01,9.94038110037751665e-01,9.94038110037751665e-01,3.71326053538794776e-01,6.28673946461205335e-01,mixed,rho<1e+03
37767,0,0,3.99999999994683320e+00,3.99999999994683320e+00,3.99999999994683320e+00,4.72070358493243969e-01,5.27929641506756253e-01,mixed,rho<1e+03
37767,1,75,1.00592445869209435e+00,1.00592445869209435e+00,1.00592445869209435e+00,4.86716936699878255e-01,5.13283063300121745e-01,mixed,rho<1e+03
37767,2,80,1.00029531006396177e+00,1.00029531006396177e+00,1.00029531006396177e+00,4.57249098332601744e-01,5.42750901667398811e-01,mixed,rho<1e+03
37767,3,79,9.99704606773707538e-01,9.99704606773707538e-01,9.99704606773707538e-01,2.12754701365309967e-01,7.87245298634690505e-01,mixed,rho<1e+03
37767,4,78,9.94040228201829579e-01,9.94040228201829579e-01,9.94040228201829579e-01,3.71208905108967424e-01,6.28791094891032465e-01,mixed,rho<1e+03
37967,0,0,3.99999999995767563e+00,3.99999999995767563e+00,3.99999999995767563e+00,4.72071055921664595e-01,5.27928944078335460e-01,mixed,rho<1e+03
37967,1,75,1.00592313319031956e+00,1.00592313319031956e+00,1.00592313319031956e+00,4.87080809648780588e-01,5.12919190351219689e-01,mixed,rho<1e+03
37967,2,80,1.00028886606471801e+00,1.00028886606471801e+00,1.00028886606471801e+00,4.57332184475346626e-01,5.42667815524654040e-01,mixed,rho<1e+03
37967,3,79,9.99711051017709518e-01,9.99711051017709518e-01,9.99711051017709518e-01,2.12422847883428439e-01,7.87577152116571644e-01,mixed,rho<1e+03
37967,4,78,9.94041573087405039e-01,9.94041573087405039e-01,9.94041573087405039e-01,3.71093102070780723e-01,6.28906897929219388e-01,mixed,rho<1e+03
38167,0,0,3.99999999995160538e+00,3.99999999995160538e+00,3.99999999995160538e+00,4.72072586277633821e-01,5.27927413722366623e-01,mixed,rho<1e+03
38167,1,75,1.00592013358068755e+00,1.00592013358068755e+00,1.00592013358068755e+00,4.87372567528478295e-01,5.12627432471521538e-01,mixed,rho<1e+03
38167,2,80,1.00028461198517293e+00,1.00028461198517293e+00,1.00028461198517293e+00,4.57395254608554680e-01,5.42604745391445875e-01,mixed,rho<1e+03
38167,3,79,9.99715303122663101e-01,9.99715303122663101e-01,9.99715303122663101e-01,2.12185340437684833e-01,7.87814659562315445e-01,mixed,rho<1e+03
38167,4,78,9.94044612983589260e-01,9.94044612983589260e-01,9.94044612983589260e-01,3.70974251147649647e-01,6.29025748852350408e-01,mixed,rho<1e+03
38367,0,0,3.99999999996062305e+00,3.99999999996062305e+00,3.99999999996062305e+00,4.72072671151593348e-01,5.27927328848406763e-01,mixed,rho<1e+03
38367,1,75,1.00591751668059448e+00,1.00591751668059448e+00,1.00591751668059448e+00,4.87827674902892749e-01,5.12172325097107195e-01,mixed,rho<1e+03
38367,2,80,1.00028152475067422e+00,1.00028152475067422e+00,1.00028152475067422e+00,4.57516395263267595e-01,5.42483604736732850e-01,mixed,rho<1e+03
38367,3,79,9.99718397680049775e-01,9.99718397680049775e-01,9.99718397680049775e-01,2.11724406464213172e-01,7.88275593535787467e-01,mixed,rho<1e+03
38367,4,78,9.94047255531863017e-01,9.94047255531863017e-01,9.94047255531863017e-01,3.70858852218034052e-01,6.29141147781965948e-01,mixed,rho<1e+03
38567,0,0,3.99999999996034861e+00,3.99999999996034861e+00,3.99999999996034861e+00,4.72072831485864763e-01,5.27927168514135570e-01,mixed,rho<1e+03
38567,1,75,1.00591627812336037e+00,1.00591627812336037e+00,1.00591627812336037e+00,4.88245248708402801e-01,5.11754751291597199e-01,mixed,rho<1e+03
38567,2,80,1.00027599372379616e+00,1.00027599372379616e+00,1.00027599372379616e+00,4.57619788539920969e-01,5.42380211460079087e-01,mixed,rho<1e+03
38567,3,79,9.99723932482223576e-01,9.99723932482223576e-01,9.99723932482223576e-01,2.11315638104953352e-01,7.88684361895046981e-01,mixed,rho<1e+03
38567,4,78,9.94048508183389856e-01,9.94048508183389856e-01,9.94048508183389856e-01,3.70746493160858948e-01,6.29253506839140830e-01,mixed,rho<1e+03
38767,0,0,3.99999999996077626e+00,3.99999999996077626e+00,3.99999999996077626e+00,4.72074233247423702e-01,5.27925766752576853e-01,mixed,rho<1e+03
38767,1,75,1.00591399092314604e+00,1.00591399092314604e+00,1.00591399092314604e+00,4.88531184575669242e-01,5.11468815424331424e-01,mixed,rho<1e+03
38767,2,80,1.00027100459545770e+00,1.00027100459545770e+00,1.00027100459545770e+00,4.57679468276793955e-01,5.42320531723206822e-01,mixed,rho<1e+03
38767,3,79,9.99728919081729561e-01,9.99728919081729561e-01,9.99728919081729561e-01,2.11084269401695279e-01,7.88915730598304998e-01,mixed,rho<1e+03
38767,4,78,9.94050827973641637e-01,9.94050827973641637e-01,9.94050827973641637e-01,3.70630844498419432e-01,6.29369155501580790e-01,mixed,rho<1e+03
38967,0,0,3.99999999996704636e+00,3.99999999996704636e+00,3.99999999996704636e+00,4.72074837131060021e-01,5.27925162868940201e-01,mixed,rho<1e+03
38967,1,75,1.00591117484071857e+00,1.00591117484071857e+00,1.00591117484071857e+00,4.88918552555583141e-01,5.11081447444416970e-01,mixed,rho<1e+03
38967,2,80,1.00026806876306518e+00,1.00026806876306518e+00,1.00026806876306518e+00,4.57778416564639357e-01,5.42221583435361421e-01,mixed,rho<1e+03
38967,3,79,9.99731858893136871e-01,9.99731858893136871e-01,9.99731858893136871e-01,2.10711310283924758e-01,7.89288689716075575e-01,mixed,rho<1e+03
38967,4,78,9.94053675244822910e-01,9.94053675244822910e-01,9.94053675244822910e-01,3.70516883464793889e-01,6.29483116535205944e-01,mixed,rho<1e+03
