t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(48.608963739909704),np.float64(-15.3910362600903),np.float64(-0.6089637399096894),np.float64(11.524326329712768),np.float64(1.1102230246251565e-16)
1,np.float64(48.60896373990991),np.float64(-15.391036260090345),np.float64(-0.6089637399097068),np.float64(11.525983161636105),np.float64(4.440892098500626e-16)
2,np.float64(48.60896373991001),np.float64(-15.391036260090388),np.float64(-0.608963739909791),np.float64(11.526222075937739),np.float64(4.440892098500626e-16)
3,np.float64(48.608963739910024),np.float64(-15.391036260090367),np.float64(-0.6089637399097902),np.float64(11.526552247004998),np.float64(4.440892098500626e-16)
4,np.float64(48.60896373991009),np.float64(-15.39103626009034),np.float64(-0.608963739909776),np.float64(11.526962594918512),np.float64(4.440892098500626e-16)
5,np.float64(48.60896373991009),np.float64(-15.39103626009036),np.float64(-0.60896373990978),np.float64(11.527758493518203),np.float64(4.440892098500626e-16)
6,np.float64(48.60896373991031),np.float64(-15.391036260090354),np.float64(-0.6089637399098726),np.float64(11.529151556673193),np.float64(8.881784197001252e-16)
7,np.float64(48.60896373991034),np.float64(-15.391036260090466),np.float64(-0.6089637399098906),np.float64(11.531656517116016),np.float64(4.440892098500626e-16)
8,np.float64(48.60896373991023),np.float64(-15.391036260090463),np.float64(-0.6089637399097603),np.float64(11.536166474352044),np.float64(8.881784197001252e-16)
9,np.float64(48.60896373991034),np.float64(-15.391036260090475),np.float64(-0.6089637399097491),np.float64(11.544346600020758),np.float64(8.881784197001252e-16)
10,np.float64(48.60896373991026),np.float64(-15.39103626009048),np.float64(-0.6089637399097081),np.float64(11.559240792014377),np.float64(4.440892098500626e-16)
11,np.float64(48.608963739910244),np.float64(-15.391036260090397),np.float64(-0.6089637399097094),np.float64(11.586479231551067),np.float64(4.440892098500626e-16)
12,np.float64(48.608963739910365),np.float64(-15.391036260090441),np.float64(-0.6089637399098056),np.float64(11.63668291055441),np.float64(4.440892098500626e-16)
13,np.float64(48.60896373991057),np.float64(-15.391036260090479),np.float64(-0.6089637399098184),np.float64(11.730246756645105),np.float64(8.881784197001252e-16)
14,np.float64(48.60896373991046),np.float64(-15.391036260090388),np.float64(-0.6089637399097358),np.float64(11.907958751044342),np.float64(8.881784197001252e-16)
15,np.float64(48.608963739910436),np.float64(-15.391036260090385),np.float64(-0.6089637399097348),np.float64(12.272123329132167),np.float64(8.881784197001252e-16)
16,np.float64(48.60896373991043),np.float64(-15.39103626009032),np.float64(-0.6089637399097145),np.float64(13.264847421681983),np.float64(4.440892098500626e-16)
17,np.float64(48.60896373991044),np.float64(-15.391036260090388),np.float64(-0.6089637399097296),np.float64(17.747924223326738),np.float64(8.881784197001252e-16)
18,np.float64(48.60896373991049),np.float64(-15.39103626009039),np.float64(-0.6089637399098193),np.float64(18.310550108194818),np.float64(8.881784197001252e-16)
19,np.float64(48.608963739910585),np.float64(-15.39103626009043),np.float64(-0.6089637399098158),np.float64(19.419225222275337),np.float64(8.881784197001252e-16)
20,np.float64(48.608963739910585),np.float64(-15.391036260090464),np.float64(-0.6089637399098204),np.float64(21.927266712492305),np.float64(1.7763568394002505e-15)
21,np.float64(48.60896373991055),np.float64(-15.391036260090416),np.float64(-0.6089637399098236),np.float64(22.54007110908149),np.float64(1.1102230246251565e-16)
22,np.float64(48.608963739910564),np.float64(-15.391036260090427),np.float64(-0.6089637399097017),np.float64(22.698758022155616),np.float64(2.220446049250313e-16)
23,np.float64(48.60896373991046),np.float64(-15.391036260090367),np.float64(-0.6089637399097025),np.float64(22.776661075738843),np.float64(1.7763568394002505e-15)
24,np.float64(48.608963739910436),np.float64(-15.391036260090392),np.float64(-0.6089637399096837),np.float64(22.811148423629085),np.float64(1.7763568394002505e-15)
25,np.float64(48.608963739910465),np.float64(-15.391036260090358),np.float64(-0.6089637399097212),np.float64(22.833218593252784),np.float64(1.7763568394002505e-15)
26,np.float64(48.608963739910486),np.float64(-15.39103626009034),np.float64(-0.6089637399097261),np.float64(22.852442576394875),np.float64(1.7763568394002505e-15)
27,np.float64(48.60896373991043),np.float64(-15.391036260090317),np.float64(-0.6089637399097034),np.float64(22.86957612447206),np.float64(8.881784197001252e-16)
28,np.float64(48.60896373991038),np.float64(-15.391036260090306),np.float64(-0.6089637399097656),np.float64(22.88394033586897),np.float64(1.7763568394002505e-15)
29,np.float64(48.60896373991039),np.float64(-15.391036260090319),np.float64(-0.6089637399097629),np.float64(22.89526490889578),np.float64(1.7763568394002505e-15)
30,np.float64(48.60896373991043),np.float64(-15.39103626009032),np.float64(-0.6089637399097656),np.float64(22.902882400036138),np.float64(3.3306690738754696e-16)
31,np.float64(48.60896373991042),np.float64(-15.391036260090331),np.float64(-0.6089637399097878),np.float64(22.907693848281934),np.float64(1.7763568394002505e-15)
32,np.float64(48.60896373991038),np.float64(-15.391036260090338),np.float64(-0.608963739909675),np.float64(22.911143300318585),np.float64(1.1102230246251565e-16)
33,np.float64(48.60896373991028),np.float64(-15.391036260090324),np.float64(-0.6089637399096661),np.float64(22.91410813609353),np.float64(1.7763568394002505e-15)
34,np.float64(48.608963739910315),np.float64(-15.391036260090306),np.float64(-0.6089637399096652),np.float64(22.91692751467308),np.float64(1.7763568394002505e-15)
35,np.float64(48.60896373991034),np.float64(-15.391036260090281),np.float64(-0.608963739909635),np.float64(22.91960494757035),np.float64(1.7763568394002505e-15)
36,np.float64(48.60896373991034),np.float64(-15.391036260090258),np.float64(-0.6089637399097061),np.float64(22.92195889762214),np.float64(1.7763568394002505e-15)
37,np.float64(48.60896373991034),np.float64(-15.391036260090281),np.float64(-0.6089637399096791),np.float64(22.923755622371896),np.float64(1.7763568394002505e-15)
