t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(47.34086239766084),np.float64(-16.921769989550647),np.float64(15.61819036893967),np.float64(9.136347169497935),np.float64(2.064338630034595e-16)
1,np.float64(47.34086239766088),np.float64(-16.921769989550622),np.float64(15.618190368939722),np.float64(15.236648612644732),np.float64(4.440892098500626e-16)
2,np.float64(47.340862397660956),np.float64(-16.92176998955057),np.float64(15.618190368939807),np.float64(17.514799558327212),np.float64(8.881784197001252e-16)
3,np.float64(47.34086239766096),np.float64(-16.92176998955057),np.float64(15.618190368939764),np.float64(17.79784257672093),np.float64(8.881784197001252e-16)
4,np.float64(47.340862397661),np.float64(-16.921769989550608),np.float64(15.61819036893976),np.float64(18.029664408665155),np.float64(8.881784197001252e-16)
5,np.float64(47.34086239766086),np.float64(-16.921769989550448),np.float64(15.618190368939796),np.float64(18.546740076126632),np.float64(1.7763568394002505e-15)
6,np.float64(47.3408623976608),np.float64(-16.921769989550484),np.float64(15.618190368939711),np.float64(19.32912900603265),np.float64(5.551115123125783e-17)
7,np.float64(47.34086239766081),np.float64(-16.921769989550505),np.float64(15.618190368939711),np.float64(19.761853021944813),np.float64(1.7763568394002505e-15)
8,np.float64(47.34086239766077),np.float64(-16.921769989550512),np.float64(15.618190368939635),np.float64(19.81127714628215),np.float64(1.7763568394002505e-15)
9,np.float64(47.34086239766062),np.float64(-16.921769989550487),np.float64(15.618190368939585),np.float64(19.821825054036612),np.float64(1.7763568394002505e-15)
10,np.float64(47.34086239766054),np.float64(-16.921769989550576),np.float64(15.618190368939509),np.float64(19.8266510664346),np.float64(1.7763568394002505e-15)
11,np.float64(47.34086239766055),np.float64(-16.92176998955056),np.float64(15.618190368939487),np.float64(19.829933207896453),np.float64(2.220446049250313e-16)
12,np.float64(47.34086239766059),np.float64(-16.921769989550505),np.float64(15.61819036893958),np.float64(19.83232675172898),np.float64(1.7763568394002505e-15)
13,np.float64(47.34086239766046),np.float64(-16.921769989550345),np.float64(15.618190368939604),np.float64(19.8341195138388),np.float64(4.440892098500626e-16)
14,np.float64(47.340862397660445),np.float64(-16.921769989550384),np.float64(15.61819036893952),np.float64(19.835487504645826),np.float64(1.7763568394002505e-15)
15,np.float64(47.34086239766032),np.float64(-16.921769989550288),np.float64(15.61819036893954),np.float64(19.83654722041191),np.float64(1.7763568394002505e-15)
16,np.float64(47.34086239766023),np.float64(-16.92176998955022),np.float64(15.618190368939551),np.float64(19.837378525638677),np.float64(4.440892098500626e-16)
17,np.float64(47.34086239766018),np.float64(-16.9217699895502),np.float64(15.618190368939452),np.float64(19.838037535397074),np.float64(1.7763568394002505e-15)
18,np.float64(47.34086239766019),np.float64(-16.921769989550207),np.float64(15.618190368939459),np.float64(19.838564544647664),np.float64(4.440892098500626e-16)
19,np.float64(47.34086239766016),np.float64(-16.921769989550313),np.float64(15.61819036893927),np.float64(19.838989057022886),np.float64(1.7763568394002505e-15)
20,np.float64(47.340862397660096),np.float64(-16.92176998955027),np.float64(15.618190368939235),np.float64(19.839333060043778),np.float64(1.7763568394002505e-15)
21,np.float64(47.340862397660075),np.float64(-16.921769989550285),np.float64(15.618190368939233),np.float64(19.839613204849265),np.float64(1.7763568394002505e-15)
22,np.float64(47.34086239766006),np.float64(-16.921769989550107),np.float64(15.618190368939349),np.float64(19.839842282615436),np.float64(1.7763568394002505e-15)
23,np.float64(47.34086239766004),np.float64(-16.92176998955015),np.float64(15.618190368939295),np.float64(19.840030240882516),np.float64(5.551115123125783e-17)
24,np.float64(47.340862397660025),np.float64(-16.921769989550125),np.float64(15.61819036893931),np.float64(19.840184896049035),np.float64(1.1102230246251565e-16)
25,np.float64(47.34086239765999),np.float64(-16.921769989550114),np.float64(15.618190368939235),np.float64(19.840312443828815),np.float64(1.7763568394002505e-15)
26,np.float64(47.34086239766006),np.float64(-16.92176998955011),np.float64(15.618190368939292),np.float64(19.840417833221338),np.float64(1.7763568394002505e-15)
27,np.float64(47.34086239766009),np.float64(-16.921769989550214),np.float64(15.618190368939244),np.float64(19.840505045355574),np.float64(1.7763568394002505e-15)
28,np.float64(47.34086239766005),np.float64(-16.9217699895501),np.float64(15.618190368939285),np.float64(19.840577303439478),np.float64(4.440892098500626e-16)
29,np.float64(47.34086239766011),np.float64(-16.921769989550093),np.float64(15.618190368939384),np.float64(19.840637231496864),np.float64(1.7763568394002505e-15)
30,np.float64(47.34086239766002),np.float64(-16.921769989549873),np.float64(15.618190368939533),np.float64(19.84068697499658),np.float64(2.220446049250313e-16)
31,np.float64(47.34086239766003),np.float64(-16.921769989549894),np.float64(15.618190368939544),np.float64(19.84072829362634),np.float64(1.7763568394002505e-15)
32,np.float64(47.340862397660054),np.float64(-16.921769989549862),np.float64(15.618190368939576),np.float64(19.840762634015416),np.float64(1.7763568394002505e-15)
33,np.float64(47.340862397660075),np.float64(-16.92176998954989),np.float64(15.618190368939556),np.float64(19.84079118785818),np.float64(1.7763568394002505e-15)
34,np.float64(47.34086239766006),np.float64(-16.921769989549894),np.float64(15.618190368939555),np.float64(19.84081493890037),np.float64(1.7763568394002505e-15)
