candidate,fit_valid,loglog_slope,power_candidate_alpha,loglog_intercept,log_rmse,case_count,min_value,max_value,frequency_ratio,amplitude_ratio,phase_shift_deg,readout_mode,filter,candidate_kind,alpha_near_positive_2
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,area_valid,native,False
native_max_envelope_V_AB,True,1.9999999999999991,-1.9999999999999991,3.3569988834012605e-16,1.7040076400350663e-15,7,0.0003046174197867087,1.0966227112321512,0.75,1.25,15.0,readout_off,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,15.0,readout_off,area_valid,native,False
native_max_epsilon_c,True,2.8819172008276683e-16,-2.8819172008276683e-16,-1.6011831598170465,8.005932084973442e-16,7,0.2016577834057982,0.20165778340579865,0.75,1.25,15.0,readout_off,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999993,-1.9999999999999993,1.361325874011918,1.4438998158058274e-15,7,0.0011884230056336666,4.278322820281198,0.75,1.25,15.0,readout_off,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999993,1.9999999999999993,-1.361325874011918,1.4542287069360392e-15,7,0.23373645281266406,841.4512301255902,0.75,1.25,15.0,readout_off,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.999999999999999,0.999999999999999,-6.814625110411588,1.5199458898747838e-15,7,0.0010481351855122435,0.06288811113073459,0.75,1.25,15.0,readout_off,area_valid,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,area_valid,derived_ratio,False
derived_envelope_over_A,True,1.0807189503103756e-16,-1.0807189503103756e-16,-1.3613258740119176,2.0557335828564925e-16,7,0.2563207025972093,0.2563207025972094,0.75,1.25,15.0,readout_off,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_off,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,0.75,1.25,15.0,readout_normal,area_valid,native,False
native_max_Q_raw,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,0.75,1.25,15.0,readout_normal,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,0.75,1.25,15.0,readout_normal,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,15.0,readout_normal,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,15.0,readout_normal,area_valid,native,False
native_max_epsilon_c,True,-2.1614379006207513e-16,2.1614379006207513e-16,-1.5989503297327705,6.500800384324989e-16,7,0.20210855403114425,0.2021085540311447,0.75,1.25,15.0,readout_normal,area_valid,native,False
max_abs_A_chi_tau,True,1.999999999999999,-1.999999999999999,1.3418829145660214,1.6644090939449351e-15,7,0.0011655397255473715,4.1959430119705345,0.75,1.25,15.0,readout_normal,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.999999999999999,1.999999999999999,-1.3418829145660214,1.6669198152947323e-15,7,0.2383254484503524,857.9716144212681,0.75,1.25,15.0,readout_normal,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.999999999999999,0.999999999999999,-6.795182150965692,1.4043333874306805e-15,7,0.0010687134382244055,0.0641228062934643,0.75,1.25,15.0,readout_normal,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,8.645751602483005e-16,-8.645751602483005e-16,-11.022226915787936,2.8485080098664397e-15,7,1.6334568714702715e-05,1.6334568714702725e-05,0.75,1.25,15.0,readout_normal,area_valid,derived_ratio,False
derived_envelope_over_A,True,7.204793002069171e-17,-7.204793002069171e-17,-1.3418829145660218,2.9072463135014863e-16,7,0.26135309943524343,0.2613530994352436,0.75,1.25,15.0,readout_normal,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_normal,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,0.75,1.25,15.0,readout_strong,area_valid,native,False
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,0.75,1.25,15.0,readout_strong,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,0.75,1.25,15.0,readout_strong,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,15.0,readout_strong,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,15.0,readout_strong,area_valid,native,False
native_max_epsilon_c,True,-7.204793002069171e-17,7.204793002069171e-17,-1.5922361237271276,4.519498061120574e-16,7,0.20347011829488748,0.2034701182948877,0.75,1.25,15.0,readout_strong,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999993,-1.9999999999999993,1.2835812825084503,1.3203187995782104e-15,7,0.0010995297972894763,3.9583072702421145,0.75,1.25,15.0,readout_strong,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999993,1.9999999999999993,-1.2835812825084503,1.315140731328559e-15,7,0.2526332423755556,909.4796725520001,0.75,1.25,15.0,readout_strong,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999989,0.9999999999999989,-6.736880518908119,1.79214698850285e-15,7,0.0011328733159824687,0.06797239895894812,0.75,1.25,15.0,readout_strong,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,0.0,-0.0,-9.577630922610474,3.552713678800501e-15,7,6.926083780031271e-05,6.926083780031272e-05,0.75,1.25,15.0,readout_strong,area_valid,derived_ratio,False
derived_envelope_over_A,True,1.4409586004138342e-16,-1.4409586004138342e-16,-1.2835812825084503,3.9364301171037323e-16,7,0.2770433512012508,0.2770433512012509,0.75,1.25,15.0,readout_strong,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,15.0,readout_strong,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,0.75,1.25,30.0,readout_off,area_valid,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,area_valid,native,False
native_max_envelope_V_AB,True,1.9999999999999991,-1.9999999999999991,3.3569988834012605e-16,1.7040076400350663e-15,7,0.0003046174197867087,1.0966227112321512,0.75,1.25,30.0,readout_off,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,30.0,readout_off,area_valid,native,False
native_max_epsilon_c,True,-7.204793002069171e-17,7.204793002069171e-17,-1.6011831598170443,4.519498061120574e-16,7,0.20165778340579887,0.2016577834057991,0.75,1.25,30.0,readout_off,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999993,-1.9999999999999993,1.3613258740119183,1.2989744945773866e-15,7,0.0011884230056336672,4.278322820281202,0.75,1.25,30.0,readout_off,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999993,1.9999999999999993,-1.3613258740119183,1.0557548004492582e-15,7,0.2337364528126638,841.4512301255897,0.75,1.25,30.0,readout_off,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999996,0.9999999999999996,-6.81462511041159,8.392497208503152e-16,7,0.0010481351855122425,0.06288811113073456,0.75,1.25,30.0,readout_off,area_valid,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,area_valid,derived_ratio,False
derived_envelope_over_A,True,1.4409586004138342e-16,-1.4409586004138342e-16,-1.3613258740119183,2.5177491625509456e-16,7,0.2563207025972091,0.2563207025972092,0.75,1.25,30.0,readout_off,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_off,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,0.75,1.25,30.0,readout_normal,area_valid,native,False
native_max_Q_raw,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,0.75,1.25,30.0,readout_normal,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,0.75,1.25,30.0,readout_normal,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,30.0,readout_normal,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,30.0,readout_normal,area_valid,native,False
native_max_epsilon_c,True,2.1614379006207513e-16,-2.1614379006207513e-16,-1.5997655471449337,7.506477703676109e-16,7,0.20194385875909893,0.20194385875909915,0.75,1.25,30.0,readout_normal,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999991,-1.9999999999999991,1.3567737441673258,1.4590640609499677e-15,7,0.001183025444322323,4.258891599560359,0.75,1.25,30.0,readout_normal,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999991,1.9999999999999991,-1.3567737441673258,1.4590640609499677e-15,7,0.2348028769042229,845.2903568552018,0.75,1.25,30.0,readout_normal,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999986,0.9999999999999986,-6.810072980566995,1.7199501139797033e-15,7,0.0010529173091373362,0.06317503854824011,0.75,1.25,30.0,readout_normal,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,1.1527668803310673e-15,-1.1527668803310673e-15,-11.037117745389239,3.552713678800501e-15,7,1.6093135467238606e-05,1.6093135467238616e-05,0.75,1.25,30.0,readout_normal,area_valid,derived_ratio,False
derived_envelope_over_A,True,1.4409586004138342e-16,-1.4409586004138342e-16,-1.3567737441673255,2.220446049250313e-16,7,0.2574901674758177,0.2574901674758179,0.75,1.25,30.0,readout_normal,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_normal,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,0.75,1.25,30.0,readout_strong,area_valid,native,False
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,0.75,1.25,30.0,readout_strong,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,0.75,1.25,30.0,readout_strong,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,30.0,readout_strong,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,30.0,readout_strong,area_valid,native,False
native_max_epsilon_c,True,-2.1614379006207513e-16,2.1614379006207513e-16,-1.5954621941045133,1.6359988866132708e-15,7,0.20281476704657964,0.2028147670465803,0.75,1.25,30.0,readout_strong,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999991,-1.9999999999999991,1.3431490487240207,1.5234174114655703e-15,7,0.0011670163898366702,4.201259003412012,0.75,1.25,30.0,readout_strong,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999991,1.9999999999999991,-1.3431490487240207,1.5350758374792244e-15,7,0.23802388740800307,856.885994668811,0.75,1.25,30.0,readout_strong,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.999999999999999,0.999999999999999,-6.796448285123691,1.583493206317129e-15,7,0.001067361159898699,0.06404166959392195,0.75,1.25,30.0,readout_strong,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,1.1527668803310673e-15,-1.1527668803310673e-15,-9.637198688826047,1.89900533991096e-15,7,6.525560018684513e-05,6.525560018684514e-05,0.75,1.25,30.0,readout_strong,area_valid,derived_ratio,False
derived_envelope_over_A,True,0.0,-0.0,-1.3431490487240207,2.6539406435475e-16,7,0.2610224007473805,0.2610224007473806,0.75,1.25,30.0,readout_strong,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,30.0,readout_strong,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,0.75,1.25,45.0,readout_off,area_valid,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,area_valid,native,False
native_max_envelope_V_AB,True,1.9999999999999991,-1.9999999999999991,3.3569988834012605e-16,1.7040076400350663e-15,7,0.0003046174197867087,1.0966227112321512,0.75,1.25,45.0,readout_off,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,45.0,readout_off,area_valid,native,False
native_max_epsilon_c,True,2.1614379006207513e-16,-2.1614379006207513e-16,-1.6007533431148036,6.446399424709315e-16,7,0.20174447791928363,0.20174447791928385,0.75,1.25,45.0,readout_off,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999991,-1.9999999999999991,1.395994106109455,1.3811013782199764e-15,7,0.0012303460299838932,4.429245707942014,0.75,1.25,45.0,readout_off,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999991,1.9999999999999991,-1.395994106109455,1.3282966292730198e-15,7,0.22577207631694826,812.7794747410136,0.75,1.25,45.0,readout_off,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999987,0.9999999999999987,-6.849293342509124,2.149528091534162e-15,7,0.0010124208451285594,0.06074525070771355,0.75,1.25,45.0,readout_off,area_valid,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,area_valid,derived_ratio,False
derived_envelope_over_A,True,2.52167755072421e-16,-2.52167755072421e-16,-1.3959941061094545,4.024900267185342e-16,7,0.24758678645120386,0.24758678645120397,0.75,1.25,45.0,readout_off,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_off,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,0.75,1.25,45.0,readout_normal,area_valid,native,False
native_max_Q_raw,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,0.75,1.25,45.0,readout_normal,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,0.75,1.25,45.0,readout_normal,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,45.0,readout_normal,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,0.75,1.25,45.0,readout_normal,area_valid,native,False
native_max_epsilon_c,True,1.4409586004138342e-16,-1.4409586004138342e-16,-1.5987805679027531,6.167200748569477e-16,7,0.2021428672615948,0.20214286726159503,0.75,1.25,45.0,readout_normal,area_valid,native,False
max_abs_A_chi_tau,True,1.999999999999999,-1.999999999999999,1.3911967715402618,2.246169213451311e-15,7,0.0012244577836788338,4.408048021243802,0.75,1.25,45.0,readout_normal,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.999999999999999,1.999999999999999,-1.3911967715402618,2.2536042886715896e-15,7,0.22685778266948955,816.6880176101625,0.75,1.25,45.0,readout_normal,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.999999999999999,0.999999999999999,-6.844496007939932,1.5199458898747838e-15,7,0.0010172894354384533,0.0610373661263072,0.75,1.25,45.0,readout_normal,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,1.4409586004138342e-15,-1.4409586004138342e-15,-11.071540772762177,2.325797050801189e-15,7,1.5548587293445603e-05,1.554858729344561e-05,0.75,1.25,45.0,readout_normal,area_valid,derived_ratio,False
derived_envelope_over_A,True,4.3228758012415025e-16,-4.3228758012415025e-16,-1.3911967715402618,7.071643844981205e-16,7,0.24877739669512966,0.24877739669512974,0.75,1.25,45.0,readout_normal,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,0.75,1.25,45.0,readout_normal,c1_surface_like,derived_ratio,False
