candidate,fit_valid,loglog_slope,power_candidate_alpha,loglog_intercept,log_rmse,case_count,min_value,max_value,frequency_ratio,amplitude_ratio,phase_shift_deg,readout_mode,filter,candidate_kind,alpha_near_positive_2
derived_envelope_over_A,True,1.1707788628362402e-15,-1.1707788628362402e-15,0.5000886449058105,2.6589121258507858e-15,7,1.6488674279198168,1.6488674279198292,1.0,0.75,75.0,readout_normal,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_normal,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,0.75,75.0,readout_strong,area_valid,native,False
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,1.0,0.75,75.0,readout_strong,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,1.0,0.75,75.0,readout_strong,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,0.75,75.0,readout_strong,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,0.75,75.0,readout_strong,area_valid,native,False
native_max_epsilon_c,True,-3.6023965010345854e-17,3.6023965010345854e-17,-1.0954499509689208,8.558701406786109e-16,7,0.334389114387994,0.3343891143879947,1.0,0.75,75.0,readout_strong,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999962,-1.9999999999999962,-0.51443284006323,5.124408214866513e-15,7,0.00018211234699630312,0.6556044491866828,1.0,0.75,75.0,readout_strong,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999962,1.9999999999999962,0.51443284006323,5.121529587062576e-15,7,1.525309965849928,5491.11587705967,1.0,0.75,75.0,readout_strong,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.999999999999996,0.999999999999996,-4.938866396336439,4.957259916306831e-15,7,0.006839887509121844,0.41039325054730535,1.0,0.75,75.0,readout_strong,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,3.458300640993202e-15,-3.458300640993202e-15,-7.779616800038794,5.350175830570391e-15,7,0.0004181723875549365,0.00041817238755494275,1.0,0.75,75.0,readout_strong,area_valid,derived_ratio,False
derived_envelope_over_A,True,2.8819172008276683e-15,-2.8819172008276683e-15,0.5144328400632303,4.7502942813932744e-15,7,1.672689550219746,1.6726895502197707,1.0,0.75,75.0,readout_strong,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,75.0,readout_strong,c1_surface_like,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_off,c1_surface_like,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_normal,c1_surface_like,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,area_valid,derived_ratio,False
native_max_f_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,native,False
native_max_envelope_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,native,False
native_max_V_AB,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,native,False
native_max_epsilon_c,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,native,False
max_abs_A_chi_tau,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,constructed_reciprocal_control,False
derived_f_AB_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,derived_ratio,False
derived_envelope_over_A,False,0.0,0.0,,,0,,,1.0,0.75,90.0,readout_strong,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,1.0,0.0,readout_off,area_valid,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,1.0,0.0,readout_off,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,1.0,0.0,readout_off,area_valid,native,False
native_max_envelope_V_AB,True,1.9999999999999991,-1.9999999999999991,3.3569988834012605e-16,1.7040076400350663e-15,7,0.0003046174197867087,1.0966227112321512,1.0,1.0,0.0,readout_off,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_off,area_valid,native,False
native_max_epsilon_c,True,-0.013217738553867962,0.013217738553867962,-33.75183974361942,0.012175393351613396,7,2.220446049250313e-15,2.3314683517128287e-15,1.0,1.0,0.0,readout_off,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999998,-1.9999999999999998,1.1440158367999533,4.301154819357865e-16,7,0.0009563007586590166,3.4426827311724595,1.0,1.0,0.0,readout_off,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999998,1.9999999999999998,-1.1440158367999533,4.381012161597454e-16,7,0.2904711465117886,1045.6961274424389,1.0,1.0,0.0,readout_off,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999991,0.9999999999999991,-6.597315073199625,2.0211809777688206e-15,7,0.0013025483418245495,0.07815290050947298,1.0,1.0,0.0,readout_off,area_valid,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,1.0,0.0,readout_off,area_valid,derived_ratio,False
derived_envelope_over_A,True,1.8011982505172927e-16,-1.8011982505172927e-16,-1.1440158367999531,2.7834764294710043e-16,7,0.31853725622246903,0.31853725622246903,1.0,1.0,0.0,readout_off,area_valid,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,1.0,0.0,readout_off,c1_surface_like,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,1.0,0.0,readout_off,c1_surface_like,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,1.0,0.0,readout_off,c1_surface_like,native,False
native_max_envelope_V_AB,True,1.9999999999999991,-1.9999999999999991,3.3569988834012605e-16,1.7040076400350663e-15,7,0.0003046174197867087,1.0966227112321512,1.0,1.0,0.0,readout_off,c1_surface_like,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_off,c1_surface_like,native,False
native_max_epsilon_c,True,-0.013217738553867962,0.013217738553867962,-33.75183974361942,0.012175393351613396,7,2.220446049250313e-15,2.3314683517128287e-15,1.0,1.0,0.0,readout_off,c1_surface_like,native,False
max_abs_A_chi_tau,True,1.9999999999999998,-1.9999999999999998,1.1440158367999533,4.301154819357865e-16,7,0.0009563007586590166,3.4426827311724595,1.0,1.0,0.0,readout_off,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999998,1.9999999999999998,-1.1440158367999533,4.381012161597454e-16,7,0.2904711465117886,1045.6961274424389,1.0,1.0,0.0,readout_off,c1_surface_like,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999991,0.9999999999999991,-6.597315073199625,2.0211809777688206e-15,7,0.0013025483418245495,0.07815290050947298,1.0,1.0,0.0,readout_off,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,False,0.0,0.0,,,0,,,1.0,1.0,0.0,readout_off,c1_surface_like,derived_ratio,False
derived_envelope_over_A,True,1.8011982505172927e-16,-1.8011982505172927e-16,-1.1440158367999531,2.7834764294710043e-16,7,0.31853725622246903,0.31853725622246903,1.0,1.0,0.0,readout_off,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,1.0,0.0,readout_normal,area_valid,native,False
native_max_Q_raw,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,1.0,1.0,0.0,readout_normal,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,1.0,1.0,0.0,readout_normal,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_normal,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_normal,area_valid,native,False
native_max_epsilon_c,True,-2.8819172008276686e-14,2.8819172008276686e-14,-7.175895488671307,9.288215950284541e-14,7,0.0007648005411386993,0.0007648005411389214,1.0,1.0,0.0,readout_normal,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999991,-1.9999999999999991,1.139219556568325,1.1098760257029054e-15,7,0.0009517250541869602,3.4262101950730557,1.0,1.0,0.0,readout_normal,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999991,1.9999999999999991,-1.139219556568325,1.1193547227079073e-15,7,0.29186767392088664,1050.7236261151916,1.0,1.0,0.0,readout_normal,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.999999999999999,0.999999999999999,-6.592518792967995,1.5923643861285001e-15,7,0.0013088107347777834,0.07852864408666697,1.0,1.0,0.0,readout_normal,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,2.8819172008276683e-16,-2.8819172008276683e-16,-10.819563557790241,2.4207663211557206e-15,7,2.0004294993508997e-05,2.0004294993509004e-05,1.0,1.0,0.0,readout_normal,area_valid,derived_ratio,False
derived_envelope_over_A,True,1.0807189503103756e-16,-1.0807189503103756e-16,-1.1392195565683252,2.6539406435475e-16,7,0.32006871989614394,0.32006871989614405,1.0,1.0,0.0,readout_normal,area_valid,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,1.0,0.0,readout_normal,c1_surface_like,native,False
native_max_Q_raw,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,1.0,1.0,0.0,readout_normal,c1_surface_like,native,False
native_max_closure_relaxation,True,2.0000000000000018,-2.0000000000000018,-9.680344001221915,2.5121479338940403e-15,7,1.9038588736669286e-08,6.853891945200942e-05,1.0,1.0,0.0,readout_normal,c1_surface_like,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_normal,c1_surface_like,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_normal,c1_surface_like,native,False
native_max_epsilon_c,True,-2.8819172008276686e-14,2.8819172008276686e-14,-7.175895488671307,9.288215950284541e-14,7,0.0007648005411386993,0.0007648005411389214,1.0,1.0,0.0,readout_normal,c1_surface_like,native,False
max_abs_A_chi_tau,True,1.9999999999999991,-1.9999999999999991,1.139219556568325,1.1098760257029054e-15,7,0.0009517250541869602,3.4262101950730557,1.0,1.0,0.0,readout_normal,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999991,1.9999999999999991,-1.139219556568325,1.1193547227079073e-15,7,0.29186767392088664,1050.7236261151916,1.0,1.0,0.0,readout_normal,c1_surface_like,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.999999999999999,0.999999999999999,-6.592518792967995,1.5923643861285001e-15,7,0.0013088107347777834,0.07852864408666697,1.0,1.0,0.0,readout_normal,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,True,2.8819172008276683e-16,-2.8819172008276683e-16,-10.819563557790241,2.4207663211557206e-15,7,2.0004294993508997e-05,2.0004294993509004e-05,1.0,1.0,0.0,readout_normal,c1_surface_like,derived_ratio,False
derived_envelope_over_A,True,1.0807189503103756e-16,-1.0807189503103756e-16,-1.1392195565683252,2.6539406435475e-16,7,0.32006871989614394,0.32006871989614405,1.0,1.0,0.0,readout_normal,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,1.0,0.0,readout_strong,area_valid,native,False
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,1.0,1.0,0.0,readout_strong,area_valid,native,False
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,1.0,1.0,0.0,readout_strong,area_valid,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_strong,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_strong,area_valid,native,False
native_max_epsilon_c,True,-9.654422622772689e-15,9.654422622772689e-15,-5.788384725698939,2.1095739971844604e-14,7,0.003062925647902226,0.003062925647902448,1.0,1.0,0.0,readout_strong,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999998,-1.9999999999999998,1.1248753614109113,8.970554928959674e-16,7,0.0009381707693325025,3.3774147695970083,1.0,1.0,0.0,readout_strong,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999998,1.9999999999999998,-1.1248753614109113,8.97116832120826e-16,7,0.2960844516349763,1065.9040258859143,1.0,1.0,0.0,readout_strong,area_valid,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999986,0.9999999999999986,-6.578174597810581,2.3973767260508366e-15,7,0.001327719865289675,0.07966319191738049,1.0,1.0,0.0,readout_strong,area_valid,derived_ratio,False
derived_Q_raw_over_A,True,1.729150320496601e-15,-1.729150320496601e-15,-9.418925001512937,2.7682521962687885e-15,7,8.117323352640805e-05,8.117323352640807e-05,1.0,1.0,0.0,readout_strong,area_valid,derived_ratio,False
derived_envelope_over_A,True,1.8011982505172927e-16,-1.8011982505172927e-16,-1.1248753614109104,4.519498061120574e-16,7,0.3246929341056322,0.3246929341056323,1.0,1.0,0.0,readout_strong,area_valid,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,1.0,0.0,readout_strong,c1_surface_like,native,False
native_max_Q_raw,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,1.0,1.0,0.0,readout_strong,c1_surface_like,native,False
native_max_closure_relaxation,True,2.0000000000000004,-2.0000000000000004,-8.294049640102026,1.644586866285194e-15,7,7.615435494667714e-08,0.00027415567780803766,1.0,1.0,0.0,readout_strong,c1_surface_like,native,False
native_max_envelope_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_strong,c1_surface_like,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,0.0,readout_strong,c1_surface_like,native,False
native_max_epsilon_c,True,-9.654422622772689e-15,9.654422622772689e-15,-5.788384725698939,2.1095739971844604e-14,7,0.003062925647902226,0.003062925647902448,1.0,1.0,0.0,readout_strong,c1_surface_like,native,False
max_abs_A_chi_tau,True,1.9999999999999998,-1.9999999999999998,1.1248753614109113,8.970554928959674e-16,7,0.0009381707693325025,3.3774147695970083,1.0,1.0,0.0,readout_strong,c1_surface_like,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999998,1.9999999999999998,-1.1248753614109113,8.97116832120826e-16,7,0.2960844516349763,1065.9040258859143,1.0,1.0,0.0,readout_strong,c1_surface_like,constructed_reciprocal_control,True
derived_f_AB_over_A,True,-0.9999999999999986,0.9999999999999986,-6.578174597810581,2.3973767260508366e-15,7,0.001327719865289675,0.07966319191738049,1.0,1.0,0.0,readout_strong,c1_surface_like,derived_ratio,False
derived_Q_raw_over_A,True,1.729150320496601e-15,-1.729150320496601e-15,-9.418925001512937,2.7682521962687885e-15,7,8.117323352640805e-05,8.117323352640807e-05,1.0,1.0,0.0,readout_strong,c1_surface_like,derived_ratio,False
derived_envelope_over_A,True,1.8011982505172927e-16,-1.8011982505172927e-16,-1.1248753614109104,4.519498061120574e-16,7,0.3246929341056322,0.3246929341056323,1.0,1.0,0.0,readout_strong,c1_surface_like,derived_ratio,False
native_max_f_AB,True,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7,7.473767804861164e-05,0.004484260682916698,1.0,1.0,15.0,readout_off,area_valid,native,False
native_max_Q_raw,False,0.0,0.0,,,0,,,1.0,1.0,15.0,readout_off,area_valid,native,False
native_max_closure_relaxation,False,0.0,0.0,,,0,,,1.0,1.0,15.0,readout_off,area_valid,native,False
native_max_envelope_V_AB,True,1.9999999999999991,-1.9999999999999991,3.3569988834012605e-16,1.7040076400350663e-15,7,0.0003046174197867087,1.0966227112321512,1.0,1.0,15.0,readout_off,area_valid,native,False
native_max_V_AB,True,2.0000000000000004,-2.0000000000000004,0.0,1.0780485463549486e-15,7,0.00030461741978670857,1.0966227112321507,1.0,1.0,15.0,readout_off,area_valid,native,False
native_max_epsilon_c,True,-0.00810430190736049,0.00810430190736049,-33.73042414241207,0.06845921774854982,7,1.9984014443252818e-15,2.4424906541753444e-15,1.0,1.0,15.0,readout_off,area_valid,native,False
max_abs_A_chi_tau,True,1.9999999999999991,-1.9999999999999991,1.1093476047024171,1.7143100775516787e-15,7,0.0009237156004885739,3.325376161758866,1.0,1.0,15.0,readout_off,area_valid,area,False
inv_A_chi_tau_constructed_control,True,-1.9999999999999991,1.9999999999999991,-1.1093476047024171,1.7117402813572218e-15,7,0.30071785908006193,1082.584292688223,1.0,1.0,15.0,readout_off,area_valid,constructed_reciprocal_control,True
