t,H,Q2_re,Q2_im,generator_norm
0,np.float64(219.63586271083466),np.float64(-29.485369452188138),np.float64(-7.778843601949045),np.float64(13.465409340193206)
1,np.float64(219.63586271083494),np.float64(-29.48536945218813),np.float64(-7.778843601948993),np.float64(13.910892851220716)
2,np.float64(219.63586271083466),np.float64(-29.485369452188067),np.float64(-7.778843601949028),np.float64(13.93395150181826)
3,np.float64(219.63586271083486),np.float64(-29.485369452188024),np.float64(-7.778843601949079),np.float64(14.191606203673594)
4,np.float64(219.63586271083514),np.float64(-29.48536945218805),np.float64(-7.778843601949262),np.float64(14.415808430201578)
5,np.float64(219.63586271083523),np.float64(-29.485369452188046),np.float64(-7.778843601949415),np.float64(14.527174046316865)
6,np.float64(219.63586271083528),np.float64(-29.48536945218812),np.float64(-7.778843601949367),np.float64(14.513863209964008)
7,np.float64(219.63586271083494),np.float64(-29.485369452188095),np.float64(-7.77884360194938),np.float64(14.536163067921287)
8,np.float64(219.63586271083443),np.float64(-29.485369452188074),np.float64(-7.778843601949362),np.float64(14.646808887692982)
9,np.float64(219.6358627108344),np.float64(-29.48536945218801),np.float64(-7.778843601949267),np.float64(14.757384721579662)
10,np.float64(219.63586271083426),np.float64(-29.48536945218799),np.float64(-7.778843601949464),np.float64(14.826824771971403)
11,np.float64(219.63586271083358),np.float64(-29.485369452187836),np.float64(-7.778843601949364),np.float64(14.822352762580469)
12,np.float64(219.63586271083386),np.float64(-29.485369452187847),np.float64(-7.778843601949324),np.float64(14.796422519652129)
13,np.float64(219.63586271083415),np.float64(-29.485369452187932),np.float64(-7.77884360194939),np.float64(14.795088447305925)
14,np.float64(219.63586271083363),np.float64(-29.485369452187925),np.float64(-7.778843601949465),np.float64(14.833009677559051)
15,np.float64(219.63586271083363),np.float64(-29.485369452187967),np.float64(-7.778843601949529),np.float64(14.870839139588135)
16,np.float64(219.63586271083363),np.float64(-29.485369452188042),np.float64(-7.778843601949482),np.float64(14.883684646978455)
17,np.float64(219.6358627108343),np.float64(-29.48536945218815),np.float64(-7.778843601949593),np.float64(14.880134529428279)
18,np.float64(219.6358627108342),np.float64(-29.485369452188245),np.float64(-7.7788436019494736),np.float64(14.861295345245296)
19,np.float64(219.63586271083489),np.float64(-29.485369452188344),np.float64(-7.778843601949671),np.float64(14.864048477665706)
20,np.float64(219.63586271083446),np.float64(-29.485369452188273),np.float64(-7.778843601949667),np.float64(14.89378709312034)
21,np.float64(219.63586271083437),np.float64(-29.485369452188216),np.float64(-7.778843601949652),np.float64(14.91972714526223)
22,np.float64(219.63586271083454),np.float64(-29.48536945218824),np.float64(-7.778843601949804),np.float64(14.919762698780923)
23,np.float64(219.63586271083466),np.float64(-29.485369452188255),np.float64(-7.778843601949774),np.float64(14.90873240651587)
24,np.float64(219.6358627108346),np.float64(-29.485369452188216),np.float64(-7.77884360194979),np.float64(14.897172518044416)
25,np.float64(219.63586271083446),np.float64(-29.485369452188095),np.float64(-7.778843601949951),np.float64(14.89169692426762)
26,np.float64(219.63586271083415),np.float64(-29.485369452188174),np.float64(-7.778843601949889),np.float64(14.906689764995333)
