N,M,k,best_residual,edges,runtime_s
16,120,5,6.083867387220398e-05,1-2;1-16;2-12;4-7;7-11,0.5217068195343018
16,120,6,2.9355463063996176e-06,1-8;1-9;3-4;3-11;4-7;5-13,15.613971948623657
