R_star_C,score_C_min,classification_C,R_band_width_5,R_band_width_10,distance_to_R_137,distance_to_R_128_nominal,q_out_factor_at_star,q_out_factor_diagnostic_at_star,q_out_factor_applied_at_star,full_two_channel_scattering_used_rate_at_star,max_scattering_unitarity_error_at_star,harmonic_valid_rate_nonstrong_at_star,c1_area_valid_rate_at_star,c1_calibrated_rate_at_star
0.629,0.9949535051579352,flat,0.30000000000000004,0.30000000000000004,0.06817787912824735,0.05767146567112502,-0.2580000000000002,-0.2580000000000002,False,1.0,6.245004513516506e-17,1.0,1.0,0.25
