sweep_region,R,case_id,case_group,group_label,condition_kind,condition_id,readout_mode,tau_mode,condition_error,stability_depth,terrain_score,log10_terrain_score,depth,depth_plot
control,0.0,near_pi_02deg,harmonic|near_pi_02deg,harmonic near_pi_02deg,harmonic,near_pi_02deg|readout_off,readout_off,,8.251286752383041e-11,10.083478319827803,2.717032134232984e-10,-9.565905225167851,9.565905225167851,6.0
control,0.0,near_pi_02deg,harmonic|near_pi_02deg,harmonic near_pi_02deg,harmonic,near_pi_02deg|readout_weak,readout_weak,,0.01518407121307206,1.8186117680772336,0.04999900094671153,-1.301038673417283,1.301038673417283,1.301038673417283
control,0.0,near_pi_02deg,harmonic|near_pi_02deg,harmonic near_pi_02deg,harmonic,near_pi_02deg|readout_normal,readout_normal,,0.0758535735475025,1.1200239542918453,0.24977509933883577,-0.6024508596318946,0.6024508596318946,0.6024508596318946
control,0.0,near_pi_02deg,harmonic|near_pi_02deg,harmonic near_pi_02deg,harmonic,near_pi_02deg|readout_strong,readout_strong,,0.302414552538717,0.5193973139142336,0.9958083893643352,-0.0018242192542829699,0.0018242192542829699,0.0018242192542829699
control,0.0,near_pi_05deg,harmonic|near_pi_05deg,harmonic near_pi_05deg,harmonic,near_pi_05deg|readout_off,readout_off,,2.0671443795699146e-10,9.684629189042422,2.7227257390814023e-10,-9.564996103060453,9.564996103060453,6.0
control,0.0,near_pi_05deg,harmonic|near_pi_05deg,harmonic near_pi_05deg,harmonic,near_pi_05deg|readout_weak,readout_weak,,0.037960178032245905,1.420671759410164,0.04999900094545509,-1.3010386734281967,1.3010386734281967,1.3010386734281967
control,0.0,near_pi_05deg,harmonic|near_pi_05deg,harmonic near_pi_05deg,harmonic,near_pi_05deg|readout_normal,readout_normal,,0.1896339338690431,0.7220839456191507,0.2497750993357942,-0.6024508596371831,0.6024508596371831,0.6024508596371831
control,0.0,near_pi_05deg,harmonic|near_pi_05deg,harmonic near_pi_05deg,harmonic,near_pi_05deg|readout_strong,readout_strong,,0.7560363813472268,0.12145730524194649,0.9958083893512749,-0.0018242192599788743,0.0018242192599788743,0.0018242192599788743
control,0.0,near_pi_10deg,harmonic|near_pi_10deg,harmonic near_pi_10deg,harmonic,near_pi_10deg|readout_off,readout_off,,4.134288759139829e-10,9.38359919337844,1.6416086651450084e-10,-9.784730364161645,9.784730364161645,6.0
control,0.0,near_pi_10deg,harmonic|near_pi_10deg,harmonic near_pi_10deg,harmonic,near_pi_10deg|readout_weak,readout_weak,,0.07592035606449181,1.119641763746183,0.030145817488155976,-1.5207729345293868,1.5207729345293868,1.5207729345293868
control,0.0,near_pi_10deg,harmonic|near_pi_10deg,harmonic near_pi_10deg,harmonic,near_pi_10deg|readout_normal,readout_normal,,0.3792678677380862,0.42105394995516954,0.15059650023561777,-0.8221851207383734,0.8221851207383734,0.8221851207383734
control,0.0,near_pi_10deg,harmonic|near_pi_10deg,harmonic near_pi_10deg,harmonic,near_pi_10deg|readout_strong,readout_strong,,2.5120727626944537,-0.40003221467464445,0.9974727589110085,-0.0010989561085593237,0.0010989561085593237,0.0010989561085593237
control,0.0,near_pi_20deg,harmonic|near_pi_20deg,harmonic near_pi_20deg,harmonic,near_pi_20deg|readout_off,readout_off,,8.268577518279658e-10,9.08256919771446,2.0482620038285696e-10,-9.688614491280608,9.688614491280608,6.0
control,0.0,near_pi_20deg,harmonic|near_pi_20deg,harmonic near_pi_20deg,harmonic,near_pi_20deg|readout_weak,readout_weak,,0.15184071212898362,0.8186117680822018,0.03761342995219048,-1.4246570616483523,1.4246570616483523,1.4246570616483523
control,0.0,near_pi_20deg,harmonic|near_pi_20deg,harmonic near_pi_20deg,harmonic,near_pi_20deg|readout_normal,readout_normal,,0.7585357354761724,0.12002395429118831,0.18790171853468426,-0.7260692478573387,0.7260692478573387,0.7260692478573387
control,0.0,near_pi_20deg,harmonic|near_pi_20deg,harmonic near_pi_20deg,harmonic,near_pi_20deg|readout_strong,readout_strong,,4.024145525388907,-0.6046736777463295,0.9968467199235705,-0.001371615819820859,0.001371615819820859,0.001371615819820859
control,0.0,near_pi_02deg,c1|near_pi_02deg,c1 near_pi_02deg,c1,near_pi_02deg|tau_disabled_control|readout_off,readout_off,tau_disabled_control,0.0,300.0,0.0,-300.0,300.0,6.0
control,0.0,near_pi_02deg,c1|near_pi_02deg,c1 near_pi_02deg,c1,near_pi_02deg|tau_disabled_control|readout_weak,readout_weak,tau_disabled_control,0.0,300.0,0.0,-300.0,300.0,6.0
control,0.0,near_pi_02deg,c1|near_pi_02deg,c1 near_pi_02deg,c1,near_pi_02deg|tau_disabled_control|readout_normal,readout_normal,tau_disabled_control,0.0,300.0,0.0,-300.0,300.0,6.0
control,0.0,near_pi_02deg,c1|near_pi_02deg,c1 near_pi_02deg,c1,near_pi_02deg|tau_disabled_control|readout_strong,readout_strong,tau_disabled_control,0.0,300.0,0.0,-300.0,300.0,6.0
control,0.0,near_pi_02deg,c1|near_pi_02deg,c1 near_pi_02deg,c1,near_pi_02deg|tau_locked_0deg|readout_off,readout_off,tau_locked_0deg,0.0,300.0,0.0,-300.0,300.0,6.0
