axis,log_growth_rate_per_step,fit_start,fit_end,fit_count,initial,final,max
1,0.08641869319501877,164,350,187,7.856037770894675e-17,0.27194286823810415,0.3191126854590082
2,0.08641856700183162,173,359,187,6.926841480988332e-17,0.2497182406476686,0.30725493436944235
3,0.08569927788481513,203,382,180,4.0460356557118366e-17,0.1178894009173601,0.21517347002122791
4,0.08569600104441474,203,382,180,3.9820794794286435e-17,0.06344635905648412,0.15512732501550947
