case_id,initial_deviation_deg,protocol,tau_mode,tau_kind,readout_mode,active_readout,step_count,chi_read_min,chi_read_max,max_abs_A_chi_tau,d_eff_chi_tau_max,rank_chi_tau,max_epsilon_c_abs,c1_calibrated,area_sweep_detected,area_expected,expected_rank,rank_matches_expectation,internal_sign_change_count,oscillation_detected,decay_rate_V_AB,max_Q_raw_abs,max_Q_closed_abs,tau_is_step_used,external_c_used,absolute_background_axis_used,f_A_or_f_B_used
near_pi_10deg,10.0,Protocol_F,tau_locked_0deg,locked,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_locked_0deg,locked,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_locked_0deg,locked,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_locked_90deg,locked_offset,readout_off,False,720,-0.17453292519943295,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_locked_90deg,locked_offset,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_locked_90deg,locked_offset,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_locked_90deg,locked_offset,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_slow,independent,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.08121681516961979,2,2,0.999732275819128,False,True,True,2,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_slow,independent,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.08106103381513696,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_slow,independent,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.08044099644352497,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_slow,independent,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.07815926496793693,2,2,1.0076861969796984,False,True,True,2,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_c1,independent,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.09563007586590165,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_c1,independent,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.09553832925996515,2,2,0.00015291033469400084,False,True,True,2,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_c1,independent,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.09517250541869599,2,2,0.0007648005411389214,False,True,True,2,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_c1,independent,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.09381707693325025,2,2,0.003062925647902448,False,True,True,2,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_fast,independent,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.06324010691903342,2,2,0.33318456050212075,False,True,True,2,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_fast,independent,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.06312198918974601,2,2,0.33326521948110943,False,True,True,2,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_fast,independent,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.06265171341860853,2,2,0.33358770859725906,False,True,True,2,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_F,tau_independent_fast,independent,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.0609190840065785,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_disabled_control,disabled,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.0,1,1,0.0,False,False,False,1,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_disabled_control,disabled,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.0000100000579084e-05,3.046174197867086e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_disabled_control,disabled,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00010000250008333112,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_disabled_control,disabled,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.0004000400053340933,6.092348395734171e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_0deg,locked,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.0,1,1,0.0,True,False,False,1,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_0deg,locked,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_0deg,locked,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_0deg,locked,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_90deg,locked_offset,readout_off,False,720,-0.17453292519943295,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_90deg,locked_offset,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_90deg,locked_offset,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_locked_90deg,locked_offset,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,2.220446049250313e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_slow,independent,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.08121681516961979,2,2,0.999732275819128,False,True,True,2,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_slow,independent,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.08106103381513696,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_slow,independent,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.08044099644352497,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_slow,independent,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.07815926496793693,2,2,1.0076861969796984,False,True,True,2,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_c1,independent,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.09563007586590165,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_c1,independent,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.09553832925996515,2,2,0.00015291033469400084,False,True,True,2,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_c1,independent,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.09517250541869599,2,2,0.0007648005411389214,False,True,True,2,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_c1,independent,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.09381707693325025,2,2,0.003062925647902448,False,True,True,2,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_fast,independent,readout_off,False,720,-0.17453292519943295,0.17453292519943295,0.06324010691903342,2,2,0.33318456050212075,False,True,True,2,True,15,True,-4.4544900995234305e-18,0.0,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_fast,independent,readout_weak,True,720,-0.17444916907963318,0.17453292519943295,0.06312198918974601,2,2,0.33326521948110943,False,True,True,2,True,15,True,-2.0000100000579084e-05,3.807717747333857e-07,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_fast,independent,readout_normal,True,720,-0.1741145379846754,0.17453292519943295,0.06265171341860853,2,2,0.33358770859725906,False,True,True,2,True,15,True,-0.00010000250008333112,1.9038588736669286e-06,0.0,False,False,False,False
near_pi_10deg,10.0,Protocol_B,tau_independent_fast,independent,readout_strong,True,720,-0.17286525994757326,0.17453292519943295,0.0609190840065785,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.0004000400053340933,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_disabled_control,disabled,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_disabled_control,disabled,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.0000100000577177e-05,1.2184696791468343e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_disabled_control,disabled,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00010000250008332826,6.092348395734171e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_disabled_control,disabled,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00040004000533409265,2.4369393582936685e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_0deg,locked,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_0deg,locked,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_0deg,locked,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_0deg,locked,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_90deg,locked_offset,readout_off,False,720,-0.3490658503988659,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_90deg,locked_offset,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_90deg,locked_offset,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_locked_90deg,locked_offset,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_slow,independent,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.32486726067847915,2,2,0.999732275819128,False,True,True,2,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_slow,independent,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.32424413526054785,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_slow,independent,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.32176398577409987,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_slow,independent,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.3126370598717477,2,2,1.0076861969796984,False,True,True,2,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_c1,independent,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.3825203034636066,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_c1,independent,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.3821533170398606,2,2,0.00015291033469400084,False,True,True,2,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_c1,independent,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.38069002167478394,2,2,0.0007648005411389214,False,True,True,2,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_c1,independent,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.375268307733001,2,2,0.003062925647902448,False,True,True,2,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_fast,independent,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.2529604276761337,2,2,0.33318456050212075,False,True,True,2,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_fast,independent,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.25248795675898406,2,2,0.33326521948110943,False,True,True,2,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_fast,independent,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.25060685367443414,2,2,0.33358770859725906,False,True,True,2,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_F,tau_independent_fast,independent,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.243676336026314,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_disabled_control,disabled,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_disabled_control,disabled,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.0000100000577177e-05,1.2184696791468343e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_disabled_control,disabled,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00010000250008332826,6.092348395734171e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_disabled_control,disabled,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00040004000533409265,2.4369393582936685e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_0deg,locked,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_0deg,locked,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_0deg,locked,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_0deg,locked,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_90deg,locked_offset,readout_off,False,720,-0.3490658503988659,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_90deg,locked_offset,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_90deg,locked_offset,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_locked_90deg,locked_offset,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,8.881784197001252e-16,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_slow,independent,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.32486726067847915,2,2,0.999732275819128,False,True,True,2,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_slow,independent,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.32424413526054785,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_slow,independent,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.32176398577409987,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_slow,independent,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.3126370598717477,2,2,1.0076861969796984,False,True,True,2,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_c1,independent,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.3825203034636066,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_c1,independent,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.3821533170398606,2,2,0.00015291033469400084,False,True,True,2,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_c1,independent,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.38069002167478394,2,2,0.0007648005411389214,False,True,True,2,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_c1,independent,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.375268307733001,2,2,0.003062925647902448,False,True,True,2,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_fast,independent,readout_off,False,720,-0.3490658503988659,0.3490658503988659,0.2529604276761337,2,2,0.33318456050212075,False,True,True,2,True,15,True,-2.8636007782650622e-18,0.0,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_fast,independent,readout_weak,True,720,-0.34889833815926635,0.3490658503988659,0.25248795675898406,2,2,0.33326521948110943,False,True,True,2,True,15,True,-2.0000100000577177e-05,1.5230870989335428e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_fast,independent,readout_normal,True,720,-0.3482290759693508,0.3490658503988659,0.25060685367443414,2,2,0.33358770859725906,False,True,True,2,True,15,True,-0.00010000250008332826,7.6154354946677146e-06,0.0,False,False,False,False
near_pi_20deg,20.0,Protocol_B,tau_independent_fast,independent,readout_strong,True,720,-0.3457305198951465,0.3490658503988659,0.243676336026314,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.00040004000533409265,3.0461741978670858e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_disabled_control,disabled,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_disabled_control,disabled,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.0000100000575903e-05,3.73156339238718e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_disabled_control,disabled,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00010000250008332507,1.86578169619359e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_disabled_control,disabled,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.0004000400053340898,7.46312678477436e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_0deg,locked,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_0deg,locked,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_0deg,locked,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_0deg,locked,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_90deg,locked_offset,readout_off,False,720,-0.6108652381980153,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_90deg,locked_offset,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_90deg,locked_offset,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_locked_90deg,locked_offset,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_slow,independent,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.9949059858278423,2,2,0.999732275819128,False,True,True,2,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_slow,independent,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.9929976642354283,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_slow,independent,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.9854022064331809,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_slow,independent,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.957450995857227,2,2,1.0076861969796984,False,True,True,2,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
