edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,98.18181818181819,-0.03496371693791949,0.24317799277227373,0.24567864716101595
1,0,2,16.363636363636363,0.21478365839973632,0.06306617235638674,0.22385120506993056
2,0,3,114.54545454545455,-0.07956743372840572,0.1742283770261318,0.19153721275847202
3,0,4,32.72727272727273,0.13127622123194624,0.08436610461588857,0.15604834465318096
4,0,5,130.9090909090909,-0.08543238960237207,0.09859423344728198,0.13045886731927664
5,0,6,49.09090909090909,0.08543238960237202,0.09859423344728195,0.13045886731927658
6,0,7,147.27272727272728,-0.13127622123194618,0.08436610461588852,0.15604834465318088
7,0,8,65.45454545454545,0.07956743372840572,0.17422837702613175,0.19153721275847196
8,0,9,163.63636363636363,-0.21478365839973632,0.06306617235638683,0.22385120506993056
9,0,10,81.81818181818181,0.03496371693791952,0.24317799277227373,0.24567864716101595
10,0,11,0.0,0.2533348405600359,0.0,0.2533348405600359
11,1,2,114.54545454545455,-0.07956743372840572,0.1742283770261318,0.19153721275847202
12,1,3,32.72727272727273,0.13127622123194624,0.08436610461588857,0.15604834465318096
13,1,4,130.9090909090909,-0.08543238960237207,0.09859423344728198,0.13045886731927664
14,1,5,49.09090909090909,0.08543238960237202,0.09859423344728195,0.13045886731927658
15,1,6,147.27272727272728,-0.13127622123194618,0.08436610461588852,0.15604834465318088
16,1,7,65.45454545454545,0.07956743372840572,0.17422837702613175,0.19153721275847196
17,1,8,163.63636363636363,-0.21478365839973632,0.06306617235638683,0.22385120506993056
18,1,9,81.81818181818181,0.03496371693791952,0.24317799277227373,0.24567864716101595
19,1,10,0.0,0.2533348405600359,0.0,0.2533348405600359
20,1,11,16.363636363636363,0.21478365839973632,0.06306617235638674,0.22385120506993056
21,2,3,130.9090909090909,-0.08543238960237207,0.09859423344728198,0.13045886731927664
22,2,4,49.09090909090909,0.08543238960237202,0.09859423344728195,0.13045886731927658
23,2,5,147.27272727272728,-0.13127622123194618,0.08436610461588852,0.15604834465318088
24,2,6,65.45454545454545,0.07956743372840572,0.17422837702613175,0.19153721275847196
25,2,7,163.63636363636363,-0.21478365839973632,0.06306617235638683,0.22385120506993056
26,2,8,81.81818181818181,0.03496371693791952,0.24317799277227373,0.24567864716101595
27,2,9,0.0,0.2533348405600359,0.0,0.2533348405600359
28,2,10,98.18181818181819,-0.03496371693791949,0.24317799277227373,0.24567864716101595
29,2,11,32.72727272727273,0.13127622123194624,0.08436610461588857,0.15604834465318096
30,3,4,147.27272727272728,-0.13127622123194618,0.08436610461588852,0.15604834465318088
31,3,5,65.45454545454545,0.07956743372840572,0.17422837702613175,0.19153721275847196
32,3,6,163.63636363636363,-0.21478365839973632,0.06306617235638683,0.22385120506993056
33,3,7,81.81818181818181,0.03496371693791952,0.24317799277227373,0.24567864716101595
34,3,8,0.0,0.2533348405600359,0.0,0.2533348405600359
35,3,9,98.18181818181819,-0.03496371693791949,0.24317799277227373,0.24567864716101595
36,3,10,16.363636363636363,0.21478365839973632,0.06306617235638674,0.22385120506993056
37,3,11,49.09090909090909,0.08543238960237202,0.09859423344728195,0.13045886731927658
38,4,5,163.63636363636363,-0.21478365839973632,0.06306617235638683,0.22385120506993056
39,4,6,81.81818181818181,0.03496371693791952,0.24317799277227373,0.24567864716101595
40,4,7,0.0,0.2533348405600359,0.0,0.2533348405600359
41,4,8,98.18181818181819,-0.03496371693791949,0.24317799277227373,0.24567864716101595
42,4,9,16.363636363636363,0.21478365839973632,0.06306617235638674,0.22385120506993056
43,4,10,114.54545454545455,-0.07956743372840572,0.1742283770261318,0.19153721275847202
44,4,11,65.45454545454545,0.07956743372840572,0.17422837702613175,0.19153721275847196
45,5,6,0.0,0.2533348405600359,0.0,0.2533348405600359
46,5,7,98.18181818181819,-0.03496371693791949,0.24317799277227373,0.24567864716101595
47,5,8,16.363636363636363,0.21478365839973632,0.06306617235638674,0.22385120506993056
48,5,9,114.54545454545455,-0.07956743372840572,0.1742283770261318,0.19153721275847202
49,5,10,32.72727272727273,0.13127622123194624,0.08436610461588857,0.15604834465318096
50,5,11,81.81818181818181,0.03496371693791952,0.24317799277227373,0.24567864716101595
51,6,7,16.363636363636363,0.21478365839973632,0.06306617235638674,0.22385120506993056
52,6,8,114.54545454545455,-0.07956743372840572,0.1742283770261318,0.19153721275847202
53,6,9,32.72727272727273,0.13127622123194624,0.08436610461588857,0.15604834465318096
54,6,10,130.9090909090909,-0.08543238960237207,0.09859423344728198,0.13045886731927664
55,6,11,98.18181818181819,-0.03496371693791949,0.24317799277227373,0.24567864716101595
56,7,8,32.72727272727273,0.13127622123194624,0.08436610461588857,0.15604834465318096
57,7,9,130.9090909090909,-0.08543238960237207,0.09859423344728198,0.13045886731927664
58,7,10,49.09090909090909,0.08543238960237202,0.09859423344728195,0.13045886731927658
59,7,11,114.54545454545455,-0.07956743372840572,0.1742283770261318,0.19153721275847202
60,8,9,49.09090909090909,0.08543238960237202,0.09859423344728195,0.13045886731927658
61,8,10,147.27272727272728,-0.13127622123194618,0.08436610461588852,0.15604834465318088
62,8,11,130.9090909090909,-0.08543238960237207,0.09859423344728198,0.13045886731927664
63,9,10,65.45454545454545,0.07956743372840572,0.17422837702613175,0.19153721275847196
64,9,11,147.27272727272728,-0.13127622123194618,0.08436610461588852,0.15604834465318088
65,10,11,163.63636363636363,-0.21478365839973632,0.06306617235638683,0.22385120506993056
