class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.06555618938634981,0.9344438106136502,-0.24750469777256928,0.5824176941447783,1-2
1,1,0.9898759737344448,0.01012402626555514,-0.10010759390640396,0.9679179363647393,1-3
2,1,0.918711767521336,0.08128823247866399,0.27327725067988856,0.09203043598466974,1-4
3,1,0.2032687632494095,0.7967312367505904,-0.40243083025094506,0.6488802701012931,1-5
4,1,0.024825101998785737,0.9751748980012143,0.1555918259727535,0.4496372851916394,1-6
5,1,0.7748497827297334,0.22515021727026654,0.4176812144847052,0.15737109903681656,1-7
6,1,0.9955345395618894,0.0044654604381105965,0.06667473360416422,0.021286634424596104,1-8
7,1,0.027377881818058513,0.9726221181819414,-0.16318190281160141,0.5529117256296999,1-9
8,1,0.9991198646369731,0.0008801353630268542,-0.029654017008992287,0.9905552908220103,2-3
9,1,0.004713075996550874,0.9952869240034491,-0.06848987451588454,0.5218697633453074,2-4
10,1,0.0023706071351730896,0.9976293928648269,0.048631135674419075,0.48449571794367463,2-5
11,1,0.9325637775694064,0.06743622243059352,0.2507759524653132,0.08361868451906253,2-6
12,1,0.9982181029067233,0.0017818970932766574,0.042174896988915446,0.013440657035485921,2-7
13,1,0.9227239351776875,0.07727606482231256,0.26702897713149093,0.08966679645742441,2-8
14,1,0.0747344471911399,0.92526555280886,-0.2629623729627009,0.5881403266065803,2-9
15,1,0.0010684043628144064,0.9989315956371856,-0.032668989499706376,0.5104062754592082,3-4
16,1,0.9991175603046024,0.0008824396953975189,0.02969277682503786,0.009457068595017729,3-5
17,1,0.8312172717643269,0.16878272823567303,0.3745599002629566,0.13476163810926542,3-6
18,1,0.0021914697106267802,0.9978085302893732,-0.04676181317201232,0.5149065319408249,3-7
19,1,0.027084421217458726,0.9729155787825413,0.16232946542379173,0.4473752424893413,3-8
20,1,0.1503250342687558,0.8496749657312441,-0.3573897289246757,0.6267364662458301,3-9
21,1,0.9934761242791519,0.006523875720848067,-0.08050661318442726,0.9742619100441624,4-5
22,1,0.12962267558962692,0.8703773244103731,-0.3358878347940176,0.6172340561012569,4-6
23,1,0.183595019061507,0.816404980938493,-0.3871535716447827,0.6409507165575087,4-7
24,1,0.8523200114292474,0.14767998857075268,0.35478248201749624,0.1255542517324516,4-8
25,1,0.9164929217597737,0.08350707824022623,0.2766471509414239,0.0933147519871651,4-9
26,1,0.015752651102866912,0.9842473488971332,0.12451708752656503,0.4599434249703116,5-6
27,1,0.7623783870676127,0.23762161293238726,0.4256261058720412,0.16207813652290884,5-7
28,1,0.023678358805280002,0.97632164119472,-0.15204503980586945,0.5491761924978465,5-8
29,1,0.9999575480559085,4.245194409146907e-05,0.006515377343171455,0.0020739677168559708,5-9
30,1,0.1688587319744493,0.8311412680255507,-0.3746270954034564,0.6347939301024479,6-7
31,1,0.9065014845734513,0.09349851542654879,-0.29112977010189156,0.90108437751777,6-8
32,1,0.9906583054270934,0.00934169457290663,0.09619993407177137,0.030813530552086105,6-9
33,1,0.2708059471525384,0.7291940528474615,-0.4443760638686055,0.6742134896487932,7-8
34,1,0.8391025593968222,0.16089744060317782,0.3674363267431851,0.1313790460750154,7-9
35,1,0.0013513020824536663,0.9986486979175463,0.03673521559941663,0.48829627228830674,8-9
