step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,1.2415562045460068e-32,4.2442768400487754e-33,0.8474576271186445,0.03909544906940961
25,3.1694107631225377e-28,1.0834673975505743e-28,0.8474576271186447,0.03909544906940952
50,1.0957129335505561e-27,3.7457096265014677e-28,0.8474576271186454,0.039095449069409136
75,2.1100174520426255e-27,7.213123474404754e-28,0.8474576271186456,0.03909544906940851
100,4.095279707260822e-27,1.3999769604796856e-27,0.847457627118645,0.03909544906940795
125,6.148868088427285e-27,2.1019989529810882e-27,0.8474576271186467,0.03909544906940787
150,8.111912608245718e-27,2.773068402833156e-27,0.8474576271186465,0.0390954490694076
200,1.8127789605406738e-26,6.197009632088769e-27,0.8474576271186472,0.03909544906940732
300,6.490830328859886e-26,2.218899211859916e-26,0.8474576271186476,0.0390954490694069
500,2.996583471167483e-25,1.0243861517813186e-25,0.8474576271186474,0.03909544906940619
750,8.672893315687655e-25,2.9648404237528624e-25,0.847457627118647,0.03909544906940667
1000,1.7780434443943986e-24,6.078265795791877e-25,0.8474576271186447,0.03909544906940564
1500,7.433804183405673e-24,2.541256111770778e-24,0.8474576271186459,0.03909544906940414
2000,2.274979660541802e-23,7.777049036900973e-24,0.8474576271186438,0.03909544906940285
3000,1.2013309362913504e-22,4.1067662112021087e-23,0.8474576271186501,0.0390954490693996
4000,4.288105853230634e-22,1.465894841805498e-22,0.8474576271186638,0.03909544906939415
5000,1.1833577670537e-21,4.0453246867212313e-22,0.8474576271186667,0.03909544906939063
7500,8.011441321221468e-21,2.7387221561621835e-21,0.8474576271186598,0.039095449069385606
10000,3.405665844442412e-20,1.1642315197334975e-20,0.8474576271186632,0.039095449069380526
15000,3.308008827225149e-19,1.1308473350367356e-19,0.8474576271186641,0.03909544906937444
20000,2.202773407789944e-18,7.530210975828176e-19,0.8474576271186738,0.03909544906935982
25000,1.2501884101960132e-17,4.273786152955265e-18,0.8474576271186706,0.03909544906936117
30000,6.449092643200687e-17,2.2046311270251037e-17,0.8474576271186789,0.03909544906935656
35000,3.2003480600915856e-16,1.0940433547699448e-16,0.8474576271186802,0.03909544906936435
40000,1.5594541430894345e-15,5.331015284215665e-16,0.8474576271187019,0.0390954490693569
