edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,192.94456112299127,-0.09845076980113733,-0.022628836070477484,0.1010179107700267
1,0,2,100.77552039179191,-0.03122989165526833,0.16409369246465927,0.16703905543161449
2,0,3,39.5938100934596,0.11366833949286952,0.09401394595933202,0.14750970624982765
3,0,4,181.0833286419888,-0.21615135089131227,-0.00408740154631183,0.21618999362491317
4,0,5,241.58567036140045,-0.09042332772321143,-0.1671345234171202,0.1900271746735377
5,0,6,324.25201233225283,0.18067877178390174,-0.1300604694808131,0.22262197621732846
6,0,7,20.586796449940774,0.0931209732896238,0.03497738373675964,0.0994732780171407
7,0,8,174.97793946858428,-0.13221041160537753,0.011618208415572526,0.1327199144953425
8,0,9,209.4042694104237,-0.09709331103766089,-0.05471880152682425,0.11145069891565483
9,0,10,91.83872636495701,-0.006119158530035667,0.19061106448485635,0.1907092604074741
10,0,11,347.80335252947145,0.19926270519012804,-0.04306991754160019,0.20386427709809318
11,0,12,112.0608277109844,-0.07159803075923538,0.17667110114358262,0.19062779437397478
12,0,13,330.2743966269802,0.12895431686359798,-0.07363063610176292,0.1484947352955904
13,0,14,244.84309118318936,-0.11802912297855402,-0.2513150880002325,0.2776511252050876
14,0,15,138.74573211821024,-0.07618078700637242,0.0668187966567203,0.10133244246322308
15,1,2,232.86579082573417,-0.05105145803866806,-0.06741842248681741,0.08456651263050223
16,1,3,90.33960560690352,-0.0011337663876658534,0.19127855052091292,0.19128191058122362
17,1,4,96.5337820594289,-0.015810783295630803,0.13804576535248575,0.1389482428826466
18,1,5,336.8551806805096,0.1737623370221918,-0.07427662509109839,0.18897186775374092
19,1,6,278.1154775969324,0.02021140011953123,-0.14173821071812093,0.14317199821321988
20,1,7,266.4307324416487,-0.013177318842227906,-0.21125562441455095,0.21166620084144647
21,1,8,20.537090849748648,0.05947091263832871,0.022279154435399302,0.06350708757605011
22,1,9,251.1965253336014,-0.08658946017761822,-0.25430431476614956,0.2686418044953767
23,1,10,134.77554354257916,-0.10410550886019573,0.10492438855226631,0.14780759211930639
24,1,11,205.78836573939694,-0.06361463292165119,-0.0307365806295252,0.07065096539009025
25,1,12,142.13477094714364,-0.013614522443859852,0.010585353465322115,0.017245432130282227
26,1,13,138.34043564510804,-0.15055627584398676,0.1339502696091382,0.2015188996704067
27,1,14,185.73729323899548,-0.2525246688310992,-0.02537132688534967,0.25379600587121065
28,1,15,187.30881866844322,-0.2684697414116731,-0.03443376745151191,0.27066896089975934
29,2,3,208.20306309613142,-0.15573661038592332,-0.0835159577069744,0.1767167422917535
30,2,4,7.005821053971944,0.20849317151105937,0.025621244315776122,0.21006154033289556
31,2,5,298.89404796911305,0.12662094822656314,-0.22942978048409576,0.26205130929414255
32,2,6,344.3889699589743,0.05876512153841475,-0.01641971220762924,0.06101595249118074
33,2,7,87.03459574368159,0.0066715617060704524,0.12878883370999325,0.12896151915970205
34,2,8,313.9920305777752,0.09284213138757774,-0.09616760657651163,0.13367075190647718
35,2,9,189.722038995263,-0.34267230561666767,-0.058709719990899224,0.3476652704226476
36,2,10,85.40269703495936,0.014956803752146298,0.18600511308409903,0.18660548778615457
37,2,11,235.3278937862002,-0.05919423702944777,-0.08557632021283589,0.10405414109331866
38,2,12,186.26620135828804,-0.06108828186327155,-0.006707736427962574,0.06145544653644239
39,2,13,285.38449246319294,0.0491668704802383,-0.1786880867173873,0.1853289332175121
40,2,14,85.67347107599814,0.0136117443308143,0.17991618857293248,0.1804303591260031
41,2,15,148.2182281798056,-0.03163045500009768,0.019597784246751192,0.037209660451224404
42,3,4,145.26835449576018,-0.2396101435170555,0.16610979796498399,0.29155700275629076
43,3,5,233.28133046049976,-0.08677602855984182,-0.1163398395733167,0.14513799435214594
44,3,6,88.19236113318848,0.0011045460242719957,0.034998598417886426,0.03501602366254937
45,3,7,158.93479092243456,-0.09195471452432248,0.03541823621888064,0.09853994611377699
46,3,8,334.64259882682995,0.16290816635480582,-0.07720610763864894,0.1802771580699999
47,3,9,285.1828302131621,0.023587949601530354,-0.08692101706100867,0.09006472435601241
48,3,10,12.842506777519786,0.23244567649909892,0.052991741432176845,0.2384095576589547
49,3,11,253.4270083722256,-0.06578192825893024,-0.22104161721157223,0.2306223289817581
50,3,12,283.4623871797776,0.022496382768836972,-0.09397591240476785,0.09663104754679329
51,3,13,50.07351118138285,0.12882339310377316,0.1539263824651469,0.2007206960668878
52,3,14,102.55465507773052,-0.024150574747096018,0.10844653986237078,0.11110311547718113
53,3,15,128.51348208363933,-0.11928095147183104,0.14988430142176756,0.1915548203432025
54,4,5,200.37757722542392,-0.09190776269558319,-0.034139253635965164,0.09804348771095607
55,4,6,201.9688301351076,-0.19430436158021402,-0.07838112508983056,0.20951798419095727
56,4,7,76.28279733675014,0.053608969477501954,0.21962623303465184,0.22607433256659396
57,4,8,209.43769318328225,-0.06668055873580117,-0.03763038027868539,0.07656593520121795
58,4,9,307.1171324797498,0.03261846355993151,-0.04310254478148781,0.05405361719303105
59,4,10,280.4840188480755,0.022165184657715338,-0.1197790769439637,0.12181265404077934
60,4,11,84.23103088957933,0.02132801770604651,0.21110757052437223,0.21218221101678678
61,4,12,273.8496958334697,0.00999107401316391,-0.1484752839879241,0.14881105978801182
62,4,13,84.58066997587542,0.018712723891158693,0.19724963823056696,0.1981352715129648
63,4,14,344.4080922437925,0.10684282374799971,-0.029814786598533167,0.11092479653513998
64,4,15,196.0219461909027,-0.1126559041323596,-0.032350264779817964,0.1172087555057374
65,5,6,165.8579026510217,-0.28008154796747364,0.07057043262407603,0.2888353501090292
66,5,7,98.46346461021388,-0.01840750088561817,0.12370702320446467,0.1250690356521709
67,5,8,323.8286590688773,0.08321185899939189,-0.06083798015980219,0.1030799364961929
68,5,9,202.20100484592075,-0.03931178736589546,-0.016043647528842506,0.042459571970653594
69,5,10,148.06471156756385,-0.049896093202939355,0.03110023637696684,0.05879493872451627
70,5,11,11.413009123121963,0.18164014091610456,0.036667997394008126,0.18530429791267472
71,5,12,244.22764587578234,-0.1308521531723958,-0.27101432299921957,0.300950243828739
72,5,13,53.317033898976476,0.08476976949428817,0.1137979613439513,0.1419009859942988
73,5,14,274.9664631179995,0.006305986541213896,-0.07256694474083993,0.07284042102622751
74,5,15,137.28048772627173,-0.1023599041178798,0.09451956308764023,0.13932515127319958
75,6,7,217.99379403727687,-0.16321159540101882,-0.12748640690676724,0.2071009628643568
76,6,8,266.5159182581082,-0.00864827655691064,-0.14204570512512768,0.14230873139726716
77,6,9,184.22559777452602,-0.13900385332826756,-0.010270243977197736,0.13938274337757056
78,6,10,172.44107046610912,-0.13420201941808668,0.01780847117828435,0.13537844607469943
79,6,11,59.706360631166405,0.010924623870448322,0.018700018507635963,0.021657287431640575
80,6,12,254.26133652081336,-0.030113651222466977,-0.10685587690874739,0.11101806348466794
81,6,13,245.42586226316465,-0.08973958850808274,-0.19624224388925748,0.21578742324864725
82,6,14,88.47050178536935,0.0047640222765633405,0.1784202992366948,0.17848389027574257
83,6,15,280.6211660163472,0.04568640085756258,-0.24362533986531137,0.24787205055795697
84,7,8,157.08968965059287,-0.20814376210048602,0.08796750956092612,0.22596926436950523
85,7,9,103.80403448308952,-0.02933844981393071,0.1194084737728139,0.1229598643714172
86,7,10,300.73673214560546,0.07546275132031365,-0.12690835242692536,0.14764943871396258
87,7,11,351.99283145598787,0.2227921431653139,-0.031339819407634105,0.22498560695452685
88,7,12,211.72589421466145,-0.19665498064958237,-0.12157940329472483,0.2312027956573816
89,7,13,159.66180516619667,-0.20352864776632945,0.07544181370744191,0.2170607696408058
90,7,14,99.12554600298644,-0.025327646526985027,0.1576755810245892,0.1596968331872542
91,7,15,164.53109819941722,-0.02217853279442196,0.0061376898816086255,0.023012139274653523
92,8,9,38.4880580871352,0.13396224819256772,0.10651280383237599,0.17114573123815072
93,8,10,209.81041031526954,-0.15771699033838665,-0.09036343127858054,0.18176963099989366
94,8,11,287.8944120900285,0.08716063003471228,-0.26994451492467036,0.2836670875620991
95,8,12,329.6497189010245,0.10156118059036655,-0.05946718474009512,0.11769035416643817
96,8,13,345.9391990178539,0.15171722469488377,-0.037998405237790245,0.15640330901145658
97,8,14,26.649386377323076,0.09750292751884126,0.04893099249535823,0.10909199283781196
98,8,15,61.31664277976743,0.15408037571736766,0.2816277395412401,0.321021721788906
99,9,10,281.62762052612175,0.0510942659832137,-0.24830409234990625,0.25350650148284987
100,9,11,291.9158517398964,0.022540670091626382,-0.0560268827784151,0.06039116990128447
101,9,12,297.1239619108395,0.10476783994591106,-0.20452334619123932,0.22979577764657375
