t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(70.97886967409697),np.float64(-17.88596668178701),np.float64(15.355595223803086),np.float64(13.246542614377978),np.float64(4.440892098500626e-16)
1,np.float64(70.97886967409701),np.float64(-17.8859666817871),np.float64(15.355595223802966),np.float64(18.971564584418637),np.float64(8.881784197001252e-16)
2,np.float64(70.97886967409696),np.float64(-17.88596668178706),np.float64(15.355595223803073),np.float64(28.082803747942272),np.float64(1.7763568394002505e-15)
3,np.float64(70.9788696740971),np.float64(-17.885966681787284),np.float64(15.35559522380287),np.float64(29.975421220332503),np.float64(1.7763568394002505e-15)
4,np.float64(70.97886967409679),np.float64(-17.885966681787313),np.float64(15.35559522380282),np.float64(30.153594931361926),np.float64(1.7763568394002505e-15)
5,np.float64(70.97886967409633),np.float64(-17.88596668178716),np.float64(15.355595223802805),np.float64(30.30216667006129),np.float64(1.7763568394002505e-15)
6,np.float64(70.97886967409642),np.float64(-17.885966681787355),np.float64(15.355595223802675),np.float64(30.411965194639546),np.float64(1.7763568394002505e-15)
7,np.float64(70.97886967409642),np.float64(-17.88596668178722),np.float64(15.355595223802785),np.float64(30.518741693591128),np.float64(1.7763568394002505e-15)
8,np.float64(70.97886967409622),np.float64(-17.885966681787362),np.float64(15.355595223802585),np.float64(30.61686725985302),np.float64(8.881784197001252e-16)
9,np.float64(70.97886967409606),np.float64(-17.8859666817875),np.float64(15.355595223802421),np.float64(30.678706863453563),np.float64(1.7763568394002505e-15)
10,np.float64(70.97886967409588),np.float64(-17.885966681787217),np.float64(15.35559522380261),np.float64(30.80261240889829),np.float64(4.440892098500626e-16)
11,np.float64(70.97886967409593),np.float64(-17.885966681787256),np.float64(15.355595223802549),np.float64(30.947527993388974),np.float64(1.7763568394002505e-15)
12,np.float64(70.97886967409617),np.float64(-17.885966681787274),np.float64(15.355595223802633),np.float64(31.062020640941554),np.float64(1.7763568394002505e-15)
13,np.float64(70.97886967409627),np.float64(-17.885966681787508),np.float64(15.355595223802283),np.float64(31.168258918097294),np.float64(4.440892098500626e-16)
14,np.float64(70.97886967409634),np.float64(-17.885966681787536),np.float64(15.355595223802268),np.float64(31.30115166677588),np.float64(1.7763568394002505e-15)
15,np.float64(70.97886967409619),np.float64(-17.88596668178746),np.float64(15.355595223802274),np.float64(31.484702569767286),np.float64(1.7763568394002505e-15)
16,np.float64(70.97886967409616),np.float64(-17.885966681787455),np.float64(15.355595223802261),np.float64(31.66786459570178),np.float64(1.7763568394002505e-15)
17,np.float64(70.97886967409636),np.float64(-17.885966681787668),np.float64(15.35559522380208),np.float64(31.895057516933523),np.float64(1.7763568394002505e-15)
18,np.float64(70.97886967409652),np.float64(-17.885966681787643),np.float64(15.355595223802187),np.float64(32.10268451121866),np.float64(1.7763568394002505e-15)
19,np.float64(70.97886967409673),np.float64(-17.885966681787636),np.float64(15.355595223802254),np.float64(32.3345683981617),np.float64(1.7763568394002505e-15)
20,np.float64(70.97886967409671),np.float64(-17.885966681787433),np.float64(15.3555952238024),np.float64(32.609363336464966),np.float64(8.881784197001252e-16)
21,np.float64(70.97886967409663),np.float64(-17.885966681787284),np.float64(15.355595223802514),np.float64(32.75250524235153),np.float64(1.7763568394002505e-15)
22,np.float64(70.97886967409656),np.float64(-17.88596668178711),np.float64(15.355595223802652),np.float64(32.88730763391522),np.float64(4.440892098500626e-16)
23,np.float64(70.97886967409684),np.float64(-17.885966681787256),np.float64(15.35559522380262),np.float64(32.985969785294486),np.float64(3.552713678800501e-15)
24,np.float64(70.97886967409686),np.float64(-17.88596668178721),np.float64(15.35559522380263),np.float64(33.05210393903906),np.float64(3.552713678800501e-15)
25,np.float64(70.97886967409697),np.float64(-17.885966681787153),np.float64(15.35559522380287),np.float64(33.11770108388813),np.float64(3.552713678800501e-15)
26,np.float64(70.97886967409693),np.float64(-17.885966681787),np.float64(15.355595223803112),np.float64(33.15691467792031),np.float64(3.552713678800501e-15)
27,np.float64(70.9788696740967),np.float64(-17.88596668178647),np.float64(15.355595223803412),np.float64(33.202789528994465),np.float64(1.7763568394002505e-15)
28,np.float64(70.97886967409679),np.float64(-17.885966681786666),np.float64(15.355595223803252),np.float64(33.23408981029588),np.float64(1.7763568394002505e-15)
29,np.float64(70.97886967409693),np.float64(-17.885966681786783),np.float64(15.35559522380304),np.float64(33.26357042991761),np.float64(1.7763568394002505e-15)
30,np.float64(70.97886967409693),np.float64(-17.885966681786762),np.float64(15.35559522380316),np.float64(33.29180805152079),np.float64(3.552713678800501e-15)
31,np.float64(70.97886967409684),np.float64(-17.885966681786687),np.float64(15.355595223803121),np.float64(33.31139973284096),np.float64(1.7763568394002505e-15)
32,np.float64(70.97886967409687),np.float64(-17.885966681786677),np.float64(15.355595223803032),np.float64(33.33290790168554),np.float64(1.7763568394002505e-15)
33,np.float64(70.97886967409707),np.float64(-17.8859666817866),np.float64(15.355595223803295),np.float64(33.34954035776652),np.float64(1.7763568394002505e-15)
34,np.float64(70.97886967409701),np.float64(-17.88596668178655),np.float64(15.35559522380325),np.float64(33.362895296983666),np.float64(1.7763568394002505e-15)
35,np.float64(70.978869674097),np.float64(-17.88596668178654),np.float64(15.355595223803222),np.float64(33.37729829179895),np.float64(1.7763568394002505e-15)
36,np.float64(70.97886967409694),np.float64(-17.88596668178642),np.float64(15.355595223803407),np.float64(33.38735083951989),np.float64(3.552713678800501e-15)
37,np.float64(70.97886967409698),np.float64(-17.88596668178635),np.float64(15.35559522380343),np.float64(33.396439909132326),np.float64(4.440892098500626e-16)
38,np.float64(70.97886967409724),np.float64(-17.885966681786403),np.float64(15.355595223803467),np.float64(33.40569990081033),np.float64(3.552713678800501e-15)
39,np.float64(70.9788696740971),np.float64(-17.885966681786346),np.float64(15.355595223803348),np.float64(33.411979705412996),np.float64(1.7763568394002505e-15)
40,np.float64(70.97886967409727),np.float64(-17.88596668178632),np.float64(15.355595223803459),np.float64(33.41802283983933),np.float64(3.552713678800501e-15)
41,np.float64(70.97886967409731),np.float64(-17.885966681786385),np.float64(15.355595223803288),np.float64(33.42394646477543),np.float64(3.552713678800501e-15)
42,np.float64(70.97886967409724),np.float64(-17.885966681786314),np.float64(15.355595223803254),np.float64(33.42795972862401),np.float64(3.552713678800501e-15)
43,np.float64(70.9788696740973),np.float64(-17.88596668178633),np.float64(15.355595223803078),np.float64(33.43190944829113),np.float64(1.7763568394002505e-15)
44,np.float64(70.97886967409741),np.float64(-17.885966681786385),np.float64(15.355595223803123),np.float64(33.435742131883835),np.float64(3.552713678800501e-15)
45,np.float64(70.97886967409761),np.float64(-17.885966681786286),np.float64(15.355595223803375),np.float64(33.438352203931196),np.float64(4.440892098500626e-16)
46,np.float64(70.97886967409768),np.float64(-17.885966681786464),np.float64(15.355595223803226),np.float64(33.44091119164974),np.float64(3.552713678800501e-15)
47,np.float64(70.97886967409771),np.float64(-17.88596668178636),np.float64(15.35559522380322),np.float64(33.443434925273294),np.float64(8.881784197001252e-16)
48,np.float64(70.9788696740977),np.float64(-17.88596668178627),np.float64(15.355595223803197),np.float64(33.44516658439243),np.float64(3.552713678800501e-15)
49,np.float64(70.97886967409751),np.float64(-17.885966681786304),np.float64(15.355595223803046),np.float64(33.44681932649954),np.float64(3.552713678800501e-15)
50,np.float64(70.97886967409757),np.float64(-17.88596668178646),np.float64(15.355595223802961),np.float64(33.44851225701022),np.float64(4.440892098500626e-16)
51,np.float64(70.97886967409767),np.float64(-17.885966681786712),np.float64(15.355595223802725),np.float64(33.449693424544655),np.float64(8.881784197001252e-16)
52,np.float64(70.97886967409767),np.float64(-17.88596668178662),np.float64(15.355595223802831),np.float64(33.45076207357001),np.float64(1.7763568394002505e-15)
53,np.float64(70.97886967409752),np.float64(-17.885966681786343),np.float64(15.355595223803004),np.float64(33.45191699772381),np.float64(4.388850394221322e-16)
54,np.float64(70.97886967409747),np.float64(-17.88596668178622),np.float64(15.35559522380309),np.float64(33.45275357423379),np.float64(1.2923689896027213e-16)
