step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,6.796674923263994e-32,2.5673359541459624e-32,1.0000000000000004,5.065943613886837e-12
25,2.7720509909922964e-22,1.0470982143843242e-22,1.0000000000000002,5.319901329474303e-12
50,1.1135224773155553e-21,4.206154221054128e-22,1.0000000000000002,6.079166189550152e-12
75,2.5665751624270435e-21,9.694829851230788e-22,1.0000000000000002,7.191449268987841e-12
100,4.741537565225514e-21,1.7910404729628794e-21,1.0000000000000002,8.420445537008273e-12
125,7.754784176178141e-21,2.929246500226032e-21,1.0,9.495601253842344e-12
150,1.169565289707401e-20,4.417847039747934e-21,1.0000000000000002,1.019216017409951e-11
200,2.2408354326087433e-20,8.464399781383411e-21,0.9999999999999998,1.0152051972026788e-11
300,5.186962371711798e-20,1.959292615881587e-20,1.0,9.528466065629757e-12
500,1.132900016992873e-19,4.279349798124218e-20,1.0,1.2491904972200385e-11
750,1.8997589172877876e-19,7.176037441290981e-20,0.9999999999999998,1.2935327084000963e-11
1000,2.6085748547777427e-19,9.853477015399509e-20,1.0,1.6182125258993392e-11
1500,4.3009195700006868e-19,1.6246040266187453e-19,1.0,1.6386035748479595e-11
2000,7.895165304878542e-19,2.9822732409583708e-19,1.0,2.180236350687398e-11
3000,1.1672337052218321e-18,4.409039849839565e-19,1.0000000000000002,2.2468773331386354e-11
4000,1.344944195371232e-18,5.080312988456442e-19,1.0000000000000002,2.8016430078766863e-11
5000,1.3651607212174779e-18,5.156677702466354e-19,0.9999999999999996,3.1141420473227024e-11
7500,2.3723961738915955e-18,8.961349576784445e-19,0.9999999999999996,4.791212607460396e-11
10000,5.325472740269723e-18,2.011612706697699e-18,1.0000000000000002,6.298650764440327e-11
15000,2.4369052243111612e-17,9.205022264359458e-18,0.9999999999999998,1.725685176259815e-10
20000,1.0862812787869706e-16,4.103254922202584e-17,0.9999999999999998,4.040685920075797e-10
25000,6.018565909284086e-16,2.2734176381510014e-16,1.0000000000000004,1.093971334643801e-09
30000,3.755648987269083e-15,1.4186367282597998e-15,0.9999999999999993,3.047235676249235e-09
35000,2.4584530416478673e-14,9.28641572044301e-15,0.9999999999999931,8.16345436373047e-09
40000,1.6874286687590046e-13,6.37399366643951e-14,0.9999999999999537,2.1511674446307274e-08
