step,edge_index,theta,relative_theta_over_pi_mod_pi,amplitude,a,b,a2,b2,ab,r2,a2_norm,b2_norm,ab_norm,z2_re,z2_im,z2_phase_over_pi,relation_class,constraint1,constraint2,i,j
5000,0,-1.105651240353495,0.0,0.2931977358982887,0.1315145710150941,-0.2620473811099786,0.0172960823892842,0.0686688299465984,-0.0344630489123077,0.0859649123358826,0.2011993256237484,0.7988006743762516,-0.4008966911715502,-0.0513727475573141,-0.0689260978246154,-0.703879440951776,a2<b2;ab<0,0.0,0.0,1,2
5000,1,2.094290146214675,0.0185729785533156,0.2931977357323272,-0.1465722169335806,0.2539320725346425,0.0214834147768246,0.0644814974617389,-0.0372193868219413,0.0859649122385635,0.2499091107916844,0.7500908892083156,-0.4329602142633824,-0.0429980826849143,-0.0744387736438827,-0.6667334838451449,a2<b2;ab<0,0.0,0.0,1,3
5000,2,-2.618098838736864,-0.4814270229003578,0.2931977357682732,-0.2539320732351478,-0.1465722157918807,0.0644814978175004,0.0214834144421416,0.0372193866347017,0.0859649122596421,0.7500908931628438,0.2499091068371561,0.4329602119791275,0.0429980833753588,0.0744387732694035,0.3332665132475084,a2>b2;ab>0,0.0,2.7755575615628914e-17,1,4
5000,3,-2.6764475637985,-0.4999999989336963,0.2931977358478842,-0.2620473806243698,-0.1315145718703154,0.0686688296920933,0.0172960826142323,0.0344630490725515,0.0859649123063257,0.7988006716903304,0.2011993283096695,0.40089669317345,0.0513727470778609,0.0689260981451031,0.2961205611808313,a2>b2;ab>0,0.0,-2.7755575615628914e-17,1,5
5000,4,-2.6180988261423894,-0.481427018891412,0.2931977359399177,-0.2539320715378052,-0.1465722190758285,0.064481496955481,0.0214834154048126,0.0372193872198181,0.0859649123602937,0.7500908822570307,0.2499091177429692,0.4329602182786544,0.0429980815506683,0.0744387744396363,0.3332665212654002,a2>b2;ab>0,0.0,5.551115123125783e-17,2,3
5000,5,0.4651450732748045,0.4999999958089419,0.2931977357494389,0.2620473827085425,0.1315145674980549,0.0686688307843973,0.0172960814642004,0.0344630482009112,0.0859649122485978,0.7988006849331418,0.2011993150668581,0.4008966833031738,0.0513727493201969,0.0689260964018225,0.296120550666108,a2>b2;ab>0,0.0,-2.7755575615628914e-17,2,4
5000,6,2.0942901419222895,0.0185729771870067,0.2931977357776917,-0.1465722158662843,0.2539320732030762,0.0214834144639526,0.0644814978012124,-0.0372193866488944,0.0859649122651651,0.24990910707482,0.7500908929251799,-0.4329602121164093,-0.0429980833372597,-0.0744387732977888,-0.6667334865777624,a2<b2;ab<0,0.0,-5.551115123125783e-17,2,5
5000,7,-1.047302516348499,0.0185729756969997,0.293197735897153,0.1465722147373493,-0.2539320739926428,0.0214834141330116,0.064481498202205,-0.0372193864779501,0.0859649123352166,0.2499091030214506,0.7500908969785494,-0.4329602097750607,-0.0429980840691934,-0.0744387729559002,-0.6667334895577766,a2<b2;ab<0,0.0,0.0,3,4
5000,8,-2.618098851176578,-0.4814270268600417,0.2931977357105454,-0.2539320750084675,-0.1465722126041798,0.0644814987181059,0.0214834135076849,0.0372193860851616,0.0859649122257908,0.750090903934646,0.249909096065354,0.4329602057570091,0.042998085210421,0.0744387721703232,0.3332665053281407,a2>b2;ab>0,0.0,-5.551115123125783e-17,3,5
5000,9,2.035941403145796,-3.211906469143596e-09,0.2931977357200592,-0.1315145682909592,0.2620473822777329,0.0172960816727573,0.0686688305586123,-0.034463048352032,0.0859649122313696,0.2011993175332507,0.7988006824667493,-0.4008966851414524,-0.0513727488858549,-0.068926096704064,-0.703879447375589,a2<b2;ab<0,0.0,-2.7755575615628914e-17,4,5
