N,M,decomposition,block_id,block_size,closure_residual,edges
3,3,round_robin_matching,0,1,1.0,2-3
3,3,round_robin_matching,1,1,0.9999999999999998,1-3
3,3,round_robin_matching,2,1,1.0000000000000002,1-2
3,3,walecki_hamilton_cycle,0,3,1.7998372611042504e-15,"1-3,1-2,2-3"
4,6,round_robin_matching,0,2,1.0000000000000002,"1-4,2-3"
4,6,round_robin_matching,1,2,1.0,"1-3,2-4"
4,6,round_robin_matching,2,2,0.9999999999999997,"1-2,3-4"
5,10,round_robin_matching,0,2,1.0,"2-5,3-4"
5,10,round_robin_matching,1,2,1.0,"1-5,2-3"
5,10,round_robin_matching,2,2,0.08658395947735205,"1-4,3-5"
5,10,round_robin_matching,3,2,0.9962445561573942,"1-3,2-4"
5,10,round_robin_matching,4,2,1.0000000000000002,"1-2,4-5"
5,10,walecki_hamilton_cycle,0,5,0.21724850436547935,"1-5,1-4,2-4,2-3,3-5"
5,10,walecki_hamilton_cycle,1,5,0.21724850440971705,"2-5,1-2,1-3,3-4,4-5"
6,15,round_robin_matching,0,3,0.6374157247030899,"1-6,2-5,3-4"
6,15,round_robin_matching,1,3,0.9981628358385218,"1-5,4-6,2-3"
6,15,round_robin_matching,2,3,0.6562241933531012,"1-4,3-5,2-6"
6,15,round_robin_matching,3,3,0.9982731156227079,"1-3,2-4,5-6"
6,15,round_robin_matching,4,3,0.7049856679536687,"1-2,3-6,4-5"
7,21,round_robin_matching,0,3,0.3122867402374619,"2-7,3-6,4-5"
7,21,round_robin_matching,1,3,0.23607273486770433,"1-7,2-5,3-4"
7,21,round_robin_matching,2,3,0.5185254795580619,"1-6,5-7,2-3"
7,21,round_robin_matching,3,3,0.9358219386340176,"1-5,4-6,3-7"
7,21,round_robin_matching,4,3,0.32968961257480195,"1-4,3-5,2-6"
7,21,round_robin_matching,5,3,0.5283529883430852,"1-3,2-4,6-7"
7,21,round_robin_matching,6,3,0.7996364647863795,"1-2,4-7,5-6"
7,21,walecki_hamilton_cycle,0,7,0.1697177321524014,"1-7,1-6,2-6,2-5,3-5,3-4,4-7"
7,21,walecki_hamilton_cycle,1,7,0.1415101027918836,"2-7,1-2,1-3,3-6,4-6,4-5,5-7"
7,21,walecki_hamilton_cycle,2,7,0.09951837486374042,"3-7,2-3,2-4,1-4,1-5,5-6,6-7"
8,28,round_robin_matching,0,4,0.26517252478528097,"1-8,2-7,3-6,4-5"
8,28,round_robin_matching,1,4,0.4708615642174275,"1-7,6-8,2-5,3-4"
8,28,round_robin_matching,2,4,0.19748352087040294,"1-6,5-7,4-8,2-3"
8,28,round_robin_matching,3,4,0.49427200598232834,"1-5,4-6,3-7,2-8"
8,28,round_robin_matching,4,4,0.2172866487125646,"1-4,3-5,2-6,7-8"
8,28,round_robin_matching,5,4,0.4221426495574175,"1-3,2-4,5-8,6-7"
8,28,round_robin_matching,6,4,0.5743507131219039,"1-2,3-8,4-7,5-6"
9,36,round_robin_matching,0,4,0.8692204622043717,"2-9,3-8,4-7,5-6"
9,36,round_robin_matching,1,4,0.4338710982631571,"1-9,2-7,3-6,4-5"
9,36,round_robin_matching,2,4,0.23571913528134916,"1-8,7-9,2-5,3-4"
9,36,round_robin_matching,3,4,0.8432277479464945,"1-7,6-8,5-9,2-3"
9,36,round_robin_matching,4,4,0.30671314475074735,"1-6,5-7,4-8,3-9"
9,36,round_robin_matching,5,4,0.4526111586652812,"1-5,4-6,3-7,2-8"
9,36,round_robin_matching,6,4,0.517617836317365,"1-4,3-5,2-6,8-9"
9,36,round_robin_matching,7,4,0.2868774359013336,"1-3,2-4,6-9,7-8"
9,36,round_robin_matching,8,4,0.4818349350396326,"1-2,4-9,5-8,6-7"
9,36,walecki_hamilton_cycle,0,9,0.313057378498005,"1-9,1-8,2-8,2-7,3-7,3-6,4-6,4-5,5-9"
